cmun,cdis,bakery,bar,butcher,cafe,car_dealership,clothes,convenience,fast_food,food_court,furniture_shop,gift_shop,greengrocer,guesthouse,hairdresser,hotel,pub,restaurant,stationery,vending_any,bicycle_rental,hostel,supermarket,beauty_shop,beverages,bicycle_shop,bookshop,chemist,computer_shop,doityourself,florist,jeweller,kiosk,mall,mobile_phone_shop,optician,shoe_shop,toy_shop,travel_agent,car_rental,car_wash,outdoor_shop,sports_shop,caravan_site,biergarten,garden_centre,laundry,department_store,newsagent,vending_parking,chalet,shelter,motel,camp_site,general,alpine_hut,video_shop,vending_machine,car_sharing
074,06,0,3,0,2,1,10,3,4,0,0,1,0,0,1,0,0,7,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
074,07,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
075,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
076,01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
078,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
079,01,51,451,12,242,0,366,133,169,3,17,73,24,235,135,125,179,1378,12,1,53,35,56,37,24,8,92,11,10,11,19,21,24,1,22,27,115,16,25,3,0,9,11,0,3,0,16,0,2,123,0,0,0,0,1,0,2,0,0
079,02,28,43,3,42,5,9,36,30,1,2,0,15,6,38,5,38,153,5,5,17,3,42,4,2,7,6,2,1,9,3,3,3,0,6,12,5,1,3,2,1,2,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
079,03,16,18,4,43,8,15,23,17,0,6,0,17,1,40,3,23,118,4,4,20,0,33,9,3,6,4,3,4,4,5,6,13,0,6,7,9,2,6,2,1,1,3,0,0,1,7,0,4,3,0,0,0,0,0,0,0,0,0
079,04,23,84,3,60,9,129,31,28,0,13,5,9,0,30,15,21,323,2,0,17,0,31,10,5,5,8,1,6,6,6,18,7,2,6,21,22,6,9,1,0,0,3,0,2,0,4,2,3,3,0,0,2,0,0,0,0,0,0
079,05,16,37,3,33,15,16,30,22,0,5,0,12,0,30,7,47,184,6,1,21,0,48,5,1,5,3,2,4,8,10,4,10,0,5,8,7,3,5,2,3,0,3,0,1,1,6,0,6,13,0,0,0,0,0,0,0,0,0
079,06,26,68,16,84,8,61,78,65,0,13,2,34,0,94,5,33,227,10,0,12,0,59,19,3,5,7,6,5,23,10,12,14,1,18,23,29,3,8,2,5,0,9,0,2,0,13,0,1,20,0,0,0,0,1,0,0,0,0
079,07,38,122,10,81,13,68,38,50,1,9,3,20,3,55,14,57,376,9,1,23,2,44,20,5,4,23,3,7,18,14,13,11,0,13,15,18,8,16,0,1,3,4,0,2,0,9,3,2,331,0,0,1,0,0,0,0,0,0
079,08,44,37,25,50,20,39,37,44,0,7,1,34,0,61,2,97,196,8,0,3,2,36,14,1,3,7,0,6,14,7,5,17,0,8,12,11,11,5,0,2,0,2,0,2,0,15,0,3,2,0,0,0,0,0,0,0,0,0
079,09,12,63,8,53,2,22,41,25,0,6,3,17,8,38,14,24,174,8,0,14,0,27,9,1,1,6,3,4,7,7,5,12,0,6,7,5,1,10,2,1,0,6,0,0,1,5,0,5,2,0,0,0,0,0,0,0,0,0
079,10,34,50,17,74,2,23,50,53,0,11,1,43,0,76,1,94,100,9,1,1,1,36,6,3,5,4,2,5,15,3,4,22,0,5,16,7,2,3,0,2,0,3,0,0,0,11,0,2,0,0,0,0,0,2,0,0,0,0
079,11,20,58,8,37,8,20,54,43,0,9,1,29,1,52,4,37,98,4,0,2,3,35,9,0,5,0,1,5,9,6,2,8,2,6,7,5,4,4,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
079,12,4,8,3,12,3,12,6,6,0,1,0,7,0,5,1,6,34,2,0,0,0,14,4,0,0,0,2,1,1,1,3,2,0,1,4,11,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
079,13,7,15,1,12,4,3,13,12,0,0,0,5,0,8,0,15,31,3,5,4,0,21,0,0,5,7,0,1,1,2,0,0,0,0,2,4,4,0,0,3,0,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0
079,14,11,11,3,14,0,24,17,10,0,2,0,8,0,21,0,30,26,4,0,1,1,14,6,0,1,2,1,1,4,2,5,12,0,5,8,7,0,4,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
079,15,18,95,15,30,3,45,39,18,0,1,3,21,0,44,2,14,102,1,0,1,0,38,10,1,4,3,1,4,11,2,13,6,0,4,16,17,2,5,0,1,1,3,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
079,16,11,13,5,20,4,4,24,13,2,5,1,6,0,17,2,18,107,1,0,0,0,34,6,0,2,3,0,2,5,3,1,6,0,0,2,2,1,2,0,1,0,0,0,0,1,2,0,2,0,0,1,0,0,2,0,0,0,0
079,17,10,20,8,35,1,8,21,4,4,6,0,16,0,28,0,15,29,5,0,0,0,18,8,1,0,2,3,2,5,2,4,3,0,5,4,4,1,1,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0
079,18,3,19,6,12,3,32,13,13,0,3,0,7,0,10,1,0,40,2,2,0,1,11,0,0,1,0,0,1,3,1,6,4,0,2,6,10,3,0,0,3,1,3,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0
079,19,6,11,1,8,2,4,20,3,0,1,0,4,0,10,0,7,20,2,0,0,0,8,3,0,1,0,0,0,3,0,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
079,20,12,24,6,25,17,39,20,27,0,2,1,10,3,18,8,10,90,2,0,1,0,21,1,0,1,1,1,0,8,3,6,7,0,5,5,8,5,3,0,3,0,8,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
079,21,4,10,1,12,2,11,6,16,1,1,0,1,0,3,14,12,60,2,4,2,2,7,5,0,0,0,0,2,1,1,3,1,0,0,1,2,0,5,12,1,0,1,0,0,0,2,1,3,6,0,0,0,0,0,0,0,1,0
080,01,2,6,3,1,1,7,6,4,0,0,1,2,1,6,1,8,25,1,2,0,0,10,4,0,1,0,0,1,4,0,2,0,0,2,5,1,1,2,0,2,0,0,0,0,0,1,1,1,19,0,0,0,0,0,0,0,2,0
080,02,5,8,4,9,7,38,12,10,0,7,3,3,0,17,0,4,33,2,5,4,0,8,12,0,1,0,1,1,1,4,3,1,0,5,8,3,2,3,2,1,0,0,0,0,0,4,0,1,15,0,0,0,0,0,0,0,3,0
082,01,2,3,2,3,0,0,3,2,0,0,0,2,0,2,1,1,15,1,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,0,0,0,0,1,0,0
083,01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
084,01,2,2,0,2,1,0,0,2,0,0,0,0,1,0,0,2,8,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
085,01,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
086,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
087,01,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,4,9,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
088,01,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
089,01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
090,01,3,5,1,6,0,0,5,2,0,0,0,0,0,3,1,0,22,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
091,02,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,01,0,8,0,1,0,4,9,2,0,0,1,0,0,1,1,0,4,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
092,02,7,6,3,16,1,3,13,6,0,2,0,3,0,18,0,5,21,4,0,0,0,10,4,0,1,3,0,4,6,1,0,5,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
092,03,2,0,0,5,3,0,3,2,0,1,0,1,0,0,0,2,5,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,04,7,9,1,13,0,2,6,10,0,1,0,3,0,6,0,4,17,0,0,0,0,5,1,1,1,1,0,0,2,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
093,01,1,3,3,3,0,6,1,0,0,1,1,1,0,3,1,2,13,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0
094,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
095,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
096,01,0,1,0,1,0,0,2,3,0,0,0,1,0,1,0,0,6,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
097,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,01,0,0,0,4,0,1,0,0,0,0,0,1,0,3,1,0,18,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,01,4,3,0,3,1,0,1,2,2,0,0,2,0,2,1,0,7,3,0,0,0,4,2,0,1,1,0,0,2,2,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,01,2,2,0,10,0,5,2,5,0,4,0,0,0,3,0,1,10,0,0,0,0,9,0,0,1,3,1,1,1,1,0,5,0,2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,01,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,01,1,0,2,0,0,0,0,1,0,0,0,0,0,2,1,2,6,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,01,1,1,1,5,0,2,0,1,0,0,0,1,2,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,02,0,3,0,3,0,2,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,6,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
114,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,01,6,31,4,14,2,29,11,10,0,6,0,7,0,26,3,3,47,4,1,0,0,12,27,1,2,2,0,2,3,6,1,0,1,2,6,3,0,4,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0
115,02,7,11,0,8,1,15,8,6,0,4,3,2,0,15,0,3,46,3,6,0,0,6,14,0,0,4,0,1,1,4,1,0,0,3,5,2,1,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
116,01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,01,1,3,1,2,0,0,0,1,3,0,0,0,0,0,0,2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
121,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,01,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,01,2,7,0,7,12,18,7,13,0,2,1,2,0,11,0,1,62,2,0,3,0,15,5,1,2,2,0,2,3,1,0,2,0,0,2,1,2,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
124,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,01,6,13,0,15,1,89,3,14,0,12,0,6,2,17,3,11,92,5,0,0,0,14,13,0,4,2,2,2,1,1,6,3,0,0,4,13,2,7,0,1,1,1,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0
128,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,01,1,1,0,2,0,0,2,1,0,0,0,0,1,0,0,3,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,01,7,73,4,6,1,23,28,12,0,5,5,15,0,40,0,13,24,2,0,0,3,6,10,0,2,7,3,3,11,3,4,5,0,5,7,7,0,0,1,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0
131,01,1,5,2,16,0,6,4,3,0,1,1,3,0,2,7,4,35,2,1,1,2,5,1,0,1,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,02,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,01,2,3,0,4,0,0,7,0,0,2,0,0,1,3,4,2,26,3,0,0,0,3,0,0,0,0,0,2,2,2,2,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
133,01,2,8,0,1,0,0,1,2,0,2,0,0,0,1,1,4,18,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
134,01,3,3,1,7,0,4,6,16,1,7,0,2,0,2,2,3,50,0,0,0,0,7,2,0,8,1,0,1,3,1,0,0,1,0,4,1,2,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
135,01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
141,01,2,0,0,5,0,0,1,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,01,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
145,01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,01,3,28,0,12,1,9,1,11,0,2,2,7,0,12,2,13,37,2,0,0,0,5,3,0,1,0,0,1,3,1,2,0,1,3,7,1,2,0,1,0,0,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0
148,02,4,37,7,19,7,4,16,12,0,8,0,9,0,20,1,1,53,1,3,0,1,13,3,0,1,0,0,2,6,3,1,4,0,1,3,5,0,2,2,8,0,0,0,0,1,3,2,0,3,1,0,0,0,0,0,0,3,0
148,03,3,14,0,11,3,3,3,2,1,3,0,2,0,8,3,0,20,0,0,0,1,5,1,0,1,0,0,0,3,2,0,0,0,1,2,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
148,04,2,6,1,12,2,31,3,9,0,0,0,5,1,6,3,2,22,0,1,1,0,10,1,0,0,0,1,0,2,0,7,0,0,14,3,5,2,2,1,1,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
149,01,1,4,0,3,0,2,0,3,0,0,0,1,0,1,0,1,6,1,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
150,01,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,02,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,01,2,11,2,5,1,2,11,5,0,0,1,2,1,7,0,11,34,0,1,0,0,5,3,0,2,1,0,2,4,0,1,0,0,0,2,0,1,2,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
154,01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,01,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,01,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
161,02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,01,0,1,0,0,2,1,3,2,0,0,0,1,0,1,0,1,4,0,0,0,1,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,01,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
