cmun,cdis,consultorios_de_salud,helisuperficies,centros_de_atencion_a_drogodependientes,centros_de_salud,estaciones_de_cercanias,hospitales,otros_centros_de_salud,centros_de_salud_mental,centros_de_especialidades,bocas_de_metro,intercambiadores,aeropuertos,ayuntamientos_consejerias_ministerios_etc,sanidad_y_servicios_sociales,actividades_administrativas,actividades_asociativas_y_hogares,actividades_profesionales,administraciones_publicas,alimentacion,centros_educativos_no_universitarios_centros_publicos,comercio_mayorista,comercio_minorista,construccion,educacion,hosteleria,industria_quimica_y_refino,informacion_y_comunicaciones,maquinaria_industrial,material_de_transporte,material_electrico_y_electronico,mercadillos,metalicas_basicas_e_intermedias,mineria_y_suministros,otras_manufactureras,otros_servicios_bancos,papel_y_graficas,servicios_financieros,servicios_personales,servicios_recreativos,textil_confeccion_y_calzado,transporte_y_almacenamiento,actividades_inmobiliarias,centros_educativos_no_universitarios_centros_privados,industria_no_metalica,administracion_de_justicia,agencia_tributaria,campus_universitarios,centros_educativos_universitarios,colegios_mayores,galerias_de_alimentacion,grandes_superficies_especializadas,hipermercados,mercados_de_abastos,agricultura_y_ganaderia,centros_educativos_no_universitarios_servicios_educativos,seguridad_social,centros_comerciales,oficinas_de_empleo,embajadas_y_consulados,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,X,Y,densidad_hab_km,area_km2,bakery,bar,butcher,cafe,car_dealership,clothes,convenience,fast_food,food_court,furniture_shop,gift_shop,greengrocer,guesthouse,hairdresser,hotel,pub,restaurant,stationery,vending_any,bicycle_rental,hostel,supermarket,beauty_shop,beverages,bicycle_shop,bookshop,chemist,computer_shop,doityourself,florist,jeweller,kiosk,mall,mobile_phone_shop,optician,shoe_shop,toy_shop,travel_agent,car_rental,car_wash,outdoor_shop,sports_shop,caravan_site,biergarten,garden_centre,laundry,department_store,newsagent,vending_parking,chalet,shelter,motel,camp_site,general,alpine_hut,video_shop,vending_machine,car_sharing,tmed,prec,velmedia,presMax
043,01,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,2,4,2,2,13,13,2,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.59451043585022,3258,0.4963155923879681,0.5036844076120319,0.12860405156537755,0.6672977900552486,0.2041243707796194,0.0773853898096992,0.08221841620626151,0.02979312461632903,0.01932615101289134,0.13098440761203192,0.15721737262124005,0.460854205033763,0.5470774094536526,-3.382231058682485,40.08664245055788,91.7642099014404,35.50403805033862,1,3,0,1,0,0,2,1,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36744353278335,1.062996542782976,2.1897478025161945,935.635031760672
044,01,1,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,4,2,0,5,2,10,14,12,7,1,0,0,0,0,1,0,1,0,2,0,2,4,1,0,5,0,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,4,39.29509553855959,9414,0.511559464627151,0.4884405353728489,0.1822629169322286,0.6959607605693648,0.12172258338644572,0.12025361164223496,0.1806917994476312,0.08169398767792649,0.06072760781814319,0.4332111217335883,0.1292890376035691,0.5295087529211813,0.6082426704907584,-4.0189900446442,40.53761936958408,298.80294909734084,31.505713141181907,3,3,2,1,0,0,6,1,0,0,0,2,0,0,0,12,2,0,0,0,2,2,0,0,1,1,0,1,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14.72635423276246,1.4957021851595371,2.7498022528853387,904.0952701253906
045,01,0,0,1,2,1,0,0,1,1,0,0,0,1,47,25,8,41,7,12,20,48,118,79,57,70,6,10,0,0,3,2,10,4,14,15,1,19,21,25,6,20,9,14,1,3,1,0,0,0,1,2,1,1,5,2,2,3,1,0,24,39.52876282092824,52465,0.5066432593157343,0.4933567406842657,0.18376987706089776,0.6818469875154866,0.13436879634041743,0.12759876298484704,0.18997262365386447,0.06579310016201277,0.05158701610597541,0.4095484170399314,0.10931014771752597,0.5634180596588202,0.6315848680072429,-3.746061841174362,40.663951220190825,286.76513292192493,182.95459934553543,7,4,2,7,3,4,5,3,1,3,0,5,0,7,2,1,13,1,2,0,0,4,1,1,6,0,1,2,3,2,1,0,0,1,3,3,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15.018360086187576,1.3707715409596255,2.491165618101991,908.7612610677515
046,01,1,0,0,0,1,0,0,0,0,0,0,0,1,5,5,3,1,1,0,5,1,4,12,7,7,0,2,0,0,1,1,0,0,2,2,0,4,1,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41.215298775176926,7348,0.5019075802939574,0.4980924197060425,0.1732320631464344,0.6782688894937398,0.1484921611322809,0.1426001224823081,0.17706580021774634,0.06471780076211214,0.05090787969515514,0.4704932770821992,0.13891286064235167,0.5190651061513337,0.6025174877517692,-4.032211639327345,40.69390800925206,329.14491659681073,22.32451309281803,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.348584132095104,2.2648007387227964,3.6199177493216914,856.5174170765996
047,01,0,0,1,3,1,1,0,1,0,0,0,0,1,53,43,10,46,6,6,23,42,189,67,74,101,2,8,0,2,1,1,9,4,3,14,1,32,28,28,0,31,10,17,1,4,0,0,5,0,1,2,1,0,3,3,2,4,1,0,32,40.900307891503495,64297,0.5153371961366782,0.4846628038633218,0.160191024464594,0.6940321290262376,0.14578240353360186,0.1802859775728261,0.2524583977479509,0.06122466833600323,0.04360874535359348,0.3858323654291802,0.13951866650076986,0.5264358461514534,0.6110891239093581,-3.988439715070842,40.64121324264622,2549.6757191143574,25.21771671510206,10,17,12,27,20,22,20,18,0,8,1,9,0,38,3,45,68,1,1,0,2,23,12,3,3,3,1,3,12,2,8,5,1,5,7,6,1,1,4,8,3,2,0,1,1,3,2,0,16,0,0,0,0,0,0,0,0,0,13.44379538266208,1.880349646472918,3.1481712172771306,878.8316789686812
048,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.5782,742,0.4825,0.5175,0.2049,0.6469,0.1482,0.0984,0.124,0.0322,0.0186,0.2305,0.1467,0.5424,0.6356,-3.248150458304346,40.41887725697083,28.579996135858707,25.962214846804283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.957686236443394,1.073310182265125,2.7289825842214297,939.8713794940162
049,01,0,0,0,2,1,0,0,0,0,4,0,0,1,29,22,0,23,5,1,11,10,70,50,36,47,0,3,0,1,1,1,2,1,6,14,1,24,19,8,1,21,12,7,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,23,42.56829225011649,34336,0.5072128931733457,0.4927871068266543,0.1572359506057782,0.6601227341565704,0.18262997437092263,0.20497597273998136,0.2069037045666356,0.04724020852749301,0.03451912278657968,0.2914583789608574,0.1262329129776328,0.5294154852050326,0.6029537861136999,-3.568199105269504,40.42361014907736,17299.7579876738,1.984767649609009,4,15,2,2,0,9,9,6,0,3,1,3,0,8,0,3,24,1,0,0,0,4,3,0,1,2,0,2,2,1,1,1,0,5,6,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,16.448199472946744,1.038796316956113,2.6955017329923554,948.3196934628106
049,02,0,1,1,3,0,1,0,1,0,5,0,0,0,21,14,4,9,0,0,14,4,37,26,21,19,0,1,0,0,0,0,1,1,0,5,0,10,5,6,0,15,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,45.06080925792383,29121,0.5116185261495141,0.4883814738504859,0.1269474056522784,0.6425976923869373,0.23046278287146732,0.14214567494248137,0.1560375639572817,0.03997529274406785,0.02863846365166031,0.26627687236015246,0.1295851035335325,0.4859941382507469,0.5588660176504928,-3.5501523511231396,40.41837234268685,6562.348091285375,4.4375884355589,0,12,0,6,0,7,8,4,0,3,1,3,0,11,0,1,7,1,0,0,0,3,1,0,1,0,0,1,3,1,2,0,0,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16.412963560793898,1.0374394265017537,2.72234223957494,948.0801026179372
049,04,1,0,0,0,1,1,0,0,0,0,0,0,0,5,44,0,35,0,4,2,119,70,65,5,18,4,10,7,1,8,1,10,1,13,1,12,6,5,10,4,201,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.4912,3135,0.5078,0.4922,0.12249999999999998,0.7222,0.1553,0.3104,0.3662,0.0309,0.02,0.23010000000000003,0.1647,0.5253,0.6289,-3.5518722119804256,40.43557833434981,666.0953224525313,4.706533576091,0,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.392717899309584,1.043144492189657,2.823874361435174,950.065137472022
050,01,1,0,0,1,0,0,0,0,0,0,0,0,1,8,1,2,1,2,0,4,4,3,12,6,2,0,1,1,0,0,1,3,0,6,1,0,1,3,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,37.06238690782504,6607,0.5019079007113667,0.4980920992886333,0.23746729226577873,0.6582198879975784,0.1042747237778114,0.06383912517027396,0.10051033752081125,0.0545843802028152,0.03951067050098381,0.3198189495989102,0.0980104131981232,0.6080497805357954,0.6736615105191465,-3.8371114937793616,40.19098715805262,513.6421519727579,12.863040882887695,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.617588747245538,1.116496144546828,2.647534217234958,938.8950583352216
051,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,3,1,0,3,6,2,0,0,1,0,0,1,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.2924,2493,0.4958000000000001,0.5042,0.1966,0.6398,0.1637,0.10390000000000002,0.1436,0.0439,0.0349,0.338,0.1643,0.4978,0.5956,-4.210394106137892,40.370790233900856,97.10889766757468,25.672209857989458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.606428639283529,1.4290344507217363,2.1273827769868325,928.6912333291472
052,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,3,2,4,5,11,7,4,22,0,0,0,0,0,1,0,0,0,2,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,43.58783071789322,5544,0.4973215909090909,0.5026784090909091,0.1475378787878788,0.6569305555555555,0.19553156565656565,0.12158152958152958,0.15817499999999998,0.03851610750360751,0.02881800144300144,0.22104222582972585,0.16572932900432902,0.478867803030303,0.5742650072150072,-3.4783322841152073,40.16237635700465,47.88661441270686,115.77348008400617,4,4,0,2,0,0,1,1,0,0,1,0,1,1,4,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.448322319112044,1.0548438800623865,2.2427151891312964,938.3662675911776
053,01,1,0,0,0,0,0,0,0,0,0,0,0,1,9,12,1,6,2,4,5,16,14,18,12,14,0,1,3,5,3,1,18,1,8,3,3,5,4,4,1,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36.84233782294833,10528,0.5013397131458966,0.4986602868541034,0.222073280775076,0.6976626044832827,0.08026411474164134,0.07636645136778115,0.11894009308510638,0.0724326367781155,0.05131088525835866,0.42408619870820674,0.10522882788753798,0.6191342895136778,0.6908582636778116,-3.4449324933196306,40.55970742588255,244.102947144865,43.129344086747416,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.931495382180715,1.0120037614047637,2.912061291526117,943.6761917834824
054,01,1,0,0,0,1,0,0,0,0,0,0,0,1,9,3,2,1,2,2,1,1,11,6,5,13,0,0,0,0,0,2,0,0,0,3,0,4,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42.20167859513275,9040,0.5040892477876107,0.49591075221238934,0.1546578871681416,0.6789786615044248,0.1663634513274336,0.1380462831858407,0.18252774336283187,0.0640300442477876,0.05008356194690266,0.416263628318584,0.12241768805309734,0.5146680309734514,0.5864478207964602,-4.078098715256656,40.593652889114594,411.27850619229145,21.98023933634253,1,4,2,2,1,2,0,1,0,0,1,0,0,3,0,5,13,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81622211253329,1.7704039761100987,3.175916889556113,883.4012937390078
054,02,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,3,1,0,4,0,8,7,9,6,0,3,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44.40608594424813,7641,0.5126397461065305,0.48736025389346943,0.13899445098809057,0.6623677398246303,0.1986745190420102,0.08127789556340793,0.13796592069100902,0.06528296034550451,0.05460670069362649,0.5142908388954326,0.11089935872268028,0.4881103258735767,0.5487797670461981,-4.1026949686147525,40.58189579648381,162.95038455171158,46.891573904663986,0,2,2,0,0,1,1,1,0,0,0,1,0,1,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.966177618145878,1.7436376293402471,3.110259831454828,886.9463868216977
055,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,4,0,3,0,1,3,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,45.4344,1379,0.4801,0.5199,0.1443,0.6251,0.23060000000000003,0.1777,0.1733,0.0305,0.022,0.1847,0.2029,0.4263,0.5347,-3.1088140476904957,40.14638275387277,17.411153035958552,79.2021066699033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.98958637478899,1.1357753315640875,2.4819023982141477,933.4084651517204
056,01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,3,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.7755,1733,0.4962,0.5038,0.2008,0.6746,0.1246,0.2429,0.3058,0.0354,0.0231,0.3422,0.1907,0.49030000000000007,0.6058,-4.1832229469306235,40.47888891325104,60.897450281592256,28.457677488737843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.358983899218057,1.4758801849048837,2.264978855340684,922.6801898465706
057,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,3,0,2,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.8296,2412,0.4685000000000001,0.5315,0.1978,0.6584,0.1439,0.0991,0.136,0.0326,0.0196,0.3039,0.1394,0.5297,0.6155,-3.4093559330681527,40.60936813154978,75.90414489585808,31.776920790153284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.756879892510284,1.0901975437773983,2.762009442728181,937.7807834152914
058,02,0,0,0,1,0,0,0,0,0,3,0,0,0,25,34,3,27,0,6,12,56,91,54,19,38,3,8,6,4,3,0,54,4,27,6,16,13,15,6,2,27,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,43.7398628021548,21719,0.5133226253510751,0.4866773746489249,0.13932191169022515,0.6439081265251623,0.2167680279939224,0.13545645747962612,0.17727118191445276,0.04119854505271882,0.02830395966665131,0.1769992725263594,0.16596923891523552,0.4565210829227865,0.5470403103273631,-3.769806015651861,40.28401564764506,3999.879416371685,5.429913689673534,5,6,0,13,2,6,7,8,0,3,0,0,0,5,2,3,9,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.174594736661685,1.0848017520825943,3.0181411841785186,945.970456220291
058,03,0,0,0,1,0,0,0,0,0,0,0,0,0,16,10,2,16,2,0,4,1,30,24,13,18,0,0,0,0,0,0,0,0,4,6,0,12,6,7,1,4,2,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,10,41.65338015045939,16217,0.5105269470308935,0.4894730529691065,0.14390532774249246,0.6993844360855892,0.15668751310353335,0.16581579207004996,0.21088957267065425,0.0550569834124684,0.03812309921687118,0.18225834617993464,0.17348912869211322,0.4863994450268237,0.5873554479866806,-3.793597875170455,40.28942168717862,29151.7357276388,0.5562962065625698,4,34,5,13,2,13,21,5,0,6,0,3,0,15,0,2,4,5,0,0,0,4,0,0,1,2,0,2,6,2,3,3,0,3,3,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.062748410854596,1.0939321881443702,2.8943345423000872,944.2311019940996
058,04,0,0,0,1,0,0,0,1,1,2,0,0,0,13,42,2,31,1,11,10,395,139,71,25,61,8,5,13,7,1,1,81,5,47,7,27,11,13,10,9,29,5,6,5,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,16,39.58809899757656,27234,0.5050968862451348,0.4949031137548652,0.17962904457663215,0.6853454835866931,0.13501647205698758,0.1450449731952706,0.1802539582874348,0.04792701035470368,0.03124205405008445,0.19323596974370277,0.15461370345891165,0.5209049790702798,0.6138478335903651,-3.777909199232077,40.26527969236106,1696.2060384437762,16.055832477159715,2,23,4,22,3,2,24,5,0,11,2,2,0,15,1,3,11,2,0,0,0,4,1,0,0,2,0,1,7,3,0,5,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07576996160744,1.0881610331506408,2.9358513841788967,944.7911168663794
058,06,1,0,1,2,1,0,0,0,0,0,0,0,0,17,19,0,13,1,3,11,21,58,59,24,28,0,2,2,0,1,1,10,1,13,4,4,10,10,7,4,17,3,5,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,19,42.07397818149435,33687,0.5086604031228663,0.4913395968771336,0.13561288330810106,0.7219078546620358,0.1424941639208003,0.07285303232701042,0.10600882536289964,0.05529553536972719,0.0382077121738356,0.2219461038382759,0.14665215364977588,0.5289769050375516,0.6194888176447888,-3.82171471370603,40.31032680845794,4567.730865641128,7.374996686734888,1,1,0,6,1,1,2,2,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.947200468272335,1.112373766901553,2.759404527743616,941.9739579373776
058,07,0,0,0,1,0,1,0,0,0,4,0,0,0,14,15,0,10,2,9,10,8,46,33,23,28,1,2,0,0,1,0,7,0,3,4,1,8,8,7,1,19,6,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,16,39.57668830182771,25551,0.5072315290986654,0.4927684709013346,0.18871543970881768,0.6641957575045986,0.14706560212907518,0.09461814410394898,0.12320614848733905,0.03996305819733083,0.02843256624006888,0.26274936793080506,0.13810952995968848,0.5691234628781653,0.6551870729129975,-3.817503606818036,40.290774825029544,9685.719480033697,2.638007434829313,0,2,1,8,1,4,6,1,0,0,0,0,0,2,0,7,8,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.954071767754897,1.1028723961157618,2.7978643813208164,942.5595280398984
058,08,0,0,0,0,1,0,0,0,0,2,0,0,1,14,9,2,12,7,1,11,5,60,19,22,29,0,0,0,0,0,0,1,0,2,9,0,16,13,9,0,3,3,5,2,4,0,1,5,0,0,0,1,0,0,0,2,2,0,0,16,42.43979151122283,22677,0.5081329276359307,0.49186707236406935,0.1429335361820347,0.7061209639723067,0.15095149711161088,0.09901229880495656,0.13386963884111655,0.04514819420558275,0.02979079243286149,0.20221657626670192,0.153782299245932,0.5169737310931781,0.6091769634431362,-3.818956384457292,40.2813342758059,8051.657084016934,2.8164388725664096,2,1,1,10,0,0,10,5,0,2,0,2,0,6,0,5,3,1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93772161532803,1.1015292190298474,2.799628057881614,942.5001742351078
058,09,0,0,0,1,0,0,0,0,0,3,0,0,0,8,7,2,2,0,0,13,1,60,14,23,18,0,3,0,0,0,1,2,0,1,1,0,7,10,5,0,8,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,36.774581026690875,25889,0.5037247595503882,0.4962752404496118,0.192943072347329,0.7369150140986519,0.07015072038317433,0.05068018849704507,0.09082219861717332,0.07352168102282823,0.04799670902699989,0.2669931129050948,0.1401898026188729,0.5747815520105064,0.6682131445787787,-3.8375457170884784,40.297169789603025,6715.880515123438,3.8548928828767526,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.875581679157676,1.1107458494931568,2.7328690995210554,941.2686540576054
059,01,1,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,5,2,1,2,10,14,12,2,7,1,2,1,1,1,1,4,0,3,3,1,4,4,3,0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40.44681199767036,6868,0.49518669190448455,0.5048133080955154,0.1706377984857309,0.6846278974956319,0.14473430401863716,0.1694786546301689,0.21329475829935937,0.04850390215492138,0.03456438555620268,0.30720821199767034,0.1316363424577752,0.5110103086779266,0.5883491846243448,-3.5236470435016733,40.64224088765399,207.027285506909,33.17437111337094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.553010329618218,1.165384319088958,2.6141694308051893,929.8754324212524
060,01,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,2,1,3,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,43.0661,2223,0.4988999999999999,0.5011,0.1489,0.6631,0.188,0.1174,0.152,0.0338,0.0248,0.1871,0.1825,0.4736000000000001,0.5793,-3.159108647708965,40.110995608909775,36.91043659601047,60.22686819803906,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.058097583745635,1.1259789781604692,2.4414516561480264,933.6187463811156
061,01,0,0,0,1,2,0,0,0,0,0,0,0,1,22,17,6,14,2,2,11,8,35,27,29,35,0,5,0,0,0,1,3,0,2,4,0,3,8,6,0,11,7,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,40.239904565261305,34653,0.5123400859954405,0.4876599140045595,0.17458013736184455,0.6892591377369924,0.13614824401927683,0.163010997604825,0.23574966380977116,0.07118180244134707,0.05634534383747439,0.4428961821487317,0.1222067324618359,0.5290468069142643,0.6029406112024933,-3.985958983122096,40.57492802874767,531.953503397107,65.1429115114433,5,3,10,9,1,7,17,8,0,2,1,10,0,15,0,28,19,2,0,0,0,9,9,1,2,1,0,2,8,2,2,1,0,8,4,0,0,2,0,1,0,1,0,0,0,4,0,0,36,0,0,0,0,0,0,1,0,0,14.400160323268144,1.571129674819506,2.8400847229879305,897.468713110457
062,01,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.2603,411,0.472,0.528,0.0973,0.6959000000000001,0.2068,0.0633,0.0973,0.0431,0.027,0.3666,0.1239,0.5526,0.6307,-3.6841019834620696,40.92915445511041,10.183250296653968,40.360394572158086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.796527089759811,1.3446083539245106,2.0446560419650734,903.000549051059
063,01,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.17530000000001,348,0.4483,0.5517,0.1322,0.6638,0.20399999999999996,0.092,0.1437,0.0331,0.0199,0.3974,0.1761,0.4801,0.5828,-3.7040000478865376,40.967037431019946,14.30747843027807,24.322944234782018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73273889386397,1.3004968421239935,1.9380778306093285,903.5143374251978
