CMUN,dist,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,X,Y,densidad_hab_km,area_km2
013,02,8,42.07469009948174,16787,0.5174180615952821,0.4825819384047179,0.16035501280752962,0.6609314350390183,0.1787211115744326,0.15954221123488413,0.19391052004527315,0.05668432120092929,0.0426000416989337,0.33341944957407516,0.1676199976172038,0.4651762375647823,0.5581424137725621,-3.5919830360323126,40.028964823803356,11027.893477629425,1.5222308806349263
013,03,10,41.744593465368695,17874,0.5124264798030659,0.4875735201969341,0.16778516280631087,0.6576017623363545,0.17461307485733465,0.11110735705494014,0.1514647868412219,0.05480882846592817,0.04044138413337809,0.32919206109432697,0.1572412666442878,0.4783865223229271,0.5662552422513147,-3.6124959536648245,40.02518220728985,7696.288226536837,2.3224182195217646
013,04,5,37.32378924413233,10822,0.49704910367769356,0.5029508963223064,0.2236962114211791,0.6611610608020698,0.11514272777675108,0.1188483459619294,0.1724268527074478,0.07045501755682869,0.05656104232119756,0.44457349842912586,0.13681077434854924,0.5532636296433191,0.6374372019959342,-3.6816077135673777,39.993576247244626,58.74252582175083,184.22769277641265
014,01,26,38.91673680014206,56315,0.5001971375299654,0.49980286247003464,0.19172176684719883,0.682430267246737,0.12584480156263872,0.21791138950546038,0.2324647358607831,0.045112289798455114,0.032772327088697505,0.2757076924442866,0.16285281896475184,0.5498173293083548,0.6541103560330285,-3.445494141785985,40.292364780002885,700.9487213903913,80.34111238307764
015,01,14,33.8256487217466,33757,0.5017269721835471,0.4982730278164529,0.26663129128773294,0.6700694670734959,0.06326854578309683,0.06608400924252748,0.1107041591373641,0.06464215718221407,0.04943017744467814,0.45238220813460917,0.09520449092040169,0.669527084752792,0.7373457682850965,-3.915808254828421,40.28011559377767,1622.4109855984316,20.806688502265423
016,01,1,47.65140000000001,109,0.4404,0.5596,0.0917,0.7064,0.2018,0.0826,0.0734,0.0505,0.0303,0.3434,0.2143,0.44439999999999996,0.5657,-3.4666862421132096,40.93965172572242,3.835243105069308,28.420623416525306
017,01,1,41.8564,1818,0.4934,0.5066,0.15289999999999998,0.6947,0.1524,0.08639999999999999,0.1221,0.0617,0.0435,0.38769999999999993,0.1065,0.55,0.6156,-3.92605700707779,40.22273685811082,84.95535101251978,21.399476058101193
018,01,2,41.98571008858267,6096,0.5014386318897638,0.49856136811023616,0.16518006889763778,0.6741784940944882,0.16059178149606299,0.11528784448818896,0.14436432086614176,0.058658562992126,0.046496505905511805,0.4199914370078741,0.12228080708661418,0.5169771161417324,0.5887647637795276,-3.9376230952345574,40.70741226050014,206.31529572098628,29.54700948709116
019,01,1,42.170399999999994,1749,0.4837,0.5163,0.1618,0.665,0.17320000000000002,0.09830000000000001,0.1155,0.0341,0.0225,0.2094,0.1447,0.5321,0.6221,-3.3338617589878634,40.13748712607535,72.61161063202343,24.08705694277287
020,01,1,49.3662,213,0.4225,0.5775,0.1127,0.6056,0.2817,0.0798,0.10800000000000001,0.05290000000000001,0.05290000000000001,0.2963,0.1333,0.3439,0.3968,-3.5282412899550084,40.97365978384303,14.558775733458484,14.630351061077933
021,01,1,45.0741,810,0.4877,0.5123,0.1704,0.5951,0.2346,0.10860000000000002,0.142,0.0387,0.0268,0.3452,0.1114,0.4865999999999999,0.5476,-3.5578422641505876,40.88195150215352,28.495939681452416,28.42510227964923
022,01,27,37.44675728644068,59000,0.5114951254237288,0.4885048745762712,0.2280970881355932,0.660652106779661,0.11123664745762711,0.07787534406779661,0.13310630169491527,0.09425565084745761,0.08371366610169492,0.6247955762711864,0.06574559491525424,0.5897891542372882,0.6309332457627119,-3.89271431915305,40.420315435438454,1243.6639992585735,47.4404662635355
023,01,4,39.362995903072694,8006,0.49697972770422183,0.5030202722957782,0.2083558705970522,0.6696436547589307,0.12205784411691233,0.09916598800899326,0.1336541843617287,0.05414670247314514,0.0415395203597302,0.46407832875343497,0.1137699475393455,0.577459592805396,0.6516385335998002,-3.921901544203283,40.709238036405935,202.65640329125983,39.505290086954204
024,01,1,44.5872,218,0.3945,0.6054999999999999,0.0917,0.7202,0.1881,0.0872,0.1055,0.0909,0.0707,0.3586,0.0787,0.5909000000000001,0.6414,-3.659818633321227,41.059558255704964,8.741607750957442,24.9382042995607
025,01,1,48.1059,529,0.4178,0.5822,0.0888,0.6144,0.2968,0.1229,0.1456,0.0166,0.0145,0.1639,0.2405,0.3734,0.4917,-3.121021265943383,40.24059275456803,11.824939937823187,44.735956612172174
026,01,5,39.3590904757454,10699,0.5074452378726984,0.4925547621273016,0.1829348911113188,0.6909112160014955,0.12618556874474252,0.19162049724273297,0.22516218338162447,0.06476576315543509,0.04858597065146276,0.38710282269370966,0.1173778857837181,0.5409447798859707,0.6127925133190018,-3.994910129421561,40.39712364057478,217.70954811546432,49.14345784377672
027,01,1,42.5008,1943,0.5229,0.4771,0.1714,0.6366,0.192,0.2357,0.2532,0.0547,0.0329,0.29810000000000003,0.1306,0.4963,0.5708,-3.627181551455507,40.988421161291484,74.81759808549418,25.969825946293156
028,01,1,42.4649,2706,0.4948000000000001,0.5052,0.1693,0.6763,0.1545,0.0913,0.1386,0.047599999999999996,0.0325,0.4195,0.1356,0.5387,0.6232,-3.728368250818068,40.84158717661051,48.146668243282974,56.20326595241652
029,01,1,42.15579999999999,841,0.4839,0.5161,0.1653,0.6825,0.1522,0.0809,0.1213,0.0541,0.0342,0.4231,0.1163,0.5627,0.6368,-3.6347577911182323,40.825458687628014,60.86094301827682,13.818385951519742
030,01,1,42.6686,2776,0.5112,0.48879999999999996,0.152,0.6726,0.1754,0.1711,0.19199999999999998,0.054799999999999995,0.0357,0.328,0.1445,0.503,0.5879,-3.6132111151930486,40.862849323372075,125.2938873650744,22.155909265640748
031,01,2,44.19554155562442,3227,0.48311973969631233,0.5168802603036876,0.1456242330337775,0.638994638983576,0.215335419894639,0.16735751471955376,0.16024635884722652,0.035522962503873566,0.022896994112178493,0.21105704989154012,0.23902981096994108,0.41617294700960644,0.5472742175395103,-4.432826614417484,40.298428816653455,67.50542558977114,47.80356499950688
032,01,3,38.35692798566879,7536,0.49630737791932056,0.5036926220806794,0.20290069002123143,0.6840596072186836,0.11303970276008492,0.11050550690021232,0.13613752653927816,0.052660350318471334,0.03881884288747347,0.32980208333333333,0.14601395966029726,0.5618622080679406,0.657445355626327,-3.3759342641408616,40.56226804707435,214.03959133524634,35.20843949004042
033,01,3,39.208426153846155,6435,0.4926277855477855,0.5073722144522145,0.19162492618492621,0.6812749961149962,0.1271000777000777,0.16705790209790208,0.1829209324009324,0.0417790675990676,0.029296860916860915,0.27234105672105674,0.1336775912975913,0.5712005594405595,0.6592158974358974,-3.3732750668580054,40.32299127475907,104.10681385381628,61.81151609380571
034,01,1,51.0022,457,0.4661,0.5339,0.0832,0.6543,0.2626,0.0744,0.10279999999999999,0.0501,0.0334,0.2697,0.169,0.4224,0.5084,-3.760161766203661,40.892905694617745,8.429879101034338,54.21192813357508
035,01,1,41.9433,2168,0.4958000000000001,0.5042,0.1674,0.661,0.1716,0.1822,0.1997,0.0294,0.0183,0.2416,0.176,0.48749999999999993,0.5917,-3.2459854002826405,40.254421127716306,45.2812496517042,47.87853729028888
036,01,2,37.93468759493671,3950,0.490133164556962,0.509866835443038,0.20457974683544303,0.686063670886076,0.109356582278481,0.07592177215189874,0.10225189873417721,0.052721392405063294,0.034669746835443035,0.2867893670886075,0.12134632911392404,0.5900758227848102,0.6711791139240507,-3.832065216276459,40.17241003990697,740.1839365490907,5.336511379071284
037,01,2,46.51346496631376,2078,0.4990552454282964,0.5009447545717036,0.13764273339749758,0.6024794995187681,0.25987776708373433,0.11693551491819057,0.11984369586140521,0.03126111645813282,0.019559480269489893,0.14343580365736286,0.22811010587102984,0.41519412897016356,0.5379194417709336,-4.5080399562786955,40.24404145184807,30.72783288603153,67.62598611191457
038,01,3,43.17045953520164,7315,0.5033603691045797,0.4966396308954204,0.14487542036910458,0.6820245659603555,0.17306296650717704,0.12905577580314423,0.1539388106630212,0.05794274777853725,0.04562114832535885,0.3876262064251538,0.11948836637047162,0.524991948051948,0.5960752289815447,-4.054058987015863,40.757134845002554,179.43850583843704,40.766055010435075
039,01,1,52.45569999999999,158,0.3861,0.6139,0.0759,0.6329,0.2911,0.057,0.0886,0.0342,0.0205,0.22599999999999998,0.1625,0.4589,0.5479,-3.524082436323768,40.91663027282961,13.665869323087684,11.561650142012429
040,01,3,44.44315357664233,4795,0.43754673618352447,0.5624532638164754,0.13596045881126173,0.6717314911366006,0.19230805005213766,0.16748813347236707,0.2170914702815433,0.04422022940563087,0.030852158498435867,0.24498517205422315,0.14153418143899898,0.4111750573514077,0.4783649426485923,-3.614703001234297,40.16061315628002,7147.957287250795,0.6708210202308336
040,02,6,39.57076538261997,15420,0.5091979182879377,0.49080208171206224,0.18639846303501945,0.6793683398184176,0.1342428793774319,0.15009507782101167,0.2021266926070039,0.04459046692607004,0.029472321660181586,0.24220124513618677,0.16325290531776915,0.5150935019455253,0.6144261284046693,-3.6059208155408733,40.15056153475925,332.9569110048844,46.31229895022
040,03,2,38.416673964984554,4855,0.5093513285272915,0.4906486714727085,0.1880496807415036,0.7069065087538621,0.1050438105046344,0.20086205973223478,0.25439180226570546,0.04363299691040165,0.029409577754891864,0.2551604531410917,0.1485112255406797,0.5703123789907313,0.6693824510813595,-3.6300561561235782,40.16995237976792,2001.0461936514541,2.4262308463457956
041,01,3,37.118114776400866,7424,0.5090159752155172,0.4909840247844828,0.22048802532327585,0.6899153825431035,0.08956163793103449,0.11786647359913793,0.15949587823275863,0.07673060344827587,0.061150161637931036,0.49983072467672407,0.08949913793103448,0.5926631465517241,0.6508325700431035,-3.50758846892729,40.56815912393681,357.3596792703266,20.7745877071489
042,01,1,43.3795,1879,0.4774,0.5226,0.1602,0.6487,0.1911,0.1235,0.1948,0.0336,0.0241,0.3397,0.1294,0.5158,0.5925,-4.192940460235232,40.40587756950175,38.165210979254674,49.23331882067575
043,01,2,44.59451043585022,3258,0.4963155923879681,0.5036844076120319,0.12860405156537755,0.6672977900552486,0.2041243707796194,0.0773853898096992,0.08221841620626151,0.029793124616329037,0.019326151012891344,0.13098440761203192,0.15721737262124003,0.460854205033763,0.5470774094536526,-3.382231058682485,40.08664245055788,91.7642099014404,35.50403805033862
043,02,3,42.002534217660724,5164,0.49441839659178927,0.5055816034082107,0.16653652207591013,0.6649816421378776,0.16848183578621223,0.11269970952749805,0.1502740317583269,0.03579523625096824,0.023742544539116964,0.18284420991479472,0.17144573973663826,0.48079335786212235,0.580543222308288,-3.4789216807038277,40.07888823113411,56.7852759469347,90.93906675430632
044,01,4,39.29509553855959,9414,0.511559464627151,0.4884405353728489,0.1822629169322286,0.6959607605693648,0.12172258338644573,0.12025361164223496,0.1806917994476312,0.08169398767792649,0.060727607818143195,0.4332111217335883,0.12928903760356913,0.5295087529211813,0.6082426704907584,-4.0189900446442,40.53761936958408,298.80294909734084,31.505713141181907
045,01,24,39.528762820928236,52465,0.5066432593157343,0.4933567406842657,0.18376987706089776,0.6818469875154866,0.13436879634041743,0.12759876298484704,0.18997262365386447,0.06579310016201277,0.05158701610597541,0.4095484170399314,0.10931014771752597,0.5634180596588202,0.6315848680072429,-3.746061841174362,40.663951220190825,286.76513292192493,182.95459934553546
046,01,4,41.215298775176926,7348,0.5019075802939574,0.4980924197060425,0.1732320631464344,0.6782688894937398,0.1484921611322809,0.1426001224823081,0.17706580021774634,0.06471780076211214,0.050907879695155145,0.47049327708219923,0.13891286064235167,0.5190651061513337,0.6025174877517692,-4.032211639327345,40.69390800925206,329.14491659681073,22.32451309281803
047,01,32,40.900307891503495,64297,0.5153371961366782,0.4846628038633218,0.160191024464594,0.6940321290262376,0.14578240353360186,0.1802859775728261,0.2524583977479509,0.061224668336003235,0.043608745353593485,0.3858323654291802,0.13951866650076986,0.5264358461514534,0.6110891239093581,-3.988439715070842,40.64121324264622,2549.6757191143574,25.21771671510206
048,01,1,39.5782,742,0.4825,0.5175,0.2049,0.6469,0.1482,0.0984,0.124,0.0322,0.0186,0.2305,0.1467,0.5424,0.6356,-3.248150458304346,40.41887725697083,28.579996135858707,25.962214846804283
049,01,23,42.56829225011649,34336,0.5072128931733457,0.4927871068266543,0.1572359506057782,0.6601227341565704,0.18262997437092265,0.20497597273998136,0.2069037045666356,0.04724020852749301,0.03451912278657968,0.2914583789608574,0.1262329129776328,0.5294154852050326,0.6029537861136999,-3.568199105269504,40.42361014907736,17299.7579876738,1.984767649609009
049,02,21,45.06080925792383,29121,0.5116185261495141,0.4883814738504859,0.1269474056522784,0.6425976923869373,0.23046278287146732,0.14214567494248137,0.1560375639572817,0.03997529274406785,0.028638463651660312,0.26627687236015246,0.1295851035335325,0.4859941382507469,0.5588660176504928,-3.5501523511231396,40.41837234268685,6562.348091285375,4.4375884355589
049,03,9,45.775279170045955,14796,0.517043863206272,0.48295613679372806,0.1127315625844823,0.6583361313868614,0.22893121789672885,0.13159540416328738,0.15146653149499867,0.04268903081914031,0.031410063530683964,0.25891006353068396,0.14408703703703704,0.4725926804541768,0.5526149432278995,-3.5392959094292613,40.42981212048309,15661.130188107449,0.9447594025644203
049,04,1,41.4912,3135,0.5078,0.4922,0.12249999999999998,0.7222,0.1553,0.3104,0.3662,0.0309,0.02,0.23010000000000003,0.1647,0.5253,0.6289,-3.5518722119804256,40.43557833434981,666.0953224525313,4.706533576091
050,01,3,37.06238690782504,6607,0.5019079007113667,0.49809209928863324,0.23746729226577873,0.6582198879975784,0.10427472377781141,0.06383912517027396,0.10051033752081125,0.0545843802028152,0.03951067050098381,0.3198189495989102,0.0980104131981232,0.6080497805357954,0.6736615105191465,-3.8371114937793616,40.19098715805262,513.6421519727579,12.863040882887697
051,01,1,41.2924,2493,0.4958000000000001,0.5042,0.1966,0.6398,0.1637,0.10390000000000002,0.1436,0.0439,0.0349,0.338,0.1643,0.4978,0.5956,-4.210394106137892,40.370790233900856,97.10889766757468,25.672209857989458
052,01,3,43.58783071789322,5544,0.49732159090909084,0.5026784090909091,0.1475378787878788,0.6569305555555555,0.19553156565656565,0.12158152958152958,0.15817499999999998,0.03851610750360751,0.028818001443001447,0.22104222582972585,0.16572932900432902,0.478867803030303,0.5742650072150072,-3.4783322841152073,40.16237635700465,47.88661441270686,115.77348008400615
053,01,4,36.84233782294833,10528,0.5013397131458966,0.4986602868541034,0.22207328077507602,0.6976626044832827,0.08026411474164134,0.07636645136778115,0.11894009308510638,0.0724326367781155,0.05131088525835866,0.42408619870820674,0.10522882788753798,0.6191342895136778,0.6908582636778116,-3.4449324933196306,40.55970742588255,244.102947144865,43.129344086747416
054,01,4,42.20167859513275,9040,0.5040892477876107,0.49591075221238934,0.1546578871681416,0.6789786615044248,0.1663634513274336,0.1380462831858407,0.18252774336283187,0.0640300442477876,0.05008356194690266,0.41626362831858404,0.12241768805309734,0.5146680309734514,0.5864478207964602,-4.078098715256656,40.593652889114594,411.27850619229145,21.98023933634253
054,02,5,44.40608594424813,7641,0.5126397461065305,0.48736025389346943,0.13899445098809055,0.6623677398246303,0.1986745190420102,0.08127789556340793,0.13796592069100902,0.06528296034550451,0.05460670069362649,0.5142908388954326,0.11089935872268027,0.4881103258735767,0.5487797670461981,-4.1026949686147525,40.58189579648381,162.95038455171158,46.891573904663986
055,01,1,45.4344,1379,0.4801,0.5199,0.1443,0.6251,0.23060000000000003,0.1777,0.1733,0.0305,0.022,0.1847,0.2029,0.4263,0.5347,-3.1088140476904957,40.146382753872764,17.411153035958552,79.2021066699033
056,01,1,38.7755,1733,0.4962,0.5038,0.2008,0.6746,0.1246,0.2429,0.3058,0.0354,0.0231,0.3422,0.1907,0.49030000000000007,0.6058,-4.1832229469306235,40.47888891325104,60.897450281592256,28.457677488737843
057,01,1,39.8296,2412,0.4685000000000001,0.5315,0.1978,0.6584,0.1439,0.0991,0.136,0.0326,0.0196,0.3039,0.1394,0.5297,0.6155,-3.4093559330681527,40.60936813154978,75.90414489585808,31.776920790153284
058,01,6,41.82487298770587,8622,0.5080996984458362,0.49190030155416375,0.15832919276270008,0.6620445024356298,0.17965516121549524,0.1519320459290188,0.1989032127116678,0.03301305961493853,0.020522222222222223,0.16052615402458825,0.16854741359313385,0.4719925539318024,0.5673389004871259,-3.7858947321125327,40.29453194491484,33896.330922678186,0.2543638135840682
058,02,17,43.739862802154796,21719,0.5133226253510751,0.4866773746489249,0.13932191169022515,0.6439081265251623,0.2167680279939224,0.13545645747962612,0.17727118191445276,0.04119854505271882,0.028303959666651318,0.17699927252635939,0.16596923891523552,0.4565210829227865,0.5470403103273631,-3.769806015651861,40.28401564764506,3999.8794163716852,5.429913689673534
058,03,10,41.65338015045939,16217,0.5105269470308935,0.4894730529691065,0.14390532774249246,0.6993844360855892,0.15668751310353335,0.16581579207004996,0.21088957267065422,0.0550569834124684,0.03812309921687118,0.18225834617993464,0.17348912869211322,0.4863994450268237,0.5873554479866806,-3.793597875170455,40.28942168717862,29151.7357276388,0.5562962065625698
058,04,16,39.58809899757656,27234,0.5050968862451348,0.49490311375486523,0.17962904457663215,0.6853454835866931,0.13501647205698758,0.1450449731952706,0.18025395828743482,0.04792701035470368,0.031242054050084452,0.19323596974370275,0.15461370345891165,0.5209049790702798,0.6138478335903651,-3.7779091992320772,40.26527969236106,1696.2060384437762,16.055832477159715
058,05,6,42.856224709513434,11016,0.5112701343500363,0.48872986564996374,0.1388890522875817,0.6790915486564996,0.18201939905591866,0.13688094589687727,0.17936743827160492,0.04641338053740014,0.029989787581699342,0.18216904502541756,0.17103951525054467,0.4703859477124183,0.5666622095134349,-3.7987374188741674,40.29000184634036,29481.124905194636,0.3736628108806987
058,06,19,42.07397818149435,33687,0.5086604031228663,0.49133959687713363,0.13561288330810106,0.7219078546620358,0.1424941639208003,0.07285303232701042,0.10600882536289963,0.05529553536972719,0.038207712173835603,0.2219461038382759,0.14665215364977588,0.5289769050375516,0.6194888176447888,-3.82171471370603,40.31032680845794,4567.730865641128,7.374996686734888
058,07,16,39.576688301827716,25551,0.5072315290986654,0.4927684709013346,0.18871543970881766,0.6641957575045986,0.14706560212907518,0.09461814410394898,0.12320614848733905,0.03996305819733083,0.02843256624006888,0.26274936793080506,0.13810952995968848,0.5691234628781653,0.6551870729129975,-3.817503606818036,40.290774825029544,9685.719480033697,2.638007434829313
058,08,16,42.43979151122283,22677,0.5081329276359307,0.49186707236406935,0.14293353618203467,0.7061209639723067,0.15095149711161088,0.09901229880495656,0.13386963884111655,0.04514819420558275,0.02979079243286149,0.20221657626670192,0.153782299245932,0.5169737310931781,0.6091769634431362,-3.818956384457292,40.2813342758059,8051.657084016934,2.8164388725664096
058,09,12,36.774581026690875,25889,0.5037247595503882,0.4962752404496118,0.192943072347329,0.7369150140986519,0.07015072038317433,0.05068018849704507,0.09082219861717332,0.07352168102282823,0.04799670902699989,0.2669931129050948,0.1401898026188729,0.5747815520105064,0.6682131445787787,-3.8375457170884784,40.297169789603025,6715.880515123438,3.8548928828767526
059,01,3,40.44681199767036,6868,0.49518669190448455,0.5048133080955154,0.1706377984857309,0.6846278974956319,0.14473430401863716,0.1694786546301689,0.21329475829935934,0.04850390215492138,0.03456438555620268,0.30720821199767034,0.1316363424577752,0.5110103086779266,0.5883491846243448,-3.5236470435016733,40.64224088765399,207.027285506909,33.17437111337094
060,01,1,43.0661,2223,0.49889999999999995,0.5011,0.1489,0.6631,0.188,0.1174,0.152,0.0338,0.0248,0.1871,0.1825,0.4736000000000001,0.5793,-3.159108647708965,40.110995608909775,36.91043659601047,60.22686819803906
061,01,13,40.239904565261305,34653,0.5123400859954405,0.4876599140045595,0.17458013736184455,0.6892591377369924,0.13614824401927683,0.163010997604825,0.23574966380977116,0.07118180244134707,0.05634534383747439,0.4428961821487317,0.1222067324618359,0.5290468069142643,0.6029406112024933,-3.9859589831220963,40.57492802874767,531.953503397107,65.1429115114433
062,01,1,46.2603,411,0.472,0.528,0.0973,0.6959000000000001,0.20679999999999998,0.0633,0.0973,0.0431,0.027,0.3666,0.1239,0.5526,0.6307,-3.6841019834620696,40.92915445511041,10.183250296653968,40.360394572158086
063,01,1,47.17530000000001,348,0.4483,0.5517,0.1322,0.6638,0.20399999999999996,0.092,0.1437,0.0331,0.0199,0.3974,0.1761,0.4801,0.5828,-3.7040000478865376,40.967037431019946,14.30747843027807,24.322944234782014
064,01,1,42.8953,191,0.466,0.534,0.1623,0.6492,0.1885,0.1257,0.1309,0.0313,0.0313,0.36880000000000007,0.0935,0.6063,0.6688,-3.673564477913814,41.035668424405706,9.522968506947311,20.056771148687446
065,01,18,45.42502453203116,25803,0.5201685036623649,0.47983149633763517,0.12817002674107664,0.6332568771073132,0.2385854590551486,0.16641311862961672,0.2039638724179359,0.04596161299073751,0.034376688757121264,0.26547971941247145,0.1566403441460295,0.45046023330620477,0.5338604038290121,-3.7237026753581377,40.28651642752266,2042.868548937568,12.630768638255914
