mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,Target,is_train
2022-06,103,Bélgica,28065,Getafe,123,065,123,TRUE
2020-01,217,Ghana,28079,Madrid,105,079,105,TRUE
2020-08,117,Luxemburgo,28113,Pinto,36,113,36,TRUE
2022-07,030,Total América,28089,Moraleja de Enmedio,41,089,41,TRUE
2021-10,011,Total Unión Europea,28053,Daganzo de Arriba,355,053,355,TRUE
2019-11,123,Portugal,28903,Tres Cantos,155,903,155,TRUE
2019-12,110,Francia,28050,Cubas de la Sagra,36,050,36,TRUE
2021-09,321,Honduras,28079,Madrid,494,079,494,TRUE
2019-10,110,Francia,28149,Torrejón de la Calzada,35,149,35,TRUE
2020-10,011,Total Unión Europea,28091,Morata de Tajuña,126,091,126,TRUE
2022-05,010,Total Europa,28052,Chinchón,218,052,218,TRUE
2022-02,426,Pakistan,28079,Madrid,63,079,63,TRUE
2020-03,030,Total América,28040,Ciempozuelos,83,040,83,TRUE
2020-06,110,Francia,28130,San Fernando de Henares,204,130,204,TRUE
2021-08,011,Total Unión Europea,28148,Torrejón de Ardoz,1908,148,1908,TRUE
2022-01,117,Luxemburgo,28074,Leganés,78,074,78,TRUE
2020-02,031,Total América del Norte,28007,Alcorcón,155,007,155,TRUE
2022-08,040,Total Asia,28007,Alcorcón,61,007,61,TRUE
2021-02,000,Total,28052,Chinchón,142,052,142,TRUE
2022-01,000,Total,28045,Colmenar Viejo,1423,045,1423,TRUE
2022-03,033,Total Sudamérica,28130,San Fernando de Henares,76,130,76,TRUE
2020-06,011,Total Unión Europea,28110,Perales de Tajuña,92,110,92,TRUE
2022-08,414,Israel,28006,Alcobendas,43,006,43,TRUE
2022-03,050,Total Oceanía,28079,Madrid,286,079,286,TRUE
2020-07,010,Total Europa,28028,Bustarviejo,170,028,170,TRUE
2020-01,348,Peru,28130,San Fernando de Henares,31,130,31,TRUE
2020-01,020,Total África,28045,Colmenar Viejo,63,045,63,TRUE
2022-04,103,Bélgica,28903,Tres Cantos,31,903,31,TRUE
2019-07,228,Marruecos,28123,Rivas-Vaciamadrid,58,123,58,TRUE
2019-09,010,Total Europa,28174,Villamanta,43,174,43,TRUE
2021-04,107,Dinamarca,28014,Arganda del Rey,35,014,35,TRUE
2020-03,000,Total,28058,Fuenlabrada,3729,058,3729,TRUE
2022-07,113,Irlanda,28006,Alcobendas,105,006,105,TRUE
2021-06,345,Ecuador,28079,Madrid,354,079,354,TRUE
2022-01,010,Total Europa,28074,Leganés,4008,074,4008,TRUE
2019-12,348,Peru,28074,Leganés,39,074,39,TRUE
2022-09,103,Bélgica,28065,Getafe,143,065,143,TRUE
2021-04,123,Portugal,28161,Valdemoro,39,161,39,TRUE
2021-12,115,Italia,28075,Loeches,30,075,30,TRUE
2021-09,010,Total Europa,28075,Loeches,389,075,389,TRUE
2021-08,030,Total América,28115,Pozuelo de Alarcón,465,115,465,TRUE
2020-05,020,Total África,28074,Leganés,102,074,102,TRUE
2021-12,131,Suecia,28134,San Sebastián de los Reyes,114,134,114,TRUE
2020-12,407,China,28113,Pinto,37,113,37,TRUE
2021-06,117,Luxemburgo,28006,Alcobendas,64,006,64,TRUE
2020-02,432,Singapur,28079,Madrid,341,079,341,TRUE
2020-06,011,Total Unión Europea,28109,Pelayos de la Presa,36,109,36,TRUE
2020-05,011,Total Unión Europea,28119,Quijorna,33,119,33,TRUE
2022-05,126,Alemania,28127,"Rozas de Madrid, Las",260,127,260,TRUE
2021-11,126,Alemania,28022,Boadilla del Monte,135,022,135,TRUE
2021-06,020,Total África,28079,Madrid,2253,079,2253,TRUE
2022-05,131,Suecia,28065,Getafe,482,065,482,TRUE
2019-08,010,Total Europa,28134,San Sebastián de los Reyes,3129,134,3129,TRUE
2020-09,103,Bélgica,28006,Alcobendas,56,006,56,TRUE
2020-02,000,Total,28083,Meco,694,083,694,TRUE
2019-12,000,Total,28058,Fuenlabrada,4833,058,4833,TRUE
2019-11,228,Marruecos,28040,Ciempozuelos,38,040,38,TRUE
2021-03,102,Austria,28177,Villanueva del Pardillo,30,177,30,TRUE
2019-09,031,Total América del Norte,28127,"Rozas de Madrid, Las",308,127,308,TRUE
2021-01,302,EE.UU.,28115,Pozuelo de Alarcón,195,115,195,TRUE
2021-12,011,Total Unión Europea,28167,Velilla de San Antonio,232,167,232,TRUE
2021-01,302,EE.UU.,28065,Getafe,107,065,107,TRUE
2022-08,010,Total Europa,28179,Villar del Olmo,103,179,103,TRUE
2022-08,000,Total,28902,Puentes Viejas,341,902,341,TRUE
2019-09,010,Total Europa,28086,"Molar, El",338,086,338,TRUE
2021-10,121,Países Bajos,28120,Rascafría,124,120,124,TRUE
2019-12,342,Brasil,28074,Leganés,37,074,37,TRUE
2019-11,011,Total Unión Europea,28030,"Cabrera, La",228,030,228,TRUE
2022-04,010,Total Europa,28183,Zarzalejo,41,183,41,TRUE
2022-09,113,Irlanda,28040,Ciempozuelos,34,040,34,TRUE
2021-09,010,Total Europa,28144,Soto del Real,213,144,213,TRUE
2020-04,123,Portugal,28106,Parla,43,106,43,TRUE
2019-12,103,Bélgica,28007,Alcorcón,135,007,135,TRUE
2020-09,131,Suecia,28903,Tres Cantos,66,903,66,TRUE
2021-07,011,Total Unión Europea,28127,"Rozas de Madrid, Las",2673,127,2673,TRUE
2020-03,010,Total Europa,28060,Fuentidueña de Tajo,42,060,42,TRUE
2020-02,115,Italia,28148,Torrejón de Ardoz,234,148,234,TRUE
2022-03,000,Total,28080,Majadahonda,3053,080,3053,TRUE
2020-07,000,Total,28146,Tielmes,78,146,78,TRUE
2021-12,010,Total Europa,28140,Serranillos del Valle,62,140,62,TRUE
2020-06,011,Total Unión Europea,28125,Robledo de Chavela,79,125,79,TRUE
2022-08,132,Suiza,28049,Coslada,53,049,53,TRUE
2022-07,031,Total América del Norte,28092,Móstoles,184,092,184,TRUE
2022-10,147,Eslovenia,28005,Alcalá de Henares,33,005,33,TRUE
2022-10,117,Luxemburgo,28181,Villaviciosa de Odón,33,181,33,TRUE
2021-12,011,Total Unión Europea,28130,San Fernando de Henares,2498,130,2498,TRUE
2021-04,011,Total Unión Europea,28053,Daganzo de Arriba,273,053,273,TRUE
2021-05,010,Total Europa,28097,Navarredonda y San Mamés,41,097,41,TRUE
2020-03,442,Azerbaiyan,28079,Madrid,30,079,30,TRUE
2022-09,010,Total Europa,28119,Quijorna,130,119,130,TRUE
2022-08,125,Reino Unido,28005,Alcalá de Henares,336,005,336,TRUE
2019-09,435,Tailandia,28134,San Sebastián de los Reyes,76,134,76,TRUE
2022-02,011,Total Unión Europea,28111,Pezuela de las Torres,112,111,112,TRUE
2021-04,321,Honduras,28079,Madrid,118,079,118,TRUE
2020-06,000,Total,28040,Ciempozuelos,869,040,869,TRUE
2021-08,010,Total Europa,28095,Navalagamella,151,095,151,TRUE
2022-02,114,Islandia,28079,Madrid,36,079,36,TRUE
2021-02,125,Reino Unido,28148,Torrejón de Ardoz,150,148,150,TRUE
2020-12,033,Total Sudamérica,28079,Madrid,4953,079,4953,TRUE
2021-01,128,Rumania,28092,Móstoles,37,092,37,TRUE
2022-09,030,Total América,28137,"Santos de la Humosa, Los",80,137,80,TRUE
2022-10,115,Italia,28106,Parla,92,106,92,TRUE
2022-08,030,Total América,28038,Cercedilla,46,038,46,TRUE
2022-08,010,Total Europa,28172,Villalbilla,311,172,311,TRUE
2022-08,123,Portugal,28130,San Fernando de Henares,183,130,183,TRUE
2022-04,128,Rumania,28106,Parla,45,106,45,TRUE
2020-02,116,Liechtenstein,28040,Ciempozuelos,30,040,30,TRUE
2020-12,000,Total,28110,Perales de Tajuña,149,110,149,TRUE
2022-08,403,Bahrein,28079,Madrid,54,079,54,TRUE
2022-03,436,Turquia,28079,Madrid,743,079,743,TRUE
2022-01,010,Total Europa,28165,Valdilecha,39,165,39,TRUE
2022-10,103,Bélgica,28113,Pinto,78,113,78,TRUE
2019-11,011,Total Unión Europea,28903,Tres Cantos,1582,903,1582,TRUE
2021-05,126,Alemania,28086,"Molar, El",45,086,45,TRUE
2020-02,011,Total Unión Europea,28055,Estremera,69,055,69,TRUE
2019-07,110,Francia,28109,Pelayos de la Presa,33,109,33,TRUE
2021-10,010,Total Europa,28087,"Molinos, Los",60,087,60,TRUE
2022-06,107,Dinamarca,28065,Getafe,162,065,162,TRUE
2021-03,121,Países Bajos,28113,Pinto,643,113,643,TRUE
2021-02,110,Francia,28171,Villa del Prado,40,171,40,TRUE
2021-07,126,Alemania,28054,"Escorial, El",44,054,44,TRUE
2020-04,343,Colombia,28006,Alcobendas,37,006,37,TRUE
2019-08,126,Alemania,28004,"Álamo, El",30,004,30,TRUE
2020-02,010,Total Europa,28067,Guadalix de la Sierra,109,067,109,TRUE
2019-10,112,Hungria,28079,Madrid,2234,079,2234,TRUE
2022-02,010,Total Europa,28043,Colmenar de Oreja,95,043,95,TRUE
2021-11,011,Total Unión Europea,28141,Sevilla la Nueva,51,141,51,TRUE
2022-01,000,Total,28083,Meco,372,083,372,TRUE
2021-05,202,Angola,28079,Madrid,48,079,48,TRUE
2020-05,122,Polonia,28148,Torrejón de Ardoz,39,148,39,TRUE
2022-07,102,Austria,28079,Madrid,5504,079,5504,TRUE
2019-08,000,Total,28013,Aranjuez,2137,013,2137,TRUE
2022-05,011,Total Unión Europea,28151,Torrelaguna,101,151,101,TRUE
2022-03,407,China,28007,Alcorcón,41,007,41,TRUE
2019-07,117,Luxemburgo,28115,Pozuelo de Alarcón,66,115,66,TRUE
2020-10,010,Total Europa,28160,Valdemorillo,273,160,273,TRUE
2019-12,247,Togo,28079,Madrid,36,079,36,TRUE
2022-09,011,Total Unión Europea,28066,Griñón,144,066,144,TRUE
2022-01,010,Total Europa,28120,Rascafría,224,120,224,TRUE
2020-05,010,Total Europa,28033,Campo Real,80,033,80,TRUE
2021-12,000,Total,28174,Villamanta,80,174,80,TRUE
2022-02,010,Total Europa,28115,Pozuelo de Alarcón,2628,115,2628,TRUE
2019-11,000,Total,28086,"Molar, El",354,086,354,TRUE
2020-08,010,Total Europa,28903,Tres Cantos,1137,903,1137,TRUE
2021-07,030,Total América,28049,Coslada,222,049,222,TRUE
2019-07,010,Total Europa,28085,Miraflores de la Sierra,174,085,174,TRUE
2020-12,011,Total Unión Europea,28130,San Fernando de Henares,1426,130,1426,TRUE
2022-09,343,Colombia,28026,Brunete,39,026,39,TRUE
2021-07,302,EE.UU.,28079,Madrid,24561,079,24561,TRUE
2022-09,000,Total,28151,Torrelaguna,176,151,176,TRUE
2021-11,115,Italia,28022,Boadilla del Monte,68,022,68,TRUE
2021-05,131,Suecia,28005,Alcalá de Henares,353,005,353,TRUE
2021-12,011,Total Unión Europea,28125,Robledo de Chavela,162,125,162,TRUE
2020-07,121,Países Bajos,28113,Pinto,352,113,352,TRUE
2020-02,351,Venezuela,28005,Alcalá de Henares,35,005,35,TRUE
2019-11,142,Lituania,28005,Alcalá de Henares,80,005,80,TRUE
2021-11,102,Austria,28075,Loeches,36,075,36,TRUE
2020-03,126,Alemania,28014,Arganda del Rey,179,014,179,TRUE
2022-07,121,Países Bajos,28080,Majadahonda,863,080,863,TRUE
2021-04,302,EE.UU.,28080,Majadahonda,79,080,79,TRUE
2019-12,110,Francia,28065,Getafe,1260,065,1260,TRUE
2022-05,011,Total Unión Europea,28109,Pelayos de la Presa,41,109,41,TRUE
2020-11,113,Irlanda,28079,Madrid,512,079,512,TRUE
2022-05,020,Total África,28092,Móstoles,211,092,211,TRUE
2019-10,126,Alemania,28079,Madrid,35835,079,35835,TRUE
2022-07,115,Italia,28148,Torrejón de Ardoz,111,148,111,TRUE
2021-10,126,Alemania,28123,Rivas-Vaciamadrid,113,123,113,TRUE
2020-12,010,Total Europa,28075,Loeches,551,075,551,TRUE
2019-08,228,Marruecos,28005,Alcalá de Henares,86,005,86,TRUE
2020-06,121,Países Bajos,28074,Leganés,587,074,587,TRUE
2020-04,409,Filipinas,28079,Madrid,296,079,296,TRUE
2022-07,010,Total Europa,28026,Brunete,638,026,638,TRUE
2021-07,213,Egipto,28079,Madrid,272,079,272,TRUE
2022-01,117,Luxemburgo,28123,Rivas-Vaciamadrid,48,123,48,TRUE
2019-11,125,Reino Unido,28054,"Escorial, El",50,054,50,TRUE
2022-09,010,Total Europa,28108,Pedrezuela,60,108,60,TRUE
2020-05,110,Francia,28007,Alcorcón,307,007,307,TRUE
2021-08,110,Francia,28047,Collado Villalba,437,047,437,TRUE
2021-08,126,Alemania,28133,San Martín de Valdeiglesias,44,133,44,TRUE
2019-07,125,Reino Unido,28106,Parla,165,106,165,TRUE
2020-01,010,Total Europa,28151,Torrelaguna,118,151,118,TRUE
2022-02,122,Polonia,28134,San Sebastián de los Reyes,67,134,67,TRUE
2022-10,115,Italia,28065,Getafe,332,065,332,TRUE
2019-12,122,Polonia,28106,Parla,71,106,71,TRUE
2020-08,031,Total América del Norte,28115,Pozuelo de Alarcón,149,115,149,TRUE
2022-08,123,Portugal,28096,Navalcarnero,73,096,73,TRUE
2022-06,110,Francia,28145,Talamanca de Jarama,61,145,61,TRUE
2021-12,010,Total Europa,28179,Villar del Olmo,44,179,44,TRUE
2022-05,343,Colombia,28161,Valdemoro,76,161,76,TRUE
2022-01,125,Reino Unido,28134,San Sebastián de los Reyes,229,134,229,TRUE
2022-04,126,Alemania,28027,Buitrago del Lozoya,46,027,46,TRUE
2019-07,220,Guinea ecuatorial,28092,Móstoles,124,092,124,TRUE
2020-10,000,Total,28152,Torrelodones,896,152,896,TRUE
2021-10,011,Total Unión Europea,28026,Brunete,703,026,703,TRUE
2022-05,010,Total Europa,28065,Getafe,6530,065,6530,TRUE
2021-11,125,Reino Unido,28022,Boadilla del Monte,114,022,114,TRUE
2022-02,121,Países Bajos,28083,Meco,44,083,44,TRUE
2022-05,020,Total África,28006,Alcobendas,84,006,84,TRUE
2019-08,000,Total,28134,San Sebastián de los Reyes,4178,134,4178,TRUE
2019-11,040,Total Asia,28015,Arroyomolinos,656,015,656,TRUE
2019-09,011,Total Unión Europea,28016,"Atazar, El",42,016,42,TRUE
2020-10,033,Total Sudamérica,28127,"Rozas de Madrid, Las",42,127,42,TRUE
2019-10,114,Islandia,28079,Madrid,171,079,171,TRUE
2019-07,131,Suecia,28903,Tres Cantos,53,903,53,TRUE
2021-01,010,Total Europa,28052,Chinchón,144,052,144,TRUE
2022-06,020,Total África,28007,Alcorcón,87,007,87,TRUE
2021-12,031,Total América del Norte,28080,Majadahonda,224,080,224,TRUE
2021-11,224,Libia,28079,Madrid,35,079,35,TRUE
2020-04,110,Francia,28054,"Escorial, El",35,054,35,TRUE
2020-01,142,Lituania,28058,Fuenlabrada,44,058,44,TRUE
2020-09,131,Suecia,28022,Boadilla del Monte,89,022,89,TRUE
2022-03,121,Países Bajos,28104,Paracuellos de Jarama,114,104,114,TRUE
2019-09,010,Total Europa,28140,Serranillos del Valle,69,140,69,TRUE
2020-06,000,Total,28066,Griñón,139,066,139,TRUE
2019-11,103,Bélgica,28115,Pozuelo de Alarcón,100,115,100,TRUE
2019-12,131,Suecia,28005,Alcalá de Henares,579,005,579,TRUE
2020-06,248,Túnez,28079,Madrid,44,079,44,TRUE
2021-10,110,Francia,28110,Perales de Tajuña,33,110,33,TRUE
2020-10,000,Total,28074,Leganés,3278,074,3278,TRUE
2020-04,031,Total América del Norte,28007,Alcorcón,51,007,51,TRUE
2021-12,102,Austria,28080,Majadahonda,456,080,456,TRUE
2019-10,125,Reino Unido,28013,Aranjuez,161,013,161,TRUE
2020-11,010,Total Europa,28151,Torrelaguna,66,151,66,TRUE
2021-03,117,Luxemburgo,28007,Alcorcón,63,007,63,TRUE
2022-01,110,Francia,28148,Torrejón de Ardoz,363,148,363,TRUE
2019-12,125,Reino Unido,28129,San Agustín del Guadalix,82,129,82,TRUE
2019-11,030,Total América,28083,Meco,76,083,76,TRUE
2019-12,033,Total Sudamérica,28014,Arganda del Rey,104,014,104,TRUE
2021-12,033,Total Sudamérica,28045,Colmenar Viejo,41,045,41,TRUE
2021-06,323,Nicaragua,28079,Madrid,50,079,50,TRUE
2022-05,010,Total Europa,28045,Colmenar Viejo,1551,045,1551,TRUE
2020-02,020,Total África,28092,Móstoles,308,092,308,TRUE
2019-11,125,Reino Unido,28181,Villaviciosa de Odón,132,181,132,TRUE
2022-03,011,Total Unión Europea,28023,"Boalo, El",128,023,128,TRUE
2019-11,110,Francia,28049,Coslada,310,049,310,TRUE
2020-12,010,Total Europa,28152,Torrelodones,1060,152,1060,TRUE
2020-12,110,Francia,28054,"Escorial, El",76,054,76,TRUE
2020-04,121,Países Bajos,28132,San Martín de la Vega,49,132,49,TRUE
2020-07,120,Noruega,28079,Madrid,227,079,227,TRUE
2022-01,011,Total Unión Europea,28176,Villanueva de la Cañada,1005,176,1005,TRUE
2021-07,407,China,28058,Fuenlabrada,72,058,72,TRUE
2022-02,122,Polonia,28013,Aranjuez,60,013,60,TRUE
2021-04,407,China,28106,Parla,230,106,230,TRUE
2019-07,436,Turquia,28007,Alcorcón,47,007,47,TRUE
2022-09,010,Total Europa,28068,Guadarrama,832,068,832,TRUE
2021-04,011,Total Unión Europea,28032,Camarma de Esteruelas,89,032,89,TRUE
2020-04,420,Libano,28079,Madrid,48,079,48,TRUE
2019-11,031,Total América del Norte,28106,Parla,49,106,49,TRUE
2022-08,144,Eslovaquia,28079,Madrid,204,079,204,TRUE
2019-08,033,Total Sudamérica,28113,Pinto,53,113,53,TRUE
2021-11,303,Mexico,28079,Madrid,8213,079,8213,TRUE
2020-12,031,Total América del Norte,28022,Boadilla del Monte,159,022,159,TRUE
2020-08,110,Francia,28100,Nuevo Baztán,34,100,34,TRUE
2019-11,115,Italia,28113,Pinto,103,113,103,TRUE
2020-02,011,Total Unión Europea,28062,Garganta de los Montes,40,062,40,TRUE
2022-06,040,Total Asia,28074,Leganés,56,074,56,TRUE
2019-07,113,Irlanda,28113,Pinto,90,113,90,TRUE
2022-01,239,Senegal,28079,Madrid,228,079,228,TRUE
2022-05,121,Países Bajos,28130,San Fernando de Henares,280,130,280,TRUE
2022-01,011,Total Unión Europea,28095,Navalagamella,100,095,100,TRUE
2019-12,110,Francia,28141,Sevilla la Nueva,58,141,58,TRUE
2020-11,110,Francia,28113,Pinto,565,113,565,TRUE
2019-07,343,Colombia,28123,Rivas-Vaciamadrid,36,123,36,TRUE
2021-03,010,Total Europa,28169,Venturada,36,169,36,TRUE
2019-09,000,Total,28086,"Molar, El",451,086,451,TRUE
2022-09,121,Países Bajos,28096,Navalcarnero,203,096,203,TRUE
2020-02,107,Dinamarca,28006,Alcobendas,125,006,125,TRUE
2020-05,010,Total Europa,28090,Moralzarzal,110,090,110,TRUE
2021-07,110,Francia,28096,Navalcarnero,252,096,252,TRUE
2020-08,000,Total,28028,Bustarviejo,151,028,151,TRUE
2020-02,011,Total Unión Europea,28154,Torres de la Alameda,215,154,215,TRUE
2020-03,302,EE.UU.,28022,Boadilla del Monte,99,022,99,TRUE
2022-03,302,EE.UU.,28106,Parla,41,106,41,TRUE
2022-02,031,Total América del Norte,28054,"Escorial, El",30,054,30,TRUE
2019-12,102,Austria,28074,Leganés,203,074,203,TRUE
2019-09,011,Total Unión Europea,28070,Horcajo de la Sierra-Aoslos,114,070,114,TRUE
2021-03,010,Total Europa,28901,Lozoyuela-Navas-Sieteiglesias,155,901,155,TRUE
2019-12,031,Total América del Norte,28106,Parla,75,106,75,TRUE
2021-04,121,Países Bajos,28111,Pezuela de las Torres,49,111,49,TRUE
2021-06,110,Francia,28032,Camarma de Esteruelas,32,032,32,TRUE
2020-01,102,Austria,28045,Colmenar Viejo,72,045,72,TRUE
2022-06,110,Francia,28074,Leganés,1489,074,1489,TRUE
2022-10,010,Total Europa,28041,Cobeña,56,041,56,TRUE
2019-12,228,Marruecos,28106,Parla,237,106,237,TRUE
2022-06,343,Colombia,28127,"Rozas de Madrid, Las",109,127,109,TRUE
2021-10,000,Total,28180,Villarejo de Salvanés,250,180,250,TRUE
2022-01,011,Total Unión Europea,28113,Pinto,2156,113,2156,TRUE
2021-07,101,Albania,28079,Madrid,83,079,83,TRUE
2019-07,228,Marruecos,28007,Alcorcón,99,007,99,TRUE
2022-09,011,Total Unión Europea,28167,Velilla de San Antonio,212,167,212,TRUE
2020-10,000,Total,28126,Robregordo,43,126,43,TRUE
2022-03,228,Marruecos,28148,Torrejón de Ardoz,42,148,42,TRUE
2020-05,107,Dinamarca,28130,San Fernando de Henares,42,130,42,TRUE
2020-07,000,Total,28008,Aldea del Fresno,100,008,100,TRUE
2020-06,000,Total,28161,Valdemoro,1915,161,1915,TRUE
2021-11,131,Suecia,28154,Torres de la Alameda,32,154,32,TRUE
2019-08,000,Total,28021,"Berrueco, El",149,021,149,TRUE
2021-06,104,Bulgaria,28005,Alcalá de Henares,44,005,44,TRUE
2019-08,228,Marruecos,28113,Pinto,84,113,84,TRUE
2022-08,117,Luxemburgo,28047,Collado Villalba,59,047,59,TRUE
2021-10,121,Países Bajos,28131,San Lorenzo de El Escorial,126,131,126,TRUE
2022-06,031,Total América del Norte,28150,Torrejón de Velasco,39,150,39,TRUE
2022-09,109,Finlandia,28080,Majadahonda,34,080,34,TRUE
2022-07,104,Bulgaria,28079,Madrid,1027,079,1027,TRUE
2020-01,033,Total Sudamérica,28123,Rivas-Vaciamadrid,120,123,120,TRUE
2022-03,115,Italia,28115,Pozuelo de Alarcón,77,115,77,TRUE
2021-08,010,Total Europa,28028,Bustarviejo,244,028,244,TRUE
2019-09,000,Total,28104,Paracuellos de Jarama,2232,104,2232,TRUE
2020-01,010,Total Europa,28096,Navalcarnero,613,096,613,TRUE
2022-01,121,Países Bajos,28043,Colmenar de Oreja,56,043,56,TRUE
2021-06,102,Austria,28130,San Fernando de Henares,70,130,70,TRUE
2020-08,031,Total América del Norte,28092,Móstoles,72,092,72,TRUE
2020-12,010,Total Europa,28008,Aldea del Fresno,52,008,52,TRUE
2022-03,131,Suecia,28013,Aranjuez,117,013,117,TRUE
2020-03,010,Total Europa,28091,Morata de Tajuña,105,091,105,TRUE
2022-01,010,Total Europa,28100,Nuevo Baztán,104,100,104,TRUE
2021-12,000,Total,28169,Venturada,69,169,69,TRUE
2022-10,126,Alemania,28148,Torrejón de Ardoz,343,148,343,TRUE
2020-03,302,EE.UU.,28006,Alcobendas,225,006,225,TRUE
2021-09,110,Francia,28161,Valdemoro,566,161,566,TRUE
2020-01,010,Total Europa,28052,Chinchón,119,052,119,TRUE
2021-04,040,Total Asia,28134,San Sebastián de los Reyes,61,134,61,TRUE
2021-07,227,Mali,28079,Madrid,51,079,51,TRUE
2022-03,122,Polonia,28080,Majadahonda,31,080,31,TRUE
2020-07,010,Total Europa,28052,Chinchón,114,052,114,TRUE
2022-08,110,Francia,28122,Ribatejada,38,122,38,TRUE
2022-03,228,Marruecos,28106,Parla,122,106,122,TRUE
2021-04,121,Países Bajos,28123,Rivas-Vaciamadrid,231,123,231,TRUE
2022-05,407,China,28079,Madrid,2273,079,2273,TRUE
2022-04,342,Brasil,28903,Tres Cantos,38,903,38,TRUE
2021-12,123,Portugal,28123,Rivas-Vaciamadrid,47,123,47,TRUE
2022-06,302,EE.UU.,28152,Torrelodones,57,152,57,TRUE
2022-02,010,Total Europa,28181,Villaviciosa de Odón,1199,181,1199,TRUE
2019-07,010,Total Europa,28044,Colmenarejo,276,044,276,TRUE
2020-09,000,Total,28095,Navalagamella,65,095,65,TRUE
2019-08,110,Francia,28058,Fuenlabrada,764,058,764,TRUE
2019-08,030,Total América,28113,Pinto,129,113,129,TRUE
2021-02,117,Luxemburgo,28080,Majadahonda,47,080,47,TRUE
2019-09,000,Total,28169,Venturada,114,169,114,TRUE
2019-11,011,Total Unión Europea,28119,Quijorna,58,119,58,TRUE
2022-04,125,Reino Unido,28026,Brunete,45,026,45,TRUE
2021-03,010,Total Europa,28041,Cobeña,35,041,35,TRUE
2021-12,202,Angola,28079,Madrid,65,079,65,TRUE
2021-07,121,Países Bajos,28054,"Escorial, El",128,054,128,TRUE
2020-01,123,Portugal,28065,Getafe,373,065,373,TRUE
2020-04,010,Total Europa,28066,Griñón,62,066,62,TRUE
2022-09,123,Portugal,28104,Paracuellos de Jarama,51,104,51,TRUE
2019-07,402,Arabia saudita,28006,Alcobendas,31,006,31,TRUE
2020-03,000,Total,28068,Guadarrama,484,068,484,TRUE
2019-07,102,Austria,28079,Madrid,10347,079,10347,TRUE
2022-07,000,Total,28027,Buitrago del Lozoya,491,027,491,TRUE
2021-11,302,EE.UU.,28123,Rivas-Vaciamadrid,57,123,57,TRUE
2019-11,121,Países Bajos,28083,Meco,75,083,75,TRUE
2019-08,010,Total Europa,28119,Quijorna,125,119,125,TRUE
2019-12,040,Total Asia,28113,Pinto,231,113,231,TRUE
2022-02,343,Colombia,28123,Rivas-Vaciamadrid,36,123,36,TRUE
2022-07,010,Total Europa,28108,Pedrezuela,73,108,73,TRUE
2020-04,407,China,28065,Getafe,190,065,190,TRUE
2021-10,115,Italia,28080,Majadahonda,61,080,61,TRUE
2019-08,010,Total Europa,28083,Meco,650,083,650,TRUE
2022-02,031,Total América del Norte,28074,Leganés,65,074,65,TRUE
2020-11,123,Portugal,28047,Collado Villalba,41,047,41,TRUE
2022-08,011,Total Unión Europea,28171,Villa del Prado,233,171,233,TRUE
2020-02,104,Bulgaria,28047,Collado Villalba,51,047,51,TRUE
2020-11,117,Luxemburgo,28148,Torrejón de Ardoz,43,148,43,TRUE
2022-08,000,Total,28096,Navalcarnero,1181,096,1181,TRUE
2020-06,121,Países Bajos,28130,San Fernando de Henares,118,130,118,TRUE
2021-12,011,Total Unión Europea,28046,Collado Mediano,103,046,103,TRUE
2019-09,142,Lituania,28005,Alcalá de Henares,79,005,79,TRUE
2020-11,000,Total,28033,Campo Real,152,033,152,TRUE
2021-07,115,Italia,28176,Villanueva de la Cañada,122,176,122,TRUE
2022-07,121,Países Bajos,28082,Manzanares el Real,77,082,77,TRUE
2019-11,031,Total América del Norte,28079,Madrid,46620,079,46620,TRUE
2020-01,228,Marruecos,28007,Alcorcón,112,007,112,TRUE
2019-09,407,China,28123,Rivas-Vaciamadrid,187,123,187,TRUE
2022-03,011,Total Unión Europea,28171,Villa del Prado,146,171,146,TRUE
2022-10,031,Total América del Norte,28013,Aranjuez,50,013,50,TRUE
2020-10,000,Total,28095,Navalagamella,46,095,46,TRUE
2021-07,010,Total Europa,28085,Miraflores de la Sierra,140,085,140,TRUE
2021-12,110,Francia,28072,Hoyo de Manzanares,66,072,66,TRUE
2022-07,010,Total Europa,28031,Cadalso de los Vidrios,47,031,47,TRUE
2022-10,302,EE.UU.,28104,Paracuellos de Jarama,108,104,108,TRUE
2021-01,412,Iraq,28079,Madrid,44,079,44,TRUE
2022-05,040,Total Asia,28065,Getafe,248,065,248,TRUE
2020-11,010,Total Europa,28022,Boadilla del Monte,1677,022,1677,TRUE
2022-04,031,Total América del Norte,28054,"Escorial, El",107,054,107,TRUE
2021-02,123,Portugal,28053,Daganzo de Arriba,47,053,47,TRUE
2020-11,010,Total Europa,28172,Villalbilla,275,172,275,TRUE
2020-01,425,Oman,28079,Madrid,103,079,103,TRUE
2019-09,123,Portugal,28134,San Sebastián de los Reyes,204,134,204,TRUE
2021-08,010,Total Europa,28109,Pelayos de la Presa,115,109,115,TRUE
2021-04,131,Suecia,28106,Parla,48,106,48,TRUE
2019-11,031,Total América del Norte,28013,Aranjuez,54,013,54,TRUE
2021-04,010,Total Europa,28041,Cobeña,31,041,31,TRUE
2021-10,148,Armenia,28079,Madrid,33,079,33,TRUE
2020-01,031,Total América del Norte,28130,San Fernando de Henares,111,130,111,TRUE
2020-06,131,Suecia,28148,Torrejón de Ardoz,207,148,207,TRUE
