mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,Target,is_train
2021-03,010,Total Europa,28113,Pinto,2298,113,2298,TRUE
2022-10,113,Irlanda,28065,Getafe,156,065,156,TRUE
2019-11,115,Italia,28065,Getafe,249,065,249,TRUE
2019-11,115,Italia,28013,Aranjuez,70,013,70,TRUE
2020-06,116,Liechtenstein,28130,San Fernando de Henares,350,130,350,TRUE
2022-07,302,EE.UU.,28092,Móstoles,145,092,145,TRUE
2021-03,011,Total Unión Europea,28029,Cabanillas de la Sierra,40,029,40,TRUE
2019-12,010,Total Europa,28062,Garganta de los Montes,72,062,72,TRUE
2022-08,010,Total Europa,28108,Pedrezuela,75,108,75,TRUE
2020-07,110,Francia,28086,"Molar, El",45,086,45,TRUE
2020-01,000,Total,28032,Camarma de Esteruelas,178,032,178,TRUE
2019-08,228,Marruecos,28108,Pedrezuela,35,108,35,TRUE
2022-08,128,Rumania,28079,Madrid,1450,079,1450,TRUE
2022-08,010,Total Europa,28169,Venturada,102,169,102,TRUE
2022-06,033,Total Sudamérica,28127,"Rozas de Madrid, Las",257,127,257,TRUE
2020-09,228,Marruecos,28047,Collado Villalba,36,047,36,TRUE
2022-07,011,Total Unión Europea,28168,"Vellón, El",300,168,300,TRUE
2022-02,011,Total Unión Europea,28104,Paracuellos de Jarama,666,104,666,TRUE
2020-01,010,Total Europa,28177,Villanueva del Pardillo,449,177,449,TRUE
2019-09,347,Paraguay,28079,Madrid,749,079,749,TRUE
2019-10,000,Total,28109,Pelayos de la Presa,55,109,55,TRUE
2021-11,110,Francia,28083,Meco,62,083,62,TRUE
2020-07,000,Total,28180,Villarejo de Salvanés,153,180,153,TRUE
2022-04,350,Uruguay,28079,Madrid,1808,079,1808,TRUE
2022-07,115,Italia,28123,Rivas-Vaciamadrid,46,123,46,TRUE
2022-04,030,Total América,28148,Torrejón de Ardoz,465,148,465,TRUE
2019-07,125,Reino Unido,28041,Cobeña,31,041,31,TRUE
2020-09,011,Total Unión Europea,28179,Villar del Olmo,32,179,32,TRUE
2022-04,131,Suecia,28148,Torrejón de Ardoz,142,148,142,TRUE
2021-07,102,Austria,28065,Getafe,285,065,285,TRUE
2022-10,228,Marruecos,28113,Pinto,72,113,72,TRUE
2020-02,110,Francia,28049,Coslada,356,049,356,TRUE
2022-08,010,Total Europa,28158,Valdemanco,51,158,51,TRUE
2021-02,010,Total Europa,28133,San Martín de Valdeiglesias,92,133,92,TRUE
2021-05,000,Total,28177,Villanueva del Pardillo,402,177,402,TRUE
2021-06,110,Francia,28006,Alcobendas,988,006,988,TRUE
2022-08,123,Portugal,28074,Leganés,192,074,192,TRUE
2022-06,011,Total Unión Europea,28169,Venturada,57,169,57,TRUE
2021-04,011,Total Unión Europea,28085,Miraflores de la Sierra,91,085,91,TRUE
2021-09,117,Luxemburgo,28022,Boadilla del Monte,44,022,44,TRUE
2022-03,010,Total Europa,28019,Belmonte de Tajo,30,019,30,TRUE
2022-01,011,Total Unión Europea,28162,Valdeolmos-Alalpardo,46,162,46,TRUE
2020-05,121,Países Bajos,28065,Getafe,676,065,676,TRUE
2019-10,000,Total,28144,Soto del Real,246,144,246,TRUE
2021-08,122,Polonia,28013,Aranjuez,53,013,53,TRUE
2019-10,121,Países Bajos,28054,"Escorial, El",97,054,97,TRUE
2021-10,407,China,28115,Pozuelo de Alarcón,46,115,46,TRUE
2019-08,110,Francia,28126,Robregordo,120,126,120,TRUE
2022-06,010,Total Europa,28108,Pedrezuela,61,108,61,TRUE
2021-08,000,Total,28181,Villaviciosa de Odón,924,181,924,TRUE
2022-08,102,Austria,28047,Collado Villalba,71,047,71,TRUE
2021-12,115,Italia,28065,Getafe,267,065,267,TRUE
2019-09,102,Austria,28040,Ciempozuelos,441,040,441,TRUE
2022-01,407,China,28074,Leganés,45,074,45,TRUE
2019-10,125,Reino Unido,28068,Guadarrama,89,068,89,TRUE
2021-10,102,Austria,28176,Villanueva de la Cañada,82,176,82,TRUE
2021-05,000,Total,28115,Pozuelo de Alarcón,3217,115,3217,TRUE
2020-07,011,Total Unión Europea,28026,Brunete,254,026,254,TRUE
2020-02,000,Total,28033,Campo Real,197,033,197,TRUE
2020-03,000,Total,28060,Fuentidueña de Tajo,48,060,48,TRUE
2022-07,030,Total América,28181,Villaviciosa de Odón,276,181,276,TRUE
2022-01,342,Brasil,28006,Alcobendas,48,006,48,TRUE
2019-11,123,Portugal,28080,Majadahonda,71,080,71,TRUE
2022-05,117,Luxemburgo,28096,Navalcarnero,34,096,34,TRUE
2020-05,128,Rumania,28123,Rivas-Vaciamadrid,34,123,34,TRUE
2020-02,121,Países Bajos,28075,Loeches,96,075,96,TRUE
2021-02,010,Total Europa,28135,Santa María de la Alameda,58,135,58,TRUE
2021-03,000,Total,28121,Redueña,31,121,31,TRUE
2022-03,000,Total,28029,Cabanillas de la Sierra,75,029,75,TRUE
2021-01,011,Total Unión Europea,28068,Guadarrama,207,068,207,TRUE
2021-12,010,Total Europa,28131,San Lorenzo de El Escorial,603,131,603,TRUE
2021-04,121,Países Bajos,28079,Madrid,15002,079,15002,TRUE
2022-06,123,Portugal,28075,Loeches,30,075,30,TRUE
2022-07,121,Países Bajos,28007,Alcorcón,465,007,465,TRUE
2020-01,011,Total Unión Europea,28135,Santa María de la Alameda,45,135,45,TRUE
2022-09,343,Colombia,28009,Algete,41,009,41,TRUE
2022-09,000,Total,28017,Batres,121,017,121,TRUE
2020-08,011,Total Unión Europea,28014,Arganda del Rey,1483,014,1483,TRUE
2022-02,125,Reino Unido,28127,"Rozas de Madrid, Las",162,127,162,TRUE
2019-08,000,Total,28094,Navalafuente,60,094,60,TRUE
2019-11,131,Suecia,28148,Torrejón de Ardoz,206,148,206,TRUE
2021-10,115,Italia,28092,Móstoles,105,092,105,TRUE
2020-01,131,Suecia,28903,Tres Cantos,90,903,90,TRUE
2020-12,407,China,28022,Boadilla del Monte,59,022,59,TRUE
2022-04,011,Total Unión Europea,28168,"Vellón, El",156,168,156,TRUE
2020-01,040,Total Asia,28080,Majadahonda,137,080,137,TRUE
2021-01,413,Iran,28079,Madrid,111,079,111,TRUE
2020-07,000,Total,28155,Valdaracete,45,155,45,TRUE
2020-05,000,Total,28151,Torrelaguna,76,151,76,TRUE
2019-09,121,Países Bajos,28075,Loeches,91,075,91,TRUE
2021-04,011,Total Unión Europea,28023,"Boalo, El",109,023,109,TRUE
2020-01,103,Bélgica,28040,Ciempozuelos,48,040,48,TRUE
2019-09,040,Total Asia,28092,Móstoles,65,092,65,TRUE
2022-07,131,Suecia,28080,Majadahonda,57,080,57,TRUE
2020-02,011,Total Unión Europea,28036,Casarrubuelos,108,036,108,TRUE
2019-08,000,Total,28154,Torres de la Alameda,340,154,340,TRUE
2019-08,011,Total Unión Europea,28006,Alcobendas,4126,006,4126,TRUE
2020-04,010,Total Europa,28104,Paracuellos de Jarama,203,104,203,TRUE
2020-08,110,Francia,28080,Majadahonda,568,080,568,TRUE
2020-10,010,Total Europa,28068,Guadarrama,384,068,384,TRUE
2022-04,126,Alemania,28045,Colmenar Viejo,102,045,102,TRUE
2020-10,011,Total Unión Europea,28145,Talamanca de Jarama,46,145,46,TRUE
2021-04,000,Total,28050,Cubas de la Sagra,80,050,80,TRUE
2021-12,407,China,28047,Collado Villalba,172,047,172,TRUE
2020-06,110,Francia,28120,Rascafría,44,120,44,TRUE
2019-11,128,Rumania,28161,Valdemoro,69,161,69,TRUE
2021-01,030,Total América,28045,Colmenar Viejo,58,045,58,TRUE
2021-10,010,Total Europa,28006,Alcobendas,4753,006,4753,TRUE
2019-12,030,Total América,28075,Loeches,35,075,35,TRUE
2021-06,110,Francia,28007,Alcorcón,807,007,807,TRUE
2020-12,110,Francia,28129,San Agustín del Guadalix,102,129,102,TRUE
2020-07,123,Portugal,28123,Rivas-Vaciamadrid,38,123,38,TRUE
2021-06,128,Rumania,28079,Madrid,1860,079,1860,TRUE
2020-05,011,Total Unión Europea,28154,Torres de la Alameda,134,154,134,TRUE
2021-11,348,Peru,28092,Móstoles,37,092,37,TRUE
2020-07,104,Bulgaria,28079,Madrid,355,079,355,TRUE
2019-08,351,Venezuela,28134,San Sebastián de los Reyes,45,134,45,TRUE
2021-03,126,Alemania,28113,Pinto,227,113,227,TRUE
2021-12,126,Alemania,28161,Valdemoro,199,161,199,TRUE
2022-03,102,Austria,28113,Pinto,101,113,101,TRUE
2020-08,122,Polonia,28058,Fuenlabrada,98,058,98,TRUE
2020-07,010,Total Europa,28140,Serranillos del Valle,99,140,99,TRUE
2021-01,110,Francia,28127,"Rozas de Madrid, Las",612,127,612,TRUE
2019-11,000,Total,28010,Alpedrete,343,010,343,TRUE
2020-07,113,Irlanda,28040,Ciempozuelos,48,040,48,TRUE
2020-11,131,Suecia,28080,Majadahonda,56,080,56,TRUE
2020-08,102,Austria,28080,Majadahonda,105,080,105,TRUE
2021-07,000,Total,28082,Manzanares el Real,226,082,226,TRUE
2020-05,010,Total Europa,28010,Alpedrete,172,010,172,TRUE
2022-07,228,Marruecos,28115,Pozuelo de Alarcón,30,115,30,TRUE
2020-10,234,Nigeria,28058,Fuenlabrada,110,058,110,TRUE
2022-07,031,Total América del Norte,28061,Galapagar,162,061,162,TRUE
2019-09,407,China,28127,"Rozas de Madrid, Las",126,127,126,TRUE
2020-08,010,Total Europa,28033,Campo Real,159,033,159,TRUE
2020-08,030,Total América,28079,Madrid,10309,079,10309,TRUE
2020-08,123,Portugal,28022,Boadilla del Monte,48,022,48,TRUE
2021-11,107,Dinamarca,28130,San Fernando de Henares,76,130,76,TRUE
2020-01,010,Total Europa,28009,Algete,739,009,739,TRUE
2019-09,302,EE.UU.,28068,Guadarrama,73,068,73,TRUE
2020-04,126,Alemania,28148,Torrejón de Ardoz,118,148,118,TRUE
2019-08,110,Francia,28028,Bustarviejo,49,028,49,TRUE
2020-11,121,Países Bajos,28092,Móstoles,547,092,547,TRUE
2019-12,402,Arabia saudita,28079,Madrid,1077,079,1077,TRUE
2021-11,110,Francia,28067,Guadalix de la Sierra,32,067,32,TRUE
2022-09,302,EE.UU.,28079,Madrid,78407,079,78407,TRUE
2021-12,011,Total Unión Europea,28131,San Lorenzo de El Escorial,549,131,549,TRUE
2019-12,430,Republica de corea - corea del sur,28123,Rivas-Vaciamadrid,110,123,110,TRUE
2022-10,011,Total Unión Europea,28019,Belmonte de Tajo,38,019,38,TRUE
2019-10,407,China,28047,Collado Villalba,47,047,47,TRUE
2020-03,010,Total Europa,28050,Cubas de la Sagra,121,050,121,TRUE
2022-01,121,Países Bajos,28089,Moraleja de Enmedio,37,089,37,TRUE
2019-09,434,Sri lanka,28079,Madrid,43,079,43,TRUE
2020-08,131,Suecia,28045,Colmenar Viejo,40,045,40,TRUE
2021-11,113,Irlanda,28065,Getafe,48,065,48,TRUE
2020-07,010,Total Europa,28144,Soto del Real,195,144,195,TRUE
2022-01,011,Total Unión Europea,28006,Alcobendas,3285,006,3285,TRUE
2021-03,011,Total Unión Europea,28085,Miraflores de la Sierra,72,085,72,TRUE
2020-11,010,Total Europa,28124,Robledillo de la Jara,34,124,34,TRUE
2022-07,102,Austria,28903,Tres Cantos,54,903,54,TRUE
2020-05,131,Suecia,28014,Arganda del Rey,71,014,71,TRUE
2022-03,020,Total África,28005,Alcalá de Henares,102,005,102,TRUE
2022-09,104,Bulgaria,28079,Madrid,957,079,957,TRUE
2022-02,121,Países Bajos,28172,Villalbilla,46,172,46,TRUE
2022-03,128,Rumania,28106,Parla,41,106,41,TRUE
2022-10,011,Total Unión Europea,28113,Pinto,1969,113,1969,TRUE
2022-04,407,China,28092,Móstoles,30,092,30,TRUE
2022-06,343,Colombia,28049,Coslada,63,049,63,TRUE
2021-06,131,Suecia,28074,Leganés,181,074,181,TRUE
2020-09,303,Mexico,28079,Madrid,1897,079,1897,TRUE
2020-09,031,Total América del Norte,28015,Arroyomolinos,34,015,34,TRUE
2022-01,123,Portugal,28123,Rivas-Vaciamadrid,42,123,42,TRUE
2022-09,110,Francia,28100,Nuevo Baztán,40,100,40,TRUE
2022-01,125,Reino Unido,28176,Villanueva de la Cañada,53,176,53,TRUE
2021-08,302,EE.UU.,28127,"Rozas de Madrid, Las",206,127,206,TRUE
2021-07,000,Total,28028,Bustarviejo,171,028,171,TRUE
2019-08,031,Total América del Norte,28181,Villaviciosa de Odón,101,181,101,TRUE
2021-11,103,Bélgica,28903,Tres Cantos,39,903,39,TRUE
2021-10,110,Francia,28008,Aldea del Fresno,33,008,33,TRUE
2019-12,040,Total Asia,28181,Villaviciosa de Odón,68,181,68,TRUE
2021-04,103,Bélgica,28006,Alcobendas,97,006,97,TRUE
2022-02,000,Total,28110,Perales de Tajuña,174,110,174,TRUE
2021-08,040,Total Asia,28113,Pinto,48,113,48,TRUE
2019-12,417,Camboya,28079,Madrid,34,079,34,TRUE
2019-12,121,Países Bajos,28172,Villalbilla,63,172,63,TRUE
2021-03,121,Países Bajos,28160,Valdemorillo,87,160,87,TRUE
2022-04,110,Francia,28082,Manzanares el Real,93,082,93,TRUE
2020-10,135,Ucrania,28079,Madrid,377,079,377,TRUE
2021-10,117,Luxemburgo,28161,Valdemoro,60,161,60,TRUE
2022-01,031,Total América del Norte,28130,San Fernando de Henares,105,130,105,TRUE
2021-07,011,Total Unión Europea,28129,San Agustín del Guadalix,320,129,320,TRUE
2020-05,010,Total Europa,28127,"Rozas de Madrid, Las",1459,127,1459,TRUE
2022-04,000,Total,28045,Colmenar Viejo,1465,045,1465,TRUE
2022-08,126,Alemania,28005,Alcalá de Henares,738,005,738,TRUE
2021-03,128,Rumania,28123,Rivas-Vaciamadrid,30,123,30,TRUE
2020-04,000,Total,28161,Valdemoro,1533,161,1533,TRUE
2021-06,131,Suecia,28014,Arganda del Rey,90,014,90,TRUE
2019-12,115,Italia,28903,Tres Cantos,87,903,87,TRUE
2019-07,128,Rumania,28115,Pozuelo de Alarcón,31,115,31,TRUE
2020-12,126,Alemania,28115,Pozuelo de Alarcón,217,115,217,TRUE
2019-12,115,Italia,28007,Alcorcón,181,007,181,TRUE
2021-11,145,Bosnia-herzegovina,28079,Madrid,40,079,40,TRUE
2021-03,126,Alemania,28903,Tres Cantos,67,903,67,TRUE
2020-08,123,Portugal,28002,Ajalvir,47,002,47,TRUE
2020-10,126,Alemania,28006,Alcobendas,228,006,228,TRUE
2021-11,110,Francia,28111,Pezuela de las Torres,42,111,42,TRUE
2021-07,000,Total,28161,Valdemoro,2475,161,2475,TRUE
2021-08,033,Total Sudamérica,28130,San Fernando de Henares,65,130,65,TRUE
2020-02,010,Total Europa,28133,San Martín de Valdeiglesias,97,133,97,TRUE
2021-04,010,Total Europa,28058,Fuenlabrada,2069,058,2069,TRUE
2019-10,413,Iran,28079,Madrid,208,079,208,TRUE
2022-01,030,Total América,28106,Parla,151,106,151,TRUE
2022-01,040,Total Asia,28127,"Rozas de Madrid, Las",68,127,68,TRUE
2021-05,217,Ghana,28079,Madrid,49,079,49,TRUE
2021-12,418,Kuwait,28079,Madrid,209,079,209,TRUE
2020-07,126,Alemania,28030,"Cabrera, La",81,030,81,TRUE
2022-01,113,Irlanda,28065,Getafe,82,065,82,TRUE
2022-05,107,Dinamarca,28074,Leganés,111,074,111,TRUE
2022-05,011,Total Unión Europea,28085,Miraflores de la Sierra,90,085,90,TRUE
2019-07,302,EE.UU.,28903,Tres Cantos,101,903,101,TRUE
2022-08,011,Total Unión Europea,28160,Valdemorillo,358,160,358,TRUE
2022-02,010,Total Europa,28084,Mejorada del Campo,328,084,328,TRUE
2019-12,000,Total,28149,Torrejón de la Calzada,182,149,182,TRUE
2022-06,010,Total Europa,28165,Valdilecha,97,165,97,TRUE
2022-08,011,Total Unión Europea,28092,Móstoles,2514,092,2514,TRUE
2020-07,131,Suecia,28075,Loeches,41,075,41,TRUE
2022-03,122,Polonia,28007,Alcorcón,59,007,59,TRUE
2022-08,128,Rumania,28123,Rivas-Vaciamadrid,36,123,36,TRUE
2022-01,000,Total,28029,Cabanillas de la Sierra,68,029,68,TRUE
2019-07,102,Austria,28106,Parla,72,106,72,TRUE
2019-12,315,Cuba,28079,Madrid,58,079,58,TRUE
2019-09,000,Total,28058,Fuenlabrada,5000,058,5000,TRUE
2021-10,000,Total,28104,Paracuellos de Jarama,1722,104,1722,TRUE
2019-12,115,Italia,28084,Mejorada del Campo,52,084,52,TRUE
2019-07,040,Total Asia,28049,Coslada,143,049,143,TRUE
2019-07,000,Total,28173,Villamanrique de Tajo,42,173,42,TRUE
2021-11,010,Total Europa,28033,Campo Real,189,033,189,TRUE
2019-12,115,Italia,28134,San Sebastián de los Reyes,155,134,155,TRUE
2021-09,103,Bélgica,28074,Leganés,63,074,63,TRUE
2020-10,125,Reino Unido,28045,Colmenar Viejo,42,045,42,TRUE
2019-07,010,Total Europa,28028,Bustarviejo,96,028,96,TRUE
2021-03,011,Total Unión Europea,28135,Santa María de la Alameda,39,135,39,TRUE
2022-01,011,Total Unión Europea,28132,San Martín de la Vega,283,132,283,TRUE
2019-10,220,Guinea ecuatorial,28005,Alcalá de Henares,56,005,56,TRUE
2019-12,010,Total Europa,28084,Mejorada del Campo,603,084,603,TRUE
2021-03,010,Total Europa,28146,Tielmes,43,146,43,TRUE
2021-03,121,Países Bajos,28129,San Agustín del Guadalix,56,129,56,TRUE
2020-03,010,Total Europa,28150,Torrejón de Velasco,163,150,163,TRUE
2019-09,033,Total Sudamérica,28132,San Martín de la Vega,33,132,33,TRUE
2020-03,011,Total Unión Europea,28158,Valdemanco,52,158,52,TRUE
2021-03,000,Total,28026,Brunete,569,026,569,TRUE
2020-06,011,Total Unión Europea,28033,Campo Real,99,033,99,TRUE
2022-04,011,Total Unión Europea,28152,Torrelodones,669,152,669,TRUE
2019-11,033,Total Sudamérica,28014,Arganda del Rey,79,014,79,TRUE
2020-09,011,Total Unión Europea,28065,Getafe,3590,065,3590,TRUE
2019-08,010,Total Europa,28136,Santorcaz,58,136,58,TRUE
2020-09,128,Rumania,28123,Rivas-Vaciamadrid,32,123,32,TRUE
2021-03,131,Suecia,28061,Galapagar,47,061,47,TRUE
2019-12,125,Reino Unido,28015,Arroyomolinos,57,015,57,TRUE
2021-01,000,Total,28050,Cubas de la Sagra,68,050,68,TRUE
2019-12,121,Países Bajos,28010,Alpedrete,64,010,64,TRUE
2021-09,011,Total Unión Europea,28141,Sevilla la Nueva,52,141,52,TRUE
2021-09,110,Francia,28106,Parla,339,106,339,TRUE
2021-05,010,Total Europa,28181,Villaviciosa de Odón,1185,181,1185,TRUE
2021-07,121,Países Bajos,28137,"Santos de la Humosa, Los",41,137,41,TRUE
2019-12,031,Total América del Norte,28005,Alcalá de Henares,574,005,574,TRUE
2020-01,126,Alemania,28075,Loeches,47,075,47,TRUE
2022-01,000,Total,28122,Ribatejada,81,122,81,TRUE
2021-12,115,Italia,28074,Leganés,142,074,142,TRUE
2021-08,110,Francia,28027,Buitrago del Lozoya,35,027,35,TRUE
2019-09,000,Total,28146,Tielmes,98,146,98,TRUE
2021-05,110,Francia,28152,Torrelodones,190,152,190,TRUE
2019-12,126,Alemania,28132,San Martín de la Vega,46,132,46,TRUE
2021-10,343,Colombia,28065,Getafe,113,065,113,TRUE
2022-07,121,Países Bajos,28120,Rascafría,134,120,134,TRUE
2021-07,020,Total África,28106,Parla,151,106,151,TRUE
2019-08,123,Portugal,28007,Alcorcón,162,007,162,TRUE
2021-11,011,Total Unión Europea,28176,Villanueva de la Cañada,1741,176,1741,TRUE
2021-08,123,Portugal,28054,"Escorial, El",40,054,40,TRUE
2021-07,102,Austria,28131,San Lorenzo de El Escorial,37,131,37,TRUE
2022-01,123,Portugal,28106,Parla,53,106,53,TRUE
2022-06,107,Dinamarca,28045,Colmenar Viejo,49,045,49,TRUE
2022-09,110,Francia,28043,Colmenar de Oreja,73,043,73,TRUE
2020-04,121,Países Bajos,28903,Tres Cantos,147,903,147,TRUE
2020-12,000,Total,28058,Fuenlabrada,3357,058,3357,TRUE
2022-09,125,Reino Unido,28065,Getafe,321,065,321,TRUE
2019-10,110,Francia,28047,Collado Villalba,338,047,338,TRUE
2020-03,121,Países Bajos,28007,Alcorcón,650,007,650,TRUE
2022-10,010,Total Europa,28022,Boadilla del Monte,2527,022,2527,TRUE
2020-09,000,Total,28062,Garganta de los Montes,74,062,74,TRUE
2021-05,110,Francia,28022,Boadilla del Monte,501,022,501,TRUE
2022-04,131,Suecia,28123,Rivas-Vaciamadrid,61,123,61,TRUE
2022-02,031,Total América del Norte,28127,"Rozas de Madrid, Las",165,127,165,TRUE
2020-03,103,Bélgica,28127,"Rozas de Madrid, Las",47,127,47,TRUE
2021-02,031,Total América del Norte,28015,Arroyomolinos,35,015,35,TRUE
2019-12,107,Dinamarca,28074,Leganés,45,074,45,TRUE
2020-10,102,Austria,28006,Alcobendas,124,006,124,TRUE
2021-08,113,Irlanda,28113,Pinto,31,113,31,TRUE
2021-11,317,El salvador,28079,Madrid,284,079,284,TRUE
2020-10,010,Total Europa,28012,Anchuelo,50,012,50,TRUE
2022-08,121,Países Bajos,28130,San Fernando de Henares,170,130,170,TRUE
2019-10,102,Austria,28074,Leganés,278,074,278,TRUE
2021-01,121,Países Bajos,28903,Tres Cantos,212,903,212,TRUE
2020-01,302,EE.UU.,28161,Valdemoro,78,161,78,TRUE
2021-09,131,Suecia,28065,Getafe,362,065,362,TRUE
2019-12,000,Total,28072,Hoyo de Manzanares,181,072,181,TRUE
2022-08,103,Bélgica,28133,San Martín de Valdeiglesias,35,133,35,TRUE
2019-10,031,Total América del Norte,28113,Pinto,134,113,134,TRUE
2022-03,011,Total Unión Europea,28119,Quijorna,82,119,82,TRUE
2021-02,117,Luxemburgo,28045,Colmenar Viejo,31,045,31,TRUE
2022-08,342,Brasil,28079,Madrid,5025,079,5025,TRUE
2022-06,033,Total Sudamérica,28075,Loeches,30,075,30,TRUE
2022-07,110,Francia,28135,Santa María de la Alameda,30,135,30,TRUE
2021-11,000,Total,28131,San Lorenzo de El Escorial,700,131,700,TRUE
2020-02,010,Total Europa,28143,Somosierra,39,143,39,TRUE
2020-02,011,Total Unión Europea,28010,Alpedrete,255,010,255,TRUE
2022-10,125,Reino Unido,28127,"Rozas de Madrid, Las",305,127,305,TRUE
2022-09,234,Nigeria,28058,Fuenlabrada,73,058,73,TRUE
2020-12,040,Total Asia,28181,Villaviciosa de Odón,31,181,31,TRUE
2022-05,102,Austria,28065,Getafe,504,065,504,TRUE
2020-06,126,Alemania,28009,Algete,110,009,110,TRUE
2020-12,102,Austria,28079,Madrid,3460,079,3460,TRUE
2022-09,020,Total África,28092,Móstoles,383,092,383,TRUE
2022-08,110,Francia,28038,Cercedilla,48,038,48,TRUE
2021-10,010,Total Europa,28035,Carabaña,123,035,123,TRUE
2022-10,121,Países Bajos,28023,"Boalo, El",31,023,31,TRUE
2022-04,121,Países Bajos,28129,San Agustín del Guadalix,66,129,66,TRUE
2020-03,110,Francia,28054,"Escorial, El",87,054,87,TRUE
2019-12,110,Francia,28160,Valdemorillo,104,160,104,TRUE
2020-11,102,Austria,28148,Torrejón de Ardoz,36,148,36,TRUE
2021-11,033,Total Sudamérica,28161,Valdemoro,112,161,112,TRUE
2019-10,302,EE.UU.,28049,Coslada,135,049,135,TRUE
2020-02,010,Total Europa,28047,Collado Villalba,1175,047,1175,TRUE
2020-11,030,Total América,28161,Valdemoro,49,161,49,TRUE
2020-03,103,Bélgica,28161,Valdemoro,32,161,32,TRUE
2020-05,110,Francia,28154,Torres de la Alameda,34,154,34,TRUE
2019-07,410,India,28079,Madrid,2624,079,2624,TRUE
2022-05,121,Países Bajos,28009,Algete,102,009,102,TRUE
2019-09,340,Argentina,28134,San Sebastián de los Reyes,50,134,50,TRUE
2020-12,010,Total Europa,28010,Alpedrete,363,010,363,TRUE
2020-01,010,Total Europa,28008,Aldea del Fresno,70,008,70,TRUE
2019-12,030,Total América,28065,Getafe,610,065,610,TRUE
2022-02,314,Costa rica,28079,Madrid,223,079,223,TRUE
2021-10,343,Colombia,28058,Fuenlabrada,82,058,82,TRUE
2022-08,121,Países Bajos,28015,Arroyomolinos,114,015,114,TRUE
2022-08,348,Peru,28080,Majadahonda,32,080,32,TRUE
2019-08,031,Total América del Norte,28079,Madrid,59248,079,59248,TRUE
2020-09,350,Uruguay,28079,Madrid,437,079,437,TRUE
2021-07,107,Dinamarca,28181,Villaviciosa de Odón,30,181,30,TRUE
2021-04,011,Total Unión Europea,28160,Valdemorillo,233,160,233,TRUE
2021-07,121,Países Bajos,28171,Villa del Prado,63,171,63,TRUE
2019-07,103,Bélgica,28022,Boadilla del Monte,34,022,34,TRUE
2019-09,407,China,28074,Leganés,381,074,381,TRUE
2021-12,040,Total Asia,28123,Rivas-Vaciamadrid,238,123,238,TRUE
2019-12,112,Hungria,28079,Madrid,1130,079,1130,TRUE
2022-03,499,Asia,28079,Madrid,32,079,32,TRUE
2019-12,121,Países Bajos,28013,Aranjuez,240,013,240,TRUE
2019-08,000,Total,28116,Pozuelo del Rey,175,116,175,TRUE
2020-12,000,Total,28106,Parla,2071,106,2071,TRUE
2022-07,115,Italia,28065,Getafe,283,065,283,TRUE
2022-08,121,Países Bajos,28901,Lozoyuela-Navas-Sieteiglesias,33,901,33,TRUE
2022-05,000,Total,28170,Villaconejos,39,170,39,TRUE
2020-02,228,Marruecos,28049,Coslada,34,049,34,TRUE
2021-04,011,Total Unión Europea,28127,"Rozas de Madrid, Las",2040,127,2040,TRUE
2020-04,000,Total,28150,Torrejón de Velasco,62,150,62,TRUE
2022-09,436,Turquia,28079,Madrid,1230,079,1230,TRUE
2020-12,103,Bélgica,28148,Torrejón de Ardoz,60,148,60,TRUE
2020-08,110,Francia,28038,Cercedilla,65,038,65,TRUE
2019-07,407,China,28005,Alcalá de Henares,187,005,187,TRUE
2022-01,102,Austria,28080,Majadahonda,251,080,251,TRUE
2020-03,123,Portugal,28092,Móstoles,87,092,87,TRUE
2020-06,107,Dinamarca,28040,Ciempozuelos,116,040,116,TRUE
2022-08,228,Marruecos,28013,Aranjuez,184,013,184,TRUE
2021-07,011,Total Unión Europea,28110,Perales de Tajuña,150,110,150,TRUE
2022-10,131,Suecia,28106,Parla,36,106,36,TRUE
2020-01,126,Alemania,28167,Velilla de San Antonio,41,167,41,TRUE
2021-05,110,Francia,28006,Alcobendas,891,006,891,TRUE
2021-07,407,China,28134,San Sebastián de los Reyes,38,134,38,TRUE
2021-06,040,Total Asia,28092,Móstoles,64,092,64,TRUE
2022-08,132,Suiza,28130,San Fernando de Henares,55,130,55,TRUE
2020-11,011,Total Unión Europea,28027,Buitrago del Lozoya,32,027,32,TRUE
2019-11,031,Total América del Norte,28040,Ciempozuelos,35,040,35,TRUE
2020-03,115,Italia,28113,Pinto,117,113,117,TRUE
2022-03,110,Francia,28073,Humanes de Madrid,117,073,117,TRUE
2019-11,407,China,28123,Rivas-Vaciamadrid,149,123,149,TRUE
2021-09,126,Alemania,28045,Colmenar Viejo,94,045,94,TRUE
2022-04,131,Suecia,28127,"Rozas de Madrid, Las",90,127,90,TRUE
2020-10,117,Luxemburgo,28080,Majadahonda,77,080,77,TRUE
2021-03,011,Total Unión Europea,28015,Arroyomolinos,485,015,485,TRUE
2021-08,103,Bélgica,28130,San Fernando de Henares,129,130,129,TRUE
2022-10,125,Reino Unido,28134,San Sebastián de los Reyes,404,134,404,TRUE
2021-04,115,Italia,28115,Pozuelo de Alarcón,41,115,41,TRUE
2020-05,103,Bélgica,28148,Torrejón de Ardoz,41,148,41,TRUE
2021-10,123,Portugal,28058,Fuenlabrada,233,058,233,TRUE
2019-08,121,Países Bajos,28044,Colmenarejo,69,044,69,TRUE
2021-08,000,Total,28017,Batres,79,017,79,TRUE
