rank_score_spi,score_spi,score_bhn,score_fow,score_opp,score_nbmc,score_ws,score_sh,score_ps,score_abk,score_aic,score_hw,score_eq,score_pr,score_pfc,score_incl,score_aae,is_train
80,0.23443092058585313,0.4097478831908571,0.22131225060735668,0.04028794528642729,0.4417846072166178,0.5398626426410956,0.6722671097798136,-0.451618611328002,0.03857592761218785,0.6513929099575932,-0.17460538829678313,0.14591349154226482,0.4989358140322605,-0.17705492379214566,-0.41265160253424943,0.13726734717651976,TRUE
97,-0.24774579460283347,0.129085670970188,-0.6708709312574486,-0.17608218352938126,-0.46117028814132144,0.38615779756450214,0.19218623814509983,0.2976862638054061,-1.2919365321384857,-1.0254416042910137,0.4686238147577977,-0.12426523752999566,0.02236524713328708,0.12172032734790651,0.3800482972683911,-1.1496946534852701,TRUE
46,0.6445067384905716,0.5753442644252815,0.5548563735709555,0.6841775952730684,0.41952200117455374,0.6209429512634865,0.7589734173345247,0.19231539533947684,0.7670268414865086,0.3775037717895615,0.28376095255592315,0.4969886951002268,0.8910338672079324,0.3137906404639295,0.9970367080936828,0.1445618371741451,TRUE
84,-0.07006767130205832,0.42740301257032265,-0.04224432679986511,-0.5571955026005138,0.26106304190458257,0.10560953885800974,0.5545286093198607,0.8220328317201204,-0.40476477301372826,-0.3871218551587296,0.31816759251064386,0.6807734480929832,-0.406322662075873,-0.4291469553510702,0.009655802156799639,-1.208571920803132,TRUE
99,-0.16212548792758574,0.3293842982206417,-0.2686003277637633,-0.5044079332284757,0.5105377132920446,0.1274964062554923,0.622981177284799,-0.1990626629876751,-0.8632919915135413,0.8315709347292365,-0.6527992881481209,-0.5169670353948632,-0.4582712039644363,-0.28842897243242266,-0.6457694076217045,-0.3842908740128551,TRUE
150,-1.1831301846286912,-1.5390583691487902,-1.0517039103511923,-0.7648643302205783,-1.6541967391140326,-1.3811968776275736,-1.6596838100094113,-0.9801461856644799,-1.129296561388438,-1.1752883755587196,-1.1403235684538697,0.14591349154226482,-0.06120431116719313,-1.489533191900907,-0.3342801405675637,-1.1658468804513935,TRUE
74,0.16812363491197738,0.48584934063710217,0.0586384700683515,-0.06180640743940598,0.8156693993494851,0.1434140244974922,0.5590920442173035,0.3612435588922007,0.40157679798636414,0.09727690667450732,0.2971736803404232,-0.9214500070387543,-0.02416280510255672,-0.030334743588621864,-0.5798774802410847,0.43530073000470687,TRUE
105,-0.2895901004301753,-0.3817072742500916,-0.4583864050592633,0.002002618335059464,-0.5050410703287842,-0.4609586954043533,0.13468633173534447,-0.9232792664877337,-0.23036779951322991,-0.1444697547894927,-0.8557400683616978,-0.5122548055694052,0.16149654757151452,-0.2077327079566832,0.36058025378173897,-0.3936695607983543,TRUE
36,1.0288320254436385,0.9485461090129854,0.9571267365410854,0.9968411355897959,0.7364399197144963,0.9596899660886172,0.8616522692819322,1.0796065619929878,0.8890067261119503,0.9279981921465226,0.6593179978993339,0.8464936547291919,1.0495897376999799,1.0460571827836525,0.4853755996423971,1.0469985740502499,TRUE
143,-1.2681065929637507,-1.1098461956006083,-0.9892825144290354,-1.460961344815122,-0.8658302706210008,-0.979276542634597,-1.2056150743585463,-1.1356939164117752,-0.7300449013880053,-1.334189276836565,-0.967707303324035,-0.14154421251050997,-2.310798932666252,-0.8119529684793777,-0.5863668915441611,-1.3377891402522921,TRUE
154,-1.1181102044846531,-1.678476294928681,-0.8360666013254898,-0.65464888106313,-1.5723480411979553,-2.223339186053171,-1.487639668300799,-0.7510059149799861,-0.3278537103886747,-1.0331377486381144,-1.3339339682130418,-0.0496521356218256,-0.06436637834443684,-0.8006156260556427,-0.6727252480290248,-0.9506584317218183,TRUE
69,0.24215622721650923,0.48645781786643666,0.4564952257082198,-0.22828954813728425,0.7619766734991326,0.32149263949022616,0.6348463865523593,-0.004209771305510358,1.0423392409858874,0.6645215150412985,-0.4119528084650807,0.005326176000798757,-0.7798999622192262,0.49318899805247807,-0.5054993703221946,0.2216753294860622,TRUE
168,-2.031606962449456,-2.646486926542205,-1.8032813483283086,-1.311880585225454,-2.8511520175083804,-2.667043221493153,-2.365201655763185,-2.0806878207087545,-1.7112734300131391,-1.4491773410319413,-2.235504281147012,-0.716459620616059,-0.6312821156097906,-2.25047712516468,-0.904345379478796,-1.2830802665101788,TRUE
141,-0.9694016126859313,-0.5552187365734632,-0.8341751240478216,-1.3246424346370027,-0.37277329474011445,-0.6146633507279731,-0.5484705263454654,-0.5377551275745377,-0.6090446112632817,-1.3853453661187087,-0.6679614344604338,0.12392228673629237,-2.1924467215759513,-0.5225141577308701,-0.4970133782065118,-1.3023585898981738,TRUE
164,-1.6723883081078461,-0.9479023034447281,-1.6715030596246983,-2.0799076113844395,-1.2966816865643809,-1.0593621661507175,-0.10535410408201473,-1.5780846554870414,-1.5192405786385843,-1.3228715495633345,-1.298944040442968,-1.8474409183099554,-2.267433206087257,-1.7502948661112128,-2.1617832634243013,-1.2325395875838767,TRUE
1,1.7112183943343438,1.1415392936199178,1.822197621649388,1.8611616838913336,0.9132334069521064,1.1541837316294605,0.8374657509745003,1.6315498139852982,1.2382910309858621,1.6500690540227887,1.8600513367997988,1.7261454422603406,1.1327071290101056,1.722303556319002,2.110210964663652,1.832201726107633,TRUE
64,0.4442970847885533,0.4012240926293561,0.5844908003800571,0.28044137991622353,0.3651743458627239,0.3906348293076004,0.4988537983348646,0.16722712370613632,0.06453985373582195,1.014918254711423,0.390479931934828,0.5229071575710028,0.6746571428237115,0.010346533113477606,-0.3362769118027527,0.5712914896344856,TRUE
75,0.141729696770669,-0.257510104445883,0.03530936839074854,0.5948450919587835,-0.43105002725598546,-0.19533299032763357,0.33593670050502333,-1.1507466241800353,0.3148679216122797,0.2656845710677037,-0.395624308981185,-0.25542779381286446,0.8548960058450635,0.5852228593578077,0.4289680499950574,0.24616414484374505,TRUE
125,-1.0827034086075915,-1.724746111112201,-0.9419936582988915,-0.4173958064041577,-1.4977020686636802,-1.706513556235305,-1.9859743665672298,-1.0570835945420274,-0.881417666637954,-1.4491773410319413,-0.7227786987700225,0.2071748761347235,0.12355174144457917,-0.7292563107831506,-0.09467311459961472,-0.9741051486855619,TRUE
86,0.07606581828644904,0.1656142776470996,-0.044136044601089136,0.08901474515937743,-0.17175291264082174,0.4120241643989743,0.36651209730243145,-0.23418617947142006,-0.17354160101401894,0.24621806634216123,-0.41020338993726785,0.1843983995604076,0.2911419911174801,-0.13037119539931533,0.25425456579013594,-0.18004435903965693,TRUE
27,1.178828413922736,1.2279904378021071,1.3316546310269062,0.790912700978847,1.0127612038095406,1.1591579161727195,0.9428829423945817,1.7778984373636044,0.8042577862360513,1.0660742576461615,1.8034844315032803,1.0671918733803183,-0.28254970285324726,1.7009624669518564,0.830809216004445,0.970406031555329,TRUE
81,0.002033471557175848,0.22040741990568208,-0.056115801565578126,-0.15229887771539938,0.2879091550473537,0.20260784522835348,0.49109592419243586,-0.39893301758770383,-0.23036779951322991,0.14118957106216642,0.2662660999004504,-0.5146109204821342,0.2884317462911179,-0.03433629324715518,-0.3272916316669774,-0.5109029468571394,TRUE
144,-0.9694016126859313,-1.1950799208376957,-0.47604083438031286,-1.0433030918017423,-0.3629518506420286,-0.9300314704962122,-1.3105756437546732,-2.140063471344433,-0.2284082367634268,-0.5496444257101147,-0.6778753251893143,-0.140758940742166,-1.0730701158788156,-0.8633050442709046,-1.005679139382419,-0.7870526609325087,TRUE
102,-0.4440927949895269,0.3494751944631955,-0.7263565897967453,-0.8646383064564447,0.7364399197144963,0.2508578527545153,0.35464723620263433,-0.09034660656673107,0.009183233861866712,-1.0227254602701166,0.07207263478504851,-1.9566119701791624,-1.599330629871138,0.03302147236680271,-1.1788951403722439,-0.05760048101117889,TRUE
30,1.0307632293136715,1.023429683027684,0.868854108888726,1.0113431567271822,0.9970463936878023,0.7109769438661253,0.9173270802669283,1.4743291702458108,0.7846625324863781,0.4218694146720619,1.3841899208325037,0.47656833343864,1.0952141452340562,1.0073768081137444,1.3474618716985356,0.1773872409233878,TRUE
126,-0.6352895909557783,-1.1214137657680996,-0.2673392627374638,-0.4023138017859202,-0.8992241796841043,-1.01260418628396,-1.3023614957560532,-0.9232792664877337,-0.6100243926381808,-0.1960785635242573,-0.25449868964755895,0.3281271017829462,-0.4343297889596604,-0.6565631456244788,0.4444427414339092,-0.8959495579797051,TRUE
25,1.2277538824652812,0.9339342947530718,1.218791836670638,1.3077645041806805,1.0749660143998376,0.7398277455253641,0.7603427611547462,1.1205839978906893,0.874310566110978,0.9719106838393721,1.3492002155215526,1.1677234377592642,1.1552934216017006,0.6459113755408786,1.5591146716415623,1.2340507636633906,TRUE
78,0.16104222662150902,0.6666660133607757,0.005674941581647509,-0.20392625884245075,0.9760931470038797,0.39809591636951314,0.7986760320945876,0.2834696935185525,-0.12504363763856777,0.11040551175820779,0.7287145656241232,-0.9450120549891036,-0.889669357999954,-0.11703320534923747,-0.39318355904760227,0.7942953781786822,TRUE
129,-1.0614594293114528,-1.8355498145744753,-1.1588920323508998,-0.053685311007796735,-2.068678415474197,-1.6756730048575743,-1.5611121191032558,-1.7654110337777333,0.04837374136121314,-1.3115538222901038,-1.6978277042997598,-1.2905897569532645,0.4754462213783709,-0.35178544279370233,0.5717339561272659,-1.0626814251908814,TRUE
123,-0.6185519177398935,-0.3275230737072825,-0.5233296905104567,-0.8779801393488504,-0.37473808312453694,-0.5509926880069878,-0.2751165283419034,0.11119666102549047,-0.987231625762972,-0.5012045667962736,-0.2795747266887524,0.2197413216820909,-1.127277252562589,-0.3017672168883556,-0.7635762445817764,-0.8219622614696308,TRUE
49,0.6882824937632052,0.8487010340024232,0.6279962209077457,0.47360840768217916,1.086752246882347,0.7622121452289603,0.5609174878098317,0.9641998106473021,0.997270045237128,0.7881109034467885,0.31875065786687395,-0.2656381244475028,0.5784396604537302,0.007679087746972478,0.16589962849266593,0.8557775933414727,TRUE
48,0.7327021473760338,0.8493095112317637,0.8675932843859895,0.37325422668218383,0.9616876962402829,0.6736699905327516,0.8397476425071037,0.7676746440023053,1.114841193986788,0.9805122670917097,0.19220434194845337,0.5763146260492337,-0.5228680145619783,1.0627299247521014,0.2437718024392592,0.8594248383402823,TRUE
60,0.20031167581390236,0.7147621902051721,-0.2673392627374638,0.10583692150345286,0.8844225054249119,0.7492789618117222,0.21591665668022494,1.1406544875914886,0.08952343786198463,-0.4658933129661328,0.1169762308248736,-0.8240598293408808,0.5770845380405492,-0.2550834884955248,-0.06372392214449873,-0.019043834235193804,TRUE
4,1.6320360887599004,1.1068370476038893,1.6771782704314329,1.813595072263364,0.8863867942445305,1.0895181940492316,0.93649406390461,1.4015734058193885,1.045768382360956,1.6871911856633997,1.6617757468134247,1.5148716832601128,1.223052299376486,1.7663198393453265,1.9849163307829019,1.6534859261261108,TRUE
166,-1.8732418601500453,-1.4775684937192402,-1.7484263425639364,-2.046262926771366,-1.3477551941336459,-1.7587432529514357,-1.0810314215524213,-1.459333354215693,-1.7744679271379342,-1.942177599770102,-1.259872210261045,-0.801283352766565,-2.596741393429454,-1.9423649248213877,-1.2727411985664896,-1.5118155968410596,TRUE
