CMUN,CDIS,tmed,prec,velmedia,presMax
056,01,14.2922156051458,0.8560527181830909,2.564674379649859,922.0406780260028
057,01,14.934966202509411,1.0584941380791988,3.1196530565594918,937.4636588970252
058,01,16.050684792353426,0.9888220241591155,3.281699138741862,944.2374770907489
058,02,16.13282226439656,0.9779280076019876,3.3516230529633098,945.4162447186025
058,03,16.001800692431612,0.993551221594629,3.2499265887661406,943.6682654873691
058,04,16.020645903279213,0.9875284365091666,3.2748669156377677,944.233959758551
058,05,15.97436926716272,0.9967462938388442,3.230584852035859,943.2877154593541
058,06,15.875249489610026,1.0120577461650733,3.1521816764774373,941.3967482870181
058,07,15.880219342438018,1.0070921368013837,3.171060300567607,941.989244553269
058,08,15.862879319191387,1.007073072916725,3.1674363191662067,941.9314181737969
058,09,15.794172090378147,1.0170311405746542,3.1204720427575245,940.6922337327301
059,01,14.671265570641049,1.1569425725652052,2.9728096257997905,929.3700355213
060,01,15.077416219121854,1.0588792896630432,2.7211666445794043,933.1079102873862
061,01,13.165731976697048,1.3746668821062256,3.2536680524279533,896.7947281732224
062,01,12.70344284000119,1.782419220350387,2.386704227165077,901.8193681430187
063,01,12.609519389839596,1.8166676170178808,2.291802909905496,902.2572415715904
064,01,12.497086493834964,1.9577279940730776,2.11986757508483,904.585760773179
065,01,16.32932034170223,0.9556648395297882,3.514259927396542,947.6957506066278
065,02,16.268256713001914,0.9644694233944594,3.4375381896285093,946.9902518239827
065,03,16.27013053554754,0.9637480042762263,3.452672782787719,946.9594707337254
065,04,15.982552523952164,0.9868953355824,3.1818850212257623,944.7548899614666
066,01,15.60853511187069,1.021147382481086,3.037924135697427,939.0744426249631
067,01,13.693731091315469,1.3991044218754676,2.752261537550851,904.4253793657529
068,01,10.174343957995307,1.4638862267477737,4.677155929420698,855.4942995910387
069,01,11.931237690870534,3.137238534116526,2.207084004831053,905.8758787734115
070,01,11.547398842094703,3.576230981780781,2.0697839782745775,905.0181543035153
071,01,11.337852196131562,3.9437661341588113,2.0706850268801427,905.0240821915116
072,01,13.491131824745102,1.3775159953078104,3.0279998731288447,900.027748091944
073,01,15.761905762075193,1.0121242265838981,3.118156140658937,940.9461125242267
074,01,16.03738596869249,0.9955981744955522,3.2503728683918895,943.3915583657562
074,02,16.06555635705054,0.9947200083022871,3.240639717583401,943.647014494302
074,03,16.019637473380232,1.0101612380659897,3.1889608735423076,941.4436662726704
074,04,16.070041855694026,0.9938689314909092,3.235229534848849,943.8413992444974
074,05,16.028265108342687,1.0004310239073515,3.154472908239451,943.3997682939632
074,06,16.043519227193148,1.012454813617525,3.191837036236952,941.0190715023431
074,07,16.008056598179827,0.9991689375805336,3.2235404129222966,943.0357138803181
075,01,15.33835952320272,0.957221878759457,3.1286728409804714,943.7633783303833
076,01,12.37349477460768,2.0192014610328557,2.6120436672462586,894.0217620811129
078,01,12.407989246698367,2.121216115443576,2.079266067983988,905.4922846295792
079,01,15.690670094677445,1.0535310854875142,2.2085661457213352,942.1365875984394
079,02,15.903586533068268,1.0573633176839767,2.2445069830746984,942.2536960549658
079,03,16.090836307883773,1.06968410715954,2.0747782656260862,942.5354426378362
079,04,15.825721841984507,1.0581747595357334,2.1759149043495296,942.4294171130861
079,05,15.226438811851532,1.0377379350125453,2.3207776719464484,941.6982574502786
079,06,14.806328173256269,1.0289107418407073,2.214712378596991,940.8250919667753
079,07,15.076352039138062,1.0362942739722096,2.1843540435455826,941.7359472320016
079,08,14.70154196084766,1.1237491260414227,2.690691810784906,926.6226400846081
079,09,14.983609031320455,1.0343771814643543,2.3924820326787968,938.9225949753192
079,10,15.960575382724828,1.0189578860901367,3.0862883741000795,940.5653167540903
079,11,15.867054217127565,1.0265697444969468,2.8527600422569774,941.3476340216736
079,12,15.85062400967161,1.037541856428796,2.587512322590798,942.2018531959064
079,13,15.886827454556498,1.0475423795966758,2.397324888683791,942.5421969931836
079,14,15.87946575287412,1.0508099157693123,2.3157681183169823,942.7433278558129
079,15,15.626802956162509,1.0421456539357528,2.3812183027204754,942.6391427300197
079,16,15.352832631794875,1.0144267603071084,2.7530206330237292,943.5435056494941
079,17,15.987970229694803,1.0024329109735464,3.041373265525575,944.0902467604895
079,18,15.735690315590967,1.0176004565096812,2.807012666748901,942.9762850740831
079,19,15.596258874245045,0.9986132087871155,2.875482230118132,944.6332857035253
079,20,15.608796206181436,0.9880042336279795,2.9179517601181555,946.5598201998931
079,21,15.581852594213863,0.9446695790343339,3.2899121995124103,949.8782862872464
080,01,14.834284546062452,1.1205757956063311,2.8674498092685226,926.4793567149484
080,02,15.097729906501954,1.0823731500599194,2.788270239609546,932.0812290245049
082,01,12.029604828754543,1.8672922763526514,3.1859685178756294,874.1872755346071
083,01,15.051627528864264,1.0075047739061622,3.1754703633601826,940.3725161755922
084,01,15.418151721907757,0.9465519203958059,3.1567755506534136,945.4537402769191
085,01,13.072363456676824,1.5806580413835483,2.8828108069181724,893.3609552074938
086,01,14.208753238864066,1.292253327045397,2.851488120415337,917.8546756674706
087,01,9.9257563551305,1.6001722364088717,4.668453103757923,850.8206015755862
088,01,11.46388606573675,3.77889257654235,2.10665395117803,905.1894364298572
089,01,15.565877409438336,1.0309225628271759,3.038449034865872,938.0871109940065
090,01,12.162783667262206,1.686406591743377,3.387609451976043,878.2554334224847
091,01,15.35813652781716,0.9926233937657744,2.7594345759097503,938.7560989527842
091,02,15.417878827401909,0.9879415712456613,2.76600905572287,939.4191490131914
092,01,15.463612206535979,1.0451258719541823,3.003224510498008,936.1475556359371
092,02,15.647002322270728,1.0353518774017783,3.0464007176127263,938.2080471857959
092,03,15.755289130985377,1.0253352401013924,3.0886685896917347,939.6392276666393
092,04,15.645472915355407,1.0303433689486854,3.0606388594801075,938.6696785271733
093,01,9.381845371938851,2.656929317822546,3.856277963078104,831.9148451336781
094,01,13.306792436929623,1.5772134516769858,2.757473130060541,901.9606654976338
095,01,14.32739907069232,0.9379077861273617,2.6718742303038105,921.4723192040304
096,01,15.02339200548315,1.050630880629269,2.8981323563279404,930.1863804562394
097,01,12.47331478650228,2.0126470258675426,2.294818362396343,901.713087217827
099,01,14.666822455042777,0.7156328649043903,2.3283184404213193,929.0504682784547
100,01,15.126409004982547,1.030607355294114,3.03107044737938,939.0949360602207
101,01,15.066173495351242,1.0568007306293574,2.996869725213462,937.5880928725835
102,01,15.097141589634903,1.0578850064735659,2.9099003096312708,936.5923924023501
104,01,15.39150778731308,0.9317841251098067,3.2795858724750726,946.7541181430172
106,01,15.878394134623658,0.9949150906699544,3.1694206818705846,942.8514986282729
107,01,13.099032132807684,1.8213054334641383,2.5316941360585647,908.4868921701224
108,01,13.892909045644515,1.3636246508419871,2.778703585235391,909.6148995038965
109,01,14.513809387110634,0.8142572233691961,2.4652070980582077,925.9661841827265
110,01,15.278649067864217,1.0076985902029552,2.780146344384781,937.8190108036079
111,01,15.008751772556614,1.0728503304559611,3.01292137855294,937.0120263531882
112,01,12.159927876241811,2.0333937918399583,2.8655430208525208,885.5742774629988
113,01,15.981203419649923,0.982196651065194,3.2234885722917332,944.2798137609653
113,02,15.947032800996602,0.9847485973619233,3.1763875587918124,944.2379935690334
114,01,12.604366779304833,1.7516290350964734,2.0493018018598614,905.6010218662711
115,01,15.518975066246023,1.0416362309418574,2.8787516128502193,937.8183440395105
115,02,15.25730723842636,1.041283005148367,2.6345797178186396,938.0299085507153
116,01,15.202430557574253,1.0065483638208221,3.0440561389135303,940.4467347572547
117,01,12.210901406437449,2.5693342251523186,2.154646290693335,905.5573393323891
118,01,12.45906126036017,2.378045669835693,2.2820482012660426,906.4226371133325
119,01,14.485680284958004,1.0475025528174295,2.8259849312803267,922.1622019128606
120,01,11.090442359937564,2.2465538861382877,3.324503198240389,861.1453663712687
121,01,13.420568660687591,1.5910774427469472,2.710658377704537,907.1026060086018
122,01,14.622219767094357,1.1898600533638157,3.0011051989603703,930.5512383156803
123,01,15.521811745499171,0.9974806885666339,2.959358341074002,942.9707984244827
124,01,12.715505990174961,1.9010774507831787,2.2722020515547063,905.8643430722759
125,01,14.316273825715035,0.812892783666766,2.509103990914105,922.7994461895672
126,01,10.81209810969724,4.7877310029896485,2.025658193274602,904.1077362937709
127,01,14.454926965768863,1.1828023492900106,2.8750923752502686,919.2300763927694
128,01,14.12563034678883,1.0823726531858444,2.7974010278455657,917.4840725367244
129,01,14.19134895625841,1.2545059285926354,2.7947339355257936,913.8903859625275
130,01,15.454496701036184,0.911788476681241,3.2898191085153323,947.7828455592872
131,01,11.358617216493148,1.4314106708905499,4.046691129843358,871.7143826971337
131,02,11.596295859079161,1.402997737892101,3.9412276131140067,875.2838797654921
132,01,15.590878270444566,0.9892425037204434,2.8680500545035073,941.1368853452024
133,01,14.405987448440918,0.8758084011236863,2.547687392658103,923.7809864825902
134,01,14.975456025072939,1.0718747163466344,2.9581868938711304,934.9543984941198
135,01,12.384188492301197,1.2813924356883755,3.5309069922806193,888.7736618414775
136,01,15.025843906273563,1.0484230297760064,3.0843783850580704,938.5467833394583
137,01,15.02964229550064,1.0333633236229103,3.1263459718178757,939.3109937304183
138,01,12.58223824711085,1.789096132204287,2.0530402642705288,905.53287766726055
140,01,15.431461362015854,1.0362582283864505,2.9766539876907743,936.4408461255854
141,01,14.804815762580768,1.0480551653066963,2.856339395058366,926.9292860049744
143,01,10.699819357292094,4.970044848307075,2.0124726074991726,904.2467945967878
144,01,13.644004260507268,1.3481249926042125,2.74546699346132,899.3787688955954
145,01,14.087224194155402,1.378422931040982,2.854499500771153,919.0363445490998
146,01,15.216731652500574,1.024068959710172,2.814110062076637,937.2146460859495
147,01,15.519579328577494,0.875329030956099,2.2755066443251972,938.2798736193179
148,01,15.35233298760867,0.7979878512515056,3.4662795738443606,948.6248008438693
148,02,15.365083252102856,0.8415471245961823,3.3920826341744985,947.8866169048721
148,03,15.415918558862387,0.8890329162149949,3.3204784208400002,947.6779014241806
148,04,15.411875555413088,0.8626340785041626,3.3813195604705872,948.3734878388573
149,01,15.67867897110536,1.0092551785398494,3.044300970844149,940.2986508085777
150,01,15.631706168123268,0.9946774257315248,2.9329913978926503,939.9912023099371
151,01,13.293546013974984,1.6868683991491271,2.633945598423935,908.3864561768219
151,02,13.459828536544382,1.6064185837759746,2.69963860935962,909.3328935373202
152,01,13.68135348381692,1.321652233369358,3.0538445630210815,904.4289057969851
153,01,13.408363975439444,1.6660884822368294,2.6642692743735443,910.5625604326759
154,01,15.277497742202318,0.9388272940535223,3.1940924374505424,943.8879341626547
155,01,15.10854725377032,1.054322994401181,2.7929906476521444,934.9364852649511
156,01,14.824077831330275,1.111579037344285,3.0768177529453653,935.3498013452652
157,01,15.319808447247404,0.9788792444519708,2.6255809502600806,936.9502512798807
158,01,13.006908469510178,1.7169703442093391,2.639818707658469,901.5455145094808
159,01,14.009631690344682,0.9154305549731876,2.681387192475409,917.3630178196709
160,01,13.748719720146045,1.1759947775220796,3.0451387271219055,909.1742614402153
161,01,15.627243262176878,0.9690025094514708,2.8026844688733146,940.5172192854408
161,02,15.738281915583848,0.9860410648275606,2.986538850539803,941.8233143870119
162,01,14.774415995769099,1.1247935069253723,3.037621053326937,933.1047199255601
163,01,13.928041786557825,1.4551705570889568,2.817562951979203,917.2957175826153
164,01,14.366200223310743,1.2632099322233663,2.9081767695727967,923.1567925127159
165,01,15.204865600562066,1.0258968790748038,2.926238695874824,938.6003529646475
166,01,15.187027745255474,0.9903101378839745,3.112376366841976,941.339655002179
167,01,15.420862319105357,0.9795860588025269,3.044387469032628,943.5840345533603
168,01,13.785572302425795,1.4588641850835649,2.786851437021664,911.9716864556639
169,01,13.528909025748792,1.5222009539159276,2.7519040660825738,906.4578114326102
170,01,15.522683407319887,0.828102753161657,2.0598200361627925,936.7599273047618
171,01,14.452498489292504,0.9611976601344838,2.663390202311423,923.399266587325
172,01,15.217070191182446,0.9484602100841198,3.204601062231874,943.195737712221
173,01,15.185261211045294,1.0110271433550926,2.6018103337309517,933.5974455919205
174,01,14.685668511288087,1.0071119536698878,2.769415976837622,925.9075897046253
175,01,14.586692609632976,0.9301776755499926,2.648713637284082,925.4477380480373
176,01,14.61407344971335,1.1183548456846608,2.91623317979068,922.8877786372645
177,01,14.353884144027848,1.1746301784354958,2.9549169008652156,917.8185467434506
178,01,14.594762978387765,0.9938374061244564,2.7510971943616944,924.6299252386605
179,01,15.121888996481612,1.043854166606082,2.9700936219978096,937.9928776764573
180,01,15.204703207946652,1.010397866616895,2.6442820468913246,934.7462318575547
181,01,15.281163594174284,1.0589104342235411,2.9569076539352883,933.4653712608297
182,01,12.459663957877021,2.0355560832851953,2.1887583121217045,903.5328197618178
183,01,13.221266516316183,1.1510516935556736,3.143009527416403,902.4694894869217
901,01,12.794937436204641,1.7535143899251118,2.348153513816056,904.0373475192721
902,01,12.66296740563248,1.7885169514092443,2.1505394269254947,905.5050736039182
903,01,14.36587000936627,1.19109511404889,2.7668815918772784,915.5820612798395
