mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN
2021-05,117,Luxemburgo,28080,Majadahonda,67,080
2021-05,121,Países Bajos,28080,Majadahonda,657,080
2021-05,123,Portugal,28080,Majadahonda,40,080
2021-05,125,Reino Unido,28080,Majadahonda,83,080
2021-05,126,Alemania,28080,Majadahonda,138,080
2021-05,131,Suecia,28080,Majadahonda,54,080
2021-05,132,Suiza,28080,Majadahonda,31,080
2021-05,302,EE.UU.,28080,Majadahonda,78,080
2021-05,407,China,28080,Majadahonda,30,080
2021-05,000,Total,28082,Manzanares el Real,149,082
2021-05,010,Total Europa,28082,Manzanares el Real,139,082
2021-05,011,Total Unión Europea,28082,Manzanares el Real,133,082
2021-05,110,Francia,28082,Manzanares el Real,58,082
2021-05,121,Países Bajos,28082,Manzanares el Real,38,082
2021-05,000,Total,28083,Meco,249,083
2021-05,010,Total Europa,28083,Meco,231,083
2021-05,011,Total Unión Europea,28083,Meco,227,083
2021-05,110,Francia,28083,Meco,47,083
2021-05,121,Países Bajos,28083,Meco,40,083
2021-05,126,Alemania,28083,Meco,39,083
2021-05,000,Total,28084,Mejorada del Campo,209,084
2021-05,010,Total Europa,28084,Mejorada del Campo,193,084
2021-05,011,Total Unión Europea,28084,Mejorada del Campo,185,084
2021-05,110,Francia,28084,Mejorada del Campo,39,084
2021-05,000,Total,28085,Miraflores de la Sierra,108,085
2021-05,010,Total Europa,28085,Miraflores de la Sierra,98,085
2021-05,011,Total Unión Europea,28085,Miraflores de la Sierra,87,085
2021-05,121,Países Bajos,28085,Miraflores de la Sierra,30,085
2021-05,000,Total,28086,"Molar, El",192,086
2021-05,010,Total Europa,28086,"Molar, El",187,086
2021-05,011,Total Unión Europea,28086,"Molar, El",183,086
2021-05,110,Francia,28086,"Molar, El",37,086
2021-05,121,Países Bajos,28086,"Molar, El",32,086
2021-05,126,Alemania,28086,"Molar, El",45,086
2021-05,000,Total,28087,"Molinos, Los",47,087
2021-05,010,Total Europa,28087,"Molinos, Los",46,087
2021-05,000,Total,28089,Moraleja de Enmedio,191,089
2021-05,010,Total Europa,28089,Moraleja de Enmedio,171,089
2021-05,011,Total Unión Europea,28089,Moraleja de Enmedio,164,089
2021-05,110,Francia,28089,Moraleja de Enmedio,63,089
2021-05,121,Países Bajos,28089,Moraleja de Enmedio,41,089
2021-05,000,Total,28090,Moralzarzal,156,090
2021-05,010,Total Europa,28090,Moralzarzal,141,090
2021-05,011,Total Unión Europea,28090,Moralzarzal,134,090
2021-05,110,Francia,28090,Moralzarzal,58,090
2021-05,121,Países Bajos,28090,Moralzarzal,33,090
2021-05,000,Total,28091,Morata de Tajuña,63,091
2021-05,010,Total Europa,28091,Morata de Tajuña,55,091
2021-05,011,Total Unión Europea,28091,Morata de Tajuña,52,091
2021-05,000,Total,28092,Móstoles,2455,092
2021-05,010,Total Europa,28092,Móstoles,2228,092
2021-05,011,Total Unión Europea,28092,Móstoles,2109,092
2021-05,020,Total África,28092,Móstoles,138,092
2021-05,030,Total América,28092,Móstoles,59,092
2021-05,031,Total América del Norte,28092,Móstoles,37,092
2021-05,040,Total Asia,28092,Móstoles,30,092
2021-05,102,Austria,28092,Móstoles,122,092
2021-05,103,Bélgica,28092,Móstoles,57,092
2021-05,107,Dinamarca,28092,Móstoles,48,092
2021-05,110,Francia,28092,Móstoles,810,092
2021-05,115,Italia,28092,Móstoles,38,092
2021-05,117,Luxemburgo,28092,Móstoles,102,092
2021-05,121,Países Bajos,28092,Móstoles,519,092
2021-05,122,Polonia,28092,Móstoles,66,092
2021-05,123,Portugal,28092,Móstoles,70,092
2021-05,125,Reino Unido,28092,Móstoles,78,092
2021-05,126,Alemania,28092,Móstoles,146,092
2021-05,128,Rumania,28092,Móstoles,34,092
2021-05,131,Suecia,28092,Móstoles,82,092
2021-05,234,Nigeria,28092,Móstoles,77,092
2021-05,302,EE.UU.,28092,Móstoles,32,092
2021-05,000,Total,28093,Navacerrada,77,093
2021-05,010,Total Europa,28093,Navacerrada,69,093
2021-05,011,Total Unión Europea,28093,Navacerrada,64,093
2021-05,000,Total,28095,Navalagamella,153,095
2021-05,010,Total Europa,28095,Navalagamella,140,095
2021-05,011,Total Unión Europea,28095,Navalagamella,136,095
2021-05,110,Francia,28095,Navalagamella,42,095
2021-05,121,Países Bajos,28095,Navalagamella,51,095
2021-05,000,Total,28096,Navalcarnero,650,096
2021-05,010,Total Europa,28096,Navalcarnero,633,096
2021-05,011,Total Unión Europea,28096,Navalcarnero,615,096
2021-05,102,Austria,28096,Navalcarnero,54,096
2021-05,103,Bélgica,28096,Navalcarnero,32,096
2021-05,110,Francia,28096,Navalcarnero,204,096
2021-05,121,Países Bajos,28096,Navalcarnero,176,096
2021-05,126,Alemania,28096,Navalcarnero,40,096
2021-05,000,Total,28097,Navarredonda y San Mamés,41,097
2021-05,010,Total Europa,28097,Navarredonda y San Mamés,41,097
2021-05,011,Total Unión Europea,28097,Navarredonda y San Mamés,38,097
2021-05,000,Total,28100,Nuevo Baztán,72,100
2021-05,010,Total Europa,28100,Nuevo Baztán,59,100
2021-05,011,Total Unión Europea,28100,Nuevo Baztán,57,100
2021-05,110,Francia,28100,Nuevo Baztán,32,100
2021-05,000,Total,28104,Paracuellos de Jarama,901,104
2021-05,010,Total Europa,28104,Paracuellos de Jarama,734,104
2021-05,011,Total Unión Europea,28104,Paracuellos de Jarama,638,104
2021-05,030,Total América,28104,Paracuellos de Jarama,143,104
2021-05,031,Total América del Norte,28104,Paracuellos de Jarama,77,104
2021-05,033,Total Sudamérica,28104,Paracuellos de Jarama,65,104
2021-05,102,Austria,28104,Paracuellos de Jarama,51,104
2021-05,107,Dinamarca,28104,Paracuellos de Jarama,30,104
2021-05,110,Francia,28104,Paracuellos de Jarama,222,104
2021-05,115,Italia,28104,Paracuellos de Jarama,45,104
2021-05,121,Países Bajos,28104,Paracuellos de Jarama,125,104
2021-05,123,Portugal,28104,Paracuellos de Jarama,30,104
2021-05,125,Reino Unido,28104,Paracuellos de Jarama,79,104
2021-05,126,Alemania,28104,Paracuellos de Jarama,64,104
2021-05,303,Mexico,28104,Paracuellos de Jarama,41,104
2021-05,000,Total,28106,Parla,1468,106
2021-05,010,Total Europa,28106,Parla,1044,106
2021-05,011,Total Unión Europea,28106,Parla,991,106
2021-05,020,Total África,28106,Parla,103,106
2021-05,040,Total Asia,28106,Parla,295,106
2021-05,102,Austria,28106,Parla,43,106
2021-05,110,Francia,28106,Parla,312,106
2021-05,115,Italia,28106,Parla,36,106
2021-05,117,Luxemburgo,28106,Parla,35,106
2021-05,121,Países Bajos,28106,Parla,216,106
2021-05,122,Polonia,28106,Parla,52,106
2021-05,123,Portugal,28106,Parla,43,106
2021-05,125,Reino Unido,28106,Parla,41,106
2021-05,126,Alemania,28106,Parla,87,106
2021-05,128,Rumania,28106,Parla,50,106
2021-05,131,Suecia,28106,Parla,46,106
2021-05,228,Marruecos,28106,Parla,35,106
2021-05,234,Nigeria,28106,Parla,55,106
2021-05,407,China,28106,Parla,288,106
2021-05,000,Total,28107,Patones,68,107
2021-05,010,Total Europa,28107,Patones,66,107
2021-05,011,Total Unión Europea,28107,Patones,66,107
2021-05,000,Total,28108,Pedrezuela,46,108
2021-05,010,Total Europa,28108,Pedrezuela,42,108
2021-05,011,Total Unión Europea,28108,Pedrezuela,39,108
2021-05,000,Total,28110,Perales de Tajuña,155,110
2021-05,010,Total Europa,28110,Perales de Tajuña,139,110
2021-05,011,Total Unión Europea,28110,Perales de Tajuña,137,110
2021-05,000,Total,28111,Pezuela de las Torres,113,111
2021-05,010,Total Europa,28111,Pezuela de las Torres,113,111
2021-05,011,Total Unión Europea,28111,Pezuela de las Torres,109,111
2021-05,110,Francia,28111,Pezuela de las Torres,32,111
2021-05,121,Países Bajos,28111,Pezuela de las Torres,37,111
2021-05,000,Total,28112,Pinilla del Valle,50,112
2021-05,010,Total Europa,28112,Pinilla del Valle,50,112
2021-05,011,Total Unión Europea,28112,Pinilla del Valle,47,112
2021-05,000,Total,28113,Pinto,1830,113
2021-05,010,Total Europa,28113,Pinto,1738,113
2021-05,011,Total Unión Europea,28113,Pinto,1695,113
2021-05,030,Total América,28113,Pinto,47,113
2021-05,040,Total Asia,28113,Pinto,35,113
2021-05,102,Austria,28113,Pinto,132,113
2021-05,103,Bélgica,28113,Pinto,70,113
2021-05,107,Dinamarca,28113,Pinto,39,113
2021-05,110,Francia,28113,Pinto,465,113
2021-05,115,Italia,28113,Pinto,72,113
2021-05,117,Luxemburgo,28113,Pinto,48,113
2021-05,121,Países Bajos,28113,Pinto,327,113
2021-05,123,Portugal,28113,Pinto,86,113
2021-05,125,Reino Unido,28113,Pinto,32,113
2021-05,126,Alemania,28113,Pinto,193,113
2021-05,131,Suecia,28113,Pinto,191,113
2021-05,000,Total,28115,Pozuelo de Alarcón,3217,115
2021-05,010,Total Europa,28115,Pozuelo de Alarcón,2925,115
2021-05,011,Total Unión Europea,28115,Pozuelo de Alarcón,2720,115
2021-05,030,Total América,28115,Pozuelo de Alarcón,204,115
2021-05,031,Total América del Norte,28115,Pozuelo de Alarcón,193,115
2021-05,040,Total Asia,28115,Pozuelo de Alarcón,73,115
2021-05,102,Austria,28115,Pozuelo de Alarcón,362,115
2021-05,103,Bélgica,28115,Pozuelo de Alarcón,171,115
2021-05,107,Dinamarca,28115,Pozuelo de Alarcón,204,115
2021-05,110,Francia,28115,Pozuelo de Alarcón,623,115
2021-05,115,Italia,28115,Pozuelo de Alarcón,56,115
2021-05,117,Luxemburgo,28115,Pozuelo de Alarcón,62,115
2021-05,121,Países Bajos,28115,Pozuelo de Alarcón,863,115
2021-05,123,Portugal,28115,Pozuelo de Alarcón,88,115
2021-05,125,Reino Unido,28115,Pozuelo de Alarcón,130,115
2021-05,126,Alemania,28115,Pozuelo de Alarcón,181,115
2021-05,131,Suecia,28115,Pozuelo de Alarcón,68,115
2021-05,132,Suiza,28115,Pozuelo de Alarcón,54,115
2021-05,302,EE.UU.,28115,Pozuelo de Alarcón,154,115
2021-05,407,China,28115,Pozuelo de Alarcón,56,115
2021-05,000,Total,28119,Quijorna,109,119
2021-05,010,Total Europa,28119,Quijorna,108,119
2021-05,110,Francia,28119,Quijorna,30,119
2021-05,000,Total,28120,Rascafría,206,120
2021-05,010,Total Europa,28120,Rascafría,199,120
2021-05,011,Total Unión Europea,28120,Rascafría,192,120
2021-05,110,Francia,28120,Rascafría,51,120
2021-05,121,Países Bajos,28120,Rascafría,95,120
2021-05,000,Total,28122,Ribatejada,32,122
2021-05,000,Total,28123,Rivas-Vaciamadrid,1804,123
2021-05,010,Total Europa,28123,Rivas-Vaciamadrid,1662,123
2021-05,011,Total Unión Europea,28123,Rivas-Vaciamadrid,1605,123
2021-05,030,Total América,28123,Rivas-Vaciamadrid,81,123
2021-05,031,Total América del Norte,28123,Rivas-Vaciamadrid,45,123
2021-05,033,Total Sudamérica,28123,Rivas-Vaciamadrid,34,123
2021-05,040,Total Asia,28123,Rivas-Vaciamadrid,49,123
2021-05,102,Austria,28123,Rivas-Vaciamadrid,128,123
2021-05,103,Bélgica,28123,Rivas-Vaciamadrid,170,123
2021-05,107,Dinamarca,28123,Rivas-Vaciamadrid,76,123
2021-05,110,Francia,28123,Rivas-Vaciamadrid,593,123
2021-05,115,Italia,28123,Rivas-Vaciamadrid,49,123
2021-05,117,Luxemburgo,28123,Rivas-Vaciamadrid,61,123
2021-05,121,Países Bajos,28123,Rivas-Vaciamadrid,285,123
2021-05,123,Portugal,28123,Rivas-Vaciamadrid,36,123
2021-05,125,Reino Unido,28123,Rivas-Vaciamadrid,36,123
2021-05,126,Alemania,28123,Rivas-Vaciamadrid,90,123
2021-05,131,Suecia,28123,Rivas-Vaciamadrid,57,123
2021-05,302,EE.UU.,28123,Rivas-Vaciamadrid,40,123
2021-05,407,China,28123,Rivas-Vaciamadrid,40,123
2021-05,000,Total,28125,Robledo de Chavela,209,125
2021-05,010,Total Europa,28125,Robledo de Chavela,194,125
2021-05,011,Total Unión Europea,28125,Robledo de Chavela,186,125
2021-05,110,Francia,28125,Robledo de Chavela,57,125
2021-05,121,Países Bajos,28125,Robledo de Chavela,90,125
2021-05,000,Total,28127,"Rozas de Madrid, Las",2452,127
2021-05,010,Total Europa,28127,"Rozas de Madrid, Las",2239,127
2021-05,011,Total Unión Europea,28127,"Rozas de Madrid, Las",2052,127
2021-05,030,Total América,28127,"Rozas de Madrid, Las",160,127
2021-05,031,Total América del Norte,28127,"Rozas de Madrid, Las",130,127
2021-05,040,Total Asia,28127,"Rozas de Madrid, Las",44,127
2021-05,102,Austria,28127,"Rozas de Madrid, Las",264,127
2021-05,103,Bélgica,28127,"Rozas de Madrid, Las",31,127
2021-05,107,Dinamarca,28127,"Rozas de Madrid, Las",123,127
2021-05,110,Francia,28127,"Rozas de Madrid, Las",575,127
2021-05,115,Italia,28127,"Rozas de Madrid, Las",57,127
2021-05,117,Luxemburgo,28127,"Rozas de Madrid, Las",63,127
2021-05,121,Países Bajos,28127,"Rozas de Madrid, Las",575,127
2021-05,123,Portugal,28127,"Rozas de Madrid, Las",66,127
2021-05,125,Reino Unido,28127,"Rozas de Madrid, Las",134,127
2021-05,126,Alemania,28127,"Rozas de Madrid, Las",192,127
2021-05,131,Suecia,28127,"Rozas de Madrid, Las",71,127
2021-05,302,EE.UU.,28127,"Rozas de Madrid, Las",102,127
2021-05,000,Total,28129,San Agustín del Guadalix,312,129
2021-05,010,Total Europa,28129,San Agustín del Guadalix,278,129
2021-05,011,Total Unión Europea,28129,San Agustín del Guadalix,265,129
2021-05,110,Francia,28129,San Agustín del Guadalix,88,129
2021-05,121,Países Bajos,28129,San Agustín del Guadalix,64,129
2021-05,126,Alemania,28129,San Agustín del Guadalix,40,129
2021-05,000,Total,28130,San Fernando de Henares,2301,130
2021-05,010,Total Europa,28130,San Fernando de Henares,2157,130
2021-05,011,Total Unión Europea,28130,San Fernando de Henares,2008,130
2021-05,030,Total América,28130,San Fernando de Henares,108,130
2021-05,031,Total América del Norte,28130,San Fernando de Henares,61,130
2021-05,033,Total Sudamérica,28130,San Fernando de Henares,46,130
2021-05,102,Austria,28130,San Fernando de Henares,51,130
2021-05,103,Bélgica,28130,San Fernando de Henares,77,130
2021-05,107,Dinamarca,28130,San Fernando de Henares,53,130
2021-05,110,Francia,28130,San Fernando de Henares,492,130
2021-05,115,Italia,28130,San Fernando de Henares,181,130
2021-05,117,Luxemburgo,28130,San Fernando de Henares,43,130
2021-05,121,Países Bajos,28130,San Fernando de Henares,295,130
2021-05,122,Polonia,28130,San Fernando de Henares,64,130
2021-05,123,Portugal,28130,San Fernando de Henares,120,130
2021-05,125,Reino Unido,28130,San Fernando de Henares,125,130
2021-05,126,Alemania,28130,San Fernando de Henares,272,130
2021-05,128,Rumania,28130,San Fernando de Henares,97,130
2021-05,131,Suecia,28130,San Fernando de Henares,180,130
2021-05,000,Total,28131,San Lorenzo de El Escorial,450,131
2021-05,010,Total Europa,28131,San Lorenzo de El Escorial,425,131
2021-05,011,Total Unión Europea,28131,San Lorenzo de El Escorial,383,131
2021-05,110,Francia,28131,San Lorenzo de El Escorial,108,131
2021-05,121,Países Bajos,28131,San Lorenzo de El Escorial,107,131
2021-05,125,Reino Unido,28131,San Lorenzo de El Escorial,32,131
2021-05,126,Alemania,28131,San Lorenzo de El Escorial,47,131
2021-05,131,Suecia,28131,San Lorenzo de El Escorial,42,131
2021-05,000,Total,28132,San Martín de la Vega,255,132
2021-05,010,Total Europa,28132,San Martín de la Vega,232,132
2021-05,011,Total Unión Europea,28132,San Martín de la Vega,225,132
2021-05,110,Francia,28132,San Martín de la Vega,65,132
2021-05,121,Países Bajos,28132,San Martín de la Vega,49,132
2021-05,123,Portugal,28132,San Martín de la Vega,33,132
2021-05,000,Total,28133,San Martín de Valdeiglesias,182,133
2021-05,010,Total Europa,28133,San Martín de Valdeiglesias,170,133
2021-05,011,Total Unión Europea,28133,San Martín de Valdeiglesias,165,133
2021-05,110,Francia,28133,San Martín de Valdeiglesias,63,133
2021-05,121,Países Bajos,28133,San Martín de Valdeiglesias,60,133
2021-05,000,Total,28134,San Sebastián de los Reyes,2571,134
2021-05,010,Total Europa,28134,San Sebastián de los Reyes,2403,134
2021-05,011,Total Unión Europea,28134,San Sebastián de los Reyes,2284,134
2021-05,030,Total América,28134,San Sebastián de los Reyes,112,134
2021-05,031,Total América del Norte,28134,San Sebastián de los Reyes,75,134
2021-05,033,Total Sudamérica,28134,San Sebastián de los Reyes,34,134
2021-05,040,Total Asia,28134,San Sebastián de los Reyes,39,134
2021-05,102,Austria,28134,San Sebastián de los Reyes,154,134
2021-05,103,Bélgica,28134,San Sebastián de los Reyes,232,134
2021-05,107,Dinamarca,28134,San Sebastián de los Reyes,122,134
2021-05,110,Francia,28134,San Sebastián de los Reyes,675,134
2021-05,115,Italia,28134,San Sebastián de los Reyes,52,134
2021-05,117,Luxemburgo,28134,San Sebastián de los Reyes,54,134
2021-05,121,Países Bajos,28134,San Sebastián de los Reyes,491,134
2021-05,122,Polonia,28134,San Sebastián de los Reyes,47,134
2021-05,123,Portugal,28134,San Sebastián de los Reyes,89,134
2021-05,125,Reino Unido,28134,San Sebastián de los Reyes,80,134
2021-05,126,Alemania,28134,San Sebastián de los Reyes,197,134
2021-05,128,Rumania,28134,San Sebastián de los Reyes,32,134
2021-05,131,Suecia,28134,San Sebastián de los Reyes,101,134
2021-05,302,EE.UU.,28134,San Sebastián de los Reyes,53,134
2021-05,000,Total,28135,Santa María de la Alameda,56,135
2021-05,010,Total Europa,28135,Santa María de la Alameda,51,135
2021-05,011,Total Unión Europea,28135,Santa María de la Alameda,45,135
2021-05,000,Total,28136,Santorcaz,33,136
2021-05,010,Total Europa,28136,Santorcaz,33,136
2021-05,011,Total Unión Europea,28136,Santorcaz,33,136
2021-05,000,Total,28137,"Santos de la Humosa, Los",414,137
2021-05,010,Total Europa,28137,"Santos de la Humosa, Los",413,137
2021-05,011,Total Unión Europea,28137,"Santos de la Humosa, Los",404,137
2021-05,103,Bélgica,28137,"Santos de la Humosa, Los",37,137
2021-05,110,Francia,28137,"Santos de la Humosa, Los",51,137
2021-05,121,Países Bajos,28137,"Santos de la Humosa, Los",45,137
2021-05,122,Polonia,28137,"Santos de la Humosa, Los",49,137
2021-05,123,Portugal,28137,"Santos de la Humosa, Los",30,137
2021-05,126,Alemania,28137,"Santos de la Humosa, Los",58,137
2021-05,131,Suecia,28137,"Santos de la Humosa, Los",58,137
2021-05,000,Total,28140,Serranillos del Valle,50,140
2021-05,010,Total Europa,28140,Serranillos del Valle,48,140
2021-05,011,Total Unión Europea,28140,Serranillos del Valle,42,140
2021-05,000,Total,28141,Sevilla la Nueva,42,141
2021-05,010,Total Europa,28141,Sevilla la Nueva,37,141
2021-05,011,Total Unión Europea,28141,Sevilla la Nueva,37,141
2021-05,000,Total,28143,Somosierra,35,143
2021-05,010,Total Europa,28143,Somosierra,35,143
2021-05,011,Total Unión Europea,28143,Somosierra,34,143
2021-05,000,Total,28144,Soto del Real,151,144
2021-05,010,Total Europa,28144,Soto del Real,142,144
2021-05,011,Total Unión Europea,28144,Soto del Real,128,144
2021-05,110,Francia,28144,Soto del Real,43,144
2021-05,121,Países Bajos,28144,Soto del Real,41,144
2021-05,000,Total,28145,Talamanca de Jarama,48,145
2021-05,010,Total Europa,28145,Talamanca de Jarama,43,145
2021-05,011,Total Unión Europea,28145,Talamanca de Jarama,41,145
2021-05,000,Total,28146,Tielmes,67,146
2021-05,010,Total Europa,28146,Tielmes,62,146
2021-05,000,Total,28148,Torrejón de Ardoz,1903,148
2021-05,010,Total Europa,28148,Torrejón de Ardoz,1682,148
2021-05,011,Total Unión Europea,28148,Torrejón de Ardoz,1564,148
2021-05,020,Total África,28148,Torrejón de Ardoz,99,148
2021-05,030,Total América,28148,Torrejón de Ardoz,79,148
2021-05,031,Total América del Norte,28148,Torrejón de Ardoz,49,148
2021-05,040,Total Asia,28148,Torrejón de Ardoz,43,148
2021-05,102,Austria,28148,Torrejón de Ardoz,81,148
2021-05,103,Bélgica,28148,Torrejón de Ardoz,50,148
2021-05,110,Francia,28148,Torrejón de Ardoz,431,148
2021-05,113,Irlanda,28148,Torrejón de Ardoz,30,148
2021-05,115,Italia,28148,Torrejón de Ardoz,124,148
2021-05,117,Luxemburgo,28148,Torrejón de Ardoz,37,148
2021-05,121,Países Bajos,28148,Torrejón de Ardoz,246,148
2021-05,122,Polonia,28148,Torrejón de Ardoz,64,148
2021-05,123,Portugal,28148,Torrejón de Ardoz,52,148
2021-05,125,Reino Unido,28148,Torrejón de Ardoz,89,148
2021-05,126,Alemania,28148,Torrejón de Ardoz,145,148
2021-05,128,Rumania,28148,Torrejón de Ardoz,121,148
2021-05,131,Suecia,28148,Torrejón de Ardoz,124,148
2021-05,234,Nigeria,28148,Torrejón de Ardoz,52,148
2021-05,407,China,28148,Torrejón de Ardoz,33,148
2021-05,000,Total,28149,Torrejón de la Calzada,145,149
2021-05,010,Total Europa,28149,Torrejón de la Calzada,119,149
2021-05,011,Total Unión Europea,28149,Torrejón de la Calzada,113,149
2021-05,110,Francia,28149,Torrejón de la Calzada,34,149
2021-05,121,Países Bajos,28149,Torrejón de la Calzada,39,149
2021-05,000,Total,28150,Torrejón de Velasco,195,150
2021-05,010,Total Europa,28150,Torrejón de Velasco,185,150
2021-05,011,Total Unión Europea,28150,Torrejón de Velasco,178,150
2021-05,110,Francia,28150,Torrejón de Velasco,47,150
2021-05,121,Países Bajos,28150,Torrejón de Velasco,45,150
2021-05,000,Total,28151,Torrelaguna,139,151
2021-05,010,Total Europa,28151,Torrelaguna,126,151
2021-05,011,Total Unión Europea,28151,Torrelaguna,121,151
2021-05,110,Francia,28151,Torrelaguna,42,151
2021-05,121,Países Bajos,28151,Torrelaguna,44,151
2021-05,000,Total,28152,Torrelodones,716,152
2021-05,010,Total Europa,28152,Torrelodones,677,152
2021-05,011,Total Unión Europea,28152,Torrelodones,640,152
2021-05,030,Total América,28152,Torrelodones,30,152
2021-05,102,Austria,28152,Torrelodones,89,152
2021-05,107,Dinamarca,28152,Torrelodones,55,152
2021-05,110,Francia,28152,Torrelodones,190,152
2021-05,121,Países Bajos,28152,Torrelodones,224,152
2021-05,125,Reino Unido,28152,Torrelodones,30,152
2021-05,126,Alemania,28152,Torrelodones,34,152
2021-05,000,Total,28154,Torres de la Alameda,499,154
2021-05,010,Total Europa,28154,Torres de la Alameda,486,154
2021-05,011,Total Unión Europea,28154,Torres de la Alameda,478,154
2021-05,102,Austria,28154,Torres de la Alameda,32,154
2021-05,110,Francia,28154,Torres de la Alameda,146,154
2021-05,121,Países Bajos,28154,Torres de la Alameda,87,154
2021-05,123,Portugal,28154,Torres de la Alameda,39,154
2021-05,126,Alemania,28154,Torres de la Alameda,51,154
2021-05,131,Suecia,28154,Torres de la Alameda,45,154
2021-05,000,Total,28158,Valdemanco,54,158
2021-05,010,Total Europa,28158,Valdemanco,48,158
2021-05,011,Total Unión Europea,28158,Valdemanco,44,158
2021-05,000,Total,28159,Valdemaqueda,62,159
2021-05,010,Total Europa,28159,Valdemaqueda,62,159
2021-05,011,Total Unión Europea,28159,Valdemaqueda,62,159
2021-05,121,Países Bajos,28159,Valdemaqueda,32,159
2021-05,000,Total,28160,Valdemorillo,240,160
2021-05,010,Total Europa,28160,Valdemorillo,224,160
2021-05,011,Total Unión Europea,28160,Valdemorillo,213,160
2021-05,110,Francia,28160,Valdemorillo,100,160
2021-05,121,Países Bajos,28160,Valdemorillo,72,160
2021-05,000,Total,28161,Valdemoro,2261,161
2021-05,010,Total Europa,28161,Valdemoro,2189,161
2021-05,011,Total Unión Europea,28161,Valdemoro,2139,161
2021-05,030,Total América,28161,Valdemoro,32,161
2021-05,102,Austria,28161,Valdemoro,696,161
2021-05,103,Bélgica,28161,Valdemoro,33,161
2021-05,107,Dinamarca,28161,Valdemoro,51,161
2021-05,110,Francia,28161,Valdemoro,438,161
2021-05,115,Italia,28161,Valdemoro,82,161
2021-05,117,Luxemburgo,28161,Valdemoro,42,161
2021-05,121,Países Bajos,28161,Valdemoro,212,161
2021-05,122,Polonia,28161,Valdemoro,56,161
2021-05,123,Portugal,28161,Valdemoro,58,161
2021-05,125,Reino Unido,28161,Valdemoro,38,161
2021-05,126,Alemania,28161,Valdemoro,123,161
2021-05,131,Suecia,28161,Valdemoro,243,161
2021-05,000,Total,28162,Valdeolmos-Alalpardo,61,162
2021-05,010,Total Europa,28162,Valdeolmos-Alalpardo,59,162
2021-05,011,Total Unión Europea,28162,Valdeolmos-Alalpardo,59,162
2021-05,000,Total,28164,Valdetorres de Jarama,79,164
2021-05,010,Total Europa,28164,Valdetorres de Jarama,73,164
2021-05,011,Total Unión Europea,28164,Valdetorres de Jarama,69,164
2021-05,110,Francia,28164,Valdetorres de Jarama,38,164
2021-05,000,Total,28166,Valverde de Alcalá,31,166
2021-05,000,Total,28167,Velilla de San Antonio,250,167
2021-05,010,Total Europa,28167,Velilla de San Antonio,241,167
2021-05,011,Total Unión Europea,28167,Velilla de San Antonio,236,167
2021-05,107,Dinamarca,28167,Velilla de San Antonio,46,167
2021-05,110,Francia,28167,Velilla de San Antonio,40,167
2021-05,121,Países Bajos,28167,Velilla de San Antonio,30,167
2021-05,000,Total,28168,"Vellón, El",83,168
2021-05,010,Total Europa,28168,"Vellón, El",74,168
2021-05,011,Total Unión Europea,28168,"Vellón, El",67,168
2021-05,000,Total,28169,Venturada,59,169
2021-05,010,Total Europa,28169,Venturada,54,169
2021-05,011,Total Unión Europea,28169,Venturada,50,169
2021-05,000,Total,28171,Villa del Prado,148,171
2021-05,010,Total Europa,28171,Villa del Prado,135,171
2021-05,011,Total Unión Europea,28171,Villa del Prado,133,171
2021-05,110,Francia,28171,Villa del Prado,48,171
2021-05,121,Países Bajos,28171,Villa del Prado,46,171
2021-05,000,Total,28172,Villalbilla,244,172
2021-05,010,Total Europa,28172,Villalbilla,236,172
2021-05,011,Total Unión Europea,28172,Villalbilla,212,172
2021-05,110,Francia,28172,Villalbilla,74,172
2021-05,121,Países Bajos,28172,Villalbilla,75,172
2021-05,000,Total,28174,Villamanta,68,174
2021-05,010,Total Europa,28174,Villamanta,63,174
2021-05,011,Total Unión Europea,28174,Villamanta,63,174
2021-05,103,Bélgica,28174,Villamanta,33,174
2021-05,000,Total,28176,Villanueva de la Cañada,1211,176
2021-05,010,Total Europa,28176,Villanueva de la Cañada,1184,176
2021-05,011,Total Unión Europea,28176,Villanueva de la Cañada,1162,176
2021-05,110,Francia,28176,Villanueva de la Cañada,914,176
2021-05,115,Italia,28176,Villanueva de la Cañada,100,176
2021-05,121,Países Bajos,28176,Villanueva de la Cañada,84,176
2021-05,000,Total,28177,Villanueva del Pardillo,402,177
2021-05,010,Total Europa,28177,Villanueva del Pardillo,384,177
2021-05,011,Total Unión Europea,28177,Villanueva del Pardillo,367,177
2021-05,102,Austria,28177,Villanueva del Pardillo,38,177
2021-05,110,Francia,28177,Villanueva del Pardillo,176,177
2021-05,121,Países Bajos,28177,Villanueva del Pardillo,117,177
2021-05,000,Total,28178,Villanueva de Perales,72,178
2021-05,010,Total Europa,28178,Villanueva de Perales,72,178
2021-05,011,Total Unión Europea,28178,Villanueva de Perales,67,178
2021-05,000,Total,28179,Villar del Olmo,80,179
2021-05,010,Total Europa,28179,Villar del Olmo,71,179
2021-05,011,Total Unión Europea,28179,Villar del Olmo,67,179
2021-05,000,Total,28180,Villarejo de Salvanés,168,180
2021-05,010,Total Europa,28180,Villarejo de Salvanés,158,180
2021-05,011,Total Unión Europea,28180,Villarejo de Salvanés,157,180
2021-05,110,Francia,28180,Villarejo de Salvanés,56,180
