mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN
2020-04,126,Alemania,28080,Majadahonda,142,080
2020-04,131,Suecia,28080,Majadahonda,62,080
2020-04,302,EE.UU.,28080,Majadahonda,56,080
2020-04,303,Mexico,28080,Majadahonda,34,080
2020-04,000,Total,28082,Manzanares el Real,85,082
2020-04,010,Total Europa,28082,Manzanares el Real,71,082
2020-04,011,Total Unión Europea,28082,Manzanares el Real,57,082
2020-04,000,Total,28083,Meco,458,083
2020-04,010,Total Europa,28083,Meco,441,083
2020-04,011,Total Unión Europea,28083,Meco,431,083
2020-04,110,Francia,28083,Meco,38,083
2020-04,115,Italia,28083,Meco,38,083
2020-04,121,Países Bajos,28083,Meco,42,083
2020-04,126,Alemania,28083,Meco,94,083
2020-04,131,Suecia,28083,Meco,106,083
2020-04,000,Total,28084,Mejorada del Campo,368,084
2020-04,010,Total Europa,28084,Mejorada del Campo,351,084
2020-04,011,Total Unión Europea,28084,Mejorada del Campo,324,084
2020-04,110,Francia,28084,Mejorada del Campo,75,084
2020-04,115,Italia,28084,Mejorada del Campo,45,084
2020-04,121,Países Bajos,28084,Mejorada del Campo,55,084
2020-04,126,Alemania,28084,Mejorada del Campo,74,084
2020-04,131,Suecia,28084,Mejorada del Campo,42,084
2020-04,000,Total,28085,Miraflores de la Sierra,44,085
2020-04,000,Total,28086,"Molar, El",152,086
2020-04,010,Total Europa,28086,"Molar, El",146,086
2020-04,011,Total Unión Europea,28086,"Molar, El",142,086
2020-04,126,Alemania,28086,"Molar, El",41,086
2020-04,000,Total,28089,Moraleja de Enmedio,66,089
2020-04,010,Total Europa,28089,Moraleja de Enmedio,52,089
2020-04,011,Total Unión Europea,28089,Moraleja de Enmedio,52,089
2020-04,000,Total,28090,Moralzarzal,66,090
2020-04,010,Total Europa,28090,Moralzarzal,55,090
2020-04,011,Total Unión Europea,28090,Moralzarzal,53,090
2020-04,110,Francia,28090,Moralzarzal,31,090
2020-04,000,Total,28091,Morata de Tajuña,89,091
2020-04,010,Total Europa,28091,Morata de Tajuña,81,091
2020-04,011,Total Unión Europea,28091,Morata de Tajuña,77,091
2020-04,121,Países Bajos,28091,Morata de Tajuña,47,091
2020-04,000,Total,28092,Móstoles,1707,092
2020-04,010,Total Europa,28092,Móstoles,1420,092
2020-04,011,Total Unión Europea,28092,Móstoles,1314,092
2020-04,020,Total África,28092,Móstoles,135,092
2020-04,030,Total América,28092,Móstoles,122,092
2020-04,031,Total América del Norte,28092,Móstoles,57,092
2020-04,033,Total Sudamérica,28092,Móstoles,62,092
2020-04,103,Bélgica,28092,Móstoles,42,092
2020-04,110,Francia,28092,Móstoles,382,092
2020-04,115,Italia,28092,Móstoles,37,092
2020-04,117,Luxemburgo,28092,Móstoles,64,092
2020-04,121,Países Bajos,28092,Móstoles,415,092
2020-04,122,Polonia,28092,Móstoles,34,092
2020-04,123,Portugal,28092,Móstoles,32,092
2020-04,125,Reino Unido,28092,Móstoles,84,092
2020-04,126,Alemania,28092,Móstoles,141,092
2020-04,128,Rumania,28092,Móstoles,30,092
2020-04,131,Suecia,28092,Móstoles,89,092
2020-04,228,Marruecos,28092,Móstoles,60,092
2020-04,234,Nigeria,28092,Móstoles,52,092
2020-04,302,EE.UU.,28092,Móstoles,54,092
2020-04,000,Total,28094,Navalafuente,33,094
2020-04,000,Total,28095,Navalagamella,52,095
2020-04,010,Total Europa,28095,Navalagamella,48,095
2020-04,011,Total Unión Europea,28095,Navalagamella,47,095
2020-04,103,Bélgica,28095,Navalagamella,31,095
2020-04,000,Total,28096,Navalcarnero,252,096
2020-04,010,Total Europa,28096,Navalcarnero,218,096
2020-04,011,Total Unión Europea,28096,Navalcarnero,207,096
2020-04,110,Francia,28096,Navalcarnero,74,096
2020-04,121,Países Bajos,28096,Navalcarnero,73,096
2020-04,126,Alemania,28096,Navalcarnero,37,096
2020-04,000,Total,28099,Navas del Rey,33,099
2020-04,000,Total,28100,Nuevo Baztán,41,100
2020-04,000,Total,28102,Orusco de Tajuña,31,102
2020-04,010,Total Europa,28102,Orusco de Tajuña,31,102
2020-04,011,Total Unión Europea,28102,Orusco de Tajuña,30,102
2020-04,000,Total,28104,Paracuellos de Jarama,228,104
2020-04,010,Total Europa,28104,Paracuellos de Jarama,203,104
2020-04,011,Total Unión Europea,28104,Paracuellos de Jarama,189,104
2020-04,110,Francia,28104,Paracuellos de Jarama,65,104
2020-04,121,Países Bajos,28104,Paracuellos de Jarama,37,104
2020-04,126,Alemania,28104,Paracuellos de Jarama,33,104
2020-04,000,Total,28106,Parla,1439,106
2020-04,010,Total Europa,28106,Parla,921,106
2020-04,011,Total Unión Europea,28106,Parla,855,106
2020-04,020,Total África,28106,Parla,174,106
2020-04,030,Total América,28106,Parla,79,106
2020-04,033,Total Sudamérica,28106,Parla,57,106
2020-04,040,Total Asia,28106,Parla,265,106
2020-04,110,Francia,28106,Parla,214,106
2020-04,115,Italia,28106,Parla,47,106
2020-04,121,Países Bajos,28106,Parla,259,106
2020-04,123,Portugal,28106,Parla,43,106
2020-04,125,Reino Unido,28106,Parla,47,106
2020-04,126,Alemania,28106,Parla,127,106
2020-04,128,Rumania,28106,Parla,36,106
2020-04,131,Suecia,28106,Parla,59,106
2020-04,228,Marruecos,28106,Parla,88,106
2020-04,234,Nigeria,28106,Parla,64,106
2020-04,343,Colombia,28106,Parla,30,106
2020-04,407,China,28106,Parla,259,106
2020-04,000,Total,28109,Pelayos de la Presa,37,109
2020-04,010,Total Europa,28109,Pelayos de la Presa,31,109
2020-04,000,Total,28110,Perales de Tajuña,92,110
2020-04,010,Total Europa,28110,Perales de Tajuña,83,110
2020-04,011,Total Unión Europea,28110,Perales de Tajuña,75,110
2020-04,000,Total,28111,Pezuela de las Torres,32,111
2020-04,000,Total,28113,Pinto,1186,113
2020-04,010,Total Europa,28113,Pinto,1111,113
2020-04,011,Total Unión Europea,28113,Pinto,1087,113
2020-04,030,Total América,28113,Pinto,43,113
2020-04,031,Total América del Norte,28113,Pinto,32,113
2020-04,103,Bélgica,28113,Pinto,60,113
2020-04,110,Francia,28113,Pinto,230,113
2020-04,113,Irlanda,28113,Pinto,30,113
2020-04,115,Italia,28113,Pinto,55,113
2020-04,121,Países Bajos,28113,Pinto,216,113
2020-04,123,Portugal,28113,Pinto,36,113
2020-04,126,Alemania,28113,Pinto,196,113
2020-04,131,Suecia,28113,Pinto,166,113
2020-04,000,Total,28115,Pozuelo de Alarcón,1402,115
2020-04,010,Total Europa,28115,Pozuelo de Alarcón,1133,115
2020-04,011,Total Unión Europea,28115,Pozuelo de Alarcón,1049,115
2020-04,030,Total América,28115,Pozuelo de Alarcón,203,115
2020-04,031,Total América del Norte,28115,Pozuelo de Alarcón,150,115
2020-04,033,Total Sudamérica,28115,Pozuelo de Alarcón,49,115
2020-04,040,Total Asia,28115,Pozuelo de Alarcón,56,115
2020-04,110,Francia,28115,Pozuelo de Alarcón,239,115
2020-04,121,Países Bajos,28115,Pozuelo de Alarcón,438,115
2020-04,125,Reino Unido,28115,Pozuelo de Alarcón,72,115
2020-04,126,Alemania,28115,Pozuelo de Alarcón,172,115
2020-04,131,Suecia,28115,Pozuelo de Alarcón,74,115
2020-04,302,EE.UU.,28115,Pozuelo de Alarcón,109,115
2020-04,303,Mexico,28115,Pozuelo de Alarcón,41,115
2020-04,407,China,28115,Pozuelo de Alarcón,43,115
2020-04,000,Total,28116,Pozuelo del Rey,51,116
2020-04,010,Total Europa,28116,Pozuelo del Rey,46,116
2020-04,011,Total Unión Europea,28116,Pozuelo del Rey,44,116
2020-04,000,Total,28119,Quijorna,49,119
2020-04,010,Total Europa,28119,Quijorna,43,119
2020-04,011,Total Unión Europea,28119,Quijorna,35,119
2020-04,000,Total,28120,Rascafría,47,120
2020-04,010,Total Europa,28120,Rascafría,44,120
2020-04,011,Total Unión Europea,28120,Rascafría,36,120
2020-04,000,Total,28123,Rivas-Vaciamadrid,872,123
2020-04,010,Total Europa,28123,Rivas-Vaciamadrid,762,123
2020-04,011,Total Unión Europea,28123,Rivas-Vaciamadrid,730,123
2020-04,030,Total América,28123,Rivas-Vaciamadrid,58,123
2020-04,031,Total América del Norte,28123,Rivas-Vaciamadrid,32,123
2020-04,040,Total Asia,28123,Rivas-Vaciamadrid,35,123
2020-04,107,Dinamarca,28123,Rivas-Vaciamadrid,30,123
2020-04,110,Francia,28123,Rivas-Vaciamadrid,246,123
2020-04,115,Italia,28123,Rivas-Vaciamadrid,35,123
2020-04,121,Países Bajos,28123,Rivas-Vaciamadrid,155,123
2020-04,126,Alemania,28123,Rivas-Vaciamadrid,116,123
2020-04,131,Suecia,28123,Rivas-Vaciamadrid,51,123
2020-04,407,China,28123,Rivas-Vaciamadrid,30,123
2020-04,000,Total,28125,Robledo de Chavela,50,125
2020-04,010,Total Europa,28125,Robledo de Chavela,39,125
2020-04,011,Total Unión Europea,28125,Robledo de Chavela,34,125
2020-04,000,Total,28127,"Rozas de Madrid, Las",1392,127
2020-04,010,Total Europa,28127,"Rozas de Madrid, Las",1203,127
2020-04,011,Total Unión Europea,28127,"Rozas de Madrid, Las",1084,127
2020-04,030,Total América,28127,"Rozas de Madrid, Las",136,127
2020-04,031,Total América del Norte,28127,"Rozas de Madrid, Las",89,127
2020-04,033,Total Sudamérica,28127,"Rozas de Madrid, Las",42,127
2020-04,040,Total Asia,28127,"Rozas de Madrid, Las",45,127
2020-04,107,Dinamarca,28127,"Rozas de Madrid, Las",34,127
2020-04,110,Francia,28127,"Rozas de Madrid, Las",286,127
2020-04,117,Luxemburgo,28127,"Rozas de Madrid, Las",42,127
2020-04,121,Países Bajos,28127,"Rozas de Madrid, Las",384,127
2020-04,125,Reino Unido,28127,"Rozas de Madrid, Las",97,127
2020-04,126,Alemania,28127,"Rozas de Madrid, Las",192,127
2020-04,131,Suecia,28127,"Rozas de Madrid, Las",46,127
2020-04,302,EE.UU.,28127,"Rozas de Madrid, Las",76,127
2020-04,000,Total,28129,San Agustín del Guadalix,219,129
2020-04,010,Total Europa,28129,San Agustín del Guadalix,201,129
2020-04,011,Total Unión Europea,28129,San Agustín del Guadalix,192,129
2020-04,110,Francia,28129,San Agustín del Guadalix,41,129
2020-04,121,Países Bajos,28129,San Agustín del Guadalix,55,129
2020-04,126,Alemania,28129,San Agustín del Guadalix,40,129
2020-04,000,Total,28130,San Fernando de Henares,1020,130
2020-04,010,Total Europa,28130,San Fernando de Henares,944,130
2020-04,011,Total Unión Europea,28130,San Fernando de Henares,917,130
2020-04,030,Total América,28130,San Fernando de Henares,65,130
2020-04,031,Total América del Norte,28130,San Fernando de Henares,51,130
2020-04,103,Bélgica,28130,San Fernando de Henares,38,130
2020-04,107,Dinamarca,28130,San Fernando de Henares,98,130
2020-04,110,Francia,28130,San Fernando de Henares,104,130
2020-04,115,Italia,28130,San Fernando de Henares,148,130
2020-04,121,Países Bajos,28130,San Fernando de Henares,79,130
2020-04,123,Portugal,28130,San Fernando de Henares,71,130
2020-04,126,Alemania,28130,San Fernando de Henares,120,130
2020-04,128,Rumania,28130,San Fernando de Henares,65,130
2020-04,131,Suecia,28130,San Fernando de Henares,110,130
2020-04,000,Total,28131,San Lorenzo de El Escorial,129,131
2020-04,010,Total Europa,28131,San Lorenzo de El Escorial,114,131
2020-04,011,Total Unión Europea,28131,San Lorenzo de El Escorial,109,131
2020-04,110,Francia,28131,San Lorenzo de El Escorial,32,131
2020-04,121,Países Bajos,28131,San Lorenzo de El Escorial,40,131
2020-04,000,Total,28132,San Martín de la Vega,219,132
2020-04,010,Total Europa,28132,San Martín de la Vega,186,132
2020-04,011,Total Unión Europea,28132,San Martín de la Vega,184,132
2020-04,110,Francia,28132,San Martín de la Vega,58,132
2020-04,121,Países Bajos,28132,San Martín de la Vega,49,132
2020-04,000,Total,28133,San Martín de Valdeiglesias,132,133
2020-04,010,Total Europa,28133,San Martín de Valdeiglesias,116,133
2020-04,011,Total Unión Europea,28133,San Martín de Valdeiglesias,106,133
2020-04,121,Países Bajos,28133,San Martín de Valdeiglesias,70,133
2020-04,000,Total,28134,San Sebastián de los Reyes,1236,134
2020-04,010,Total Europa,28134,San Sebastián de los Reyes,1077,134
2020-04,011,Total Unión Europea,28134,San Sebastián de los Reyes,1014,134
2020-04,030,Total América,28134,San Sebastián de los Reyes,117,134
2020-04,031,Total América del Norte,28134,San Sebastián de los Reyes,77,134
2020-04,033,Total Sudamérica,28134,San Sebastián de los Reyes,34,134
2020-04,107,Dinamarca,28134,San Sebastián de los Reyes,41,134
2020-04,110,Francia,28134,San Sebastián de los Reyes,271,134
2020-04,115,Italia,28134,San Sebastián de los Reyes,35,134
2020-04,117,Luxemburgo,28134,San Sebastián de los Reyes,31,134
2020-04,121,Países Bajos,28134,San Sebastián de los Reyes,325,134
2020-04,125,Reino Unido,28134,San Sebastián de los Reyes,55,134
2020-04,126,Alemania,28134,San Sebastián de los Reyes,152,134
2020-04,131,Suecia,28134,San Sebastián de los Reyes,63,134
2020-04,302,EE.UU.,28134,San Sebastián de los Reyes,62,134
2020-04,000,Total,28137,"Santos de la Humosa, Los",64,137
2020-04,010,Total Europa,28137,"Santos de la Humosa, Los",56,137
2020-04,011,Total Unión Europea,28137,"Santos de la Humosa, Los",56,137
2020-04,000,Total,28140,Serranillos del Valle,56,140
2020-04,010,Total Europa,28140,Serranillos del Valle,51,140
2020-04,011,Total Unión Europea,28140,Serranillos del Valle,41,140
2020-04,000,Total,28141,Sevilla la Nueva,130,141
2020-04,010,Total Europa,28141,Sevilla la Nueva,112,141
2020-04,011,Total Unión Europea,28141,Sevilla la Nueva,110,141
2020-04,110,Francia,28141,Sevilla la Nueva,32,141
2020-04,121,Países Bajos,28141,Sevilla la Nueva,41,141
2020-04,010,Total Europa,28143,Somosierra,31,143
2020-04,000,Total,28144,Soto del Real,134,144
2020-04,010,Total Europa,28144,Soto del Real,117,144
2020-04,011,Total Unión Europea,28144,Soto del Real,107,144
2020-04,110,Francia,28144,Soto del Real,31,144
2020-04,000,Total,28146,Tielmes,54,146
2020-04,010,Total Europa,28146,Tielmes,45,146
2020-04,011,Total Unión Europea,28146,Tielmes,45,146
2020-04,000,Total,28148,Torrejón de Ardoz,1343,148
2020-04,010,Total Europa,28148,Torrejón de Ardoz,1086,148
2020-04,011,Total Unión Europea,28148,Torrejón de Ardoz,1025,148
2020-04,020,Total África,28148,Torrejón de Ardoz,117,148
2020-04,030,Total América,28148,Torrejón de Ardoz,119,148
2020-04,031,Total América del Norte,28148,Torrejón de Ardoz,52,148
2020-04,033,Total Sudamérica,28148,Torrejón de Ardoz,59,148
2020-04,103,Bélgica,28148,Torrejón de Ardoz,38,148
2020-04,107,Dinamarca,28148,Torrejón de Ardoz,34,148
2020-04,110,Francia,28148,Torrejón de Ardoz,144,148
2020-04,115,Italia,28148,Torrejón de Ardoz,116,148
2020-04,117,Luxemburgo,28148,Torrejón de Ardoz,32,148
2020-04,121,Países Bajos,28148,Torrejón de Ardoz,244,148
2020-04,122,Polonia,28148,Torrejón de Ardoz,44,148
2020-04,125,Reino Unido,28148,Torrejón de Ardoz,49,148
2020-04,126,Alemania,28148,Torrejón de Ardoz,118,148
2020-04,128,Rumania,28148,Torrejón de Ardoz,71,148
2020-04,131,Suecia,28148,Torrejón de Ardoz,150,148
2020-04,228,Marruecos,28148,Torrejón de Ardoz,33,148
2020-04,234,Nigeria,28148,Torrejón de Ardoz,52,148
2020-04,302,EE.UU.,28148,Torrejón de Ardoz,52,148
2020-04,343,Colombia,28148,Torrejón de Ardoz,51,148
2020-04,000,Total,28149,Torrejón de la Calzada,81,149
2020-04,010,Total Europa,28149,Torrejón de la Calzada,52,149
2020-04,011,Total Unión Europea,28149,Torrejón de la Calzada,52,149
2020-04,000,Total,28150,Torrejón de Velasco,62,150
2020-04,010,Total Europa,28150,Torrejón de Velasco,52,150
2020-04,011,Total Unión Europea,28150,Torrejón de Velasco,51,150
2020-04,000,Total,28151,Torrelaguna,52,151
2020-04,010,Total Europa,28151,Torrelaguna,41,151
2020-04,011,Total Unión Europea,28151,Torrelaguna,41,151
2020-04,000,Total,28152,Torrelodones,430,152
2020-04,010,Total Europa,28152,Torrelodones,375,152
2020-04,011,Total Unión Europea,28152,Torrelodones,348,152
2020-04,030,Total América,28152,Torrelodones,42,152
2020-04,031,Total América del Norte,28152,Torrelodones,35,152
2020-04,110,Francia,28152,Torrelodones,88,152
2020-04,121,Países Bajos,28152,Torrelodones,126,152
2020-04,126,Alemania,28152,Torrelodones,64,152
2020-04,000,Total,28154,Torres de la Alameda,157,154
2020-04,010,Total Europa,28154,Torres de la Alameda,143,154
2020-04,011,Total Unión Europea,28154,Torres de la Alameda,133,154
2020-04,110,Francia,28154,Torres de la Alameda,38,154
2020-04,121,Países Bajos,28154,Torres de la Alameda,34,154
2020-04,010,Total Europa,28157,Valdelaguna,34,157
2020-04,000,Total,28158,Valdemanco,38,158
2020-04,010,Total Europa,28158,Valdemanco,37,158
2020-04,000,Total,28159,Valdemaqueda,44,159
2020-04,010,Total Europa,28159,Valdemaqueda,37,159
2020-04,011,Total Unión Europea,28159,Valdemaqueda,31,159
2020-04,000,Total,28160,Valdemorillo,156,160
2020-04,010,Total Europa,28160,Valdemorillo,138,160
2020-04,011,Total Unión Europea,28160,Valdemorillo,133,160
2020-04,110,Francia,28160,Valdemorillo,44,160
2020-04,121,Países Bajos,28160,Valdemorillo,48,160
2020-04,000,Total,28161,Valdemoro,1533,161
2020-04,010,Total Europa,28161,Valdemoro,1407,161
2020-04,011,Total Unión Europea,28161,Valdemoro,1365,161
2020-04,030,Total América,28161,Valdemoro,75,161
2020-04,031,Total América del Norte,28161,Valdemoro,44,161
2020-04,033,Total Sudamérica,28161,Valdemoro,31,161
2020-04,102,Austria,28161,Valdemoro,206,161
2020-04,107,Dinamarca,28161,Valdemoro,93,161
2020-04,110,Francia,28161,Valdemoro,220,161
2020-04,113,Irlanda,28161,Valdemoro,33,161
2020-04,115,Italia,28161,Valdemoro,73,161
2020-04,117,Luxemburgo,28161,Valdemoro,46,161
2020-04,121,Países Bajos,28161,Valdemoro,215,161
2020-04,122,Polonia,28161,Valdemoro,30,161
2020-04,125,Reino Unido,28161,Valdemoro,35,161
2020-04,126,Alemania,28161,Valdemoro,154,161
2020-04,128,Rumania,28161,Valdemoro,33,161
2020-04,131,Suecia,28161,Valdemoro,199,161
2020-04,302,EE.UU.,28161,Valdemoro,44,161
2020-04,000,Total,28162,Valdeolmos-Alalpardo,42,162
2020-04,010,Total Europa,28162,Valdeolmos-Alalpardo,32,162
2020-04,000,Total,28165,Valdilecha,47,165
2020-04,010,Total Europa,28165,Valdilecha,40,165
2020-04,011,Total Unión Europea,28165,Valdilecha,40,165
2020-04,000,Total,28166,Valverde de Alcalá,30,166
2020-04,010,Total Europa,28166,Valverde de Alcalá,30,166
2020-04,011,Total Unión Europea,28166,Valverde de Alcalá,30,166
2020-04,000,Total,28167,Velilla de San Antonio,173,167
2020-04,010,Total Europa,28167,Velilla de San Antonio,157,167
2020-04,011,Total Unión Europea,28167,Velilla de San Antonio,151,167
2020-04,107,Dinamarca,28167,Velilla de San Antonio,37,167
2020-04,000,Total,28169,Venturada,58,169
2020-04,010,Total Europa,28169,Venturada,41,169
2020-04,011,Total Unión Europea,28169,Venturada,33,169
2020-04,000,Total,28171,Villa del Prado,74,171
2020-04,010,Total Europa,28171,Villa del Prado,61,171
2020-04,011,Total Unión Europea,28171,Villa del Prado,52,171
2020-04,121,Países Bajos,28171,Villa del Prado,35,171
2020-04,000,Total,28172,Villalbilla,177,172
2020-04,010,Total Europa,28172,Villalbilla,161,172
2020-04,011,Total Unión Europea,28172,Villalbilla,149,172
2020-04,110,Francia,28172,Villalbilla,41,172
2020-04,121,Países Bajos,28172,Villalbilla,58,172
2020-04,000,Total,28176,Villanueva de la Cañada,301,176
2020-04,010,Total Europa,28176,Villanueva de la Cañada,282,176
2020-04,011,Total Unión Europea,28176,Villanueva de la Cañada,275,176
2020-04,110,Francia,28176,Villanueva de la Cañada,117,176
2020-04,121,Países Bajos,28176,Villanueva de la Cañada,68,176
2020-04,126,Alemania,28176,Villanueva de la Cañada,39,176
2020-04,000,Total,28177,Villanueva del Pardillo,190,177
2020-04,010,Total Europa,28177,Villanueva del Pardillo,172,177
2020-04,011,Total Unión Europea,28177,Villanueva del Pardillo,169,177
2020-04,110,Francia,28177,Villanueva del Pardillo,51,177
2020-04,121,Países Bajos,28177,Villanueva del Pardillo,90,177
2020-04,000,Total,28179,Villar del Olmo,30,179
2020-04,000,Total,28180,Villarejo de Salvanés,75,180
2020-04,010,Total Europa,28180,Villarejo de Salvanés,66,180
2020-04,011,Total Unión Europea,28180,Villarejo de Salvanés,58,180
2020-04,000,Total,28181,Villaviciosa de Odón,457,181
2020-04,010,Total Europa,28181,Villaviciosa de Odón,406,181
2020-04,011,Total Unión Europea,28181,Villaviciosa de Odón,375,181
2020-04,110,Francia,28181,Villaviciosa de Odón,94,181
2020-04,115,Italia,28181,Villaviciosa de Odón,39,181
2020-04,121,Países Bajos,28181,Villaviciosa de Odón,112,181
2020-04,126,Alemania,28181,Villaviciosa de Odón,58,181
2020-04,000,Total,28901,Lozoyuela-Navas-Sieteiglesias,73,901
2020-04,010,Total Europa,28901,Lozoyuela-Navas-Sieteiglesias,65,901
2020-04,011,Total Unión Europea,28901,Lozoyuela-Navas-Sieteiglesias,55,901
2020-04,000,Total,28902,Puentes Viejas,52,902
2020-04,010,Total Europa,28902,Puentes Viejas,52,902
2020-04,011,Total Unión Europea,28902,Puentes Viejas,50,902
2020-04,000,Total,28903,Tres Cantos,626,903
2020-04,010,Total Europa,28903,Tres Cantos,553,903
2020-04,011,Total Unión Europea,28903,Tres Cantos,504,903
2020-04,030,Total América,28903,Tres Cantos,46,903
2020-04,031,Total América del Norte,28903,Tres Cantos,36,903
2020-04,110,Francia,28903,Tres Cantos,159,903
2020-04,121,Países Bajos,28903,Tres Cantos,147,903
2020-04,125,Reino Unido,28903,Tres Cantos,34,903
2020-04,126,Alemania,28903,Tres Cantos,62,903
2020-04,131,Suecia,28903,Tres Cantos,33,903
2020-05,000,Total,28002,Ajalvir,210,002
2020-05,010,Total Europa,28002,Ajalvir,187,002
2020-05,011,Total Unión Europea,28002,Ajalvir,174,002
2020-05,121,Países Bajos,28002,Ajalvir,40,002
2020-05,123,Portugal,28002,Ajalvir,42,002
2020-05,000,Total,28004,"Álamo, El",58,004
2020-05,010,Total Europa,28004,"Álamo, El",37,004
2020-05,000,Total,28005,Alcalá de Henares,3403,005
2020-05,010,Total Europa,28005,Alcalá de Henares,2952,005
2020-05,011,Total Unión Europea,28005,Alcalá de Henares,2786,005
2020-05,020,Total África,28005,Alcalá de Henares,85,005
2020-05,030,Total América,28005,Alcalá de Henares,225,005
2020-05,031,Total América del Norte,28005,Alcalá de Henares,119,005
2020-05,033,Total Sudamérica,28005,Alcalá de Henares,97,005
2020-05,040,Total Asia,28005,Alcalá de Henares,139,005
2020-05,103,Bélgica,28005,Alcalá de Henares,104,005
2020-05,107,Dinamarca,28005,Alcalá de Henares,73,005
2020-05,110,Francia,28005,Alcalá de Henares,408,005
2020-05,113,Irlanda,28005,Alcalá de Henares,73,005
2020-05,115,Italia,28005,Alcalá de Henares,222,005
2020-05,116,Liechtenstein,28005,Alcalá de Henares,31,005
2020-05,117,Luxemburgo,28005,Alcalá de Henares,96,005
2020-05,121,Países Bajos,28005,Alcalá de Henares,491,005
2020-05,122,Polonia,28005,Alcalá de Henares,143,005
2020-05,123,Portugal,28005,Alcalá de Henares,94,005
2020-05,125,Reino Unido,28005,Alcalá de Henares,88,005
2020-05,126,Alemania,28005,Alcalá de Henares,418,005
2020-05,128,Rumania,28005,Alcalá de Henares,140,005
2020-05,131,Suecia,28005,Alcalá de Henares,354,005
2020-05,142,Lituania,28005,Alcalá de Henares,41,005
2020-05,143,República Checa,28005,Alcalá de Henares,34,005
2020-05,234,Nigeria,28005,Alcalá de Henares,41,005
2020-05,302,EE.UU.,28005,Alcalá de Henares,76,005
2020-05,343,Colombia,28005,Alcalá de Henares,37,005
2020-05,351,Venezuela,28005,Alcalá de Henares,31,005
2020-05,407,China,28005,Alcalá de Henares,134,005
2020-05,000,Total,28006,Alcobendas,1951,006
2020-05,010,Total Europa,28006,Alcobendas,1563,006
2020-05,011,Total Unión Europea,28006,Alcobendas,1424,006
2020-05,020,Total África,28006,Alcobendas,53,006
2020-05,030,Total América,28006,Alcobendas,220,006
2020-05,031,Total América del Norte,28006,Alcobendas,128,006
2020-05,033,Total Sudamérica,28006,Alcobendas,87,006
2020-05,040,Total Asia,28006,Alcobendas,115,006
2020-05,103,Bélgica,28006,Alcobendas,49,006
2020-05,107,Dinamarca,28006,Alcobendas,44,006
2020-05,110,Francia,28006,Alcobendas,364,006
2020-05,115,Italia,28006,Alcobendas,34,006
2020-05,121,Países Bajos,28006,Alcobendas,560,006
2020-05,123,Portugal,28006,Alcobendas,36,006
2020-05,125,Reino Unido,28006,Alcobendas,113,006
2020-05,126,Alemania,28006,Alcobendas,155,006
2020-05,131,Suecia,28006,Alcobendas,89,006
2020-05,302,EE.UU.,28006,Alcobendas,102,006
2020-05,407,China,28006,Alcobendas,51,006
2020-05,000,Total,28007,Alcorcón,1430,007
2020-05,010,Total Europa,28007,Alcorcón,1204,007
2020-05,011,Total Unión Europea,28007,Alcorcón,1077,007
2020-05,020,Total África,28007,Alcorcón,56,007
2020-05,030,Total América,28007,Alcorcón,114,007
2020-05,031,Total América del Norte,28007,Alcorcón,56,007
2020-05,033,Total Sudamérica,28007,Alcorcón,51,007
2020-05,040,Total Asia,28007,Alcorcón,54,007
2020-05,107,Dinamarca,28007,Alcorcón,39,007
2020-05,110,Francia,28007,Alcorcón,307,007
2020-05,115,Italia,28007,Alcorcón,30,007
2020-05,117,Luxemburgo,28007,Alcorcón,46,007
2020-05,121,Países Bajos,28007,Alcorcón,373,007
2020-05,125,Reino Unido,28007,Alcorcón,71,007
2020-05,126,Alemania,28007,Alcorcón,95,007
2020-05,131,Suecia,28007,Alcorcón,88,007
2020-05,135,Ucrania,28007,Alcorcón,39,007
2020-05,228,Marruecos,28007,Alcorcón,32,007
2020-05,407,China,28007,Alcorcón,53,007
2020-05,000,Total,28008,Aldea del Fresno,50,008
2020-05,010,Total Europa,28008,Aldea del Fresno,45,008
2020-05,011,Total Unión Europea,28008,Aldea del Fresno,37,008
2020-05,000,Total,28009,Algete,360,009
2020-05,010,Total Europa,28009,Algete,336,009
2020-05,011,Total Unión Europea,28009,Algete,310,009
2020-05,110,Francia,28009,Algete,61,009
2020-05,121,Países Bajos,28009,Algete,62,009
2020-05,122,Polonia,28009,Algete,32,009
2020-05,126,Alemania,28009,Algete,69,009
2020-05,131,Suecia,28009,Algete,32,009
2020-05,000,Total,28010,Alpedrete,187,010
2020-05,010,Total Europa,28010,Alpedrete,172,010
2020-05,011,Total Unión Europea,28010,Alpedrete,149,010
2020-05,110,Francia,28010,Alpedrete,70,010
2020-05,121,Países Bajos,28010,Alpedrete,53,010
2020-05,000,Total,28013,Aranjuez,798,013
2020-05,010,Total Europa,28013,Aranjuez,708,013
2020-05,011,Total Unión Europea,28013,Aranjuez,675,013
2020-05,020,Total África,28013,Aranjuez,43,013
2020-05,030,Total América,28013,Aranjuez,45,013
2020-05,110,Francia,28013,Aranjuez,180,013
2020-05,112,Hungria,28013,Aranjuez,30,013
2020-05,115,Italia,28013,Aranjuez,31,013
2020-05,121,Países Bajos,28013,Aranjuez,128,013
2020-05,126,Alemania,28013,Aranjuez,83,013
2020-05,131,Suecia,28013,Aranjuez,80,013
2020-05,228,Marruecos,28013,Aranjuez,35,013
