CMUN,id_zona,nombre_zona,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,area,densidad_hab_km
007,106,Gregorio Marañón,18,44.87677243202417,25156,0.520597253140404,0.4794027468595961,0.14262428446493877,0.6161544482429638,0.2412100890443632,0.09663193671489903,0.14009431944665288,0.05513592781046271,0.04191476784862458,0.3408103593576085,0.12669717761170296,0.48137056368262043,0.5495797861345206,4438486.7632447,5667.697425239143
007,128,La Ribota,19,39.607199101796404,34068,0.5109523394387695,0.4890476605612305,0.1962321856287425,0.657438291064929,0.14633196841610896,0.07211495538335094,0.11679613713748972,0.05250060467300693,0.03935767582482094,0.4406702976400141,0.11272334742280146,0.609415348714336,0.6814645503111425,1364369.52777703,24969.774908053732
007,147,Los Castillos,21,45.84372708388115,26621,0.5295421584463393,0.4704578415536606,0.14166536944517485,0.6097805266518913,0.24857313399196124,0.07521620525149318,0.12114665489651026,0.06621561924796213,0.05185373577251043,0.4277868186769843,0.11347914052815446,0.4773798655197025,0.5363085609105593,2772634.40986231,9601.337956893498
007,170,Miguel Servet,13,46.32580745606353,17127,0.519815314999708,0.480184685000292,0.12449211770888072,0.6074672680562854,0.26805421848543237,0.1808280434401822,0.2535738074385473,0.041542622759385764,0.030425083201961817,0.2510825013137152,0.17822237402931046,0.419177748584107,0.5107060489285923,17883271.3514071,957.7106818687514
007,199,Parque Oeste,7,36.424665460060666,14835,0.49861273340074147,0.5013872665992585,0.22993686552072803,0.6847920997640715,0.08526533198517021,0.10299468149646109,0.16487678463094033,0.07200602628918099,0.05948019548365353,0.5311433569261881,0.10812427367711493,0.6242028244017526,0.6946838490057298,4809520.60116942,3084.507008119045
007,221,Ramón y Cajal,17,48.80161752592967,19765,0.5287128965342778,0.4712871034657223,0.12273114596508981,0.5493958866683532,0.3278608398684543,0.14045430306096635,0.19990323804705287,0.040592446243359476,0.03027237035163167,0.3375265165696939,0.14429657981280042,0.39780259043764227,0.46602078927396917,459459.155916293,43017.969596411545
008,275,Villa del Prado,1,42.3207,3078,0.4899,0.5101,0.178,0.6313,0.1907,0.1628,0.1878,0.0344,0.0245,0.22449999999999998,0.20279999999999998,0.44899999999999995,0.5632,128967344.948866,23.866506682140276
009,010,Algete,9,39.85820684891809,20704,0.5094247729907264,0.4905752270092736,0.17713068489180833,0.6895596889489953,0.13330534196290572,0.11217029076506956,0.1725384563369397,0.07715482515455951,0.0605493865919629,0.40455891132148375,0.10367784486089644,0.5341627125193199,0.5973146155332303,58724766.6133426,352.55993670132244
010,013,Alpedrete,8,40.574972638028726,15178,0.5095978785083675,0.49040212149163265,0.1794548161813151,0.6811852879167216,0.13935584398471473,0.09019803004348398,0.13591695875609436,0.07535910528396364,0.05609451179338516,0.5401626564764791,0.1091547173540651,0.5449263407563579,0.6118953682962183,12668592.8758243,1198.0809667476524
011,038,Campo Real,1,45.5249,663,0.4991999999999999,0.5008,0.1357,0.6561,0.2081,0.187,0.2021,0.0157,0.012200000000000003,0.23209999999999997,0.2484,0.4171,0.555,225744024.17108,2.9369548205517315
012,258,Torres de la Alameda,1,39.2952,1365,0.4842,0.5158,0.1978,0.6696,0.1326,0.0989,0.11360000000000002,0.0557,0.0466,0.2922,0.1545,0.5397,0.6384,209273757.858943,6.522556931959201
013,019,Aranjuez,23,40.83043056327922,44596,0.5126470154273927,0.4873529845726074,0.1812902928513768,0.6551087025742219,0.16360604314288277,0.14847673109695939,0.18809454883846083,0.059014319669925555,0.04557795990671809,0.3737848349627769,0.15962320835949412,0.4904781684456005,0.5813866669656472,186962228.62268,238.5294630286096
013,138,Las Olivas,9,41.890929781491,15560,0.5119611503856041,0.4880388496143959,0.16785952442159385,0.6515414267352185,0.18059904884318767,0.1064315616966581,0.1401836889460154,0.054795109254498715,0.04043690231362468,0.319466118251928,0.1594628470437018,0.46936834190231363,0.5566304177377892,2330024.96763214,6678.040027962732
014,021,Arganda del Rey,11,39.9544765906419,21265,0.49980271337879145,0.5001972866212085,0.18038565718316482,0.6770338819656713,0.14257401833999528,0.23032864801316716,0.23805179402774512,0.041816421349635556,0.02993166235598401,0.21904928756172112,0.18680979543851398,0.5079877827415942,0.6237156971549495,17412422.3333123,1221.2545499380176
014,022,Arganda - Felicidad,15,38.28713518402283,35050,0.5004364365192582,0.4995635634807418,0.19859943794579174,0.6857042796005707,0.11569510699001426,0.2103777803138374,0.22907504136947218,0.04711190870185449,0.03449577175463624,0.3100826134094151,0.14831800855920113,0.5751955121255349,0.6725509386590585,62928443.1400104,556.9818392299449
015,024,Arroyomolinos,14,33.8256487217466,33757,0.5017269721835471,0.4982730278164529,0.26663129128773294,0.6700694670734959,0.06326854578309683,0.06608400924252748,0.1107041591373641,0.06464215718221407,0.04943017744467814,0.45238220813460917,0.09520449092040169,0.669527084752792,0.7373457682850965,20806575.9022828,1622.419765680731
016,256,Torrelaguna,1,47.65140000000001,109,0.4404,0.5596,0.0917,0.7064,0.2018,0.0826,0.0734,0.0505,0.0303,0.3434,0.2143,0.44439999999999996,0.5657,125482833.590199,0.8686447132360071
017,107,Griñón,1,41.8564,1818,0.4934,0.5066,0.15289999999999998,0.6947,0.1524,0.08639999999999999,0.1221,0.0617,0.0435,0.38769999999999993,0.1065,0.55,0.6156,130918127.519093,13.886541416771061
018,054,Collado Mediano,2,41.98571008858267,6096,0.5014386318897638,0.49856136811023616,0.16518006889763778,0.6741784940944882,0.16059178149606299,0.11528784448818896,0.14436432086614176,0.058658562992126,0.046496505905511805,0.4199914370078741,0.12228080708661418,0.5169771161417324,0.5887647637795276,51871472.2795864,117.52124495604558
019,279,Villarejo de Salvanés,1,42.170399999999994,1749,0.4837,0.5163,0.1618,0.665,0.17320000000000002,0.09830000000000001,0.1155,0.0341,0.0225,0.2094,0.1447,0.5321,0.6221,420392045.329555,4.160402223188878
020,033,Buitrago de Lozoya,1,49.3662,213,0.4225,0.5775,0.1127,0.6056,0.2817,0.0798,0.10800000000000001,0.05290000000000001,0.05290000000000001,0.2963,0.1333,0.3439,0.3968,519448373.768941,0.4100503741200388
021,121,La Cabrera,1,45.0741,810,0.4877,0.5123,0.1704,0.5951,0.2346,0.10860000000000002,0.142,0.0387,0.0268,0.3452,0.1114,0.4865999999999999,0.5476,228243524.603294,3.5488410959647014
022,030,Boadilla del Monte,27,37.44675728644068,59000,0.5114951254237288,0.4885048745762712,0.2280970881355932,0.660652106779661,0.11123664745762711,0.07787534406779661,0.13310630169491527,0.09425565084745761,0.08371366610169492,0.6247955762711864,0.06574559491525424,0.5897891542372882,0.6309332457627119,47440400.4672288,1243.6657241280334
023,157,Manzanares El Real,4,39.362995903072694,8006,0.49697972770422183,0.5030202722957782,0.2083558705970522,0.6696436547589307,0.12205784411691233,0.09916598800899326,0.1336541843617287,0.05414670247314514,0.0415395203597302,0.46407832875343497,0.1137699475393455,0.577459592805396,0.6516385335998002,167919762.549903,47.67753287895907
024,033,Buitrago de Lozoya,1,44.5872,218,0.3945,0.6054999999999999,0.0917,0.7202,0.1881,0.0872,0.1055,0.0909,0.0707,0.3586,0.0787,0.5909000000000001,0.6414,519448373.768941,0.41967596975665944
025,279,Villarejo de Salvanés,1,48.1059,529,0.4178,0.5822,0.0888,0.6144,0.2968,0.1229,0.1456,0.0166,0.0145,0.1639,0.2405,0.3734,0.4917,420392045.329555,1.2583492144464932
026,277,Villanueva de la Cañada,5,39.3590904757454,10699,0.5074452378726984,0.4925547621273016,0.1829348911113188,0.6909112160014955,0.12618556874474252,0.19162049724273297,0.22516218338162447,0.06476576315543509,0.04858597065146276,0.38710282269370966,0.1173778857837181,0.5409447798859707,0.6127925133190018,109771101.95771,97.46645345804998
027,033,Buitrago de Lozoya,1,42.5008,1943,0.5229,0.4771,0.1714,0.6366,0.192,0.2357,0.2532,0.0547,0.0329,0.29810000000000003,0.1306,0.4963,0.5708,519448373.768941,3.7405064643907764
028,254,Soto del Real,1,42.4649,2706,0.4948000000000001,0.5052,0.1693,0.6763,0.1545,0.0913,0.1386,0.047599999999999996,0.0325,0.4195,0.1356,0.5387,0.6232,228083251.711091,11.864089010041132
029,121,La Cabrera,1,42.15579999999999,841,0.4839,0.5161,0.1653,0.6825,0.1522,0.0809,0.1213,0.0541,0.0342,0.4231,0.1163,0.5627,0.6368,228243524.603294,3.684660940378165
030,121,La Cabrera,1,42.6686,2776,0.5112,0.48879999999999996,0.152,0.6726,0.1754,0.1711,0.19199999999999998,0.054799999999999995,0.0357,0.328,0.1445,0.503,0.5879,228243524.603294,12.162448002960508
031,036,Cadalso de los Vidrios,2,44.19554155562442,3227,0.48311973969631233,0.5168802603036876,0.1456242330337775,0.638994638983576,0.215335419894639,0.16735751471955376,0.16024635884722652,0.035522962503873566,0.022896994112178493,0.21105704989154012,0.23902981096994108,0.41617294700960644,0.5472742175395103,145895103.325558,22.118631307310583
032,166,Meco,3,38.35692798566879,7536,0.49630737791932056,0.5036926220806794,0.20290069002123143,0.6840596072186836,0.11303970276008492,0.11050550690021232,0.13613752653927816,0.052660350318471334,0.03881884288747347,0.32980208333333333,0.14601395966029726,0.5618622080679406,0.657445355626327,123832480.140163,60.85640852440477
033,038,Campo Real,3,39.208426153846155,6435,0.4926277855477855,0.5073722144522145,0.19162492618492621,0.6812749961149962,0.1271000777000777,0.16705790209790208,0.1829209324009324,0.0417790675990676,0.029296860916860915,0.27234105672105674,0.1336775912975913,0.5712005594405595,0.6592158974358974,225744024.17108,28.50573796417857
034,121,La Cabrera,1,51.0022,457,0.4661,0.5339,0.0832,0.6543,0.2626,0.0744,0.10279999999999999,0.0501,0.0334,0.2697,0.169,0.4224,0.5084,228243524.603294,2.0022473837726773
035,201,Perales de Tajuña,1,41.9433,2168,0.4958000000000001,0.5042,0.1674,0.661,0.1716,0.1822,0.1997,0.0294,0.0183,0.2416,0.176,0.48749999999999993,0.5917,144975033.085277,14.954299053166917
036,107,Griñón,2,37.93468759493671,3950,0.490133164556962,0.509866835443038,0.20457974683544303,0.686063670886076,0.109356582278481,0.07592177215189874,0.10225189873417721,0.052721392405063294,0.034669746835443035,0.2867893670886075,0.12134632911392404,0.5900758227848102,0.6711791139240507,130918127.519093,30.171528380773207
037,036,Cadalso de los Vidrios,2,46.51346496631376,2078,0.4990552454282964,0.5009447545717036,0.13764273339749758,0.6024794995187681,0.25987776708373433,0.11693551491819057,0.11984369586140521,0.03126111645813282,0.019559480269489893,0.14343580365736286,0.22811010587102984,0.41519412897016356,0.5379194417709336,145895103.325558,14.243109964856336
038,049,Cercedilla,3,43.17045953520164,7315,0.5033603691045797,0.4966396308954204,0.14487542036910458,0.6820245659603555,0.17306296650717704,0.12905577580314423,0.1539388106630212,0.05794274777853725,0.04562114832535885,0.3876262064251538,0.11948836637047162,0.524991948051948,0.5960752289815447,87516365.4692982,83.58436688697032
039,033,Buitrago de Lozoya,1,52.45569999999999,158,0.3861,0.6139,0.0759,0.6329,0.2911,0.057,0.0886,0.0342,0.0205,0.22599999999999998,0.1625,0.4589,0.5479,519448373.768941,0.30416882211721186
040,051,Ciempozuelos,11,40.279181320303145,25070,0.4955233027522935,0.5044766972477064,0.17707123653769447,0.6832406621459913,0.13969405664140408,0.1632531711208616,0.2151104666932589,0.04433423214998006,0.029724084563222977,0.24524336258476268,0.15624404467491024,0.5059111607499003,0.5990451775029916,59595352.5833534,420.6703864187345
041,010,Algete,3,37.118114776400866,7424,0.5090159752155172,0.4909840247844828,0.22048802532327585,0.6899153825431035,0.08956163793103449,0.11786647359913793,0.15949587823275863,0.07673060344827587,0.061150161637931036,0.49983072467672407,0.08949913793103448,0.5926631465517241,0.6508325700431035,58724766.6133426,126.42025550959322
042,184,Navas del Rey,1,43.3795,1879,0.4774,0.5226,0.1602,0.6487,0.1911,0.1235,0.1948,0.0336,0.0241,0.3397,0.1294,0.5158,0.5925,125469836.350228,14.975710933065114
043,059,Colmenar de Oreja,5,43.00522461410591,8422,0.49515231536452153,0.5048476846354785,0.15186257421040134,0.665877630016623,0.18226993588221327,0.0990385775350273,0.12394712657326053,0.03347335549750653,0.02203408928995488,0.16278255758727142,0.16594158157207314,0.4730800166231299,0.5675971740679173,317422108.914925,26.5324933691284
044,097,Galapagar,4,39.29509553855959,9414,0.511559464627151,0.4884405353728489,0.1822629169322286,0.6959607605693648,0.12172258338644573,0.12025361164223496,0.1806917994476312,0.08169398767792649,0.060727607818143195,0.4332111217335883,0.12928903760356913,0.5295087529211813,0.6082426704907584,96647460.3762241,97.40555999457906
045,057,Colmenar Viejo Norte,14,39.5718651268639,29441,0.5091274684963146,0.49087253150368537,0.18826205971264565,0.6735385143167691,0.1381675792262491,0.11407038823409532,0.16875779015658438,0.06913482897999389,0.05641346421656873,0.4497885262049523,0.1036141061784586,0.5695343398661731,0.6342797391392955,2524036.60233344,11664.25240140423
045,058,Colmenar Viejo Sur,10,39.47364750694927,23024,0.5034666782487839,0.4965333217512161,0.1780256818971508,0.692471108408617,0.12951125781792913,0.14489761987491315,0.2171002258512856,0.06152000086865879,0.045415392633773456,0.3580930203266157,0.11659372828353023,0.5555971160528145,0.6281389115705351,180448629.864483,127.59309958347167
046,054,Collado Mediano,4,41.215298775176926,7348,0.5019075802939574,0.4980924197060425,0.1732320631464344,0.6782688894937398,0.1484921611322809,0.1426001224823081,0.17706580021774634,0.06471780076211214,0.050907879695155145,0.47049327708219923,0.13891286064235167,0.5190651061513337,0.6025174877517692,51871472.2795864,141.65782610515467
047,055,Collado Villalba Estación,13,41.96290176869186,26121,0.515642762528234,0.484357237471766,0.145218866046476,0.6976426553347882,0.15716436966425482,0.15275125378048313,0.22633129282952416,0.06657798706021974,0.0484158148616056,0.4142264614677846,0.1342681176065235,0.5160488955246736,0.5961328930745377,4186064.13704736,6239.990393081852
047,056,Collado Villalba Pueblo,12,39.44508818970736,24775,0.5172277093844602,0.4827722906155399,0.17705417154389505,0.6996238102926337,0.123314385469223,0.1470413683148335,0.21413326740665992,0.06792861352169526,0.048450506559031284,0.42346426639757817,0.1264771503531786,0.5618057840565086,0.6425454530776993,20069552.3682348,1234.4570295056892
047,251,Sierra de Guadarrama,7,41.51944478024028,13401,0.5112465189164987,0.4887534810835012,0.15819888068054624,0.676656973360197,0.16513445265278712,0.29541691664801134,0.37423820610402214,0.03839620177598687,0.02528771733452727,0.2609153794492948,0.17386335348108348,0.48129200059697036,0.5820868965002611,961818.846580623,13932.97713768253
048,258,Torres de la Alameda,1,39.5782,742,0.4825,0.5175,0.2049,0.6469,0.1482,0.0984,0.124,0.0322,0.0186,0.2305,0.1467,0.5424,0.6356,209273757.858943,3.545595050193207
049,027,Barrio del Puerto,9,39.26208219448094,15220,0.5042514257555848,0.4957485742444152,0.21228616294349542,0.6491425755584758,0.13856261498028907,0.1229937582128778,0.13029969119579501,0.048127345597897504,0.03478535479632063,0.34817313403416555,0.10754554533508541,0.6006323784494086,0.6688625164257556,1158450.70087104,13138.237120108839
049,052,Ciudad San Pablo,9,43.82789727341581,11883,0.511392838508794,0.488607161491206,0.1403512412690398,0.6439523184381049,0.21568728435580242,0.17943935874779096,0.18893909787090804,0.03353962804005722,0.022024665488513,0.2055770091727678,0.14181295969031388,0.49606504249768574,0.5777341075485988,1714583.02358734,6930.548032102737
049,062,Coslada  -  Jaime Vera,10,46.08235364394101,14037,0.5104401937735984,0.48955980622640166,0.11712888081498896,0.6367455154235236,0.2461497043527819,0.10864614233810643,0.1260174609959393,0.04482896630334117,0.03390245066609674,0.31860767257961103,0.11519125881598632,0.4814218280259315,0.5449983899693667,2574017.3590935,5453.343175954126
049,071,Doctor Tamames,14,45.20066916195857,19116,0.509570788867964,0.49042921113203597,0.11340543000627747,0.6688650449884913,0.21771603892027622,0.27024952919020717,0.26789518204645324,0.04653387738020506,0.034307151077631305,0.24630256329776104,0.1411116394643231,0.47271318790541955,0.5504778039338774,826201.145180726,23137.222831878917
049,269,Valleaguado,13,45.04622693545334,21132,0.5157603161082719,0.48423968389172817,0.11531881506719666,0.668552129471891,0.21612829358319138,0.1610008517887564,0.18545501135718342,0.04092387374597767,0.029519979178497066,0.25512389267461666,0.1476334942267651,0.47981606095021767,0.5634806312701117,5800498.20434029,3643.1353403726143
050,107,Griñón,3,37.06238690782504,6607,0.5019079007113667,0.49809209928863324,0.23746729226577873,0.6582198879975784,0.10427472377781141,0.06383912517027396,0.10051033752081125,0.0545843802028152,0.03951067050098381,0.3198189495989102,0.0980104131981232,0.6080497805357954,0.6736615105191465,130918127.519093,50.466655192852805
051,184,Navas del Rey,1,41.2924,2493,0.4958000000000001,0.5042,0.1966,0.6398,0.1637,0.10390000000000002,0.1436,0.0439,0.0349,0.338,0.1643,0.4978,0.5956,125469836.350228,19.86931737952705
052,059,Colmenar de Oreja,3,43.58783071789322,5544,0.49732159090909084,0.5026784090909091,0.1475378787878788,0.6569305555555555,0.19553156565656565,0.12158152958152958,0.15817499999999998,0.03851610750360751,0.028818001443001447,0.22104222582972585,0.16572932900432902,0.478867803030303,0.5742650072150072,317422108.914925,17.4657021180774
053,064,Daganzo de Arriba,4,36.84233782294833,10528,0.5013397131458966,0.4986602868541034,0.22207328077507602,0.6976626044832827,0.08026411474164134,0.07636645136778115,0.11894009308510638,0.0724326367781155,0.05131088525835866,0.42408619870820674,0.10522882788753798,0.6191342895136778,0.6908582636778116,127157816.254774,82.79475308781687
054,074,El Escorial,9,43.21144279119957,16681,0.5080059408908338,0.4919940591091661,0.14748299862118577,0.671369762004676,0.18116405491277499,0.11204261135423536,0.16211548468317247,0.06460396259217073,0.05215545830585696,0.46116656675259277,0.11714153228223728,0.5025028475511061,0.5691933637072119,68868759.8347709,242.21432243038578
055,279,Villarejo de Salvanés,1,45.4344,1379,0.4801,0.5199,0.1443,0.6251,0.23060000000000003,0.1777,0.1733,0.0305,0.022,0.1847,0.2029,0.4263,0.5347,420392045.329555,3.2802713926686464
056,230,Robledo de Chavela,1,38.7755,1733,0.4962,0.5038,0.2008,0.6746,0.1246,0.2429,0.3058,0.0354,0.0231,0.3422,0.1907,0.49030000000000007,0.6058,250134607.693101,6.928269606444379
057,064,Daganzo de Arriba,1,39.8296,2412,0.4685000000000001,0.5315,0.1978,0.6584,0.1439,0.0991,0.136,0.0326,0.0196,0.3039,0.1394,0.5297,0.6155,127157816.254774,18.968554753781753
058,011,Alicante,14,42.12239401197605,24716,0.5096837150024276,0.49031628499757246,0.14341763230296165,0.6864255178831526,0.17014194044343744,0.15937018530506555,0.20188900712089333,0.050601646706586824,0.0342152087716459,0.18044274558990128,0.17310543372714032,0.4762972123320926,0.574926529373685,823484.147489148,30013.935393122687
058,047,Castilla la Nueva,14,42.26727752852866,23047,0.5114750856944504,0.4885249143055495,0.12635572525708333,0.7417916388250098,0.1318608495682735,0.0654379702347377,0.09972014145008028,0.06233753199982644,0.04302145181585456,0.23009024601900466,0.14576071072156896,0.5399191044387556,0.6318396147003948,917946.665603676,25107.123173483542
058,063,Cuzco,16,43.39630946913284,20815,0.5126039538794139,0.4873960461205861,0.14125162142685563,0.6505050972856113,0.20825873648810955,0.12720688926255105,0.16790751861638242,0.04012488589959164,0.02672642325246217,0.17580403555128513,0.1602683593562335,0.4630957770838338,0.5510672399711746,874982.894660104,23789.03647949118
058,079,El Naranjo,14,38.93167506370301,25509,0.5055590027049277,0.4944409972950723,0.19326976361284254,0.6730981731937747,0.1336307185699165,0.07243585401230938,0.09906343251401467,0.04293755145242856,0.0311777843114195,0.27448135952016933,0.13170487671018072,0.5803297228429182,0.6640006311497902,6075808.86424234,4198.453336826783
058,093,Francia,24,42.87342138879014,33756,0.5093653246830193,0.49063467531698063,0.14093069972745587,0.6912415096575424,0.167824537859936,0.11201033297784098,0.1477286823083304,0.04249288719042541,0.02782719220286764,0.19321308211873445,0.15861087510368527,0.502059216139353,0.5953282705296836,3117491.17419863,10827.93763118742
058,194,Panaderas,23,40.409364570184984,36760,0.5064104189336235,0.49358958106637646,0.1725492872687704,0.6751257780195865,0.15231514145810662,0.1510957644178455,0.1898568443960827,0.044871449945593035,0.029548745919477693,0.1858414336235038,0.16138915669205658,0.504126463547334,0.5990160990206747,20864833.8265551,1761.8160923579846
058,198,Parque Loranca,13,36.95444450712271,28009,0.5032309007818916,0.49676909921810847,0.1908734763825913,0.736830618729694,0.0723040451283516,0.05534418936770323,0.09640643721660894,0.0713401692313185,0.04671779785069085,0.26291394551751224,0.14037979935020886,0.57367787496876,0.6670995073012246,6525395.24355986,4292.3070487788555
059,095,Fuente el Saz,3,40.44681199767036,6868,0.49518669190448455,0.5048133080955154,0.1706377984857309,0.6846278974956319,0.14473430401863716,0.1694786546301689,0.21329475829935934,0.04850390215492138,0.03456438555620268,0.30720821199767034,0.1316363424577752,0.5110103086779266,0.5883491846243448,150690825.293493,45.5767627964313
060,279,Villarejo de Salvanés,1,43.0661,2223,0.49889999999999995,0.5011,0.1489,0.6631,0.188,0.1174,0.152,0.0338,0.0248,0.1871,0.1825,0.4736000000000001,0.5793,420392045.329555,5.287921179044526
061,097,Galapagar,13,40.239904565261305,34653,0.5123400859954405,0.4876599140045595,0.17458013736184455,0.6892591377369924,0.13614824401927683,0.163010997604825,0.23574966380977116,0.07118180244134707,0.05634534383747439,0.4428961821487317,0.1222067324618359,0.5290468069142643,0.6029406112024933,96647460.3762241,358.5505492343476
