mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,Target
2019-09,110,FRANCIA,28072,HOYO DE MANZANARES,39,072,39
2019-09,000,TOTAL,28073,HUMANES DE MADRID,426,073,426
2019-09,010,TOTAL EUROPA,28073,HUMANES DE MADRID,338,073,338
2019-09,011,TOTAL UNIÓN EUROPEA,28073,HUMANES DE MADRID,289,073,289
2019-09,020,TOTAL ÁFRICA,28073,HUMANES DE MADRID,64,073,64
2019-09,110,FRANCIA,28073,HUMANES DE MADRID,57,073,57
2019-09,121,PAÍSES BAJOS,28073,HUMANES DE MADRID,45,073,45
2019-09,123,PORTUGAL,28073,HUMANES DE MADRID,73,073,73
2019-09,125,REINO UNIDO,28073,HUMANES DE MADRID,38,073,38
2019-09,126,ALEMANIA,28073,HUMANES DE MADRID,35,073,35
2019-09,228,MARRUECOS,28073,HUMANES DE MADRID,59,073,59
2019-09,000,TOTAL,28074,LEGANÉS,4844,074,4844
2019-09,010,TOTAL EUROPA,28074,LEGANÉS,3506,074,3506
2019-09,011,TOTAL UNIÓN EUROPEA,28074,LEGANÉS,3105,074,3105
2019-09,020,TOTAL ÁFRICA,28074,LEGANÉS,316,074,316
2019-09,030,TOTAL AMÉRICA,28074,LEGANÉS,512,074,512
2019-09,031,TOTAL AMÉRICA DEL NORTE,28074,LEGANÉS,219,074,219
2019-09,033,TOTAL SUDAMÉRICA,28074,LEGANÉS,287,074,287
2019-09,040,TOTAL ASIA,28074,LEGANÉS,508,074,508
2019-09,102,AUSTRIA,28074,LEGANÉS,250,074,250
2019-09,103,BÉLGICA,28074,LEGANÉS,44,074,44
2019-09,104,BULGARIA,28074,LEGANÉS,47,074,47
2019-09,107,DINAMARCA,28074,LEGANÉS,36,074,36
2019-09,110,FRANCIA,28074,LEGANÉS,818,074,818
2019-09,113,IRLANDA,28074,LEGANÉS,73,074,73
2019-09,115,ITALIA,28074,LEGANÉS,183,074,183
2019-09,117,LUXEMBURGO,28074,LEGANÉS,159,074,159
2019-09,121,PAÍSES BAJOS,28074,LEGANÉS,534,074,534
2019-09,122,POLONIA,28074,LEGANÉS,102,074,102
2019-09,123,PORTUGAL,28074,LEGANÉS,158,074,158
2019-09,125,REINO UNIDO,28074,LEGANÉS,236,074,236
2019-09,126,ALEMANIA,28074,LEGANÉS,388,074,388
2019-09,128,RUMANIA,28074,LEGANÉS,98,074,98
2019-09,131,SUECIA,28074,LEGANÉS,183,074,183
2019-09,132,SUIZA,28074,LEGANÉS,33,074,33
2019-09,135,UCRANIA,28074,LEGANÉS,64,074,64
2019-09,154,RUSIA,28074,LEGANÉS,44,074,44
2019-09,220,GUINEA ECUATORIAL,28074,LEGANÉS,43,074,43
2019-09,228,MARRUECOS,28074,LEGANÉS,206,074,206
2019-09,234,NIGERIA,28074,LEGANÉS,39,074,39
2019-09,302,EE.UU.,28074,LEGANÉS,186,074,186
2019-09,343,COLOMBIA,28074,LEGANÉS,136,074,136
2019-09,351,VENEZUELA,28074,LEGANÉS,55,074,55
2019-09,407,CHINA,28074,LEGANÉS,381,074,381
2019-09,430,REPUBLICA DE COREA - COREA DEL SUR,28074,LEGANÉS,80,074,80
2019-09,000,TOTAL,28075,LOECHES,534,075,534
2019-09,010,TOTAL EUROPA,28075,LOECHES,450,075,450
2019-09,011,TOTAL UNIÓN EUROPEA,28075,LOECHES,413,075,413
2019-09,030,TOTAL AMÉRICA,28075,LOECHES,57,075,57
2019-09,031,TOTAL AMÉRICA DEL NORTE,28075,LOECHES,41,075,41
2019-09,102,AUSTRIA,28075,LOECHES,53,075,53
2019-09,110,FRANCIA,28075,LOECHES,76,075,76
2019-09,115,ITALIA,28075,LOECHES,34,075,34
2019-09,121,PAÍSES BAJOS,28075,LOECHES,91,075,91
2019-09,125,REINO UNIDO,28075,LOECHES,31,075,31
2019-09,126,ALEMANIA,28075,LOECHES,47,075,47
2019-09,131,SUECIA,28075,LOECHES,33,075,33
2019-09,000,TOTAL,28079,MADRID,444383,079,444383
2019-09,010,TOTAL EUROPA,28079,MADRID,272566,079,272566
2019-09,011,TOTAL UNIÓN EUROPEA,28079,MADRID,202070,079,202070
2019-09,020,TOTAL ÁFRICA,28079,MADRID,8558,079,8558
2019-09,030,TOTAL AMÉRICA,28079,MADRID,122342,079,122342
2019-09,031,TOTAL AMÉRICA DEL NORTE,28079,MADRID,69814,079,69814
2019-09,032,TOTAL CENTROAMÉRICA Y CARIBE,28079,MADRID,3581,079,3581
2019-09,033,TOTAL SUDAMÉRICA,28079,MADRID,48947,079,48947
2019-09,040,TOTAL ASIA,28079,MADRID,38403,079,38403
2019-09,050,TOTAL OCEANÍA,28079,MADRID,2514,079,2514
2019-09,101,ALBANIA,28079,MADRID,149,079,149
2019-09,102,AUSTRIA,28079,MADRID,13823,079,13823
2019-09,103,BÉLGICA,28079,MADRID,8173,079,8173
2019-09,104,BULGARIA,28079,MADRID,1002,079,1002
2019-09,106,CHIPRE,28079,MADRID,231,079,231
2019-09,107,DINAMARCA,28079,MADRID,4254,079,4254
2019-09,109,FINLANDIA,28079,MADRID,1229,079,1229
2019-09,110,FRANCIA,28079,MADRID,43474,079,43474
2019-09,111,GRECIA,28079,MADRID,1442,079,1442
2019-09,112,HUNGRIA,28079,MADRID,1511,079,1511
2019-09,113,IRLANDA,28079,MADRID,6376,079,6376
2019-09,114,ISLANDIA,28079,MADRID,257,079,257
2019-09,115,ITALIA,28079,MADRID,32124,079,32124
2019-09,116,LIECHTENSTEIN,28079,MADRID,435,079,435
2019-09,117,LUXEMBURGO,28079,MADRID,2119,079,2119
2019-09,118,MALTA,28079,MADRID,956,079,956
2019-09,120,NORUEGA,28079,MADRID,1971,079,1971
2019-09,121,PAÍSES BAJOS,28079,MADRID,23182,079,23182
2019-09,122,POLONIA,28079,MADRID,4516,079,4516
2019-09,123,PORTUGAL,28079,MADRID,18931,079,18931
2019-09,124,ANDORRA,28079,MADRID,219,079,219
2019-09,125,REINO UNIDO,28079,MADRID,50410,079,50410
2019-09,126,ALEMANIA,28079,MADRID,25985,079,25985
2019-09,128,RUMANIA,28079,MADRID,3184,079,3184
2019-09,131,SUECIA,28079,MADRID,5268,079,5268
2019-09,132,SUIZA,28079,MADRID,9238,079,9238
2019-09,135,UCRANIA,28079,MADRID,1683,079,1683
2019-09,136,LETONIA,28079,MADRID,328,079,328
2019-09,137,MOLDAVIA / MOLDAVA,28079,MADRID,55,079,55
2019-09,138,BIELORRUSIA / BELARUS,28079,MADRID,108,079,108
2019-09,139,GEORGIA,28079,MADRID,166,079,166
2019-09,141,ESTONIA,28079,MADRID,594,079,594
2019-09,142,LITUANIA,28079,MADRID,594,079,594
2019-09,143,REPÚBLICA CHECA,28079,MADRID,1247,079,1247
2019-09,144,ESLOVAQUIA,28079,MADRID,605,079,605
2019-09,145,BOSNIA-HERZEGOVINA,28079,MADRID,59,079,59
2019-09,146,CROACIA,28079,MADRID,557,079,557
2019-09,147,ESLOVENIA,28079,MADRID,365,079,365
2019-09,148,ARMENIA,28079,MADRID,71,079,71
2019-09,154,RUSIA,28079,MADRID,5098,079,5098
2019-09,156,MACEDONIA,28079,MADRID,36,079,36
2019-09,157,SERBIA,28079,MADRID,418,079,418
2019-09,158,MONTENEGRO,28079,MADRID,36,079,36
2019-09,174,GIBRALTAR,28079,MADRID,84,079,84
2019-09,202,ANGOLA,28079,MADRID,112,079,112
2019-09,203,ARGELIA,28079,MADRID,679,079,679
2019-09,208,CAMERUN,28079,MADRID,84,079,84
2019-09,211,COSTA DE MARFIL,28079,MADRID,66,079,66
2019-09,213,EGIPTO,28079,MADRID,713,079,713
2019-09,215,GABON,28079,MADRID,31,079,31
2019-09,217,GHANA,28079,MADRID,106,079,106
2019-09,220,GUINEA ECUATORIAL,28079,MADRID,450,079,450
2019-09,221,KENIA,28079,MADRID,188,079,188
2019-09,224,LIBIA,28079,MADRID,52,079,52
2019-09,227,MALI,28079,MADRID,50,079,50
2019-09,228,MARRUECOS,28079,MADRID,4255,079,4255
2019-09,230,MAURITANIA,28079,MADRID,86,079,86
2019-09,231,MOZAMBIQUE,28079,MADRID,64,079,64
2019-09,234,NIGERIA,28079,MADRID,288,079,288
2019-09,236,SUDAFRICA,28079,MADRID,361,079,361
2019-09,239,SENEGAL,28079,MADRID,277,079,277
2019-09,245,TANZANIA,28079,MADRID,33,079,33
2019-09,248,TÚNEZ,28079,MADRID,402,079,402
2019-09,249,UGANDA,28079,MADRID,42,079,42
2019-09,250,REPUBLICA DEMOCRATICA DEL CONGO,28079,MADRID,36,079,36
2019-09,301,CANADA,28079,MADRID,3414,079,3414
2019-09,302,EE.UU.,28079,MADRID,49986,079,49986
2019-09,303,MEXICO,28079,MADRID,16414,079,16414
2019-09,314,COSTA RICA,28079,MADRID,653,079,653
2019-09,315,CUBA,28079,MADRID,44,079,44
2019-09,317,EL SALVADOR,28079,MADRID,264,079,264
2019-09,319,GUATEMALA,28079,MADRID,684,079,684
2019-09,321,HONDURAS,28079,MADRID,337,079,337
2019-09,322,JAMAICA,28079,MADRID,50,079,50
2019-09,323,NICARAGUA,28079,MADRID,262,079,262
2019-09,324,PANAMA,28079,MADRID,715,079,715
2019-09,326,REPUBLICA DOMINICANA,28079,MADRID,534,079,534
2019-09,327,TRINIDAD Y TOBAGO,28079,MADRID,33,079,33
2019-09,340,ARGENTINA,28079,MADRID,11820,079,11820
2019-09,342,BRASIL,28079,MADRID,6483,079,6483
2019-09,343,COLOMBIA,28079,MADRID,10553,079,10553
2019-09,344,CHILE,28079,MADRID,3645,079,3645
2019-09,345,ECUADOR,28079,MADRID,1560,079,1560
2019-09,347,PARAGUAY,28079,MADRID,749,079,749
2019-09,348,PERU,28079,MADRID,5141,079,5141
2019-09,350,URUGUAY,28079,MADRID,5081,079,5081
2019-09,351,VENEZUELA,28079,MADRID,3561,079,3561
2019-09,402,ARABIA SAUDITA,28079,MADRID,1434,079,1434
2019-09,403,BAHREIN,28079,MADRID,50,079,50
2019-09,407,CHINA,28079,MADRID,13787,079,13787
2019-09,408,EMIRATOS ARABES UNIDOS,28079,MADRID,1933,079,1933
2019-09,409,FILIPINAS,28079,MADRID,844,079,844
2019-09,410,INDIA,28079,MADRID,2115,079,2115
2019-09,411,INDONESIA,28079,MADRID,433,079,433
2019-09,412,IRAQ,28079,MADRID,127,079,127
2019-09,413,IRAN,28079,MADRID,186,079,186
2019-09,414,ISRAEL,28079,MADRID,5481,079,5481
2019-09,415,JAPÓN,28079,MADRID,4610,079,4610
2019-09,416,JORDANIA,28079,MADRID,171,079,171
2019-09,418,KUWAIT,28079,MADRID,141,079,141
2019-09,420,LIBANO,28079,MADRID,466,079,466
2019-09,421,MALASIA,28079,MADRID,293,079,293
2019-09,425,OMAN,28079,MADRID,100,079,100
2019-09,426,PAKISTAN,28079,MADRID,92,079,92
2019-09,427,QATAR,28079,MADRID,786,079,786
2019-09,430,REPUBLICA DE COREA - COREA DEL SUR,28079,MADRID,1518,079,1518
2019-09,432,SINGAPUR,28079,MADRID,529,079,529
2019-09,433,SIRIA,28079,MADRID,31,079,31
2019-09,434,SRI LANKA,28079,MADRID,43,079,43
2019-09,435,TAILANDIA,28079,MADRID,1260,079,1260
2019-09,436,TURQUIA,28079,MADRID,1040,079,1040
2019-09,437,VIETNAN,28079,MADRID,189,079,189
2019-09,442,AZERBAIYAN,28079,MADRID,54,079,54
2019-09,443,KAZAJSTAN,28079,MADRID,179,079,179
2019-09,499,ASIA,28079,MADRID,436,079,436
2019-09,501,AUSTRALIA,28079,MADRID,2158,079,2158
2019-09,504,NUEVA ZELANDA,28079,MADRID,324,079,324
2019-09,000,TOTAL,28080,MAJADAHONDA,3184,080,3184
2019-09,010,TOTAL EUROPA,28080,MAJADAHONDA,2400,080,2400
2019-09,011,TOTAL UNIÓN EUROPEA,28080,MAJADAHONDA,2055,080,2055
2019-09,020,TOTAL ÁFRICA,28080,MAJADAHONDA,55,080,55
2019-09,030,TOTAL AMÉRICA,28080,MAJADAHONDA,450,080,450
2019-09,031,TOTAL AMÉRICA DEL NORTE,28080,MAJADAHONDA,237,080,237
2019-09,033,TOTAL SUDAMÉRICA,28080,MAJADAHONDA,207,080,207
2019-09,040,TOTAL ASIA,28080,MAJADAHONDA,277,080,277
2019-09,102,AUSTRIA,28080,MAJADAHONDA,371,080,371
2019-09,103,BÉLGICA,28080,MAJADAHONDA,39,080,39
2019-09,107,DINAMARCA,28080,MAJADAHONDA,53,080,53
2019-09,110,FRANCIA,28080,MAJADAHONDA,427,080,427
2019-09,113,IRLANDA,28080,MAJADAHONDA,44,080,44
2019-09,115,ITALIA,28080,MAJADAHONDA,90,080,90
2019-09,117,LUXEMBURGO,28080,MAJADAHONDA,74,080,74
2019-09,121,PAÍSES BAJOS,28080,MAJADAHONDA,515,080,515
2019-09,123,PORTUGAL,28080,MAJADAHONDA,80,080,80
2019-09,125,REINO UNIDO,28080,MAJADAHONDA,278,080,278
2019-09,126,ALEMANIA,28080,MAJADAHONDA,236,080,236
2019-09,131,SUECIA,28080,MAJADAHONDA,78,080,78
2019-09,132,SUIZA,28080,MAJADAHONDA,37,080,37
2019-09,228,MARRUECOS,28080,MAJADAHONDA,47,080,47
2019-09,302,EE.UU.,28080,MAJADAHONDA,187,080,187
2019-09,340,ARGENTINA,28080,MAJADAHONDA,44,080,44
2019-09,343,COLOMBIA,28080,MAJADAHONDA,76,080,76
2019-09,348,PERU,28080,MAJADAHONDA,32,080,32
2019-09,351,VENEZUELA,28080,MAJADAHONDA,34,080,34
2019-09,407,CHINA,28080,MAJADAHONDA,230,080,230
2019-09,000,TOTAL,28082,MANZANARES EL REAL,237,082,237
2019-09,010,TOTAL EUROPA,28082,MANZANARES EL REAL,203,082,203
2019-09,011,TOTAL UNIÓN EUROPEA,28082,MANZANARES EL REAL,154,082,154
2019-09,030,TOTAL AMÉRICA,28082,MANZANARES EL REAL,30,082,30
2019-09,110,FRANCIA,28082,MANZANARES EL REAL,59,082,59
2019-09,121,PAÍSES BAJOS,28082,MANZANARES EL REAL,37,082,37
2019-09,125,REINO UNIDO,28082,MANZANARES EL REAL,45,082,45
2019-09,000,TOTAL,28083,MECO,825,083,825
2019-09,010,TOTAL EUROPA,28083,MECO,730,083,730
2019-09,011,TOTAL UNIÓN EUROPEA,28083,MECO,655,083,655
2019-09,030,TOTAL AMÉRICA,28083,MECO,72,083,72
2019-09,031,TOTAL AMÉRICA DEL NORTE,28083,MECO,57,083,57
2019-09,110,FRANCIA,28083,MECO,61,083,61
2019-09,115,ITALIA,28083,MECO,36,083,36
2019-09,121,PAÍSES BAJOS,28083,MECO,57,083,57
2019-09,122,POLONIA,28083,MECO,49,083,49
2019-09,125,REINO UNIDO,28083,MECO,38,083,38
2019-09,126,ALEMANIA,28083,MECO,174,083,174
2019-09,128,RUMANIA,28083,MECO,44,083,44
2019-09,131,SUECIA,28083,MECO,88,083,88
2019-09,000,TOTAL,28084,MEJORADA DEL CAMPO,659,084,659
2019-09,010,TOTAL EUROPA,28084,MEJORADA DEL CAMPO,538,084,538
2019-09,011,TOTAL UNIÓN EUROPEA,28084,MEJORADA DEL CAMPO,486,084,486
2019-09,020,TOTAL ÁFRICA,28084,MEJORADA DEL CAMPO,33,084,33
2019-09,030,TOTAL AMÉRICA,28084,MEJORADA DEL CAMPO,69,084,69
2019-09,031,TOTAL AMÉRICA DEL NORTE,28084,MEJORADA DEL CAMPO,45,084,45
2019-09,110,FRANCIA,28084,MEJORADA DEL CAMPO,127,084,127
2019-09,115,ITALIA,28084,MEJORADA DEL CAMPO,35,084,35
2019-09,121,PAÍSES BAJOS,28084,MEJORADA DEL CAMPO,65,084,65
2019-09,125,REINO UNIDO,28084,MEJORADA DEL CAMPO,40,084,40
2019-09,126,ALEMANIA,28084,MEJORADA DEL CAMPO,97,084,97
2019-09,228,MARRUECOS,28084,MEJORADA DEL CAMPO,30,084,30
2019-09,000,TOTAL,28085,MIRAFLORES DE LA SIERRA,241,085,241
2019-09,010,TOTAL EUROPA,28085,MIRAFLORES DE LA SIERRA,174,085,174
2019-09,011,TOTAL UNIÓN EUROPEA,28085,MIRAFLORES DE LA SIERRA,116,085,116
2019-09,030,TOTAL AMÉRICA,28085,MIRAFLORES DE LA SIERRA,48,085,48
2019-09,031,TOTAL AMÉRICA DEL NORTE,28085,MIRAFLORES DE LA SIERRA,33,085,33
2019-09,121,PAÍSES BAJOS,28085,MIRAFLORES DE LA SIERRA,39,085,39
2019-09,125,REINO UNIDO,28085,MIRAFLORES DE LA SIERRA,48,085,48
2019-09,302,EE.UU.,28085,MIRAFLORES DE LA SIERRA,33,085,33
2019-09,000,TOTAL,28086,"MOLAR, EL",451,086,451
2019-09,010,TOTAL EUROPA,28086,"MOLAR, EL",338,086,338
2019-09,011,TOTAL UNIÓN EUROPEA,28086,"MOLAR, EL",277,086,277
2019-09,020,TOTAL ÁFRICA,28086,"MOLAR, EL",63,086,63
2019-09,030,TOTAL AMÉRICA,28086,"MOLAR, EL",46,086,46
2019-09,031,TOTAL AMÉRICA DEL NORTE,28086,"MOLAR, EL",30,086,30
2019-09,110,FRANCIA,28086,"MOLAR, EL",57,086,57
2019-09,121,PAÍSES BAJOS,28086,"MOLAR, EL",30,086,30
2019-09,122,POLONIA,28086,"MOLAR, EL",30,086,30
2019-09,125,REINO UNIDO,28086,"MOLAR, EL",48,086,48
2019-09,126,ALEMANIA,28086,"MOLAR, EL",69,086,69
2019-09,228,MARRUECOS,28086,"MOLAR, EL",61,086,61
2019-09,000,TOTAL,28087,"MOLINOS, LOS",73,087,73
2019-09,010,TOTAL EUROPA,28087,"MOLINOS, LOS",59,087,59
2019-09,011,TOTAL UNIÓN EUROPEA,28087,"MOLINOS, LOS",41,087,41
2019-09,000,TOTAL,28088,MONTEJO DE LA SIERRA,46,088,46
2019-09,010,TOTAL EUROPA,28088,MONTEJO DE LA SIERRA,32,088,32
2019-09,000,TOTAL,28089,MORALEJA DE ENMEDIO,156,089,156
2019-09,010,TOTAL EUROPA,28089,MORALEJA DE ENMEDIO,124,089,124
2019-09,011,TOTAL UNIÓN EUROPEA,28089,MORALEJA DE ENMEDIO,121,089,121
2019-09,102,AUSTRIA,28089,MORALEJA DE ENMEDIO,46,089,46
2019-09,000,TOTAL,28090,MORALZARZAL,276,090,276
2019-09,010,TOTAL EUROPA,28090,MORALZARZAL,231,090,231
2019-09,011,TOTAL UNIÓN EUROPEA,28090,MORALZARZAL,193,090,193
2019-09,110,FRANCIA,28090,MORALZARZAL,65,090,65
2019-09,121,PAÍSES BAJOS,28090,MORALZARZAL,31,090,31
2019-09,125,REINO UNIDO,28090,MORALZARZAL,33,090,33
2019-09,000,TOTAL,28091,MORATA DE TAJUÑA,135,091,135
2019-09,010,TOTAL EUROPA,28091,MORATA DE TAJUÑA,110,091,110
2019-09,011,TOTAL UNIÓN EUROPEA,28091,MORATA DE TAJUÑA,87,091,87
2019-09,000,TOTAL,28092,MÓSTOLES,3923,092,3923
2019-09,010,TOTAL EUROPA,28092,MÓSTOLES,2951,092,2951
2019-09,011,TOTAL UNIÓN EUROPEA,28092,MÓSTOLES,2524,092,2524
2019-09,020,TOTAL ÁFRICA,28092,MÓSTOLES,463,092,463
2019-09,030,TOTAL AMÉRICA,28092,MÓSTOLES,442,092,442
2019-09,031,TOTAL AMÉRICA DEL NORTE,28092,MÓSTOLES,211,092,211
2019-09,033,TOTAL SUDAMÉRICA,28092,MÓSTOLES,225,092,225
2019-09,040,TOTAL ASIA,28092,MÓSTOLES,65,092,65
2019-09,102,AUSTRIA,28092,MÓSTOLES,194,092,194
2019-09,110,FRANCIA,28092,MÓSTOLES,741,092,741
2019-09,113,IRLANDA,28092,MÓSTOLES,34,092,34
2019-09,115,ITALIA,28092,MÓSTOLES,113,092,113
2019-09,117,LUXEMBURGO,28092,MÓSTOLES,137,092,137
2019-09,121,PAÍSES BAJOS,28092,MÓSTOLES,493,092,493
2019-09,122,POLONIA,28092,MÓSTOLES,88,092,88
2019-09,123,PORTUGAL,28092,MÓSTOLES,116,092,116
2019-09,125,REINO UNIDO,28092,MÓSTOLES,245,092,245
2019-09,126,ALEMANIA,28092,MÓSTOLES,306,092,306
2019-09,128,RUMANIA,28092,MÓSTOLES,96,092,96
2019-09,131,SUECIA,28092,MÓSTOLES,111,092,111
2019-09,132,SUIZA,28092,MÓSTOLES,33,092,33
2019-09,135,UCRANIA,28092,MÓSTOLES,109,092,109
2019-09,220,GUINEA ECUATORIAL,28092,MÓSTOLES,130,092,130
2019-09,228,MARRUECOS,28092,MÓSTOLES,239,092,239
2019-09,234,NIGERIA,28092,MÓSTOLES,79,092,79
2019-09,302,EE.UU.,28092,MÓSTOLES,193,092,193
2019-09,343,COLOMBIA,28092,MÓSTOLES,107,092,107
2019-09,407,CHINA,28092,MÓSTOLES,48,092,48
2019-09,000,TOTAL,28093,NAVACERRADA,168,093,168
2019-09,010,TOTAL EUROPA,28093,NAVACERRADA,127,093,127
2019-09,011,TOTAL UNIÓN EUROPEA,28093,NAVACERRADA,100,093,100
2019-09,030,TOTAL AMÉRICA,28093,NAVACERRADA,38,093,38
2019-09,110,FRANCIA,28093,NAVACERRADA,31,093,31
2019-09,121,PAÍSES BAJOS,28093,NAVACERRADA,49,093,49
2019-09,000,TOTAL,28094,NAVALAFUENTE,52,094,52
2019-09,010,TOTAL EUROPA,28094,NAVALAFUENTE,41,094,41
2019-09,011,TOTAL UNIÓN EUROPEA,28094,NAVALAFUENTE,35,094,35
2019-09,000,TOTAL,28095,NAVALAGAMELLA,50,095,50
2019-09,010,TOTAL EUROPA,28095,NAVALAGAMELLA,38,095,38
2019-09,011,TOTAL UNIÓN EUROPEA,28095,NAVALAGAMELLA,33,095,33
2019-09,000,TOTAL,28096,NAVALCARNERO,683,096,683
2019-09,010,TOTAL EUROPA,28096,NAVALCARNERO,541,096,541
2019-09,011,TOTAL UNIÓN EUROPEA,28096,NAVALCARNERO,478,096,478
2019-09,020,TOTAL ÁFRICA,28096,NAVALCARNERO,104,096,104
2019-09,030,TOTAL AMÉRICA,28096,NAVALCARNERO,31,096,31
2019-09,102,AUSTRIA,28096,NAVALCARNERO,37,096,37
2019-09,110,FRANCIA,28096,NAVALCARNERO,140,096,140
2019-09,115,ITALIA,28096,NAVALCARNERO,33,096,33
2019-09,121,PAÍSES BAJOS,28096,NAVALCARNERO,108,096,108
2019-09,123,PORTUGAL,28096,NAVALCARNERO,38,096,38
2019-09,125,REINO UNIDO,28096,NAVALCARNERO,57,096,57
2019-09,126,ALEMANIA,28096,NAVALCARNERO,52,096,52
2019-09,228,MARRUECOS,28096,NAVALCARNERO,96,096,96
2019-09,000,TOTAL,28099,NAVAS DEL REY,31,099,31
2019-09,000,TOTAL,28100,NUEVO BAZTÁN,111,100,111
2019-09,010,TOTAL EUROPA,28100,NUEVO BAZTÁN,84,100,84
2019-09,011,TOTAL UNIÓN EUROPEA,28100,NUEVO BAZTÁN,60,100,60
2019-09,000,TOTAL,28101,OLMEDA DE LAS FUENTES,35,101,35
2019-09,000,TOTAL,28102,ORUSCO DE TAJUÑA,32,102,32
2019-09,000,TOTAL,28104,PARACUELLOS DE JARAMA,2232,104,2232
2019-09,010,TOTAL EUROPA,28104,PARACUELLOS DE JARAMA,1694,104,1694
2019-09,011,TOTAL UNIÓN EUROPEA,28104,PARACUELLOS DE JARAMA,1320,104,1320
2019-09,020,TOTAL ÁFRICA,28104,PARACUELLOS DE JARAMA,37,104,37
2019-09,030,TOTAL AMÉRICA,28104,PARACUELLOS DE JARAMA,365,104,365
2019-09,031,TOTAL AMÉRICA DEL NORTE,28104,PARACUELLOS DE JARAMA,132,104,132
2019-09,033,TOTAL SUDAMÉRICA,28104,PARACUELLOS DE JARAMA,231,104,231
2019-09,040,TOTAL ASIA,28104,PARACUELLOS DE JARAMA,128,104,128
2019-09,102,AUSTRIA,28104,PARACUELLOS DE JARAMA,46,104,46
2019-09,103,BÉLGICA,28104,PARACUELLOS DE JARAMA,42,104,42
2019-09,110,FRANCIA,28104,PARACUELLOS DE JARAMA,413,104,413
2019-09,115,ITALIA,28104,PARACUELLOS DE JARAMA,324,104,324
2019-09,121,PAÍSES BAJOS,28104,PARACUELLOS DE JARAMA,79,104,79
2019-09,123,PORTUGAL,28104,PARACUELLOS DE JARAMA,153,104,153
2019-09,125,REINO UNIDO,28104,PARACUELLOS DE JARAMA,313,104,313
2019-09,126,ALEMANIA,28104,PARACUELLOS DE JARAMA,83,104,83
2019-09,128,RUMANIA,28104,PARACUELLOS DE JARAMA,36,104,36
2019-09,302,EE.UU.,28104,PARACUELLOS DE JARAMA,95,104,95
2019-09,340,ARGENTINA,28104,PARACUELLOS DE JARAMA,76,104,76
2019-09,342,BRASIL,28104,PARACUELLOS DE JARAMA,46,104,46
2019-09,407,CHINA,28104,PARACUELLOS DE JARAMA,37,104,37
2019-09,427,QATAR,28104,PARACUELLOS DE JARAMA,31,104,31
2019-09,000,TOTAL,28106,PARLA,3035,106,3035
2019-09,010,TOTAL EUROPA,28106,PARLA,1705,106,1705
2019-09,011,TOTAL UNIÓN EUROPEA,28106,PARLA,1468,106,1468
2019-09,020,TOTAL ÁFRICA,28106,PARLA,531,106,531
2019-09,030,TOTAL AMÉRICA,28106,PARLA,244,106,244
2019-09,031,TOTAL AMÉRICA DEL NORTE,28106,PARLA,103,106,103
2019-09,033,TOTAL SUDAMÉRICA,28106,PARLA,131,106,131
2019-09,040,TOTAL ASIA,28106,PARLA,552,106,552
2019-09,102,AUSTRIA,28106,PARLA,53,106,53
2019-09,103,BÉLGICA,28106,PARLA,38,106,38
2019-09,110,FRANCIA,28106,PARLA,357,106,357
2019-09,115,ITALIA,28106,PARLA,86,106,86
2019-09,117,LUXEMBURGO,28106,PARLA,69,106,69
2019-09,121,PAÍSES BAJOS,28106,PARLA,304,106,304
2019-09,122,POLONIA,28106,PARLA,61,106,61
2019-09,123,PORTUGAL,28106,PARLA,101,106,101
2019-09,125,REINO UNIDO,28106,PARLA,162,106,162
2019-09,126,ALEMANIA,28106,PARLA,213,106,213
2019-09,128,RUMANIA,28106,PARLA,85,106,85
2019-09,131,SUECIA,28106,PARLA,68,106,68
2019-09,135,UCRANIA,28106,PARLA,54,106,54
2019-09,220,GUINEA ECUATORIAL,28106,PARLA,54,106,54
2019-09,228,MARRUECOS,28106,PARLA,377,106,377
2019-09,234,NIGERIA,28106,PARLA,83,106,83
2019-09,302,EE.UU.,28106,PARLA,103,106,103
2019-09,343,COLOMBIA,28106,PARLA,55,106,55
2019-09,407,CHINA,28106,PARLA,459,106,459
2019-09,430,REPUBLICA DE COREA - COREA DEL SUR,28106,PARLA,58,106,58
2019-09,000,TOTAL,28108,PEDREZUELA,121,108,121
2019-09,010,TOTAL EUROPA,28108,PEDREZUELA,85,108,85
2019-09,011,TOTAL UNIÓN EUROPEA,28108,PEDREZUELA,74,108,74
2019-09,110,FRANCIA,28108,PEDREZUELA,32,108,32
2019-09,000,TOTAL,28109,PELAYOS DE LA PRESA,80,109,80
2019-09,010,TOTAL EUROPA,28109,PELAYOS DE LA PRESA,60,109,60
2019-09,011,TOTAL UNIÓN EUROPEA,28109,PELAYOS DE LA PRESA,54,109,54
2019-09,000,TOTAL,28110,PERALES DE TAJUÑA,174,110,174
2019-09,010,TOTAL EUROPA,28110,PERALES DE TAJUÑA,139,110,139
2019-09,011,TOTAL UNIÓN EUROPEA,28110,PERALES DE TAJUÑA,116,110,116
2019-09,126,ALEMANIA,28110,PERALES DE TAJUÑA,30,110,30
2019-09,000,TOTAL,28111,PEZUELA DE LAS TORRES,41,111,41
2019-09,010,TOTAL EUROPA,28111,PEZUELA DE LAS TORRES,41,111,41
