GEOCODIGO,DESBDT,capacidad_zona,prop_riesgo,tasa_riesgo,tasa_mayores,poblacion_mayores,nombre_zona,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,area,densidad_hab_km
014,Alpes,8976,0.17572430181603946,-0.0010734994358875,0.02134447660933676,0.1592718243902439,Alpes,20,42.77304750383276,35875,0.523536593728223,0.476463406271777,0.1448481505226481,0.6958588097560975,0.1592718243902439,0.06506384111498258,0.11141502439024392,0.08810727804878049,0.07032268710801394,0.4424602174216028,0.09769199442508712,0.5406908989547038,0.5976912864111498,9523456.29786909,3767.0147137680647
015,Andrés Mellado,5871,0.3125352647797105,0.01562465459071554,0.02765598999157864,0.2839678016726404,Andrés Mellado,22,47.8172057646356,23436,0.5655489930022188,0.4344510069977811,0.10313334186721285,0.6129021804062127,0.2839678016726404,0.08713834272060078,0.1430267451783581,0.0771247653183137,0.07293147294760198,0.6876346134152586,0.07450893923877794,0.48119366359447,0.5202294973544973,749504.097390158,31268.674956689763
016,Ángela Uriarte,6805,0.1635912959093307,0.00977533195492384,0.02955136676908981,0.14889243221367868,Ángela Uriarte,19,42.621565597292225,27181,0.5237460652661786,0.4762539347338214,0.12590633898679224,0.7251959236231191,0.14889243221367868,0.13649714506456717,0.20713158824178657,0.06405017843346456,0.04650942570177697,0.2858797358448917,0.16216747360288436,0.4993620985247048,0.5950804275045068,1152365.7276852,23587.12980348651
017,Antonio Leyva,3459,0.2199684015462589,0.00991904868450527,0.01949434298557729,0.19956941048824595,Antonio Leyva,11,44.204263804701625,13825,0.5393158625678119,0.46068413743218806,0.11782975768535262,0.6826008318264014,0.19956941048824595,0.21179048101265824,0.32106452079566,0.04538835443037975,0.03518904159132007,0.35915760578661843,0.14333450994575045,0.4844702857142857,0.5652924195298372,486985.863850803,28388.914394105577
018,Aquitania,6105,0.18737795575457725,0.01471918105342649,0.01694184580233029,0.17048784810126583,Aquitania,20,42.78045341363822,24490,0.528907970600245,0.471092029399755,0.1462736463862801,0.6832606206614944,0.17048784810126583,0.11223159248672929,0.20196270722743975,0.05366750510412413,0.03817495712535729,0.2899343037974684,0.15861355655369538,0.49503104124132297,0.5869759616169865,1305256.36489359,18762.597646475777
019,Aranjuez,11152,0.1787526244170455,0.01410610597549044,0.02893673702425513,0.16360604314288277,Aranjuez,23,40.83043056327922,44596,0.5126470154273927,0.4873529845726074,0.1812902928513768,0.6551087025742219,0.16360604314288277,0.1484767310969594,0.18809454883846083,0.05901431966992555,0.04557795990671809,0.3737848349627769,0.15962320835949412,0.4904781684456005,0.5813866669656472,186962228.62268,238.5294630286096
020,Aravaca,7553,0.17204684046247393,0.01296950660608754,0.00952701850938704,0.15643616872523888,Aravaca,14,39.53854663581583,30037,0.5338681725871426,0.4661318274128574,0.2021717481772481,0.6413767420181776,0.15643616872523888,0.10160153144455172,0.16013144122249226,0.09556619502613443,0.09101460864933247,0.6470394446848887,0.06524841695242534,0.518881362985651,0.5548845224223458,12446214.497666,2413.3442345568405
021,Arganda del Rey,5294,0.15713949291580404,0.01459488685804109,0.03971337386224152,0.14257401833999528,Arganda del Rey,11,39.9544765906419,21265,0.49980271337879145,0.5001972866212085,0.1803856571831648,0.6770338819656713,0.14257401833999528,0.23032864801316716,0.23805179402774512,0.04181642134963555,0.02993166235598401,0.21904928756172112,0.186809795438514,0.5079877827415942,0.6237156971549495,17412422.3333123,1221.2545499380176
022,Arganda - Felicidad,8788,0.12664917856448818,0.01391068150365533,0.01616367893711638,0.11569510699001426,Arganda - Felicidad,15,38.28713518402283,35050,0.5004364365192582,0.4995635634807418,0.19859943794579177,0.6857042796005707,0.11569510699001426,0.2103777803138374,0.22907504136947215,0.04711190870185449,0.03449577175463624,0.3100826134094151,0.14831800855920113,0.5751955121255349,0.6725509386590585,62928443.1400104,556.9818392299449
023,Argüelles,5948,0.2732492700404857,0.01037282491682595,0.03654145302274989,0.2490911397722976,Argüelles,20,46.591062223249175,23803,0.5456437381842625,0.4543562618157375,0.10070849472755534,0.6502111960677226,0.2490911397722976,0.1325557408729992,0.2088394067974625,0.07232770659160609,0.0666102256018149,0.6634498634625888,0.08499368987102467,0.4938824433894887,0.539972297609545,758449.460373054,31383.76548951879
024,Arroyomolinos,8415,0.0694397409167905,5.324152068313624e-5,0.03512212693950629,0.06326854578309683,Arroyomolinos,14,33.8256487217466,33757,0.5017269721835471,0.4982730278164529,0.26663129128773294,0.6700694670734959,0.06326854578309683,0.06608400924252748,0.1107041591373641,0.06464215718221407,0.04943017744467814,0.4523822081346092,0.09520449092040167,0.669527084752792,0.7373457682850965,20806575.9022828,1622.419765680731
025,Barajas,5633,0.14452370027731984,0.01309912873947355,0.02082965733585914,0.1305844878178908,Barajas,13,39.78000834963542,22492,0.5189021429841721,0.4810978570158279,0.18104431797972612,0.6883784812377735,0.1305844878178908,0.12660855859861284,0.19989111684154365,0.05585777165214298,0.04434975546861106,0.4611971812199893,0.10460042681842432,0.5920292326160412,0.6590529921749955,3816571.99222461,5893.246621791045
026,Barcelona,5090,0.30821100304194865,0.00971935630235499,0.02567220914851499,0.2793498187695925,Barcelona,17,46.62334622844827,20416,0.5185597423589341,0.48144025764106585,0.123088420846395,0.5975633865595612,0.2793498187695925,0.16184204055642634,0.20977860991379307,0.03329105603448275,0.02175052409874608,0.2004543789184953,0.17115648510971787,0.41445084247648906,0.5004814557210031,671635.984163685,30397.418365577625
027,Barrio del Puerto,3815,0.15269577771964454,0.00922102246647335,0.00975451520465539,0.13856261498028907,Barrio del Puerto,9,39.26208219448094,15220,0.5042514257555848,0.4957485742444152,0.21228616294349545,0.6491425755584758,0.13856261498028907,0.1229937582128778,0.130299691195795,0.0481273455978975,0.03478535479632063,0.34817313403416555,0.1075455453350854,0.6006323784494086,0.6688625164257556,1158450.70087104,13138.23712010884
028,Baviera,3427,0.2868076149460028,0.00264623808050362,0.02323006503022436,0.26068723543530437,Baviera,13,47.02117369263219,13749,0.5434502436540839,0.4565497563459161,0.1261021965233835,0.613202392901302,0.26068723543530437,0.06473137682740562,0.1203094843261328,0.07086854316677577,0.06464730525856426,0.6601068368608626,0.08721863408247874,0.4880179940359299,0.5346881009527966,736483.500287725,18668.44266657518
029,Benita de Ávila,4819,0.29239216766272874,0.00760924972445689,0.03043612458356182,0.26582108998601256,Benita de Ávila,15,46.83162099155572,19303,0.536846003211936,0.463153996788064,0.13163081386313008,0.6025517743355955,0.26582108998601256,0.11659765839506812,0.18006465834326268,0.05145674247526291,0.04197945397088535,0.4308454229912448,0.11540202559187691,0.4531176708283686,0.5128151789877221,1602635.55912411,12044.534947514636
030,Boadilla del Monte,14721,0.12166309741439156,0.01208970780099851,0.02099078486897198,0.11123664745762712,Boadilla del Monte,27,37.44675728644068,59000,0.5114951254237288,0.4885048745762712,0.2280970881355932,0.660652106779661,0.11123664745762712,0.07787534406779661,0.13310630169491527,0.0942556508474576,0.08371366610169492,0.6247955762711864,0.06574559491525424,0.5897891542372882,0.6309332457627119,47440400.4672288,1243.6657241280334
031,Brújula,4542,0.22006589187779968,0.01679339775764522,0.01545863090845639,0.2000637114537445,Brújula,11,42.57665916850221,18160,0.5074242676211455,0.49257573237885455,0.1579426817180617,0.6420083865638767,0.2000637114537445,0.174156327092511,0.2245094603524229,0.04188678964757709,0.03022110682819383,0.25037881607929513,0.16166867290748901,0.4789681497797356,0.5702186398678414,2232385.83722996,8134.794486303365
032,Buenavista,5581,0.22995062373909023,0.00948606136328502,0.01344218147549559,0.20866850178890875,Buenavista,16,44.00996860465116,22360,0.5237533452593918,0.47624665474060823,0.13998067531305905,0.6513366055456172,0.20866850178890875,0.19999005813953483,0.29414047853309483,0.04020488819320215,0.02706442754919499,0.2615502951699464,0.1517155769230769,0.4753384838998211,0.5602080992844365,1075324.80305072,20793.717336905273
033,Buitrago de Lozoya,1446,0.2083949790245128,0.01193835805779684,0.01964077577377488,0.18910757785467128,Buitrago de Lozoya,22,45.31232614581319,5780,0.4254348788927336,0.4692017993079585,0.12508814878892732,0.5804388235294118,0.18910757785467128,0.1238752249134948,0.14601560553633217,0.0426542214532872,0.02902581314878893,0.30246762975778546,0.11650717993079586,0.4503674221453287,0.5175914705882353,519448373.768941,11.127188555933447
034,Bustarviejo,5082,0.26325837914494793,0.00973097479708547,0.03069161460676796,0.2386686261006444,Bustarviejo,16,46.29376986079,20329,0.5505904471444734,0.4494095528555266,0.09582223424664273,0.665504299276895,0.2386686261006444,0.14787625559545475,0.23685206847360912,0.05349742732057651,0.0478940577500123,0.6121071080722121,0.09426336268385066,0.5114992621378327,0.5652836981651828,706292.180441024,28782.705745526076
035,Butarque,6507,0.0971085042268326,0.00311470221585696,0.01516025069698723,0.08851191503992054,Butarque,12,36.59792755472361,26177,0.5143734690759063,0.4856265309240936,0.2242947893188677,0.6872160446193222,0.08851191503992054,0.12530983687970357,0.2067450433586737,0.0503731099820453,0.03628915078122016,0.3785893226878558,0.12093215800129883,0.6236842457118844,0.7065146922871223,6367530.0877466,4111.013161975298
036,Cadalso de los Vidrios,1470,0.26078799158507815,0.0079250271835016,0.01878989888672556,0.23706510876954456,Cadalso de los Vidrios,5,45.558628144119645,5884,0.4825068830727396,0.5174931169272604,0.13731223657375932,0.6255975866757308,0.23706510876954456,0.14021621346023114,0.13819935418082935,0.03407462610469069,0.02189573419442556,0.19199196125084975,0.23040778382053023,0.4200612338545208,0.5459509007477906,145895103.325558,40.33034602175875
037,Campamento,3838,0.2291393172228739,0.00802855023144825,0.00705859996179159,0.20893165083907897,Campamento,11,44.10251131780929,15374,0.5444174385325875,0.4555825614674125,0.13242620658254198,0.6586512423572265,0.20893165083907897,0.25172417718225576,0.3613226941589697,0.04800945102120463,0.03722192662937427,0.3176410888513074,0.13927828801873293,0.4583257837908157,0.5317701704175881,668980.905070063,22981.2239534548
038,Campo Real,5161,0.1469604755752855,0.00970343301644407,0.02494312836014856,0.1333157578109839,Campo Real,11,40.32488175334757,20612,0.4896700902386959,0.5103299097613041,0.17455766543760917,0.6921233601785368,0.1333157578109839,0.16539362507277316,0.187816519503202,0.04184059771007181,0.02961463710459926,0.2921929070444401,0.1540851300213468,0.5310792693576557,0.6272653939452746,225744024.17108,91.30695740756002
039,Campo de la Paloma,4792,0.19288976999346724,0.01550012685991941,0.03307901520114145,0.17422187304565354,Campo de la Paloma,14,42.81159434542422,19188,0.5251367521367521,0.47486324786324785,0.14189843131123617,0.6838666301855326,0.17422187304565354,0.13687415572232645,0.21654220867208673,0.03815174588284344,0.02442351469668543,0.20455471648947257,0.1969744579945799,0.458997951844903,0.5708405722326454,654264.672566659,29327.580724672327
040,Canal de Panamá,7658,0.2857373013979062,0.01381587874228772,0.03497041009402783,0.259571527144903,Canal de Panamá,27,47.25791334461659,30724,0.5555568806145033,0.4444431193854967,0.11707860304647832,0.623352831662544,0.259571527144903,0.11687376969144644,0.20075437768519724,0.05260023108970186,0.0448078375211561,0.4866866163259992,0.12070471292800418,0.4696157401380029,0.5343906620231741,1394676.08642404,22029.487921296884
041,Canillejas,7167,0.2550068992361844,0.00917738201873206,0.02814702730897356,0.2316187417126108,Canillejas,22,45.44881689231628,28658,0.5316594354107056,0.46834056458929446,0.12603707167283132,0.6423306441482308,0.2316187417126108,0.1655069823434992,0.2511756752041315,0.0437964407844232,0.03207778979691535,0.31296306092539605,0.1392611871030777,0.46007296042989737,0.5346481924767953,1597474.50794515,17939.566395249163
042,Carabanchel Alto,6909,0.07945496270170717,0.00873319159931746,0.00130211209797387,0.07291296999963812,Carabanchel Alto,15,36.317477722288565,27633,0.512607585133717,0.4873924148662831,0.2334503781710274,0.6936286143379292,0.07291296999963812,0.08964121159483227,0.150251025947237,0.0623767741468534,0.04810315564723338,0.47901245974016576,0.09478713856620707,0.6522461115333117,0.7190836861723302,4565899.72257672,6052.038301096459
043,Caramuel,5652,0.23557113752642703,0.01348481687702368,0.0248202950412376,0.21414251046025104,Caramuel,22,45.428769980180576,22705,0.5409700506496367,0.45902994935036334,0.10860918299933936,0.6772408015855538,0.21414251046025104,0.178422356309183,0.2772554547456508,0.05343527857300154,0.04230624091609777,0.42290648755780663,0.14810840783968288,0.47744016736401673,0.560703602730676,834946.125046903,27193.371307309855
044,Carmen Calzado,7756,0.26781236207868525,0.01278331599336828,0.02456135603301202,0.24307467264400437,Carmen Calzado,29,45.998771173321295,31006,0.5298302554344321,0.4701697445655679,0.11419778429981292,0.6427127072179578,0.24307467264400437,0.1964784944849384,0.2400069244662323,0.07438074888731212,0.06545226730310262,0.3850912533058118,0.14129129200799845,0.4565679320131587,0.5316056859962588,1074963.96323444,28843.757614633516
045,Casa de Campo,3253,0.27352099965503623,0.0065562215272524,0.01646599714170088,0.2491561287342162,Casa de Campo,11,47.68762570834616,12988,0.5357361179550354,0.4642638820449646,0.09693467046504466,0.6539280181706191,0.2491561287342162,0.09308256852479212,0.14897843393902063,0.0704060594394826,0.06303095934708962,0.5733046119494918,0.1034613566368956,0.4847437018786572,0.5409088235294117,17485221.1143654,742.7987278541991
046,Castelló,3864,0.26753083502671343,0.0064625242151894,0.02170489470947982,0.2428931003236246,Castelló,14,46.131705637540456,15450,0.5511909644012946,0.4488090355987055,0.11592968284789644,0.641173572815534,0.2428931003236246,0.16589389644012945,0.2614806925566343,0.06153271197411003,0.0585304142394822,0.7018126472491909,0.0611428284789644,0.47176991585760514,0.5025317281553399,870986.784502726,17738.50105983054
047,Castilla la Nueva,5773,0.1454731199626355,0.01182290981068415,0.01135964045873096,0.1318608495682735,Castilla la Nueva,14,42.26727752852866,23047,0.5114750856944504,0.4885249143055495,0.12635572525708333,0.7417916388250098,0.1318608495682735,0.0654379702347377,0.09972014145008028,0.06233753199982644,0.04302145181585456,0.23009024601900463,0.14576071072156896,0.5399191044387556,0.6318396147003948,917946.665603676,25107.123173483546
048,Cea Bermúdez,4770,0.26059892650561706,0.01384266462257708,0.02679230774015656,0.23697321690023007,Cea Bermúdez,18,45.58633649864045,19124,0.5546977462873875,0.4453022537126125,0.10938509725998743,0.6536335076343861,0.23697321690023007,0.10184857247437776,0.17177476469357875,0.07348769085965279,0.06643020288642544,0.625336885588789,0.08407328487764067,0.5193737032001674,0.5672566408701109,478439.809959899,39971.59016011419
049,Cercedilla,3792,0.20033226324424872,0.00943826893924886,0.01672898985346895,0.18141890268057573,Cercedilla,6,43.62859530569127,15146,0.5015881750957348,0.4984118249042652,0.14246878383731676,0.6760944209692328,0.18141890268057573,0.12900472732074475,0.1569487917602007,0.05767609930014525,0.04512388089264492,0.38702513534926714,0.11970174303446454,0.5154003961441965,0.5852284893701307,87516365.4692982,173.0647738715041
050,Chopera,7808,0.24454785521187125,0.01440553863227107,0.00430917814856048,0.2225506979412327,Chopera,25,45.60806066670916,31378,0.5452158008795972,0.45478419912040285,0.10524112754158964,0.6722216202434828,0.2225506979412327,0.14165806297405825,0.24164593664350817,0.05230806297405826,0.04298820829880808,0.48940152336031617,0.11528857479762893,0.5143472496653706,0.5813194977372681,797154.533232979,39362.50587792789
051,Ciempozuelos,6626,0.15566217607063632,0.01199052940183534,0.01632549243829518,0.14128179445474146,Ciempozuelos,12,40.34020787154367,26437,0.49509292279759426,0.5049070772024057,0.17695379581646933,0.6817648863335476,0.14128179445474146,0.1590879411430949,0.21007875326247305,0.04369128494155917,0.02928849339940235,0.24337963838559595,0.15657269735597837,0.5062001475205204,0.5996529939100503,59595352.5833534,443.60841666342577
052,Ciudad San Pablo,2971,0.23729467083083391,0.00693986803374614,0.03364434929069847,0.2156872843558024,Ciudad San Pablo,9,43.82789727341581,11883,0.511392838508794,0.488607161491206,0.1403512412690398,0.6439523184381049,0.2156872843558024,0.17943935874779096,0.18893909787090804,0.03353962804005722,0.022024665488513,0.2055770091727678,0.14181295969031388,0.49606504249768574,0.5777341075485988,1714583.02358734,6930.548032102737
053,Ciudad de los Periodistas,6205,0.3837781325177272,0.01170559845712212,0.01665718635268836,0.3487099285050692,Ciudad de los Periodistas,20,49.490521985701015,24757,0.5363804378559599,0.46361956214404,0.12489100052510402,0.5264012602496264,0.3487099285050692,0.04491532899785919,0.0881011269539928,0.05933224138627459,0.05163088015510764,0.5920956699115402,0.08281104738053884,0.4242127519489437,0.4625044310700004,1113452.19567158,22234.45253980373
054,Collado Mediano,3357,0.16919954342863744,0.00435318451959603,0.02732750042209102,0.15397857036596252,Collado Mediano,6,41.56463136715264,13444,0.5016949419815531,0.4983050580184469,0.16958099523951206,0.6764141550133889,0.15397857036596252,0.13021573936328473,0.16223775662005355,0.06197032133293664,0.04890760190419518,0.4475939006248141,0.13137128086878905,0.51811833531687,0.5962815010413567,51871472.2795864,259.17907106120026
055,Collado Villalba Estación,6533,0.1730941174146896,0.01716511850850518,0.02946585640197786,0.15716436966425482,Collado Villalba Estación,13,41.96290176869186,26121,0.515642762528234,0.484357237471766,0.145218866046476,0.6976426553347882,0.15716436966425482,0.15275125378048313,0.22633129282952416,0.06657798706021974,0.0484158148616056,0.4142264614677846,0.1342681176065235,0.5160488955246736,0.5961328930745377,4186064.13704736,6239.990393081852
056,Collado Villalba Pueblo,6179,0.1357622837514375,0.0199019994925293,0.02004398704326374,0.123314385469223,Collado Villalba Pueblo,12,39.44508818970736,24775,0.5172277093844602,0.4827722906155399,0.17705417154389505,0.6996238102926337,0.123314385469223,0.1470413683148335,0.21413326740665992,0.06792861352169526,0.04845050655903128,0.42346426639757817,0.1264771503531786,0.5618057840565086,0.6425454530776993,20069552.3682348,1234.4570295056892
057,Colmenar Viejo Norte,7365,0.15330859726613022,0.00816389261766745,0.01647677694450151,0.1381675792262491,Colmenar Viejo Norte,14,39.5718651268639,29441,0.5091274684963146,0.49087253150368537,0.18826205971264565,0.6735385143167691,0.1381675792262491,0.11407038823409532,0.16875779015658438,0.06913482897999389,0.05641346421656873,0.4497885262049523,0.1036141061784586,0.5695343398661731,0.6342797391392955,2524036.60233344,11664.25240140423
058,Colmenar Viejo Sur,5755,0.1423875075476469,0.00477932686841734,0.01470304490866496,0.12951125781792913,Colmenar Viejo Sur,10,39.47364750694927,23024,0.5034666782487839,0.4965333217512161,0.1780256818971508,0.692471108408617,0.12951125781792913,0.14489761987491315,0.2171002258512856,0.06152000086865879,0.04541539263377345,0.3580930203266157,0.11659372828353023,0.5555971160528145,0.6281389115705351,180448629.864483,127.59309958347168
059,Colmenar de Oreja,4614,0.2048197994495886,0.01284859813721206,0.02739589225574796,0.18712322678678028,Colmenar de Oreja,11,43.02479422586422,18427,0.4948369186519781,0.5051630813480219,0.15222882183752104,0.6606604384870028,0.18712322678678028,0.10914341455472948,0.1362559233733109,0.03494500461279644,0.02395863678298149,0.1801432843110653,0.16786813371682854,0.4753312584794051,0.5715130949150703,317422108.914925,58.05203696425184
060,Comillas,5601,0.25724805483711227,0.00932472698059587,0.00936542584517187,0.23394878201124297,Comillas,17,45.99440808869456,22414,0.5393047336486125,0.4606952663513875,0.10983511644507896,0.6561992683144463,0.23394878201124297,0.19095170429196037,0.30159527527438207,0.04284648434014455,0.03321701168912287,0.3636051128758811,0.15366602123672704,0.4582106005175337,0.5421149817078612,665253.623219087,33692.41326569736
061,Cortes,6794,0.18380003997950484,0.02200808880252388,0.02246210843536399,0.16581252431817348,Cortes,23,43.97008221194435,27243,0.48815900598318834,0.5118409940168116,0.0701526777520831,0.7640517050251441,0.16581252431817348,0.25169369012223325,0.3604583893110157,0.05985092684359285,0.0541215064420218,0.6314304702125317,0.11561337958374628,0.5222032338582389,0.5904955584920897,2090020.7409469,13034.7988736501
062,Coslada - Jaime Vera,3551,0.269786551854329,0.00980379998633415,0.01710500633435688,0.2461497043527819,Coslada  -  Jaime Vera,10,46.08235364394101,14037,0.5104401937735984,0.48955980622640166,0.11712888081498896,0.6367455154235236,0.2461497043527819,0.10864614233810645,0.1260174609959393,0.04482896630334117,0.03390245066609674,0.31860767257961103,0.11519125881598632,0.4814218280259315,0.5449983899693667,2574017.3590935,5453.343175954126
063,Cuzco,5198,0.2294535701272128,0.01344869681225388,-0.00264889356487943,0.20825873648810955,Cuzco,16,43.39630946913284,20815,0.5126039538794139,0.4873960461205861,0.14125162142685563,0.6505050972856113,0.20825873648810955,0.12720688926255103,0.16790751861638242,0.04012488589959164,0.02672642325246217,0.17580403555128513,0.1602683593562335,0.4630957770838338,0.5510672399711746,874982.894660104,23789.03647949118
064,Daganzo de Arriba,4629,0.11025324287046494,0.01014001079390333,0.00591149543926806,0.09980986233598624,Daganzo de Arriba,8,38.1615460152721,18596,0.4902741019574102,0.5097258980425897,0.20220217251021727,0.6980055764680576,0.09980986233598624,0.10286956872445686,0.1435440739944074,0.15338307162830717,0.13858626048612607,0.4077240105399011,0.11155693159819316,0.5992184986018498,0.6735183318993332,127157816.254774,146.24346774515982
065,Daroca,8544,0.265744094036906,0.00628363395558797,0.02916019328792573,0.24170875600327985,Daroca,32,46.672227008902425,34148,0.5511609728241771,0.44883902717582286,0.11096545039240951,0.6473383009253837,0.24170875600327985,0.170748816914607,0.2964197786107532,0.04350146714302448,0.03348353051423217,0.3621637167623287,0.1330442104954902,0.4726519766897036,0.5453497452266605,2813686.75594805,12136.39006823064
066,Dehesa Vieja,3993,0.09856075654113844,0.01094396149757171,0.018087210494648,0.08964388471177945,Dehesa Vieja,7,36.20495036340852,15960,0.5085645864661654,0.4914354135338346,0.23852625313283207,0.6718023684210527,0.08964388471177945,0.09742416666666669,0.1666146240601504,0.084138671679198,0.07425751879699248,0.6287771741854636,0.0770978007518797,0.5984326691729323,0.6489272869674185,54436704.5075519,293.18453687412136
067,Dos de Mayo,7867,0.27359028264227514,9.752068555448114e-4,0.02803283216133647,0.24889702211866843,Dos de Mayo,22,44.75911456065877,31331,0.5144534678114328,0.4855465321885673,0.14184385432957777,0.6092696562509975,0.24889702211866843,0.113595084740353,0.15955624142223357,0.03892184737161278,0.02556291532348153,0.21265863840924323,0.15579635504771633,0.4495347419488685,0.5306001532028981,12379047.2476028,2530.9702251978433
068,Doctor Cirajas,8440,0.2352865695941685,0.01732777430781443,0.03887474463308604,0.2143751629726206,Doctor Cirajas,27,44.970834022756904,33748,0.5438495999762949,0.4561504000237051,0.1142222709493896,0.6713930306981154,0.2143751629726206,0.21702033009363517,0.3749911046580538,0.04084850065189048,0.03146516534313145,0.31583531764845324,0.13731311485125045,0.4757996503496503,0.5516317322508001,861510.385732075,39173.06228563035
069,Doctor Laín Entralgo,5879,0.2713485453299819,0.01076626669105949,0.03473881181109138,0.24779197808731104,Doctor Laín Entralgo,17,45.682521364871754,23548,0.5258694963478852,0.4741305036521149,0.12511099881093937,0.6271060769492102,0.24779197808731104,0.0659866273144216,0.10539761338542553,0.07165740614914218,0.05590805163920503,0.3950682393409206,0.1219275649736708,0.472502174282317,0.5381351409886189,1691540.62458101,13921.03722358591
070,Doctor Luengo Rodríguez,10289,0.15141463755671533,0.02086305835181076,0.02677268492312998,0.1366333979688295,Doctor Luengo Rodríguez,23,37.951614504205345,41257,0.5118967593378093,0.4881032406621907,0.20753609811668325,0.6558385461861017,0.1366333979688295,0.08108309135419445,0.12051579125966502,0.0431146447875512,0.03002649732166662,0.3371435126160409,0.12086141503260052,0.6041081295295344,0.6830354485299465,2513796.49763636,16412.22749685291
071,Doctor Tamames,4811,0.2389394431636835,0.01237754764449831,0.02379962686566744,0.21771603892027624,Doctor Tamames,14,45.20066916195857,19116,0.509570788867964,0.490429211132036,0.11340543000627748,0.6688650449884913,0.21771603892027624,0.27024952919020717,0.26789518204645324,0.04653387738020506,0.0343071510776313,0.24630256329776104,0.1411116394643231,0.4727131879054195,0.5504778039338774,826201.145180726,23137.222831878917
072,Doctor Trueta,2611,0.27904204830298623,0.00645026784539092,0.01807201573542666,0.2550038737446198,Doctor Trueta,9,45.3711012721186,10455,0.5200326542324246,0.4799673457675753,0.1309370636059302,0.614055762792922,0.2550038737446198,0.22010101386896225,0.3005325011956002,0.03712452415112386,0.02695563845050215,0.2229087900526064,0.18376029650884745,0.4245372549019608,0.5199615112386419,187545.850652537,55746.36796081296
073,El Bercial,8214,0.08428424506528397,0.01305363176744527,0.03577891794904399,0.07723157219643292,El Bercial,15,34.6893892621549,32744,0.49758188064989006,0.5024181193501099,0.26002185133154165,0.6627456938675788,0.07723157219643292,0.06155139567554361,0.08224612448082091,0.05218793672123137,0.04086373992181773,0.50520439775226,0.08236015758612264,0.7077437667969705,0.7682431559980455,1935983.28972986,16913.369125499517
074,El Escorial,4170,0.19927677778171937,0.00532951184177874,0.02596234109318454,0.181164054912775,El Escorial,9,43.21144279119957,16681,0.5080059408908338,0.4919940591091661,0.14748299862118577,0.671369762004676,0.181164054912775,0.11204261135423536,0.16211548468317247,0.06460396259217073,0.05215545830585696,0.4611665667525928,0.11714153228223728,0.5025028475511061,0.5691933637072119,68868759.8347709,242.21432243038575
075,El Espinillo,3810,0.19885740318684583,0.00373183299880448,0.0082642305912864,0.18126461043226907,El Espinillo,11,43.60906608855604,15222,0.5230069570358692,0.47699304296413086,0.12068240047299962,0.6980740441466299,0.18126461043226907,0.17356687031927473,0.28024509919852847,0.05818261726448561,0.04122650768624359,0.2511684732623834,0.17102695440809354,0.46899943502824853,0.5652378071212718,814533.335780325,18688.00125340148
076,El Greco,4273,0.2880348797177152,0.01145723117758731,0.01844357465109682,0.26193399624545344,El Greco,14,46.102174709609294,17046,0.5219451836207908,0.4780548163792091,0.12854626891939458,0.6095210606593922,0.26193399624545344,0.222111216707732,0.25631077085533266,0.03600863545699871,0.02434511322304353,0.20249438577965503,0.18066840901091163,0.4283717059720755,0.5225846650240525,520059.55038962,32777.01560759613
077,El Juncal,6748,0.15173689541098623,0.00778354063390783,8.109017973015921e-4,0.13780881939824055,El Juncal,15,40.47504454054853,27054,0.5050562393731057,0.4949437606268944,0.15809351667036298,0.7041055038072004,0.13780881939824055,0.11055401049752346,0.15956742810674948,0.05920638352923782,0.04104346861831891,0.29507291343239445,0.13031854808900717,0.5574566127005248,0.6395630960301619,17849616.6832469,1515.6627999407992
078,El Molar,8475,0.1275749188591021,0.01000552675815812,0.01804741153889363,0.11557860769957488,El Molar,14,38.71907307215399,33872,0.49720521669815776,0.5027947833018422,0.19790285191308457,0.6865452350023618,0.11557860769957488,0.17333193197921587,0.22610524622106756,0.0587461974492206,0.04476709081247047,0.407566095890411,0.1142144278460085,0.561246150212565,0.6334403312470477,173193380.798198,195.57329410566263
079,El Naranjo,6352,0.14706679784708504,0.01037170662075832,-0.00592327669945986,0.1336307185699165,El Naranjo,14,38.93167506370301,25509,0.5055590027049277,0.4944409972950723,0.19326976361284257,0.6730981731937747,0.1336307185699165,0.07243585401230938,0.09906343251401468,0.04293755145242856,0.0311777843114195,0.27448135952016933,0.13170487671018072,0.5803297228429182,0.6640006311497902,6075808.86424234,4198.453336826783
080,El Pardo,864,0.27093334986082523,0.00705239526905964,0.03314002167198053,0.24681686046511628,El Pardo,4,46.9037784011628,3440,0.49912220930232554,0.5008777906976745,0.12036686046511628,0.632836773255814,0.24681686046511628,0.04766154069767442,0.07819398255813953,0.04634232558139534,0.03508863372093023,0.3573784593023256,0.09643793604651164,0.5080438081395349,0.5617813953488372,187983215.714218,18.29950608585008
081,El Restón,8641,0.0973436231953506,0.00715665633590749,0.01364456998967864,0.08807632990999309,El Restón,18,37.101369539003,34664,0.5050815803138703,0.4949184196861297,0.21356927071313175,0.6983480902377106,0.08807632990999309,0.0761539551119317,0.12924147819063006,0.07198846930533118,0.05276123355642742,0.3617930302330949,0.11550590526194324,0.596519527463651,0.673552013616432,27610492.1525978,1255.4647634826224
