GEOCODIGO,ano,semana,n_vacunas,lower,upper,dato,campana,tuits_gripe,interes_gripe
005,2023,10,144.95597981497966,-144.264551227397,434.176510857356,Predicción,NA,NA,NA
005,2023,11,144.38614680199552,-144.845487479151,433.617781083142,Predicción,NA,NA,NA
005,2023,12,143.93612070241974,-145.302438523832,433.174679928671,Predicción,NA,NA,NA
005,2023,13,143.58071221311724,-145.662166061669,432.823590487903,Predicción,NA,NA,NA
005,2023,14,143.30002806082612,-145.945543999458,432.54560012111,Predicción,NA,NA,NA
006,2022,45,200.5847576802027,65.0805043425843,336.089011017821,Predicción,NA,NA,NA
006,2022,46,177.31996707892455,6.72013103660171,347.919803121247,Predicción,NA,NA,NA
006,2022,47,159.52459737480024,-28.5970860325465,347.646280782147,Predicción,NA,NA,NA
006,2022,48,145.91281860000794,-51.7416044531677,343.567241653183,Predicción,NA,NA,NA
006,2022,49,135.50109215124837,-67.5233076161734,338.52549191867,Predicción,NA,NA,NA
006,2022,50,127.53710379694502,-78.5642971134045,333.638504707294,Predicción,NA,NA,NA
006,2022,51,121.44540413314564,-86.4351724236949,329.325980689986,Predicción,NA,NA,NA
006,2022,52,116.78582866128029,-92.1286832873165,325.700340609877,Predicción,NA,NA,NA
006,2023,1,113.22169307084184,-96.2953885366981,322.738774678382,Predicción,NA,NA,NA
006,2023,2,110.49546563151146,-99.3733655856202,320.364296848643,Predicción,NA,NA,NA
006,2023,3,108.4101588685206,-101.664201132479,318.48451886952,Predicción,NA,NA,NA
006,2023,4,106.81509595005639,-103.379421776917,317.009613677029,Predicción,NA,NA,NA
006,2023,5,105.59502331661302,-104.669764530545,315.859811163771,Predicción,NA,NA,NA
006,2023,6,104.6617828697028,-105.644107777479,314.967673516884,Predicción,NA,NA,NA
006,2023,7,103.94794198197536,-106.381993393511,314.277877357462,Predicción,NA,NA,NA
006,2023,8,103.40192105598723,-106.942081150211,313.745923262185,Predicción,NA,NA,NA
006,2023,9,102.98426656639069,-107.367965434048,313.336498566829,Predicción,NA,NA,NA
006,2023,10,102.66480028885843,-107.692246655632,313.021847233349,Predicción,NA,NA,NA
006,2023,11,102.42043872919004,-107.939425294786,312.780302753166,Predicción,NA,NA,NA
006,2023,12,102.23352519232216,-108.127987032853,312.595037417497,Predicción,NA,NA,NA
006,2023,13,102.09055397249581,-108.271922577318,312.453030522309,Predicción,NA,NA,NA
006,2023,14,101.981194479111,-108.381846276338,312.34423523456,Predicción,NA,NA,NA
007,2022,45,138.88331994065766,57.1194612084784,220.647178672837,Predicción,NA,NA,NA
007,2022,46,124.41788903789761,19.7877109322884,229.048067143507,Predicción,NA,NA,NA
007,2022,47,112.86783182448337,-4.02849174632294,229.76415539529,Predicción,NA,NA,NA
007,2022,48,103.64558172146789,-20.4395307808538,227.730694223789,Predicción,NA,NA,NA
007,2022,49,96.28199075468098,-32.1764151480347,224.740396657397,Predicción,NA,NA,NA
007,2022,50,90.40246338115895,-40.7679906723042,221.572917434622,Predicción,NA,NA,NA
007,2022,51,85.70790032192389,-47.1626927577852,218.578493401633,Predicción,NA,NA,NA
007,2022,52,81.95948298885985,-51.9837478393403,215.90271381706,Predicción,NA,NA,NA
007,2023,1,78.96652446949886,-55.6560916515713,213.589140590569,Predicción,NA,NA,NA
007,2023,2,76.57676903335772,-58.4771965000946,211.63073456681,Predicción,NA,NA,NA
007,2023,3,74.6686466829733,-60.659602453064,209.996895819011,Predicción,NA,NA,NA
007,2023,4,73.14508872847577,-62.3577365907432,208.647914047695,Predicción,NA,NA,NA
007,2023,5,71.92858977585617,-63.685417042656,207.542596594368,Predicción,NA,NA,NA
007,2023,6,70.95726492578662,-64.7275766773961,206.642106528969,Predicción,NA,NA,NA
007,2023,7,70.18170160751907,-65.5482805081655,205.911683723204,Predicción,NA,NA,NA
007,2023,8,69.5624458965187,-66.1963071395825,205.32119893262,Predicción,NA,NA,NA
007,2023,9,69.06799544150853,-66.7090969438676,204.845087826885,Predicción,NA,NA,NA
007,2023,10,68.67319689848853,-67.115586211089,204.461980008066,Predicción,NA,NA,NA
007,2023,11,68.35796634709283,-67.4382695085213,204.154202202707,Predicción,NA,NA,NA
007,2023,12,68.10626759518479,-67.6947194496616,203.907254640031,Predicción,NA,NA,NA
007,2023,13,67.90529639670304,-67.8987196211858,203.709312414592,Predicción,NA,NA,NA
007,2023,14,67.74482908284861,-68.0611179827237,203.550776148421,Predicción,NA,NA,NA
008,2022,45,261.3710014899124,87.3918579834505,435.350144996374,Predicción,NA,NA,NA
008,2022,46,227.71600139946594,-3.03133295605309,458.463335754985,Predicción,NA,NA,NA
008,2022,47,198.39453113685568,-67.4701535173628,464.259215791074,Predicción,NA,NA,NA
008,2022,48,172.8485909778719,-116.843817801801,462.540999757545,Predicción,NA,NA,NA
008,2022,49,150.59203110002204,-155.952880118633,457.136942318677,Predicción,NA,NA,NA
008,2022,50,131.20129995004265,-187.541260001127,449.943859901212,Predicción,NA,NA,NA
008,2022,51,114.30738388240347,-213.390872696889,442.005640461696,Predicción,NA,NA,NA
008,2022,52,99.58878467678555,-234.747207982539,433.92477733611,Predicción,NA,NA,NA
008,2023,1,86.76540129378226,-252.522303347644,426.053105935208,Predicción,NA,NA,NA
008,2023,2,75.59319943610004,-267.405397717567,418.591796589767,Predicción,NA,NA,NA
008,2023,3,65.85956747480049,-279.929209182203,411.648344131804,Predicción,NA,NA,NA
008,2023,4,57.379270361936875,-290.512461994845,405.271002718719,Predicción,NA,NA,NA
008,2023,5,49.990924530866295,-299.488615356935,399.470464418667,Predicción,NA,NA,NA
008,2023,6,43.55392670013051,-307.126044215811,394.233897616072,Predicción,NA,NA,NA
008,2023,7,37.94577813477115,-313.642647686821,389.534203956363,Predicción,NA,NA,NA
008,2023,8,33.059753444663855,-319.21667408114,385.336180970467,Predicción,NA,NA,NA
008,2023,9,28.80286955613791,-323.994892236308,381.600631348583,Predicción,NA,NA,NA
008,2023,10,25.094116205570245,-328.098852364426,378.287084775566,Predicción,NA,NA,NA
008,2023,11,21.862914280513785,-331.629742335269,375.355570896297,Predicción,NA,NA,NA
008,2023,12,19.047772669953318,-334.672193645335,372.767738985242,Predicción,NA,NA,NA
008,2023,13,16.59511806299294,-337.297290965105,370.48752709109,Predicción,NA,NA,NA
008,2023,14,14.45827542655933,-339.564970742031,368.481521595149,Predicción,NA,NA,NA
009,2022,45,159.6294699615658,59.3606665191948,259.898273403937,Predicción,NA,NA,NA
009,2022,46,141.4642211342914,14.4686807408707,268.459761527712,Predicción,NA,NA,NA
009,2022,47,127.34488946256087,-13.3587063270562,268.048485252178,Predicción,NA,NA,NA
009,2022,48,116.37033421413463,-32.0025598034822,264.743228231751,Predicción,NA,NA,NA
009,2022,49,107.84012430753512,-44.9797927017266,260.660041316797,Predicción,NA,NA,NA
009,2022,50,101.20983456881584,-54.2351199725432,256.654789110175,Predicción,NA,NA,NA
009,2022,51,96.05629878239218,-60.9533095665873,253.065907131372,Predicción,NA,NA,NA
009,2022,52,92.05060187493251,-65.8967832095065,249.997986959371,Predicción,NA,NA,NA
009,2023,1,88.9370875074371,-69.574168020022,247.448343034896,Predicción,NA,NA,NA
009,2023,2,86.5170412731482,-72.3339073053694,245.367989851666,Predicción,NA,NA,NA
009,2023,3,84.63600811099612,-74.4198148538951,243.691831075887,Predicción,NA,NA,NA
009,2023,4,83.17393449149952,-76.0055357854941,242.353404768493,Predicción,NA,NA,NA
009,2023,5,82.03750621801699,-77.2166191998985,241.291631635932,Predicción,NA,NA,NA
009,2023,6,81.1541928174133,-78.145018632998,240.453404267824,Predicción,NA,NA,NA
009,2023,7,80.46761841417795,-78.8588256304271,239.794062458783,Predicción,NA,NA,NA
009,2023,8,79.9339636424335,-79.4089307488812,239.276858033748,Predicción,NA,NA,NA
009,2023,9,79.5191689543944,-79.8336631092425,238.872001018031,Predicción,NA,NA,NA
009,2023,10,79.19676083151187,-80.1620747875935,238.555596450617,Predicción,NA,NA,NA
009,2023,11,78.94616216017388,-80.4163004040383,238.308624724386,Predicción,NA,NA,NA
009,2023,12,78.75137893475485,-80.6132748123716,238.116032681881,Predicción,NA,NA,NA
009,2023,13,78.59997946921868,-80.7659980688994,237.965957007337,Predicción,NA,NA,NA
009,2023,14,78.48230096730803,-80.884476335279,237.849078269895,Predicción,NA,NA,NA
010,2022,45,286.9881513157603,108.381026861147,465.595275770373,Predicción,NA,NA,NA
010,2022,46,256.2429505082178,28.8360201098041,483.649880906631,Predicción,NA,NA,NA
010,2022,47,232.01268702219159,-21.0090932713326,485.034467315716,Predicción,NA,NA,NA
010,2022,48,212.91683943682716,-54.7832672899768,480.616946163631,Predicción,NA,NA,NA
010,2022,49,197.86742013464888,-78.5572850857209,474.292125355018,Predicción,NA,NA,NA
010,2022,50,186.00698711012262,-95.7005702826396,467.714544502885,Predicción,NA,NA,NA
010,2022,51,176.6597911349987,-108.279641629912,461.599223899909,Predicción,NA,NA,NA
010,2022,52,169.29327488582805,-117.635150214945,456.221699986601,Predicción,NA,NA,NA
010,2023,1,163.4877304430118,-124.669146496794,451.644607382817,Predicción,NA,NA,NA
010,2023,2,158.91238639468918,-130.0048525616,447.829625350978,Predicción,NA,NA,NA
010,2023,3,155.30656210607754,-134.081932008179,444.695056220334,Predicción,NA,NA,NA
010,2023,4,152.46481541708084,-137.215989375016,442.145620209178,Predicción,NA,NA,NA
010,2023,5,150.22523755691475,-139.636973027395,440.087448141225,Predicción,NA,NA,NA
010,2023,6,148.4602283774664,-141.514596231711,438.435052986644,Predicción,NA,NA,NA
010,2023,7,147.0692263234874,-142.975520856761,437.113973503736,Predicción,NA,NA,NA
010,2023,8,145.97297892902426,-144.115188682877,436.061146540925,Predicción,NA,NA,NA
010,2023,9,145.10902740110984,-145.006105374048,435.224160176267,Predicción,NA,NA,NA
010,2023,10,144.42814802446952,-145.703731554848,434.560027603787,Predicción,NA,NA,NA
010,2023,11,143.89154763595786,-146.250732898631,434.033828170547,Predicción,NA,NA,NA
010,2023,12,143.46865338063228,-146.680087000713,433.617393761977,Predicción,NA,NA,NA
010,2023,13,143.1353708206188,-147.01738169985,433.288123341087,Predicción,NA,NA,NA
010,2023,14,142.87271115236766,-147.28253328022,433.027955584955,Predicción,NA,NA,NA
011,2022,45,250.13812944727397,96.272395395385,404.003863499163,Predicción,NA,NA,NA
011,2022,46,224.7219724133558,27.8987422597129,421.545202566998,Predicción,NA,NA,NA
011,2022,47,204.44754950074622,-15.3828466123459,424.277945613838,Predicción,NA,NA,NA
011,2022,48,188.2746786811808,-45.0174172965857,421.566774658947,Predicción,NA,NA,NA
011,2022,49,175.37360861502992,-66.0940723803699,416.84128961043,Predicción,NA,NA,NA
011,2022,50,165.08244814583335,-81.4464297016148,411.611325993281,Predicción,NA,NA,NA
011,2022,51,156.8732078843895,-92.8228201868367,406.569235955616,Predicción,NA,NA,NA
011,2022,52,150.32471164124695,-101.365897526396,402.01532080889,Predicción,NA,NA,NA
011,2023,1,145.10098792495387,-107.850629986841,398.052605836749,Predicción,NA,NA,NA
011,2023,2,140.93403287894049,-112.816730744654,394.684796502535,Predicción,NA,NA,NA
011,2023,3,137.61006030716402,-116.647910005563,391.868030619891,Predicción,NA,NA,NA
011,2023,4,134.95853334420985,-119.621657870583,389.538724559002,Predicción,NA,NA,NA
011,2023,5,132.84341503818985,-121.941600411039,387.628430487419,Predicción,NA,NA,NA
011,2023,6,131.15618895640162,-123.759075066848,386.071452979651,Predicción,NA,NA,NA
011,2023,7,129.8102917349724,-125.187817741686,384.808401211631,Predicción,NA,NA,NA
011,2023,8,128.7366719336882,-126.314139953613,383.787483820989,Predicción,NA,NA,NA
011,2023,9,127.88024734245127,-127.204094602059,382.964589286961,Predicción,NA,NA,NA
011,2023,10,127.19707898099031,-127.908596596644,382.302754558624,Predicción,NA,NA,NA
011,2023,11,126.6521168034947,-128.467132914664,381.771366521653,Predicción,NA,NA,NA
011,2023,12,126.21740145124151,-128.910485421013,381.345288323496,Predicción,NA,NA,NA
011,2023,13,125.87062979388892,-129.262752941027,381.004012528804,Predicción,NA,NA,NA
011,2023,14,125.59401066433718,-129.542869149632,380.730890478306,Predicción,NA,NA,NA
012,2022,45,283.3287323381243,114.442688452449,452.2147762238,Predicción,NA,NA,NA
012,2022,46,255.40515135531209,38.5566159510717,472.253686759552,Predicción,NA,NA,NA
012,2022,47,232.9160291660748,-10.0317319304011,475.86379026255,Predicción,NA,NA,NA
012,2022,48,214.80371695390704,-43.6677321803751,473.275166088189,Predicción,NA,NA,NA
012,2022,49,200.21640443407733,-67.8440588636971,468.276867731852,Predicción,NA,NA,NA
012,2022,50,188.46805976893685,-85.6329026722855,462.569022210159,Predicción,NA,NA,NA
012,2022,51,179.0061659359701,-98.9427156135179,456.955047485458,Predicción,NA,NA,NA
012,2022,52,171.38573621092308,-109.030823273648,451.802295695494,Predicción,NA,NA,NA
012,2023,1,165.2483867310492,-116.757258503832,447.25403196593,Predicción,NA,NA,NA
012,2023,2,160.30548193470906,-122.726135246958,443.337099116376,Predicción,NA,NA,NA
012,2023,3,156.3245602182901,-127.370558078885,440.019678515465,Predicción,NA,NA,NA
012,2023,4,153.11840141790412,-131.006260846805,437.243063682613,Predicción,NA,NA,NA
012,2023,5,150.53622196662383,-133.866712211853,434.9391561451,Predicción,NA,NA,NA
012,2023,6,148.45658364121977,-136.126702951088,433.039870233527,Predicción,NA,NA,NA
012,2023,7,146.78168240136014,-137.91852663868,431.4818914414,Predicción,NA,NA,NA
012,2023,8,145.43274872908893,-139.343275054738,430.208772512916,Predicción,NA,NA,NA
012,2023,9,144.34634314953388,-140.478846212704,429.171532511772,Predicción,NA,NA,NA
012,2023,10,143.47137271358866,-141.385702802876,428.328448230053,Predicción,NA,NA,NA
012,2023,11,142.76668812968612,-142.111068068626,427.644444327998,Predicción,NA,NA,NA
012,2023,12,142.1991485393302,-142.692021144615,427.090318223275,Predicción,NA,NA,NA
012,2023,13,141.74206292403605,-143.157806926657,426.641932774729,Predicción,NA,NA,NA
012,2023,14,141.3739348440588,-143.531578128478,426.279447816596,Predicción,NA,NA,NA
013,2022,45,161.0121484009141,55.624803440117,266.399493361711,Predicción,NA,NA,NA
013,2022,46,141.89675962213278,9.20887964587641,274.584639598389,Predicción,NA,NA,NA
013,2022,47,127.27373023863322,-19.0466865213142,273.594146998581,Predicción,NA,NA,NA
013,2022,48,116.0872986768513,-37.6512678523717,269.825865206074,Predicción,NA,NA,NA
013,2022,49,107.52982075591977,-50.3883403692185,265.447981881058,Predicción,NA,NA,NA
013,2022,50,100.98345894583012,-59.3300889615565,261.297006853217,Predicción,NA,NA,NA
013,2022,51,95.97557539128684,-65.7233078038282,257.674458586402,Predicción,NA,NA,NA
013,2022,52,92.14460814208715,-70.3595031997825,254.648719483957,Predicción,NA,NA,NA
013,2023,1,89.21396690320972,-73.7595230514832,252.187456857903,Predicción,NA,NA,NA
013,2023,2,86.97206361552088,-76.2754833235794,250.219610554621,Predicción,NA,NA,NA
013,2023,3,85.25703610390528,-78.1506773098874,248.664749517698,Predicción,NA,NA,NA
013,2023,4,83.94506186230872,-79.5563090854519,247.446432810069,Predicción,NA,NA,NA
013,2023,5,82.941418247874,-80.6147367322446,246.497573227992,Predicción,NA,NA,NA
013,2023,6,82.17364364311514,-81.4145627468575,245.761850033088,Predicción,NA,NA,NA
013,2023,7,81.58630583192942,-82.0206543084679,245.193265972327,Predicción,NA,NA,NA
013,2023,8,81.13699987376117,-82.4809340683942,244.754933815916,Predicción,NA,NA,NA
013,2023,9,80.79328652821995,-82.8310690022308,244.417642058671,Predicción,NA,NA,NA
013,2023,10,80.5303501888383,-83.0977631738151,244.158463551492,Predicción,NA,NA,NA
013,2023,11,80.32920723217315,-83.3011051947038,243.95951965905,Predicción,NA,NA,NA
013,2023,12,80.17533542764761,-83.456263890105,243.8069347454,Predicción,NA,NA,NA
013,2023,13,80.05762545350537,-83.5747269552327,243.689977862243,Predicción,NA,NA,NA
013,2023,14,79.96757881984634,-83.6652143003068,243.600371939999,Predicción,NA,NA,NA
014,2022,45,366.5215858747092,128.28205343562,604.761118313798,Predicción,NA,NA,NA
014,2022,46,323.8462449501219,23.2765120866111,624.415977813632,Predicción,NA,NA,NA
014,2022,47,291.0193382740072,-40.9657054456787,623.004381993693,Predicción,NA,NA,NA
014,2022,48,265.76808594478496,-83.4773768249441,615.013548714514,Predicción,NA,NA,NA
014,2022,49,246.3442105706852,-112.723837744203,605.412258885574,Predicción,NA,NA,NA
014,2022,50,231.40289480426125,-133.35269407228,596.158483680802,Predicción,NA,NA,NA
014,2022,51,219.909672543905,-148.169884844579,587.989229932389,Predicción,NA,NA,NA
014,2022,52,211.06880738912463,-158.963501255741,581.101116033989,Predicción,NA,NA,NA
014,2023,1,204.2681996122602,-166.914725800767,575.451125025287,Predicción,NA,NA,NA
014,2023,2,199.03700726568968,-172.825068360264,570.899082891643,Predicción,NA,NA,NA
014,2023,3,195.01304731024064,-177.250302052954,567.276396673435,Predicción,NA,NA,NA
014,2023,4,191.91771977297796,-180.582862080128,564.418301626084,Predicción,NA,NA,NA
014,2023,5,189.5367188015437,-183.104163802064,562.177601405151,Predicción,NA,NA,NA
014,2023,6,187.70519513959735,-185.018679380439,560.429069659633,Predicción,NA,NA,NA
014,2023,7,186.29634274326725,-186.476629885003,559.069315371538,Predicción,NA,NA,NA
014,2023,8,185.2126193298685,-187.589401895222,558.014640554959,Predicción,NA,NA,NA
014,2023,9,184.37899301116545,-188.440215375112,557.198201397443,Predicción,NA,NA,NA
014,2023,10,183.7377474399777,-189.0916303184,556.567125198355,Predicción,NA,NA,NA
014,2023,11,183.24448580302797,-189.590909102514,556.07988070857,Predicción,NA,NA,NA
014,2023,12,182.86505699537832,-189.973898246099,555.704012236856,Predicción,NA,NA,NA
014,2023,13,182.57319115929857,-190.267870738058,555.414253056654,Predicción,NA,NA,NA
014,2023,14,182.3486808834494,-190.493627529079,555.190989295978,Predicción,NA,NA,NA
015,2022,45,265.35925597589346,120.454470014069,410.264041937718,Predicción,NA,NA,NA
015,2022,46,240.95017576212553,53.2356466639457,428.664704860305,Predicción,NA,NA,NA
015,2022,47,220.84935790149427,8.969362186251,432.729353616737,Predicción,NA,NA,NA
015,2022,48,204.29638355228585,-22.5110127989072,431.103779903479,Predicción,NA,NA,NA
