id,intensidad,ocupacion,carga,vmed,tipo_elem_estacion,distrito,id_punto,cod_cent,nombre,Long,Lat
3522,426,0.0,4,0.0,URB,8.0,10433,76054,MONASTERIO HUELGAS S-N  (COSTA BRAVA-  MONASTERIO PAULAR),-3.7079158600391,40.5006541883225
3484,139,0.0,3,0.0,URB,8.0,10028,76015,MONASTERIO HUELGAS N-S(MONASTERIO EL PAULAR-COSTA BRAVA),-3.70866363849248,40.4991320806893
4261,212,3.0,9,0.0,URB,9.0,5772,97021,Av.Reina Victoria E-O  - Av.Pablo Iglesias -Ibánez Íbero,-3.70887406969451,40.4471803021294
4100,167,0.0,5,0.0,URB,6.0,5757,92003,Marques de Viana E-O (Robledo - Po Direccion),-3.70567803237364,40.4641475168948
1011,0,0.0,0,0.0,URB,17.0,4841,27003,CTRA. CCHEL. VILLAVERDE Ø110 N-S(LAGUNA RODRIGO-VILLALONSO),-3.70653516597483,40.3505292150813
3506,326,1.0,20,0.0,URB,8.0,10372,76037,MONASTERIO SUSO Y YUSO E-O (MONASTERIO PAULAR - MONASTERIO MONTESCLAROS),-3.70192892941475,40.5022138604198
3474,155,5.0,16,0.0,URB,8.0,6965,76005,MONASTERIO SUSO Y YUSO O-E (MONASTERIO DEL PAULAR - AV. MONTECARMELO),-3.6988161425649,40.5023180874014
1025,0,0.0,0,0.0,URB,17.0,4853,27036,PSO. TALLERES Ø12 E-O(ARROYO BUENO-SAN JENARO),-3.70245811178793,40.3475882426286
3885,339,2.0,13,0.0,URB,12.0,4779,85031,ANTONIO LOPEZN-S(SAN ZACARIAS-SAN ARMENGOL),-3.70111961212201,40.389555603844
3915,305,2.0,15,0.0,URB,12.0,10262,85401,(TACTICO) ANTONIO LOPEZ N-S (GIRO HACIA EUGENIO CAXES),-3.70340327538861,40.3915645688987
3536,1228,5.0,37,75.0,URB,8.0,10801,76068,MONASTERIO SAMOS S-N (MONASTERIO SUSO Y YUSO - MONASTERIO SILOS),-3.69470738565157,40.5055152354312
3489,0,0.0,0,0.0,URB,8.0,10363,76020,MONASTERIO DE SILOS O-E (MONTESCLAROS - PAULAR),-3.7014065648893,40.5032739219033
3514,30,1.0,5,0.0,URB,8.0,10415,76046,MONASTERIO ESCORIAL E-O (MONASTERIO LIEBANA - MONASTERIO CAAVEIRO),-3.69583467612873,40.5067404037421
3473,48,2.0,6,0.0,URB,8.0,6963,76004,MONASTERIO SUSO Y YUSO E-O(AV. MONTECARMELO-MONASTERIO LIÉBANA),-3.69655460605415,40.503140867035
3482,42,0.0,3,0.0,URB,8.0,6970,76013,AV. MONTECARMELO N-S  (SANTUARIO DE VALVERDE - MONASTERIO ESCORIAL),-3.69931435633984,40.5050788174972
3507,778,7.0,18,0.0,URB,8.0,10373,76038,MONASTERIO SUSO Y YUSO O-E (MONASTERIO MONTESCLAROS - MONASTERIO PAULAR),-3.70182877051581,40.5021772576235
3883,361,3.0,9,0.0,URB,12.0,4791,85029,EUGENIO CAXES  E-O,-3.70299453254863,40.3916376568329
1026,0,0.0,0,0.0,URB,17.0,4854,27037,SAN JENARO ENTRE Ø11 Y Ø12 S-N GIRO (OXIGENO-PSO. TALLERES),-3.70297470712027,40.3471783183588
3916,245,2.0,13,0.0,URB,12.0,4785,85402,(TACTICO) ANTONIO LOPEZ N-S GIRO A VADO (ANTES GR-3),-3.69617966420817,40.385394731892
3505,403,2.0,28,0.0,URB,8.0,10375,76036,MONASTERIO MONTESCLAROS S-N ( MONASTERIO SUSO Y YUSO - MONASTERIO SILOS),-3.70268132470336,40.5028495679922
3896,60,1.0,12,0.0,URB,12.0,4783,85043,ANTONIO LOPEZ FRENTE Nº 268  S-N,-3.69536435904965,40.3789579096955
4655,39,5.0,7,0.0,M30,8.0,6806,PM43032,PM43032,-3.70059726194425,40.4975877525989
4558,108,3.0,6,0.0,M30,8.0,6772,PM23011,PM23011,-3.69759063493769,40.4847126437851
4579,148,1.0,5,0.0,M30,12.0,7127,PM31301,PM31301,-3.69486805508549,40.3728843718928
4464,826,4.0,30,0.0,M30,8.0,6705,PM13014,PM13014,-3.69794113576822,40.4843516614636
4461,842,4.0,26,0.0,M30,8.0,6703,PM12981,PM12981,-3.70104999541141,40.4832917795953
3512,76,1.0,4,0.0,URB,8.0,10442,76043,MONASTERIO CAAVEIRO N-S (MONASTERIO ESCORIAL-MONASTERIO SILOS),-3.69668932679214,40.5049089140896
3480,504,0.0,17,0.0,URB,8.0,9858,76011,AV. MONASTERIO SILOS O-E (MONASTERIO EL PAULAR - AV. MONTECARMELO),-3.69963171379814,40.5033431986277
3511,770,2.0,22,0.0,URB,8.0,10441,76042,AV. MONASTERIO SILOS O-E(MONTECARMELO-MONASTERIO CAAVEIRO),-3.69717143094997,40.5041355017049
4099,23,0.0,4,0.0,URB,6.0,5756,92002,Marques de Viana O-E (Ruiz Palacio- Gladiolo),-3.70291727882291,40.4629422160046
4593,364,2.0,10,0.0,M30,8.0,6783,PM33031,PM33031,-3.70040019197148,40.4974978715422
1009,0,0.0,0,0.0,URB,17.0,4839,27001,ALCOCER Ø48 E-O(LAGUNA SANTIAGO-EDUARDO BARREIROS),-3.70331506971298,40.3501453209815
3479,148,1.0,16,0.0,URB,8.0,9862,76010,AV. MONTECARMELO S-N (MONASTERIO DE SILOS - MONASTERIO EL ESCORIAL),-3.69824362067333,40.5040652726484
4654,136,5.0,16,0.0,M30,8.0,6805,PM43031,PM43031,-3.7004883312871,40.4975574117339
4653,44,2.0,6,0.0,M30,8.0,3706,PM43022,PM43022,-3.70003998990118,40.4938563322915
3491,1820,2.0,32,97.0,URB,8.0,10365,76022,MONASTERIO DE EL PAULAR S-N (SUSO Y YUSO - SILOS),-3.70044695256654,40.5027385191068
4627,171,4.0,18,0.0,M30,12.0,3763,PM41301,PM41301,-3.69472183155491,40.3729835769889
4557,147,3.0,12,0.0,M30,8.0,3494,PM22971,PM22971,-3.70247210666068,40.4828745526795
3538,345,2.0,14,69.0,URB,8.0,10815,76070,MONASTERIO CAAVEIRO N-S (SANTUARIO VALVERDE - MONASTERIO ESCORIAL),-3.69764158153366,40.5056339863649
3481,38,2.0,4,0.0,URB,8.0,9859,76012,AV. MONASTERIO ESCORIAL E-O (MONASTERIO CAAVERIO - AV. MONTECARMELO),-3.69756356095879,40.5050395209568
3900,61,0.0,6,0.0,URB,12.0,10272,85048,ANTONIO LOPEZ N-S GIRO IZDA.(SEBASTIAN GOMEZ-VADO),-3.69656170902143,40.3857206521274
3539,684,10.0,40,45.0,URB,8.0,10816,76071,MONASTERIO CAAVEIRO S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL),-3.69677794017637,40.5050285759375
1027,0,0.0,0,0.0,URB,17.0,4855,27038,SAN JENARO ENTRE Ø11 Y Ø12 S-N FRENTE (OXIGENO-PSO. TALLERES),-3.70300669190498,40.347163171029
3513,638,2.0,12,0.0,URB,8.0,10443,76044,MONASTERIO CAAVEIRO S-N (MONASTERIO SUSO Y SUSO-MONASTERIO SILOS),-3.69589460045561,40.504344748941
3893,147,1.0,16,0.0,URB,12.0,4797,85040,SOCUELLAMOS O-E(AV.CORDOBA-ANTONIO LOPEZ),-3.69615775202604,40.3807980547975
3530,45,1.0,4,0.0,URB,8.0,10689,76062,(CARRIL BUS) AV. MONASTERIO SILOS O-E (MONASTERIO EL PAULAR - AV. MONTECARMELO),-3.69962435328828,40.5033059799751
3490,2492,4.0,44,71.0,URB,8.0,10364,76021,MONASTERIO DE EL PAULAR N-S (ESCORIAL - SILOS),-3.70055593877772,40.5037351826463
4651,204,4.0,29,0.0,M30,8.0,6803,PM43012,PM43012,-3.69766796121671,40.4880323105054
3881,143,1.0,5,0.0,URB,12.0,4790,85027,ANTONIO LOPEZ N-S(MATILDE GAYO-VALLANDES),-3.70299398079277,40.3911684519503
4594,354,1.0,7,0.0,M30,8.0,6784,PM33032,PM33032,-3.7003101948204,40.4974734717094
4650,188,3.0,19,0.0,M30,8.0,6802,PM43011,PM43011,-3.69754074414482,40.488058854122
3516,451,3.0,25,0.0,URB,8.0,10416,76048,MONASTERIO SAMOS S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL),-3.69582610433865,40.5060584828852
1002,120,1.0,0,61.0,URB,12.0,10284,26300,(MICRO)AV. POBLADOS E-O DETRAS GR-9,-3.69478771134684,40.370823573128
3508,451,0.0,10,0.0,URB,8.0,10413,76039,MONASTERIO ESCORIAL E-O (MONTECARMELO - MONASTERIO PAULAR),-3.69974926868102,40.5042420100839
3892,362,1.0,22,0.0,URB,12.0,4796,85039,DR. TOLOSA LATOUR O-E(GIRO INTERNO)),-3.6961637278989,40.380067614675
3887,228,19.0,26,0.0,URB,12.0,4789,85033,SAN ZACARIAS E-O ENTRADA CRUCE,-3.70055813594938,40.3901481480091
3527,14,7.0,8,0.0,URB,8.0,10691,76059,(CARRIL BUS)  AV. MONASTERIO DE EL ESCORIAL E-O(AV. MONTECARMELO-MONASTERIO PAULAR),-3.69976358899719,40.5042778557495
3899,213,0.0,7,0.0,URB,12.0,4788,85047,ANTONIO LOPEZ S-N(SAN ARMENGOL-SAN ZACARIAS),-3.70045988605099,40.3891238486125
1003,120,0.0,0,65.0,URB,12.0,10285,26301,(MICRO)AV. POBLADOS E-O DELANTE GR-11,-3.69466749698075,40.370721660374
3509,122,1.0,5,0.0,URB,8.0,10414,76040,MONASTERIO PAULAR N-S (SANTUARIO VALVERDE - MONASTERIO ESCORIAL),-3.70061844449348,40.504686761747
3525,103,4.0,13,0.0,URB,8.0,10583,76057,(CARRIL BUS) AV. MONASTERIO DE EL ESCORIAL E-O(MONASTERIO LIEBANA-MONASTERIO SAMOS),-3.69587950337518,40.5067650066016
3895,387,2.0,24,0.0,URB,12.0,4798,85042,ANTONIO LOPEZ N-S(MARCELO MUÑOZ DIAZ-SOCUELLAMOS),-3.69568667022205,40.381730469682
4652,89,2.0,9,0.0,M30,8.0,6804,PM43021,PM43021,-3.69995983667557,40.4939071768145
3476,291,13.0,28,0.0,URB,8.0,3789,76007,AV. MONTECARMELO S-N(TRES OLIVOS-MONASTERIO SUSO Y YUSO),-3.69722133164161,40.5022921033064
3504,85,1.0,4,0.0,URB,8.0,10374,76035,MONASTERIO MONTESCLAROS N-S (MONASTERIO SILOS - MONASTERIO SUSO Y YUSO),-3.70273264177844,40.5027582283093
3891,255,1.0,13,0.0,URB,12.0,4795,85038,DR. TOLOSA LATOUR O-E(AV.CORDOBA-ANTONIO LOPEZ),-3.6961926920625,40.3799890250338
3515,165,0.0,14,0.0,URB,8.0,10417,76047,MONASTERIO SAMOS N-S (SANTUARIO VALVERDE - MONASTERIO ESCORIAL),-3.696826148263,40.5065085292247
4462,1287,4.0,25,0.0,M30,8.0,6704,PM13011,PM13011,-3.69792048684325,40.4844900236365
3529,393,1.0,24,0.0,URB,8.0,10688,76061,"(CARRIL BUS)  MONASTERIO SILOS, 30 O-E(MONASTERIO MONTESCLAROS-MONASTERIO PAULAR)",-3.70141137904167,40.503233967813
3531,792,2.0,25,82.0,URB,8.0,10690,76063,(CARRIL BUS) AV. MONASTERIO DE SILOS O-E (MONTECARMELO-MONASTERIO CAAVEIRO),-3.69713967843332,40.5040997608775
3526,160,3.0,15,0.0,URB,8.0,10584,76058,(CARRIL BUS)  AV. MONASTERIO ESCORIAL E-O (MONASTERIO CAAVERIO - AV. MONTECARMELO),-3.69758955371223,40.5050706319151
3886,256,1.0,7,0.0,URB,12.0,4787,85032,ANTONIO LOPEZ S-N(SAN ZACARIAS-MATILDE GAYO),-3.70146121188747,40.3899902219406
3478,372,4.0,14,0.0,URB,8.0,9861,76009,AV. MONTECARMELO S-N (MONASTERIO SUSO Y YUSO - MONASTERIO SILOS),-3.69770344708045,40.50313827161
3510,496,2.0,17,66.0,URB,8.0,10412,76041,MONASTERIO PAULAR S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL),-3.70050683101618,40.5037448493739
3894,280,3.0,14,0.0,URB,12.0,3556,85041,CNO. PERALES E-O(PETROLEO-ANTONIO LOPEZ),-3.69498114772506,40.3811111698281
3897,200,13.0,38,0.0,URB,12.0,10261,85044,ANTONIO LOPEZ S-N (MATILDE GATO - EUGENIO CAXES),-3.70276422687701,40.3911092921722
3475,325,4.0,11,0.0,URB,8.0,6966,76006,AV. MONTECARMELO N-S (MONASTERIO DE SILOS - MONASTERIO SUSO Y YUSO),-3.69815344752303,40.5030733687362
3477,348,3.0,12,0.0,URB,8.0,6964,76008,ACCESO M-607 N-S (VIA DE SERVICIO - AV. MONTECARMELO),-3.69704114054136,40.5022697146505
4308,1025,13.0,53,0.0,URB,2.0,4152,97100,Tortosa O-E - Pasaje de Tortosa-Méndez Alvaro,-3.69227952468454,40.4061466829511
3454,68,1.0,8,0.0,URB,8.0,6954,75022,MONASTERIO ARLANZA O-E(M607-NTRA. SRA. VALVERDE),-3.68613156847959,40.5073448201662
3438,92,3.0,5,0.0,URB,8.0,6564,75006,NTRA. SRA. VALVERDE S-N(VISTAS A MORALEJA-AFUERAS VALVERDE),-3.68671725643468,40.4980576908705
4628,79,3.0,8,0.0,M30,12.0,3703,PM41302,PM41302,-3.69464162703605,40.3729878857775
4080,300,3.0,13,0.0,M30,13.0,6889,90ET43PM01,90ET43PM01,-3.68657069340144,40.3822209358988
3966,150,1.0,4,0.0,URB,17.0,5343,87008,CIRCULO O-E (SALIDA CARREFOUR-AV. OROVILLA),-3.69060232611203,40.3621499209558
4629,140,4.0,15,0.0,M30,12.0,3704,PM41351,PM41351,-3.69423279561982,40.3691995410418
3437,431,6.0,21,0.0,URB,8.0,6563,75005,NTRA. SRA. VALVERDE S-N(ISLA JAVA-ISLA GRACIOSA),-3.68634361891009,40.4914539813753
3976,773,2.0,13,0.0,URB,17.0,10996,87018,LILLO (O-E),-3.69057152116446,40.3624852291336
4317,668,3.0,21,0.0,URB,2.0,7023,97112,Méndez Alvaro N-S - Áncora - Canarias,-3.68673967234148,40.4012825996063
4078,93,2.0,8,0.0,M30,13.0,6890,90EL69PM01,90EL69PM01,-3.68669012399338,40.3821363535022
4437,1484,5.0,32,0.0,M30,2.0,6687,PM11301,PM11301,-3.69181721813961,40.3842662314535
4577,218,1.0,6,0.0,M30,12.0,3839,PM31263,PM31263,-3.69166128965708,40.3806279764301
3458,119,0.0,7,0.0,URB,8.0,10333,75029,AV. MONASTERIO ARLANZA S-N (M-607 - SILOS),-3.69065358983547,40.5097439066777
3446,136,0.0,8,0.0,URB,8.0,6571,75014,CARDENAL HERRERA ORIA O-E(SALCEDO-ORDUÑA),-3.69104059623847,40.49111843032
3961,201,2.0,14,0.0,URB,12.0,5338,87003,MEZQUITA E-O (ELIZONDO-ESTAFETA),-3.69156626120162,40.3736196541346
4536,40,1.0,5,0.0,M30,13.0,6764,PM21236,PM21236,-3.68797489200972,40.3816242505533
3469,440,4.0,19,0.0,URB,8.0,6953,75410,(TACTICO)ALONSO QUIJANO O-E,-3.68571729640304,40.5048212286656
4082,213,2.0,10,0.0,M30,2.0,6884,90ET93PM01,90ET93PM01,-3.69018672743034,40.3865557299564
3455,450,3.0,20,0.0,URB,8.0,10197,75024,AFUERAS A VALVERDE E-O(CASILDEA VANDALIA-ALDONZA LORENZO),-3.68880678615796,40.4979204985585
4075,799,6.0,36,0.0,M30,2.0,6880,90EL00PM01,90EL00PM01,-3.69086335919371,40.3875310608155
4658,80,15.0,21,0.0,M30,8.0,6808,PM43152,PM43152,-3.68557427114553,40.4808997748789
4081,248,2.0,9,0.0,M30,13.0,6883,90ET58PM01,90ET58PM01,-3.68746726450631,40.3831943428676
4538,18,2.0,5,0.0,M30,12.0,3531,PM21307,PM21307,-3.69251560107347,40.3837776151684
3445,59,9.0,5,0.0,URB,8.0,6570,75013,CARDENAL HERRERA ORIA E-O(NTRA. SRA. VALVERDE-SANCHONUÑO),-3.68885398425429,40.4911709041585
4657,28,3.0,4,0.0,M30,8.0,6807,PM43151,PM43151,-3.68547059712646,40.4808983878133
4578,160,1.0,4,0.0,M30,12.0,6777,PM31264,PM31264,-3.69174937234561,40.3806488299938
3460,147,1.0,11,0.0,URB,8.0,10334,75031,AV. MONASTERIO SILOS O-E (SOBRADO - ARLANZA) CARRILES IZQUIERDOS,-3.69202058407181,40.5096709104483
3962,260,2.0,17,0.0,URB,12.0,5339,87004,OROVILLA N-S (AV. ROSALES-SILVINA),-3.69246742505542,40.3742814856962
4649,188,4.0,22,0.0,M30,8.0,6801,PM43001,PM43001,-3.69464713901491,40.4858565727872
4560,64,3.0,7,0.0,M30,8.0,6774,PM23073,,-3.69074026208226,40.4844444903207
4309,800,10.0,50,0.0,URB,2.0,4129,97101,Ramírez de Prado O-E - Juán Mariana-Pl.Amanecer en Méndez Alvaro,-3.68575842650291,40.3992084753654
3963,544,5.0,24,0.0,URB,12.0,5340,87005,OROVILLA N-S (AV. ROSALES-SILVINA),-3.6926649194948,40.3667431038326
4077,151,47.0,48,0.0,M30,2.0,6882,90EL38PM01,90EL38PM01,-3.68815541700744,40.3836642655763
4625,216,5.0,23,0.0,M30,12.0,3761,PM41261,PM41261,-3.69035342460072,40.3812494652337
4076,465,3.0,16,0.0,M30,2.0,6881,90EL16PM01,90EL16PM01,-3.69033402464593,40.3864851255584
3457,558,3.0,16,0.0,URB,8.0,10294,75026,AV. CARDENAL HERRERA ORIA O-E (ESTRADA - SALCEDO),-3.69344259898645,40.490561629781
4438,530,4.0,26,0.0,M30,2.0,6688,PM11303,PM11303,-3.69188561427159,40.3842251756247
3959,854,3.0,18,0.0,URB,12.0,5336,87001,SAN FERMIN O-E (POPULAR MADRILEÑA-ANTEQUERA),-3.69296283047534,40.3712272753653
3967,980,8.0,39,0.0,URB,17.0,5344,87009,AV. OROVILLA S-N (UNANIMIDAD-CIRCULO),-3.68972606186423,40.3617132842479
4535,59,1.0,4,0.0,M30,13.0,6763,PM21231,PM21231,-3.68797451977271,40.3816911120917
3488,1612,3.0,38,86.0,URB,8.0,10337,76019,MONASTERIO ARLANZA N-S (SANTUARIO VALVERDE - ESCORIAL),-3.69323577957477,40.5109827368312
4626,124,7.0,19,0.0,M30,12.0,3762,PM41262,PM41262,-3.69028465038097,40.3811311765787
4559,40,1.0,4,0.0,M30,8.0,6773,PM23071,,-3.69067493609588,40.4845161637915
3465,516,4.0,21,0.0,URB,8.0,6578,75404,(TACTICO) ISLAS JARVI 2 O-E,-3.68691431237919,40.492494403261
4079,147,2.0,9,0.0,M30,13.0,6888,90ET09PM01,90ET09PM01,-3.68556728739347,40.3795877984309
3462,213,2.0,12,0.0,URB,8.0,10293,75400,(TACTICO) SALCEDO S-N (SALVATIERRA - LEZAMA),-3.69224394166413,40.4904782772111
3440,24,2.0,4,0.0,URB,8.0,6566,75008,GLORIETA FUENTE LA CARRA (GIRO E-O AFUERAS VALVERDE),-3.68633493201887,40.4988666385145
3447,48,30.0,32,0.0,URB,8.0,6572,75015,HERRERA ORIA O-E(ORDUÑA-LLANO CASTELLANO),-3.68773542058954,40.4910658605114
3965,1003,5.0,28,0.0,URB,17.0,5342,87007,AV. OROVILLA N-S (M-40-CIRCULO),-3.69068999669722,40.3633782686875
3960,1141,5.0,34,0.0,URB,12.0,5337,87002,ESTAFETA S-N (NAVASCUES-MEZQUITA),-3.69226569976637,40.3727343241301
3468,340,2.0,13,0.0,URB,8.0,3787,75407,(TACTICO)ISLA JAVA E-O,-3.68588501300309,40.4911304815981
3964,1034,6.0,29,0.0,URB,12.0,5341,87006,OROVILLA S-N (M-40-SILVINA),-3.69210999732313,40.3655254305167
1006,120,1.0,0,61.0,URB,17.0,4838,26401,(TACTICA)SALIDA INTERCAMBIADOR AUTOBUSES Ø7,-3.69225776855242,40.3499943823034
3466,356,3.0,18,0.0,URB,8.0,6579,75405,(TACTIC0)MANRESA E-O GIRO,-3.69008515470598,40.4914534628724
3982,493,8.0,34,0.0,URB,12.0,9936,87028,PERIANA N-S (RUTILO-AV. ROSALES),-3.6874274848779,40.3657825812361
3436,476,1.0,11,0.0,URB,8.0,6562,75004,AV. LLANO CASTELLANO S-N(MANUEL TOVAR-ISLA JAVA),-3.68581563818462,40.4901155575434
3456,55,0.0,11,0.0,URB,8.0,10291,75025,AV. CARDENAL HERRERA ORIA E-O (MANRESA - SALCEDO),-3.69114674000986,40.4911649809612
3463,696,3.0,30,0.0,URB,8.0,10292,75401,(TACTICO) LEZAMA E-O (LLODIO - SALCEDO),-3.69205563317386,40.4906287154705
3461,307,3.0,17,0.0,URB,8.0,10336,75032,AV. MONASTERIO ESCORIALO-E (COLEGIATA CERVATOS -ARLANZA),-3.69213412874928,40.511212781869
4325,373,3.0,15,0.0,URB,2.0,4127,97410,(TACTICA)Méndez Álvaro S-N - (Comercio-Bustamante),-3.68554544053764,40.4003343592122
3981,75,2.0,22,0.0,URB,12.0,9935,87027,RUTILO E-O (PERIANA-AV. ROSALES),-3.68761325240728,40.3659000161481
3439,296,1.0,11,0.0,URB,8.0,6565,75007,NTRA. SRA. VALVERDE N-S (A. CABEZON - LOURDES),-3.68591679226025,40.5005148549268
3459,115,0.0,9,0.0,URB,8.0,10335,75030,AV. MONASTERIO SILOS O-E (SOBRADO - ARLANZA) CARRIL DERECHO,-3.69195667853867,40.5096405266688
3969,847,7.0,40,0.0,URB,12.0,5346,87011,OROVILLA S-N (SILVINA-AV.ROSALES),-3.69257775180493,40.3668230000443
4537,68,2.0,6,0.0,M30,12.0,6765,PM21301,PM21301,-3.69244542143722,40.3838759799062
3444,24,1.0,4,0.0,URB,8.0,3788,75012,NTRA. SEÑORA VALVERDE 150 S-N(AFUERAS A VALVERDE-ANTONIO CABEZON),-3.685698542579,40.5016507093894
3968,805,4.0,27,0.0,URB,12.0,5345,87010,(AFOROS)AV. ROSALES Ø2 O-E (AV. ANDALUCIA-OROVILLA),-3.6930867209133,40.3682982289578
1001,180,1.0,0,52.0,URB,12.0,10906,26048,AV. SAN FERMIN Ø6 E-O(POPULAR MADRILEÑA-AV. LA PERLA),-3.69345783319248,40.3712474859185
3464,403,3.0,24,0.0,URB,8.0,7110,75402,(TACTICO) MONASTERIO ARLANZA GIRO GR-4,-3.68559689080129,40.5073251888306
3970,544,2.0,16,0.0,URB,12.0,5347,87012,AV. ROSALES E-O (SILVINA-ANTEQUERA),-3.69090622607421,40.3672950161747
3467,34,66.0,69,0.0,URB,8.0,6580,75406,(TACTIC0)ORDUÑA O-E GIRO,-3.68973267338287,40.4911921574225
4470,112,2.0,8,0.0,M30,8.0,10270,PM13107,,-3.6882656103984,40.4832221747564
4304,328,4.0,13,0.0,URB,2.0,7002,97096,Méndez Alvaro E-O - Sabal - Estrella Naos,-3.68183797203401,40.3971198031485
4305,160,10.0,26,0.0,URB,2.0,4153,97097,Méndez Alvaro O-E  - Estrella Naos -Sabal,-3.68246222171123,40.3974547821901
4531,140,1.0,8,0.0,M30,13.0,6758,PM21181,PM21181,-3.68123185345538,40.3868347793768
4431,362,2.0,18,0.0,M30,2.0,6681,PM11102,PM11102,-3.67882442134645,40.3907105608119
4096,56,1.0,7,0.0,URB,5.0,9896,91014,Av. Burgos N-S(Pastora Imperio- Av. San Luis),-3.67585954718983,40.4816274390016
3556,64,1.0,6,0.0,URB,8.0,6586,77403,(TACTICO)CASTIELLO JACA S-N(GIRO A PTE. REINA),-3.67564653822623,40.5017825519817
4623,149,2.0,7,0.0,M30,13.0,10205,PM41201,PM41201,-3.6841173388011,40.3769527891649
4301,560,10.0,37,0.0,URB,2.0,9959,97093,Méndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch,-3.67900796975449,40.3945627378337
3443,237,2.0,9,0.0,URB,8.0,6569,75011,AV. LLANO CASTELLNA N-S(MANUEL TOVAR-MAURICIO LEGENDRE),-3.68444162001105,40.4863305116938
4624,172,10.0,20,0.0,M30,13.0,10207,PM41202,PM41202,-3.68402859188926,40.3770098963923
3995,798,2.0,14,0.0,URB,17.0,9987,87406,(TACTICO) AV. ROSALES S-N (GIRO A AMERICIO),-3.68118821604556,40.3570508441277
4596,188,3.0,15,0.0,M30,5.0,6786,PM33152,PM33152,-3.68526490452934,40.4808589230811
3980,87,2.0,14,0.0,URB,17.0,7107,87025,SALIDA DE M-40 (NORTE),-3.68544023433168,40.3622929059894
4530,116,2.0,7,0.0,M30,13.0,6757,PM21148,PM21148,-3.67985698378656,40.3883715445555
3975,354,2.0,15,0.0,URB,17.0,10901,87017,AV. ROSALES N-S(MICA-MIGUEL SOLAS),-3.67873165852649,40.3526139815756
4084,92,4.0,7,0.0,URB,5.0,5744,91002,Bambu N-S(Consuegra-Av. Pio XII),-3.6772736473549,40.474302043355
4534,60,0.0,4,0.0,M30,13.0,6761,PM21192,PM21192,-3.6833967544171,40.3836093830298
4083,66,1.0,4,0.0,URB,5.0,3402,91001,Hiedra S-N (Estacion Chamartin-Bambu),-3.67834963544305,40.4735558639703
4324,324,1.0,9,0.0,URB,2.0,7083,97409,(TACTICA)Méndez Álvaro E-O(Giro a Estrella Naos) - Sabal - Estrella Naos,-3.68226032793732,40.3974245270244
4471,585,4.0,19,0.0,M30,5.0,6711,PM13181,,-3.68071050857653,40.4832294752801
4472,375,2.0,10,0.0,M30,5.0,6818,PM13202,PM13202,-3.6775460662603,40.4838718814904
4428,390,2.0,18,0.0,M30,2.0,6679,PM11071,PM11071,-3.6748229039376,40.3936636349441
4430,512,2.0,23,0.0,M30,2.0,6680,PM11101,PM11101,-3.6777984247322,40.3914510653294
3434,498,4.0,32,0.0,URB,8.0,6560,75002,AV. LLANO CASTELLANOO-E(MARCOS ORUETA--MAURICIO LEGENDRE),-3.68411506822526,40.4844594817309
4322,65,2.0,6,0.0,URB,2.0,7100,97407,(TACTICA) Méndez Álvaro E-O(Giro a Sabal - Oriana-Sabal,-3.68166349002505,40.3968608516826
4089,23,2.0,4,0.0,URB,5.0,5749,91007,Av. Burgos S-N (Buganvilla - Av. Pio XII),-3.67588720233208,40.4717235379204
3972,105,3.0,18,0.0,URB,17.0,5349,87014,AV. ROSALES N-S (ORO-ZAFIRO),-3.67626567355543,40.3497305639057
4533,85,2.0,9,0.0,M30,13.0,6760,PM21188,PM21188,-3.68098592201563,40.3867522993053
3553,35,0.0,4,0.0,URB,8.0,10853,77013,(CARRIL BUS) STO. DOMINGO CALZADA E-O(CAPISCOL-CASTIELLO JACA),-3.67664599197855,40.5085124205709
4091,86,2.0,5,0.0,URB,5.0,5751,91009,(TACTICO) Marques de Torroja E-O (delante G.5),-3.67586282123549,40.4705582732647
4303,28,2.0,5,0.0,URB,2.0,4154,97095,(AFOROS)Méndez Alvaro O-E - Sabal - Oriana,-3.68167147962801,40.3967512916289
3993,525,4.0,11,0.0,URB,17.0,5356,87404,(TACTICO) ORO O-E,-3.67761076093218,40.3506581322632
3997,116,0.0,7,0.0,URB,17.0,10868,87408,(TACTICO) SALIDA M-40 NORTE (GR-8 IZQ.),-3.68408365916991,40.3615137878711
3435,707,6.0,29,0.0,URB,8.0,6561,75003,AV. LLANO CASTELLANO S-N(Mauricio Legendre-MANUEL TOVAR),-3.68410551279151,40.4856463395596
4595,139,2.0,11,0.0,M30,5.0,6785,PM33151,PM33151,-3.68516768095683,40.4808438089941
4622,105,2.0,6,0.0,M30,13.0,6762,PM41196,PM41196,-3.68262351825779,40.3836641088311
4321,397,3.0,17,0.0,URB,2.0,4137,97404,(TACTICO)Méndez Álvaro O-E(Giro a Retama) - Titán-M-30,-3.67693679304358,40.392513235343
4093,76,1.0,5,0.0,URB,5.0,5753,91011,(TACTICO) Yuca E-O(Av. Burgos-Bambu),-3.67618890478847,40.476490087123
3971,278,1.0,26,0.0,URB,17.0,10902,87013,MIGUEL SOLAS O-E (INTERIOR),-3.6781912020292,40.351710523088
