ano,semana,site,benzene,co,no,no2,nox,o3,pm10,pm2.5,so2,site_name,X,Y
2021,36,es1838a,NA,NA,2.1867469879518073,12.855421686746988,16.487951807228917,61.63855421686747,NA,10.767857142857142,NA,ALGETE,-3.5033,40.5997
2021,36,es1869a,NA,NA,8.5,28.186746987951807,41.096385542168676,49.64848484848485,20.982142857142858,9.172619047619047,NA,COSLADA,-3.5424,40.4306
2021,36,es1890a,NA,NA,2.503067484662577,20.66871165644172,24.607361963190183,53.84049079754601,NA,6.2976190476190474,NA,ALCORC�N,-3.8337,40.3419
2021,36,es1937a,NA,NA,6.622754491017964,20.473053892215567,30.568862275449103,NA,41.904761904761905,22.75,NA,MENDEZ ALVARO,-3.68666666,40.39805555
2021,36,es1938a,NA,NA,2.2976190476190474,25.458333333333332,28.928571428571427,NA,18.16867469879518,11.295180722891565,NA,CASTELLANA,-3.69027777,40.43972222
2021,36,es1939a,NA,NA,1.4518072289156627,12.53012048192771,14.668674698795181,52.01451807228916,NA,NA,NA,RETIRO,-3.68555555,40.40972222
2021,36,es1940a,NA,NA,8.239520958083832,32.65269461077844,45.209580838323355,NA,18.347560975609756,10.50609756097561,NA,PLAZA CASTILLA-CANAL,-3.68833333,40.46583333
2021,36,es1941a,NA,NA,4.583333333333333,22.541666666666668,29.535714285714285,41.409078014184395,NA,NA,NA,ENSANCHE DE VALLECAS,-3.61194444,40.37277777
2021,36,es1942a,0.2113095238095238,NA,6.460606060606061,29.854545454545455,39.74545454545454,NA,24.36904761904762,NA,NA,URBANIZACION EMBAJADA,-3.58055555,40.4625
2021,36,es1943a,NA,0.16787878787878788,16.436363636363637,38.70909090909091,63.806060606060605,NA,15.120481927710843,8.265060240963855,NA,PLAZA ELÍPTICA,-3.7186,40.3847
2021,36,es1944a,NA,NA,2.8181818181818183,20.866666666666667,25.115151515151513,NA,16.076923076923077,NA,NA,SANCHINARRO,-3.66027777,40.49416666
2021,36,es1945a,NA,NA,1.8392857142857142,17.196428571428573,20.077380952380953,55.02689440993789,NA,NA,NA,EL PARDO,-3.77444444,40.51805555
2021,36,es1946a,NA,NA,2.3012048192771086,18.102409638554217,21.566265060240966,53.57475903614458,NA,NA,NA,JUAN CARLOS I,-3.60888888,40.465
2021,36,es1947a,NA,NA,2.2202380952380953,24.797619047619047,28.220238095238095,61.56767857142857,12.869047619047619,NA,NA,TRES OLIVOS,-3.68972222,40.50055555
2021,36,es2028a,NA,NA,3.5185185185185186,21.555555555555557,27.080246913580247,52.47852760736196,16.914110429447852,7.9447852760736195,NA,GETAFE,-3.716868,40.314518
2021,36,es2093a,NA,NA,1.0060240963855422,2.13855421686747,4.144578313253012,81.27710843373494,11.744047619047619,5.142857142857143,NA,PUERTO DE COTOS,-3.9612,40.8251
2021,37,es0115a,NA,0.25783132530120484,13.11038961038961,28.694805194805195,48.88961038961039,NA,NA,NA,10.897590361445783,PLAZA DE ESPAÑA,-3.71222222,40.42416666
