id_inf,grupo,tipo,nombre,CODMUN,DIRECCION,info,CMUN,CDIS,dist_aeropuerto,dist_intercambiador,dist_cercanias,dist_hospital,dist_universidad,dist_gob,dist_embajada,dist_ccomercial,X,Y
258,Salud,Centros de Especialidades,C.E. Móstoles- Coronel de Palma,0920,CalleCoronel de Palma1,CODZBS: 080108,092,04,10.025154813491962,11.973111665208704,1.2736766246707534,0.5894459174903737,0.27410567162192895,0.3401443137943801,0.02589948053028703,0.9141604717764598,-3.871783176726506,40.318800912040686
259,Salud,Centros de Especialidades,C.E. El Arroyo,0587,CalleComunidad Autónoma de Madrid10,CODZBS: 090205,058,04,10.538823239700934,12.106911395668474,0.6833536964061261,1.909500613050948,0.2796318197126035,0.35243603379116145,3.749752780171375e-4,0.9366465536787258,-3.7975451540154745,40.27719104625415
260,Salud,Centros de Especialidades,C.E. Los Ángeles,0650,Avenidade los Ángeles53,CODZBS: 100204,065,04,8.328869041887224,5.039314862146273,0.9274229430040936,2.1835961325214406,0.7177604382374345,0.2654738173563207,0.1128045860605876,0.2632257849439368,-3.717079261705019,40.30970923500282
261,Salud,Centros de Especialidades,C.E. de Pinto,1132,CalleMarquéss/n,CODZBS: 100105,113,02,15.69522874108551,12.121171023977077,0.516631847203917,4.805303533256098,0.19160730991586933,0.780485876126624,0.11187311597000764,0.47147595151310423,-3.6975954065517977,40.24205635052561
262,Salud,Centros de Especialidades,C.E. Carabanchel Alto,0796,CalleAguacate13,CODZBS: 110405,079,11,2.265556386515964,1.850635481079945,1.9022470615269036,1.3591164636315092,1.636237824053738,0.4234793122808468,0.30308443143053704,0.7029569216255454,-3.74810658168909,40.37217169207242
263,Salud,Centros de Especialidades,C.E. Orcasitas,0796,CalleCestona3,CODZBS: 110505,079,12,5.107092139578151,1.4125458287615984,1.0800221459597434,1.36899013033965,0.7800368678871462,0.4240087404027626,0.5837928712802204,0.6467017743030001,-3.714542677208555,40.37278914977305
264,Salud,Centros de Especialidades,C.E. Pontones- FJD,0796,Rondade Segovia52,CODZBS: 110201,079,02,6.631237627066634,1.4003782554808597,0.4754783681732638,0.28126035489432544,0.4110239578756445,0.20947755954341,0.23353996884658976,0.5516103326800811,-3.7127093543101464,40.406746742557935
265,Salud,Centros de Especialidades,C.E. Villaverde Cruce,0796,CalleAlcarria4,CODZBS: 110302,079,17,7.207464334296966,0.21827691361504367,0.9251836746702422,2.9850802544867356,3.0849238507662005,1.4810878847899644,0.8915634173576062,0.3032974504185596,-3.694211648226024,40.349486363379896
266,Salud,Centros de Especialidades,C.E. Colmenar Viejo Sur,0455,CalleDoctor Cecilio de la Morena Arranz3,CODZBS: 050201,045,01,27.49266234426644,22.04790841056581,2.124890549271432,14.341004665515484,0.21623950226292743,0.4267919384322922,0.20031919512713817,0.7820066568349728,-3.762087117651845,40.660803072164654
267,Salud,Centros de Especialidades,C.E. Mª Ángeles López Gómez,0745,CalleMª Ángeles López Gómez2,CODZBS: 090104,074,04,4.132968053012264,5.343498508603417,0.5805379349131328,1.6245037182038553,0.4291385138590007,1.4728963952385088,0.17379208065624466,1.6442084386774694,-3.752929896383052,40.33711698267274
268,Salud,Centros de Especialidades,C.E. Escorial - San Carlos,1317,CalleXavier Cabello Lapiedra1,CODZBS: 060203,131,01,40.16566280619466,38.401521012521776,1.6579410633006284,3.0825229972051313,0.19778868023287777,0.4365440565495164,0.17147163648517988,0.7799297429587624,-4.1498040785167145,40.591935358373505
269,Salud,Centros de Especialidades,C.E. Navalcarnero,0967,CalleJacinto González26,CODZBS: 080304,096,01,22.495534728196397,23.86381701745896,12.379793522007834,12.221300261274523,1.1639184009093722,0.25945956649831853,0.19414786829519337,0.35333650683861284,-4.016694811481081,40.28725583376137
270,Salud,Centros de Especialidades,C.E. Villaviciosa,1816,CalleCalatalifa20,CODZBS: 080305,181,01,10.99511435545794,11.793869774368789,3.286053532133262,3.3412748758542645,0.8139167977754325,0.2634538718207903,0.32147254996720004,0.16322007556293797,-3.903133379630675,40.35595996920587
271,Salud,Centros de Salud,Centro de Salud Carmen Calzado,005,CalleCarmen Calzado14,CODZBS: 030101,005,01,6.865254807379146,17.503432063988043,0.8258953416438167,0.19180659650930923,1.266731729737168,0.3742218933208564,0.06618995918555728,0.249019347903223,-3.3659991219132324,40.481648097745094
272,Salud,Centros de Salud,Centro de Salud Juan de Austria,005,AvenidaJuan de Austria19,CODZBS: 030107,005,05,8.24784732857706,18.874156160203427,1.312957982144329,1.5216097632859995,0.8139167977754325,0.2634538718207903,0.32147254996720004,0.16322007556293797,-3.3504804663582037,40.487732240796575
273,Salud,Centros de Salud,Centro de Salud La Garena,005,CalleArturo Soria12,CODZBS: 030109,005,03,4.514787203277474,15.151071440606092,0.10432840432293816,2.2494918247111895,1.266731729737168,0.3742218933208564,0.06618995918555728,0.249019347903223,-3.39386446444032,40.481223165362934
274,Salud,Centros de Salud,Centro de Salud Luis Vives,005,CalleLuis Vives16,CODZBS: 030104,005,02,6.66528851974109,17.280895795053443,1.570129626381464,0.8879477943011351,0.6966251080768778,0.2582932802102227,0.1471059089409368,0.49563027624414774,-3.36812222089191,40.47505575690033
275,Salud,Centros de Salud,Centro de Salud Manuel Merino,005,CalleManuel Merino1,CODZBS: 030105,005,01,7.598681889078136,18.236861775048773,1.0554758690546933,0.852710440697527,0.42035893628118026,0.341674913525811,0.21055909651686408,0.5289456450030973,-3.357353613456205,40.48216163884699
276,Salud,Centros de Salud,Centro de Salud María de Guzmán,005,CalleJuan de Borgoña1,CODZBS: 030108,005,05,7.673484000943337,18.2868312334487,0.6934126952761973,1.073212959634118,0.13539063996678252,0.2671485326078019,1.3242524071749993,0.9865932757064628,-3.3577099490684925,40.48927765959869
277,Salud,Centros de Salud,Centro de Salud Miguel de Cervantes,005,Avda.Gustavo Adolfo Becquer23,CODZBS: 030109,005,04,7.426259192254419,17.617391919997907,2.4251004783078587,1.997837479320664,2.3782321768045698,0.37438984917165113,0.28029530786536233,0.5070339086600698,-3.3712314509276013,40.51050524972413
278,Salud,Centros de Salud,Centro de Salud Nuestra Sra. del Pilar,005,CalleNtra. Sra. del Pilar12,CODZBS: 030103,005,02,5.919619565010719,16.513902799699867,1.602081062262336,1.409014250267242,2.3782321768045698,0.37438984917165113,0.28029530786536233,0.5070339086600698,-3.3770981449525808,40.47273308181651
279,Salud,Centros de Salud,Centro de Salud Puerta de Madrid,005,Avenidadel Ejército61,CODZBS: 030102,005,02,5.697484777065353,16.333253247892028,1.150991820469743,1.1350568963676833,1.5019851877570671,0.34838579829132194,2.2682311520745233,0.5512325797645808,-3.37959850160292,40.47881143658915
280,Salud,Centros de Salud,Centro de Salud Reyes Magos,005,Avenidade los Reyes Magos12,CODZBS: 030109,005,03,6.173868694502046,16.723748892273075,1.0150772512821358,1.3387011399031936,0.7345320754011906,0.4146374337206082,0.3764299511344079,0.610502424541421,-3.3769856381381165,40.49258576090265
281,Salud,Centros de Salud,Centro de Salud Arroyo de la Vega,006,Bulevarde Salvador Allende22,CODZBS: NA,006,01,10.004191900029191,6.152747792210918,1.0260296397723407,2.814429821030122,0.408805164380367,0.3387182638689925,0.5433365940212587,1.182229680031222,-3.6312943132633166,40.5379714257527
282,Salud,Centros de Salud,Centro de Salud La Chopera,006,PaseoChopera48,CODZBS: 050101,006,01,10.66451754098164,6.840587360703689,0.7839527885762982,3.1277194863274023,0.5754384991886802,0.10014183182635908,0.03133599376638438,0.3569585523889042,-3.640118660434175,40.540832739966184
283,Salud,Centros de Salud,Centro de Salud Marqués de la Valdavia,006,PaseoChopera100,CODZBS: 050103,006,01,11.284924557303428,7.472434030480525,0.7856020567248927,3.326173730469557,0.39696703229956215,0.3496703317936428,0.4273267398834483,0.913674645259299,-3.645929411565552,40.54461115076834
284,Salud,Centros de Salud,Centro de Salud Miraflores,006,Avenidade España50,CODZBS: 050102,006,01,11.196533035548958,7.339390531263513,0.2139885082610028,2.511841792884074,0.8162334496698552,0.2520468616202573,0.610070433424637,0.16485977202372137,-3.637220223479188,40.54774955252918
285,Salud,Centros de Salud,Centro de Salud Valdelasfuentes,006,CalleDolores Ibárruri4,CODZBS: 050103,006,01,12.056260455166187,8.240796386106283,0.449960202212984,3.4955200293936697,1.0143432518013578,0.1654772712016705,0.18205530193816744,1.2190436967887264,-3.6508279320075063,40.55046644418868
286,Salud,Centros de Salud,Centro de Salud Dr. Pedro Laín Entralgo,007,AvenidaLibertad2,CODZBS: 080204,007,02,4.156339043323589,6.1925900352391325,1.3207505812532565,2.251699651698573,0.522586266363468,0.34000479347975193,0.3089811608612852,0.5009641291128306,-3.8112229611613513,40.345371592353345
287,Salud,Centros de Salud,Centro de Salud Doctor Trueta,007,Plazade las Fraguas8,CODZBS: 080204,007,01,5.2222722010336025,7.123349484997132,0.3478286813288889,0.7093349773532605,0.5967852590121749,0.4114160510288671,0.15438635310417528,0.2902484266212304,-3.829072143803767,40.34818199252999
288,Salud,Centros de Salud,Centro de Salud Gregorio Marañón,007,CalleEscolares1,CODZBS: 080205,007,03,4.993451027218601,7.004461136809222,1.2975603864202894,1.5771653565936703,0.5532875053716625,0.4406508564577496,0.30920599778968194,0.38543432546131895,-3.8208418201224057,40.342384774081566
289,Salud,Centros de Salud,Centro de Salud La Rivota,007,CalleLas Palmeras0,CODZBS: 080208,007,04,6.0139578316787095,7.972509697621215,0.7007664821253379,0.9379181059975058,0.3774135812989181,0.4181169280975769,0.20330047678989255,0.7744943139172519,-3.8341762944866455,40.340797744910255
290,Salud,Centros de Salud,Centro de Salud Los Castillos,007,CalleCarballino25,CODZBS: 080203,007,02,3.587179234569652,5.589325001334703,0.8515234092767424,2.4347384449147924,1.210163080533352,1.0069460534070116,0.3807450295465054,1.425915639639785,-3.808829843733993,40.351226377051475
291,Salud,Centros de Salud,Centro de Salud Miguel Servet,007,CalleDon Benito2,CODZBS: 080201,007,04,5.609710030047747,7.438838076291573,0.34245123656382753,0.33621875131249823,1.210163080533352,1.0069460534070116,0.3807450295465054,1.425915639639785,-3.833809929159288,40.34757135099058
292,Salud,Centros de Salud,Centro de Salud Ramón y Cajal,007,CalleJabonería67,CODZBS: 080202,007,03,4.633888958096889,6.565617487660166,0.8351282614793174,1.2885871296020863,1.210163080533352,1.0069460534070116,0.3807450295465054,1.425915639639785,-3.822225553880744,40.349681334363765
293,Salud,Centros de Salud,Centro de Salud Algete,009,CalleValdeamor0,CODZBS: 050109,009,01,14.269545915082263,13.98592060837233,12.52091082298772,10.122368879079822,0.7184560551660678,0.4924799799955684,0.05664344962386791,0.3812240389476467,-3.5028542410154686,40.59768191600787
294,Salud,Centros de Salud,Centro de Salud Aranjuez,013,CalleAbastos0,CODZBS: 110104,013,01,40.49939859141018,36.37275211656305,1.6878444854302006,3.005387758698175,1.168169459552276,0.6670155885550527,0.2571800189014894,0.656025765218287,-3.5988841272790935,40.03181362329027
295,Salud,Centros de Salud,Centro de Salud Las Olivas,013,PaseoDeleite30,CODZBS: 110105,013,03,40.70520664830831,36.78774530902608,1.1074033904118676,3.5008264452508167,0.13924323046839138,0.699547429246056,0.5138856384113797,1.0335662936556191,-3.612836363983147,40.0258123112354
296,Salud,Centros de Salud,Centro de Salud Arganda,014,CalleFelicidad2,CODZBS: 010104,014,01,18.44813935382732,18.96571497308223,15.931863385721009,1.800257076795184,0.5951847946788907,0.31209963265908053,0.03447331422254487,0.3322922563814257,-3.4455365335637045,40.31069970643336
297,Salud,Centros de Salud,Centro de Salud Arganda del Rey,014,Caminodel Molino0,CODZBS: 010104,014,01,20.067583507737695,20.746712890855186,17.854041733022804,2.049459192208343,0.5951847946788907,0.31209963265908053,0.03447331422254487,0.3322922563814257,-3.432629692128748,40.29645996446594
298,Salud,Centros de Salud,Centro de Salud Condes de Barcelona,022,CalleRonda10,CODZBS: 060101,022,01,9.92815459949287,9.220179404321511,7.380417327278183,3.4845299087229153,0.7933062479095038,0.24784959737976983,0.16027659065909186,0.21683209737739237,-3.8833296470975873,40.40399675066952
299,Salud,Centros de Salud,Centro de Salud Buitrago de Lozoya,027,Paseodel Río Lozoya10,CODZBS: 050114,027,01,59.501442460115285,55.88675154607368,33.52104058610058,45.0038244621337,0.8739729384148385,0.2597699045227788,0.20778990768345376,0.4109871210810404,-3.635793653690451,40.993039352287184
300,Salud,Centros de Salud,Centro de Salud Cadalso de los Vidrios,031,CalleDoctor Menéndez5,CODZBS: 080301,031,01,56.70544550420125,57.17226605251663,29.33755600948627,14.87374069096555,0.5806985728668751,0.44893672495502257,0.16363225611664628,0.5952065505644377,-4.437435743365294,40.300443726764286
301,Salud,Centros de Salud,Centro de Salud Campo Real,033,Callede las Escuelas1,CODZBS: 010103,033,01,16.417843111073356,21.80528476137679,14.920835138930348,7.883620755394967,1.6133253543830188,0.4029782904262174,0.206984498955395,0.6185418341982223,-3.380773255123829,40.33780562760816
302,Salud,Centros de Salud,Centro de Salud Cercedilla,038,Avenidade los Toreros7,CODZBS: 060206,038,01,47.375720216285075,43.14302688798172,1.376758762384589,2.9216989011353802,1.2639880699962485,0.6940263023664743,0.39615204670318943,1.1655205435702518,-4.0508779335295255,40.74118626486091
303,Salud,Centros de Salud,Centro de Salud Ciempozuelos,040,CallePadre Benito Menni0,CODZBS: 110102,040,01,27.13530059615417,22.362630235014088,0.4812825161346019,0.42016784471530344,0.897176122626416,1.857058964480776,1.7668672348219447,0.637550480680926,-3.615766536523083,40.15861584721465
304,Salud,Centros de Salud,Centro de Salud Collado Villalba-estación,047,CalleMadroños5,CODZBS: 060204,047,01,34.342887839361325,31.80136357821719,0.5487995451666365,3.081169374111308,0.3089459852583221,0.3818902363438612,0.05939711381432578,0.635434820213461,-4.0015599445910714,40.62656792069838
305,Salud,Centros de Salud,Centro de Salud Collado Villalba-pueblo,047,CalleFuente del Alamo10,CODZBS: 060204,047,01,35.648178400342736,32.436636406478584,2.2649314072793443,1.2725656329480255,0.8103211826660258,0.778793898430036,0.11399249900849448,0.8589728849961668,-3.9944170860708974,40.64400724241205
306,Salud,Centros de Salud,Centro de Salud Sierra de Guadarrama (El Gorronal),047,CalleIgnacio González Serrano27,CODZBS: 060204,047,01,34.87329548125143,32.47697792998229,0.327470330840722,3.1717732043024043,5.350496049564393,2.17785053748554,5.7378212326683675,1.2770583844279133,-4.011887818779329,40.62695534095989
307,Salud,Centros de Salud,Centro de Salud Colmenar de Oreja,043,CalleAlegas2,CODZBS: 110103,043,01,40.55100588250308,36.33809864980144,19.22636786229549,19.31722177086935,0.5554219178223819,0.0930979839984254,0.04021601056288259,0.4285401687270735,-3.391657831697267,40.1143628268338
308,Salud,Centros de Salud,Centro de Salud Colmenar Viejo Norte,045,Plazade los Ríos1,CODZBS: 050201,045,01,28.313188914368116,22.63360473879701,2.018808859094901,14.528175950360149,0.548438437038335,0.12856591591179756,0.07568921846062047,0.4183263365599333,-3.7740820860020423,40.66325238083852
309,Salud,Centros de Salud,Centro de Salud Colmenar Viejo Sur,045,CalleDoctor Cecilio de la Morena3,CODZBS: 050201,045,01,27.493020297727227,22.048489958572315,2.125744468932111,14.341796304533688,0.6303328554955021,1.2170068086717991,0.08687366265004527,0.9883727430440248,-3.762082100452555,40.66080978638673
310,Salud,Centros de Salud,Centro de Salud Ciudad San Pablo,049,AvenidaMadrid11,CODZBS: 020104,049,02,5.163121192144839,6.040456583952087,1.7139868646414944,0.7579304739180905,0.6158493676609388,0.1846110696492919,0.04809347363355811,0.3620876271301948,-3.541429282467836,40.41993222831292
311,Salud,Centros de Salud,Centro de Salud Doctor Tamames,049,CalleAlameda1,CODZBS: 020101,049,01,3.574864393046538,4.510578854505073,0.5759880262318099,2.8255827164713523,0.7908654126932062,0.7455989125649687,0.4889812669757998,0.630285029714414,-3.5632501891479444,40.42866588043302
312,Salud,Centros de Salud,Centro de Salud El Puerto,049,CalleOceáno Pacífico3,CODZBS: 020102,049,01,4.5484907436428035,4.7047538409114775,0.7351468065546115,2.9491573393092123,0.6401026657024549,0.948336046899886,0.8585662446886014,1.2792175958209429,-3.5675103301684787,40.41935669592334
313,Salud,Centros de Salud,Centro de Salud Jaime Vera,049,AvenidaEspaña130,CODZBS: 020103,049,02,4.693472082289609,5.625158071894347,0.8335520452354828,1.6569848314401934,1.099891922551752,0.31159391012812454,0.17410075753659707,0.39070167445234943,-3.5520328926729885,40.420737948199985
314,Salud,Centros de Salud,Centro de Salud Valleaguado,049,AvenidaPrincipes de España30,CODZBS: 020103,049,02,4.6264380470972135,5.4875802479884745,1.570294607302586,1.1133820292448042,0.4827115802310389,0.3541641264622344,0.6917299542171415,0.6845223184141819,-3.5425666683360477,40.42505306183358
315,Salud,Centros de Salud,Centro de Salud Dr. Aguilar,050,CalleSan Isidro5,CODZBS: NA,050,01,21.10902383129441,22.071739873716982,7.697462295156589,5.896398108002168,0.28729824641042745,0.5019763494040766,0.5308277448412997,0.4967506413814982,-3.839088102865696,40.18697978354312
316,Salud,Centros de Salud,Centro de Salud El Molar,086,CalleSan Isidro0,CODZBS: 050110,086,01,30.87133971178326,27.379737909262108,19.163785793868595,20.149994770419028,3.557670266807785,2.037956915538375,7.441645192308407,2.532700449721148,-3.5814341592490435,40.73765945747288
317,Salud,Centros de Salud,Centro de Salud Alicante,058,CalleAlicante3,CODZBS: 090202,058,03,9.069249424106877,10.896040330479421,0.7533096157631868,1.9596137496303203,1.6525213146522584,0.6092638611647262,0.907742799680878,1.090519242701783,-3.7931722555387566,40.29001835293502
318,Salud,Centros de Salud,Centro de Salud Castilla la Nueva,058,CalleTeruel4,CODZBS: 090203,058,06,8.669283635597845,10.6142621870215,0.4192484285602211,1.8565493014607983,0.10529834462953964,0.32609653968153873,1.537541993157394,1.331741656367667,-3.796102725442537,40.29411543137965
319,Salud,Centros de Salud,Centro de Salud Cuzco,058,CalleCuzco4,CODZBS: 090201,058,02,9.07718308870294,10.669790208089724,0.8642229918279424,2.2894612120005675,1.4443632740932348,1.2152708590285952,0.6679917490687136,1.4829177510665617,-3.789142284455579,40.2894693212897
320,Salud,Centros de Salud,Centro de Salud El Naranjo,058,CalleAvilés2,CODZBS: 090204,058,06,8.884082357815394,10.895673475228532,1.3943641734295371,1.050366993235494,1.4613383633105566,1.4431638643659348,0.7894896809028541,1.540635527806153,-3.8088413686697407,40.294810874004725
321,Salud,Centros de Salud,Centro de Salud Francia,058,CalleFrancia38,CODZBS: 090206,058,07,9.807346598796997,11.79455807668848,0.7137074523548664,0.7502922828984012,0.3993314457739486,0.3861692781295176,0.1435514656738455,0.5965032232761067,-3.807286037717285,40.28572244368888
322,Salud,Centros de Salud,Centro de Salud Panaderas,058,Callede las Panaderas9,CODZBS: 090205,058,04,10.435035272612865,12.063333842875991,0.5615202566440566,1.8078307010302412,1.3374899347817095,1.9615831260869805,0.8171310241015323,1.5185809994324504,-3.798080596580819,40.27821856515501
323,Salud,Centros de Salud,Centro de Salud Parque Loranca,058,CalleAlegría2,CODZBS: 090207,058,09,9.702779098830606,11.775798893274034,3.474360924006599,2.045972293590333,1.3374899347817095,1.9615831260869805,0.8171310241015323,1.5185809994324504,-3.836398093733209,40.2968402038208
324,Salud,Centros de Salud,Centro de Salud Galapagar,061,AvdaVíctimas del Terrorismo3,CODZBS: 060202,061,01,30.319428000377375,28.04078121814189,2.2119624104064286,6.245196094265751,0.7242283000088838,0.09816029362538169,5.30398490790943e-4,0.3374406271887967,-3.997345605960611,40.58408358667039
325,Salud,Centros de Salud,Centro de Salud El Bercial,065,Avenidadel Parque12,CODZBS: 100206,065,03,5.850106032913924,4.805902996876737,0.992487628640788,1.4964916665066057,0.25524074696680654,0.5455692633157655,0.08038495485909325,0.3593531257354183,-3.7384530496441335,40.325606511921805
326,Salud,Centros de Salud,Centro de Salud El Greco,065,AvenidaReyes Católicos37,CODZBS: 100203,065,03,8.627341697415005,6.937699938406396,1.1341530258975758,1.6467133598438506,0.5558179752572994,0.26129015634146097,0.06699059872104268,0.5825227313037422,-3.7366273407699993,40.29841939904669
327,Salud,Centros de Salud,Centro de Salud Getafe Norte,065,AvenidaRigoberta Menchú2,CODZBS: 100202,065,02,7.292203101877247,3.769637430246021,0.6887539876886505,2.4840182142031293,2.703530254681912,1.4844888882309637,1.6636993960791515,0.6784968206135505,-3.7162177146293782,40.32228679697161
328,Salud,Centros de Salud,Centro de Salud Juan de la Cierva,065,AvenidaJuan de la Cierva0,CODZBS: 100201,065,01,8.316214887974514,5.756727599931471,0.8697497411578285,1.6380527793466206,0.9916225496650538,0.3788342390063405,0.00141394871979798,1.3002571133547982,-3.7254447902747647,40.305697428814966
329,Salud,Centros de Salud,Centro de Salud Las Ciudades,065,"CallePalestina, s/n esq. C/ Francisco Fernández Ordóñez0",CODZBS: 100204,065,04,8.089927212638901,4.454699684153386,0.5760969386254161,2.4463332540795366,1.0269480869373144,1.1210561327086404,1.7800980675779936,1.3682790324335832,-3.71381539129118,40.3143555398232
330,Salud,Centros de Salud,Centro de Salud Las Margaritas,065,CalleMagallanes6,CODZBS: 100202,065,02,7.077548673354989,4.957817709832964,0.737235259843202,1.1694815251568782,3.9818319283103105,2.5254221399110732,1.981239152898583,0.4933259429311972,-3.729893393048588,40.31666967629861
331,Salud,Centros de Salud,Centro de Salud Perales del Río,065,CalleJuan de Mairena0,CODZBS: 100207,065,04,11.197975790982584,3.95266904048432,3.042248682009812,6.788353204739995,1.4279353845624192,0.660777914012816,1.5864624891828616,0.8998322131131252,-3.657560471670516,40.32382709960847
332,Salud,Centros de Salud,Centro de Salud Sánchez Morate,065,CalleHuelva2,CODZBS: 100208,065,04,7.71476051054201,4.9123235906694065,1.0219324037616506,1.6718746962070434,2.9005857817189606,1.9995664375350488,1.7140587990946037,1.2712636785281657,-3.722878602601485,40.313344285727
333,Salud,Centros de Salud,Centro de Salud Sector III,065,AvenidaJuan Carlos I1,CODZBS: 100205,065,03,8.561637766596446,7.734069916233463,1.2679084619785184,1.901297952129841,2.5190805597452073,1.2671871908998662,3.778629080657941,1.208201786308188,-3.748449567375221,40.29601914471478
334,Salud,Centros de Salud,Centro de Salud Griñón,066,CalleCalvario1,CODZBS: 100101,066,01,18.38415124510247,20.1857300175687,4.851680106778312,5.7906337347311965,1.6787142462372475,1.9359816559982908,0.5460372791779865,1.822445653025179,-3.8511323453974007,40.21563545079603
335,Salud,Centros de Salud,Centro de Salud Guadarrama,068,Callede los Reyes Católicos2,CODZBS: 060205,068,01,42.79377664518797,40.492241143293654,4.221666333950248,0.3843272157295977,1.601703332648874,1.0505293587713789,3.6275743086486902,2.0885784339477236,-4.088469616803317,40.672417753025094
336,Salud,Centros de Salud,Centro de Salud Humanes,073,CalleFerrocarril4,CODZBS: 090208,073,01,13.652455099733425,15.662931062232175,0.14099906600379242,3.7639506674430008,1.7763066339109073,1.1305958838507846,1.4919210874145734,1.1894331381825476,-3.828139684356287,40.25452927055069
337,Salud,Centros de Salud,Centro de Salud La Cabrera,030,Plazade la Concordia2,CODZBS: 050111,030,01,45.079034524143616,41.48618967504587,27.928747311478126,34.07664517965302,1.7214007396976547,2.908723566405103,0.4707808390394417,1.2839699408854908,-3.614388156290704,40.864246990719586
338,Salud,Centros de Salud,Centro de Salud Las Rozas - El Abajón,127,CallePrincipado de Asturias30,CODZBS: 060105,127,01,15.891822901107824,13.50296023355646,0.9969921303313664,4.406290363416878,1.9337072518896623,2.87511081645338,0.525973794703753,1.159204808338677,-3.878209399520388,40.48962064185154
339,Salud,Centros de Salud,Centro de Salud Monterrozas,127,CalleAristóteles7,CODZBS: 060105,127,01,20.303884771648637,18.021524928346263,3.29311955851629,6.1237107874158,1.5250737935029317,2.992073607652366,0.5442921767278853,1.404223785758658,-3.920204816763104,40.515572650716194
340,Salud,Centros de Salud,Centro de Salud Dr. Mendiguchía Carriche,074,PlazaComunidad de Madrid0,CODZBS: 090108,074,02,5.047090845439043,6.075212737637893,1.205973808470707,0.8336368611982091,1.925548670615212,1.3121447020776509,2.113999747179618,1.863259735600916,-3.756984909777045,40.32703629824495
341,Salud,Centros de Salud,Centro de Salud Huerta de los Frailes,074,Avenidade los Pinos30,CODZBS: 090101,074,01,5.499298935987036,7.321470228816466,0.9911255895451184,0.7168511382309289,0.978669943905999,0.4924316921143392,0.17153012378199697,0.23289405334764784,-3.7762315310574666,40.32091765163083
342,Salud,Centros de Salud,Centro de Salud Jaime Vera,074,AvenidaEuropa1,CODZBS: 090105,074,04,5.08442258067702,5.0793827638652465,1.2008587101600692,1.803877848159987,0.9622951121937818,0.5761099488974918,0.10811852330082262,0.14076648612592876,-3.74595518196332,40.330243141880835
343,Salud,Centros de Salud,Centro de Salud Leganes-Norte,074,CalleCarrmen Martín Gaite16,CODZBS: 090109,074,05,3.5903685977503494,4.6334858404332175,0.4718187932207298,2.5534448592388004,5.135117322771632,1.579079556475243,6.195260286968347,0.9711541713821956,-3.748274073431879,40.34514731608458
344,Salud,Centros de Salud,Centro de Salud María Ángeles López Gómez,074,CalleMaría Ángeles López Gómez2,CODZBS: 09'0104,074,04,4.111742043399961,5.320468230093353,0.5479040871422916,1.656690695690198,2.5446441528697856,1.2056419114472638,1.5138032001537869,0.9494775839088802,-3.752756416842237,40.33739739541563
345,Salud,Centros de Salud,Centro de Salud María Jesús Hereza,074,CalleJesus Miguel Hadad Blanco2,CODZBS: 090103,074,03,3.794500920426803,5.47124189995542,0.9326463017734314,0.8644276189352265,2.2869306925419335,1.283128184601294,1.331922355160768,0.4457390887903035,-3.767112114462998,40.336735501707594
346,Salud,Centros de Salud,Centro de Salud Maria Montessori,074,AvenidaPortugal2,CODZBS: 090106,074,05,4.452864447049986,4.644370492628901,0.48302265859943266,2.228591910408533,2.9196827699121464,2.7076110361094674,2.233286277940843,1.2809958883064043,-3.744482387177998,40.33762212059553
347,Salud,Centros de Salud,Centro de Salud Marie Curie (La Fortuna),074,CalleSan Bernardo13,CODZBS: 090107,074,06,1.1830409179574488,3.2216879547229698,2.225306534903515,0.3664195882910149,3.180174885801211,2.0709675430325847,7.820603558172642,2.1798792076035447,-3.77883698064159,40.36018897540245
348,Salud,Centros de Salud,Centro de Salud Santa Isabel,074,CalleIsabel la Católica c/v Calle Velasco0,CODZBS: 090102,074,01,4.894347099366692,6.575096033247743,0.4223356637659017,0.03326901371506807,1.622786129501476,2.658505613201088,1.3991577953109016,0.6040089711085289,-3.76688139495685,40.32675489077199
349,Salud,Centros de Salud,Centro de Salud Dr. Castroviejo,079,CalleCándido Mateos11,CODZBS: 050406,079,08,12.334056768680572,2.4912594085373265,2.609745178405613,0.7616449340485761,2.7716086734969863,0.22694202626189255,2.5756905097245677,0.3641194740977264,-3.717680680019537,40.47242285627046
350,Salud,Centros de Salud,Centro de Salud Abrantes,079,AvenidaAbrantes55,CODZBS: 110411,079,11,4.184991072598268,1.0339432249371276,2.4185371230160055,1.714403926293923,2.0854773442994117,1.9140674533299549,1.5963719974523671,1.8923878287246063,-3.727383680184166,40.38107380336763
351,Salud,Centros de Salud,Centro de Salud Adelfas,079,AvdaCiudad de Barcelona190,CODZBS: 010301,079,03,9.13901708341133,0.704462663098574,0.6403146634682574,0.8065294346843032,1.8245730158368172,0.7052203187545313,2.328038876414889,1.6646123246351765,-3.674604225009091,40.400970502034816
352,Salud,Centros de Salud,Centro de Salud Alameda,079,CalleAlameda5,CODZBS: 070106,079,01,8.281778008702464,0.4443318348461842,0.6921058049656086,1.3981883479701436,4.841234025603425,1.666970301650457,3.435308345106457,0.07853611518606465,-3.693738025683711,40.41208257664414
353,Salud,Centros de Salud,Centro de Salud Alameda de Osuna,079,CalleCarabela7,CODZBS: 040307,079,21,1.3387125054958502,1.9289464610800493,3.891837438751135,3.3496089720413846,3.474379972772793,2.538530226747534,1.5400682738148384,1.273279160276651,-3.5865538829588925,40.45541494551477
