cmun,cdis,consultorios_de_salud,helisuperficies,centros_de_atencion_a_drogodependientes,centros_de_salud,estaciones_de_cercanias,hospitales,otros_centros_de_salud,centros_de_salud_mental,centros_de_especialidades,bocas_de_metro,intercambiadores,aeropuertos,ayuntamientos_consejerias_ministerios_etc,sanidad_y_servicios_sociales,actividades_administrativas,actividades_asociativas_y_hogares,actividades_profesionales,administraciones_publicas,alimentacion,centros_educativos_no_universitarios_centros_publicos,comercio_mayorista,comercio_minorista,construccion,educacion,hosteleria,industria_quimica_y_refino,informacion_y_comunicaciones,maquinaria_industrial,material_de_transporte,material_electrico_y_electronico,mercadillos,metalicas_basicas_e_intermedias,mineria_y_suministros,otras_manufactureras,otros_servicios_bancos,papel_y_graficas,servicios_financieros,servicios_personales,servicios_recreativos,textil_confeccion_y_calzado,transporte_y_almacenamiento,actividades_inmobiliarias,centros_educativos_no_universitarios_centros_privados,industria_no_metalica,administracion_de_justicia,agencia_tributaria,campus_universitarios,centros_educativos_universitarios,colegios_mayores,galerias_de_alimentacion,grandes_superficies_especializadas,hipermercados,mercados_de_abastos,agricultura_y_ganaderia,centros_educativos_no_universitarios_servicios_educativos,seguridad_social,centros_comerciales,oficinas_de_empleo,embajadas_y_consulados,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,X,Y,densidad_hab_km,area_km2,bakery,bar,butcher,cafe,car_dealership,clothes,convenience,fast_food,food_court,furniture_shop,gift_shop,greengrocer,guesthouse,hairdresser,hotel,pub,restaurant,stationery,vending_any,bicycle_rental,hostel,supermarket,beauty_shop,beverages,bicycle_shop,bookshop,chemist,computer_shop,doityourself,florist,jeweller,kiosk,mall,mobile_phone_shop,optician,shoe_shop,toy_shop,travel_agent,car_rental,car_wash,outdoor_shop,sports_shop,caravan_site,biergarten,garden_centre,laundry,department_store,newsagent,vending_parking,chalet,shelter,motel,camp_site,general,alpine_hut,video_shop,vending_machine,car_sharing,tmed,prec,velmedia,presMax
041,01,1,0,0,0,0,0,0,0,0,0,0,0,1,9,4,1,6,2,0,3,6,7,4,8,4,0,2,1,0,0,1,1,2,1,3,1,4,1,4,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,37.118114776400866,7424,0.5090159752155172,0.4909840247844828,0.22048802532327583,0.6899153825431035,0.08956163793103449,0.11786647359913792,0.15949587823275865,0.07673060344827587,0.06115016163793103,0.49983072467672407,0.08949913793103448,0.5926631465517241,0.6508325700431035,-3.50758846892729,40.56815912393681,357.35967927142616,20.774587707084976,1,0,1,3,0,0,0,0,0,0,0,2,0,2,1,2,4,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15277498718149,0.9905604009660136,3.159193816552418,941.4157206529062
042,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,2,0,1,2,2,5,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43.3795,1879,0.4774,0.5226,0.1602,0.6487,0.1911,0.1235,0.1948,0.0336,0.0241,0.3397,0.1294,0.5158,0.5925,-4.192940460235232,40.40587756950175,38.16521097932796,49.23331882058121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.650074827180058,0.7392437712503497,2.366732848982614,928.5123256691228
043,01,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,2,4,2,2,13,13,2,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44.59451043585022,3258,0.4963155923879681,0.5036844076120319,0.12860405156537755,0.6672977900552486,0.2041243707796194,0.0773853898096992,0.08221841620626151,0.02979312461632903,0.01932615101289134,0.13098440761203192,0.15721737262124005,0.460854205033763,0.5470774094536526,-3.382231058682485,40.08664245055788,91.76420990142952,35.504038050342835,1,3,0,1,0,0,2,1,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.373880855933114,0.919268053686636,2.3553654779597077,935.1109362410176
044,01,1,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,4,2,0,5,2,10,14,12,7,1,0,0,0,0,1,0,1,0,2,0,2,4,1,0,5,0,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,4,39.29509553855959,9414,0.511559464627151,0.4884405353728489,0.1822629169322286,0.6959607605693648,0.12172258338644572,0.12025361164223496,0.1806917994476312,0.08169398767792649,0.06072760781814319,0.4332111217335883,0.1292890376035691,0.5295087529211813,0.6082426704907584,-4.0189900446442,40.53761936958408,298.8029490976167,31.50571314115282,3,3,2,1,0,0,6,1,0,0,0,2,0,0,0,12,2,0,0,0,2,2,0,0,1,1,0,1,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13.505314769459044,1.281818009770353,3.16554691640588,903.4377121566924
045,01,0,0,1,2,1,0,0,1,1,0,0,0,1,47,25,8,41,7,12,20,48,118,79,57,70,6,10,0,0,3,2,10,4,14,15,1,19,21,25,6,20,9,14,1,3,1,0,0,0,1,2,1,1,5,2,2,3,1,0,24,39.52876282092824,52465,0.5066432593157343,0.4933567406842657,0.18376987706089776,0.6818469875154866,0.13436879634041743,0.12759876298484704,0.18997262365386447,0.06579310016201277,0.05158701610597541,0.4095484170399314,0.10931014771752597,0.5634180596588202,0.6315848680072429,-3.746061841174362,40.663951220190825,286.76513292254407,182.95459934514048,7,4,2,7,3,4,5,3,1,3,0,5,0,7,2,1,13,1,2,0,0,4,1,1,6,0,1,2,3,2,1,0,0,1,3,3,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14.118559585039842,1.2130232936373149,2.706727135295502,908.0200001761964
046,01,1,0,0,0,1,0,0,0,0,0,0,0,1,5,5,3,1,1,0,5,1,4,12,7,7,0,2,0,0,1,1,0,0,2,2,0,4,1,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41.215298775176926,7348,0.5019075802939574,0.4980924197060425,0.1732320631464344,0.6782688894937398,0.1484921611322809,0.1426001224823081,0.17706580021774634,0.06471780076211214,0.05090787969515514,0.4704932770821992,0.13891286064235167,0.5190651061513337,0.6025174877517692,-4.032211639327345,40.69390800925206,329.144916596473,22.324513092840935,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.574173498193192,1.8599291345970892,4.055179202828581,855.788012239637
047,01,0,0,1,3,1,1,0,1,0,0,0,0,1,53,43,10,46,6,6,23,42,189,67,74,101,2,8,0,2,1,1,9,4,3,14,1,32,28,28,0,31,10,17,1,4,0,0,5,0,1,2,1,0,3,3,2,4,1,0,32,40.900307891503495,64297,0.5153371961366782,0.4846628038633218,0.160191024464594,0.6940321290262376,0.14578240353360186,0.1802859775728261,0.2524583977479509,0.06122466833600323,0.04360874535359348,0.3858323654291802,0.13951866650076986,0.5264358461514534,0.6110891239093581,-3.988439715070842,40.64121324264622,2549.675719103314,25.21771671521129,10,17,12,27,20,22,20,18,0,8,1,9,0,38,3,45,68,1,1,0,2,23,12,3,3,3,1,3,12,2,8,5,1,5,7,6,1,1,4,8,3,2,0,1,1,3,2,0,16,0,0,0,0,0,0,0,0,0,12.067863417909576,1.6048579146607898,3.542096049694886,878.1201551536492
048,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.5782,742,0.4825,0.5175,0.2049,0.6469,0.1482,0.0984,0.124,0.0322,0.0186,0.2305,0.1467,0.5424,0.6356,-3.248150458304346,40.41887725697083,28.57999613597334,25.962214846700153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.104300707998243,1.0252002945022831,3.0774465344669646,939.5538200567968
049,01,0,0,0,2,1,0,0,0,0,4,0,0,1,29,22,0,23,5,1,11,10,70,50,36,47,0,3,0,1,1,1,2,1,6,14,1,24,19,8,1,21,12,7,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,23,42.56829225011649,34336,0.5072128931733457,0.4927871068266543,0.1572359506057782,0.6601227341565704,0.18262997437092263,0.20497597273998136,0.2069037045666356,0.04724020852749301,0.03451912278657968,0.2914583789608574,0.1262329129776328,0.5294154852050326,0.6029537861136999,-3.568199105269504,40.42361014907736,17299.75798794488,1.984767649577908,4,15,2,2,0,9,9,6,0,3,1,3,0,8,0,3,24,1,0,0,0,4,3,0,1,2,0,2,2,1,1,1,0,5,6,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,15.579725459895627,0.96645059223866,3.111742914747688,947.749181288126
049,02,0,1,1,3,0,1,0,1,0,5,0,0,0,21,14,4,9,0,0,14,4,37,26,21,19,0,1,0,0,0,0,1,1,0,5,0,10,5,6,0,15,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,45.06080925792383,29121,0.5116185261495141,0.4883814738504859,0.1269474056522784,0.6425976923869373,0.23046278287146732,0.14214567494248137,0.1560375639572817,0.03997529274406785,0.02863846365166031,0.26627687236015246,0.1295851035335325,0.4859941382507469,0.5588660176504928,-3.5501523511231396,40.41837234268685,6562.348091187754,4.437588435624913,0,12,0,6,0,7,8,4,0,3,1,3,0,11,0,1,7,1,0,0,0,3,1,0,1,0,0,1,3,1,2,0,0,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15.555468010380435,0.9622431657951936,3.13678724472813,947.5380578933832
049,04,1,0,0,0,1,1,0,0,0,0,0,0,0,5,44,0,35,0,4,2,119,70,65,5,18,4,10,7,1,8,1,10,1,13,1,12,6,5,10,4,201,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.4912,3135,0.5078,0.4922,0.12249999999999998,0.7222,0.1553,0.3104,0.3662,0.0309,0.02,0.23010000000000003,0.1647,0.5253,0.6289,-3.5518722119804256,40.43557833434981,666.0953224385823,4.706533576189561,0,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.589871510186674,0.9446767047290092,3.266670440653456,949.4838845278282
050,01,1,0,0,1,0,0,0,0,0,0,0,0,1,8,1,2,1,2,0,4,4,3,12,6,2,0,1,1,0,0,1,3,0,6,1,0,1,3,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,37.06238690782504,6607,0.5019079007113667,0.4980920992886333,0.23746729226577873,0.6582198879975784,0.1042747237778114,0.06383912517027396,0.10051033752081125,0.0545843802028152,0.03951067050098381,0.3198189495989102,0.0980104131981232,0.6080497805357954,0.6736615105191465,-3.8371114937793616,40.19098715805262,513.6421519749761,12.863040882832149,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.545183092781334,1.0213373229013232,2.988304534275258,938.32502564374
051,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,3,1,0,3,6,2,0,0,1,0,0,1,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.2924,2493,0.4958000000000001,0.5042,0.1966,0.6398,0.1637,0.10390000000000002,0.1436,0.0439,0.0349,0.338,0.1643,0.4978,0.5956,-4.210394106137892,40.370790233900856,97.10889766712802,25.672209858107536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.632178932413687,0.7636858361767856,2.3995586238133892,928.0582932308027
052,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,3,2,4,5,11,7,4,22,0,0,0,0,0,1,0,0,0,2,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,43.58783071789322,5544,0.4973215909090909,0.5026784090909091,0.1475378787878788,0.6569305555555555,0.19553156565656565,0.12158152958152958,0.15817499999999998,0.03851610750360751,0.02881800144300144,0.22104222582972585,0.16572932900432902,0.478867803030303,0.5742650072150072,-3.4783322841152073,40.16237635700465,47.88661441270487,115.77348008401096,4,4,0,2,0,0,1,1,0,0,1,0,1,1,4,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.451679943392628,0.917715890306662,2.4275907815291222,937.8438798174444
053,01,1,0,0,0,0,0,0,0,0,0,0,0,1,9,12,1,6,2,4,5,16,14,18,12,14,0,1,3,5,3,1,18,1,8,3,3,5,4,4,1,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36.84233782294833,10528,0.5013397131458966,0.4986602868541034,0.222073280775076,0.6976626044832827,0.08026411474164134,0.07636645136778115,0.11894009308510638,0.0724326367781155,0.05131088525835866,0.42408619870820674,0.10522882788753798,0.6191342895136778,0.6908582636778116,-3.4449324933196306,40.55970742588255,244.10294714490183,43.12934408674091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.187494811396029,0.9321556980603208,3.266548353221159,943.5273838042508
054,01,1,0,0,0,1,0,0,0,0,0,0,0,1,9,3,2,1,2,2,1,1,11,6,5,13,0,0,0,0,0,2,0,0,0,3,0,4,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42.20167859513275,9040,0.5040892477876107,0.49591075221238934,0.1546578871681416,0.6789786615044248,0.1663634513274336,0.1380462831858407,0.18252774336283187,0.0640300442477876,0.05008356194690266,0.416263628318584,0.12241768805309734,0.5146680309734514,0.5864478207964602,-4.078098715256656,40.593652889114594,411.27850619179475,21.98023933636908,1,4,2,2,1,2,0,1,0,0,1,0,0,3,0,5,13,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18249711611264,1.4200607118769917,3.64775802992187,882.72501395286
054,02,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,3,1,0,4,0,8,7,9,6,0,3,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44.40608594424813,7641,0.5126397461065305,0.48736025389346943,0.13899445098809057,0.6623677398246303,0.1986745190420102,0.08127789556340793,0.13796592069100902,0.06528296034550451,0.05460670069362649,0.5142908388954326,0.11089935872268028,0.4881103258735767,0.5487797670461981,-4.1026949686147525,40.58189579648381,162.95038455161813,46.89157390469088,0,2,2,0,0,1,1,1,0,0,0,1,0,1,0,1,8,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.347181292498249,1.362617791106396,3.573579555986049,886.275805917368
055,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,4,0,3,0,1,3,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,45.4344,1379,0.4801,0.5199,0.1443,0.6251,0.23060000000000003,0.1777,0.1733,0.0305,0.022,0.1847,0.2029,0.4263,0.5347,-3.1088140476904957,40.14638275387277,17.411153036007672,79.20210666967986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.018346370345128,1.0830970618460898,2.778358562147247,932.904510276832
056,01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,3,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.7755,1733,0.4962,0.5038,0.2008,0.6746,0.1246,0.2429,0.3058,0.0354,0.0231,0.3422,0.1907,0.49030000000000007,0.6058,-4.1832229469306235,40.47888891325104,60.89745028125364,28.45767748889608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2922156051458,0.8560527181830909,2.564674379649859,922.0406780260028
057,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,3,0,2,6,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.8296,2412,0.4685000000000001,0.5315,0.1978,0.6584,0.1439,0.0991,0.136,0.0326,0.0196,0.3039,0.1394,0.5297,0.6155,-3.4093559330681527,40.60936813154978,75.90414489600732,31.77692079009081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.934966202509411,1.0584941380791988,3.119653056559492,937.4636588970252
058,02,0,0,0,1,0,0,0,0,0,3,0,0,0,25,34,3,27,0,6,12,56,91,54,19,38,3,8,6,4,3,0,54,4,27,6,16,13,15,6,2,27,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,43.7398628021548,21719,0.5133226253510751,0.4866773746489249,0.13932191169022515,0.6439081265251623,0.2167680279939224,0.13545645747962612,0.17727118191445276,0.04119854505271882,0.02830395966665131,0.1769992725263594,0.16596923891523552,0.4565210829227865,0.5470403103273631,-3.769806015651861,40.28401564764506,3999.8794164105343,5.429913689620795,5,6,0,13,2,6,7,8,0,3,0,0,0,5,2,3,9,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13282226439656,0.9779280076019876,3.3516230529633098,945.4162447186025
058,03,0,0,0,1,0,0,0,0,0,0,0,0,0,16,10,2,16,2,0,4,1,30,24,13,18,0,0,0,0,0,0,0,0,4,6,0,12,6,7,1,4,2,4,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,10,41.65338015045939,16217,0.5105269470308935,0.4894730529691065,0.14390532774249246,0.6993844360855892,0.15668751310353335,0.16581579207004996,0.21088957267065425,0.0550569834124684,0.03812309921687118,0.18225834617993464,0.17348912869211322,0.4863994450268237,0.5873554479866806,-3.793597875170455,40.28942168717862,29151.735729976503,0.55629620651796,4,34,5,13,2,13,21,5,0,6,0,3,0,15,0,2,4,5,0,0,0,4,0,0,1,2,0,2,6,2,3,3,0,3,3,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.001800692431612,0.993551221594629,3.2499265887661406,943.6682654873692
058,04,0,0,0,1,0,0,0,1,1,2,0,0,0,13,42,2,31,1,11,10,395,139,71,25,61,8,5,13,7,1,1,81,5,47,7,27,11,13,10,9,29,5,6,5,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,16,39.58809899757656,27234,0.5050968862451348,0.4949031137548652,0.17962904457663215,0.6853454835866931,0.13501647205698758,0.1450449731952706,0.1802539582874348,0.04792701035470368,0.03124205405008445,0.19323596974370277,0.15461370345891165,0.5209049790702798,0.6138478335903651,-3.777909199232077,40.26527969236106,1696.206038433227,16.05583247725957,2,23,4,22,3,2,24,5,0,11,2,2,0,15,1,3,11,2,0,0,0,4,1,0,0,2,0,1,7,3,0,5,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.020645903279213,0.9875284365091666,3.2748669156377677,944.233959758551
058,06,1,0,1,2,1,0,0,0,0,0,0,0,0,17,19,0,13,1,3,11,21,58,59,24,28,0,2,2,0,1,1,10,1,13,4,4,10,10,7,4,17,3,5,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,19,42.07397818149435,33687,0.5086604031228663,0.4913395968771336,0.13561288330810106,0.7219078546620358,0.1424941639208003,0.07285303232701042,0.10600882536289964,0.05529553536972719,0.0382077121738356,0.2219461038382759,0.14665215364977588,0.5289769050375516,0.6194888176447888,-3.82171471370603,40.31032680845794,4567.730865581222,7.3749966868316115,1,1,0,6,1,1,2,2,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.875249489610026,1.0120577461650733,3.1521816764774373,941.396748287018
058,07,0,0,0,1,0,1,0,0,0,4,0,0,0,14,15,0,10,2,9,10,8,46,33,23,28,1,2,0,0,1,0,7,0,3,4,1,8,8,7,1,19,6,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,16,39.57668830182771,25551,0.5072315290986654,0.4927684709013346,0.18871543970881768,0.6641957575045986,0.14706560212907518,0.09461814410394898,0.12320614848733905,0.03996305819733083,0.02843256624006888,0.26274936793080506,0.13810952995968848,0.5691234628781653,0.6551870729129975,-3.817503606818036,40.290774825029544,9685.719480368278,2.6380074347381863,0,2,1,8,1,4,6,1,0,0,0,0,0,2,0,7,8,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.880219342438018,1.0070921368013837,3.171060300567607,941.989244553269
058,08,0,0,0,0,1,0,0,0,0,2,0,0,1,14,9,2,12,7,1,11,5,60,19,22,29,0,0,0,0,0,0,1,0,2,9,0,16,13,9,0,3,3,5,2,4,0,1,5,0,0,0,1,0,0,0,2,2,0,0,16,42.43979151122283,22677,0.5081329276359307,0.49186707236406935,0.1429335361820347,0.7061209639723067,0.15095149711161088,0.09901229880495656,0.13386963884111655,0.04514819420558275,0.02979079243286149,0.20221657626670192,0.153782299245932,0.5169737310931781,0.6091769634431362,-3.818956384457292,40.2813342758059,8051.6570840032255,2.816438872571205,2,1,1,10,0,0,10,5,0,2,0,2,0,6,0,5,3,1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.862879319191387,1.007073072916725,3.1674363191662067,941.9314181737968
058,09,0,0,0,1,0,0,0,0,0,3,0,0,0,8,7,2,2,0,0,13,1,60,14,23,18,0,3,0,0,0,1,2,0,1,1,0,7,10,5,0,8,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,36.774581026690875,25889,0.5037247595503882,0.4962752404496118,0.192943072347329,0.7369150140986519,0.07015072038317433,0.05068018849704507,0.09082219861717332,0.07352168102282823,0.04799670902699989,0.2669931129050948,0.1401898026188729,0.5747815520105064,0.6682131445787787,-3.8375457170884784,40.297169789603025,6715.880515129294,3.854892882873392,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.794172090378147,1.0170311405746542,3.1204720427575245,940.69223373273
059,01,1,0,0,0,0,0,0,0,0,0,0,0,1,10,5,0,5,2,1,2,10,14,12,2,7,1,2,1,1,1,1,4,0,3,3,1,4,4,3,0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40.44681199767036,6868,0.49518669190448455,0.5048133080955154,0.1706377984857309,0.6846278974956319,0.14473430401863716,0.1694786546301689,0.21329475829935937,0.04850390215492138,0.03456438555620268,0.30720821199767034,0.1316363424577752,0.5110103086779266,0.5883491846243448,-3.5236470435016733,40.64224088765399,207.02728550678185,33.17437111339132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.671265570641047,1.1569425725652052,2.9728096257997905,929.3700355213
060,01,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,1,2,1,3,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,43.0661,2223,0.4988999999999999,0.5011,0.1489,0.6631,0.188,0.1174,0.152,0.0338,0.0248,0.1871,0.1825,0.4736000000000001,0.5793,-3.159108647708965,40.110995608909775,36.91043659606239,60.226868197954346,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.077416219121854,1.0588792896630432,2.7211666445794043,933.1079102873862
061,01,0,0,0,1,2,0,0,0,0,0,0,0,1,22,17,6,14,2,2,11,8,35,27,29,35,0,5,0,0,0,1,3,0,2,4,0,3,8,6,0,11,7,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,40.239904565261305,34653,0.5123400859954405,0.4876599140045595,0.17458013736184455,0.6892591377369924,0.13614824401927683,0.163010997604825,0.23574966380977116,0.07118180244134707,0.05634534383747439,0.4428961821487317,0.1222067324618359,0.5290468069142643,0.6029406112024933,-3.985958983122096,40.57492802874767,531.9535033971538,65.14291151143759,5,3,10,9,1,7,17,8,0,2,1,10,0,15,0,28,19,2,0,0,0,9,9,1,2,1,0,2,8,2,2,1,0,8,4,0,0,2,0,1,0,1,0,0,0,4,0,0,36,0,0,0,0,0,0,1,0,0,13.165731976697048,1.3746668821062256,3.2536680524279533,896.7947281732224
