cmun,cdis,consultorios_de_salud,helisuperficies,centros_de_atencion_a_drogodependientes,centros_de_salud,estaciones_de_cercanias,hospitales,otros_centros_de_salud,centros_de_salud_mental,centros_de_especialidades,bocas_de_metro,intercambiadores,aeropuertos,ayuntamientos_consejerias_ministerios_etc,sanidad_y_servicios_sociales,actividades_administrativas,actividades_asociativas_y_hogares,actividades_profesionales,administraciones_publicas,alimentacion,centros_educativos_no_universitarios_centros_publicos,comercio_mayorista,comercio_minorista,construccion,educacion,hosteleria,industria_quimica_y_refino,informacion_y_comunicaciones,maquinaria_industrial,material_de_transporte,material_electrico_y_electronico,mercadillos,metalicas_basicas_e_intermedias,mineria_y_suministros,otras_manufactureras,otros_servicios_bancos,papel_y_graficas,servicios_financieros,servicios_personales,servicios_recreativos,textil_confeccion_y_calzado,transporte_y_almacenamiento,actividades_inmobiliarias,centros_educativos_no_universitarios_centros_privados,industria_no_metalica,administracion_de_justicia,agencia_tributaria,campus_universitarios,centros_educativos_universitarios,colegios_mayores,galerias_de_alimentacion,grandes_superficies_especializadas,hipermercados,mercados_de_abastos,agricultura_y_ganaderia,centros_educativos_no_universitarios_servicios_educativos,seguridad_social,centros_comerciales,oficinas_de_empleo,embajadas_y_consulados,nsec,t3_1,t1_1,t2_1,t2_2,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,X,Y,densidad_hab_km,area_km2,bakery,bar,butcher,cafe,car_dealership,clothes,convenience,fast_food,food_court,furniture_shop,gift_shop,greengrocer,guesthouse,hairdresser,hotel,pub,restaurant,stationery,vending_any,bicycle_rental,hostel,supermarket,beauty_shop,beverages,bicycle_shop,bookshop,chemist,computer_shop,doityourself,florist,jeweller,kiosk,mall,mobile_phone_shop,optician,shoe_shop,toy_shop,travel_agent,car_rental,car_wash,outdoor_shop,sports_shop,caravan_site,biergarten,garden_centre,laundry,department_store,newsagent,vending_parking,chalet,shelter,motel,camp_site,general,alpine_hut,video_shop,vending_machine,car_sharing,tmed,prec,velmedia,presMax
013,03,0,0,0,1,0,0,0,0,0,0,0,0,0,20,14,0,11,0,1,6,5,46,20,14,35,2,1,1,0,0,1,5,2,2,4,0,10,5,8,0,12,3,3,0,0,0,1,3,0,0,2,1,0,2,1,0,1,0,0,10,41.744593465368695,17874,0.5124264798030659,0.4875735201969341,0.16778516280631087,0.6576017623363545,0.17461307485733463,0.11110735705494014,0.1514647868412219,0.05480882846592817,0.04044138413337809,0.32919206109432697,0.1572412666442878,0.4783865223229271,0.5662552422513147,-3.612495953664825,40.02518220728985,7696.288226384732,2.3224182195676635,1,0,0,1,0,1,7,4,0,3,0,2,0,4,0,1,10,1,0,0,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.510857698017494,0.8274147095006845,2.042872850566906,934.7324323427634
013,04,0,1,0,0,1,1,0,1,0,0,0,0,1,3,9,2,6,6,1,4,3,49,8,10,46,0,0,1,1,1,0,2,0,4,4,0,7,1,2,2,8,1,2,0,4,1,0,1,0,0,1,0,1,2,1,0,0,0,0,5,37.32378924413233,10822,0.4970491036776936,0.5029508963223064,0.2236962114211791,0.6611610608020698,0.11514272777675108,0.1188483459619294,0.1724268527074478,0.07045501755682869,0.05656104232119756,0.44457349842912586,0.13681077434854924,0.5532636296433191,0.6374372019959342,-3.6816077135673777,39.993576247244626,58.74252582177519,184.22769277633628,0,4,0,9,1,0,0,3,0,0,0,2,0,1,1,0,27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.373416921809929,0.9049423635167742,2.285854738499191,933.4349856527836
014,01,1,0,1,2,0,1,0,1,0,2,0,0,1,41,62,8,42,6,26,21,152,162,164,52,85,17,5,23,8,14,2,92,17,104,15,32,23,30,19,8,65,14,12,10,4,1,0,0,0,0,0,0,1,4,3,1,1,1,0,26,38.91673680014206,56315,0.5001971375299654,0.49980286247003464,0.19172176684719883,0.682430267246737,0.12584480156263872,0.2179113895054604,0.2324647358607831,0.04511228979845511,0.0327723270886975,0.2757076924442866,0.16285281896475184,0.5498173293083548,0.6541103560330285,-3.445494141785985,40.292364780002885,700.948721390213,80.34111238309806,0,1,0,4,1,1,2,2,0,0,0,1,0,2,1,1,9,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.387469253848908,1.0022052823044376,2.9136944631149837,940.7182228685028
015,01,1,0,0,1,0,0,0,0,0,0,0,0,1,12,33,0,11,2,1,11,19,89,87,30,45,0,10,5,0,1,0,6,2,5,7,1,7,18,12,1,37,8,12,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,14,33.8256487217466,33757,0.5017269721835471,0.4982730278164529,0.26663129128773294,0.6700694670734959,0.06326854578309683,0.06608400924252748,0.1107041591373641,0.06464215718221407,0.04943017744467814,0.4523822081346092,0.09520449092040167,0.669527084752792,0.7373457682850965,-3.915808254828421,40.28011559377767,1622.4109855788809,20.806688502516153,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.439765026694236,1.0425425056584563,3.0006625720085793,936.1406254533388
016,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.65140000000001,109,0.4404,0.5596,0.0917,0.7064,0.2018,0.0826,0.0734,0.0505,0.0303,0.3434,0.2143,0.4444,0.5657,-3.4666862421132096,40.93965172572242,3.835243105052359,28.420623416650905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.792590539455771,2.010582428421024,2.383116036517813,907.0951843828138
017,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.8564,1818,0.4934,0.5066,0.15289999999999998,0.6947,0.1524,0.08639999999999999,0.1221,0.0617,0.0435,0.38769999999999993,0.1065,0.55,0.6156,-3.92605700707779,40.22273685811082,84.95535101242945,21.39947605812395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.346860218150072,1.044360881692289,2.9634312143681405,935.0870865542654
018,01,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,1,2,2,2,0,10,12,2,17,0,1,0,0,0,1,0,0,0,2,0,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,41.98571008858267,6096,0.5014386318897638,0.49856136811023616,0.16518006889763778,0.6741784940944882,0.160591781496063,0.11528784448818896,0.14436432086614176,0.058658562992126,0.0464965059055118,0.4199914370078741,0.12228080708661418,0.5169771161417324,0.5887647637795276,-3.9376230952345574,40.70741226050014,206.31529572016856,29.54700948720827,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.369272305805731,1.9994982858200043,3.4447326566836476,864.109206775528
019,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,4,0,1,2,4,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.170399999999994,1749,0.4837,0.5163,0.1618,0.665,0.17320000000000002,0.0983,0.1155,0.0341,0.0225,0.2094,0.1447,0.5321,0.6221,-3.3338617589878634,40.13748712607535,72.61161063184855,24.087056942830877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.28833524435706,0.9771197567696758,2.568600967301014,935.670335856903
020,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.3662,213,0.4225,0.5775,0.1127,0.6056,0.2817,0.0798,0.108,0.05290000000000001,0.05290000000000001,0.2963,0.1333,0.3439,0.3968,-3.5282412899550084,40.97365978384303,14.55877573348004,14.630351061056272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63912244948224,1.8914923572589757,2.188132779216224,905.6385141307926
021,01,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0741,810,0.4877,0.5123,0.1704,0.5951,0.2346,0.10860000000000002,0.142,0.0387,0.0268,0.3452,0.1114,0.4865999999999999,0.5476,-3.5578422641505876,40.88195150215352,28.495939681419408,28.425102279682154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.008672021590437,1.775741478448031,2.49475150963585,906.0897055593992
022,01,1,0,0,1,0,1,0,0,0,8,0,0,1,53,52,32,62,4,2,13,42,79,71,61,98,0,35,0,0,1,0,6,5,5,15,1,28,33,37,5,23,14,30,0,0,0,0,1,0,2,0,0,0,2,0,0,3,0,0,27,37.44675728644068,59000,0.5114951254237288,0.4885048745762712,0.2280970881355932,0.660652106779661,0.11123664745762712,0.07787534406779661,0.13310630169491527,0.0942556508474576,0.08371366610169492,0.6247955762711864,0.06574559491525424,0.5897891542372882,0.6309332457627119,-3.89271431915305,40.420315435438454,1243.6639992561695,47.4404662636272,1,3,0,4,1,5,3,0,0,0,0,3,0,7,1,3,41,1,1,1,0,7,2,0,1,0,0,1,1,2,0,1,0,2,2,0,0,2,0,2,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,15.282803874870634,1.0693106989220529,2.92280605697382,933.533320039302
023,01,3,0,0,0,0,0,0,0,0,0,0,0,1,6,4,1,4,2,1,4,3,6,19,12,19,0,2,0,0,0,4,0,0,1,0,0,1,0,4,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39.362995903072694,8006,0.49697972770422183,0.5030202722957782,0.2083558705970522,0.6696436547589307,0.12205784411691233,0.09916598800899326,0.1336541843617287,0.05414670247314514,0.0415395203597302,0.46407832875343497,0.1137699475393455,0.577459592805396,0.6516385335998002,-3.921901544203283,40.709238036405935,202.65640329225295,39.50529008676061,2,1,0,1,0,0,2,0,0,0,0,1,0,0,2,1,20,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,11.706038538967112,1.9158967048133289,3.358995826051141,869.4697638927832
024,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.5872,218,0.3945,0.6054999999999999,0.0917,0.7202,0.1881,0.0872,0.1055,0.0909,0.0707,0.3586,0.0787,0.5909000000000001,0.6414,-3.659818633321227,41.05955825570496,8.741607750944894,24.938204299596496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12.247646593055018,2.393319860973566,2.120800937990806,904.5628682988038
025,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.1059,529,0.4178,0.5822,0.0888,0.6144,0.2968,0.1229,0.1456,0.0166,0.0145,0.1639,0.2405,0.3734,0.4917,-3.121021265943383,40.24059275456803,11.824939937855016,44.73595661205176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.011046757169336,1.088531916248743,2.8544700268243415,934.1635816964664
026,01,1,2,0,0,0,1,0,0,0,0,0,0,1,7,4,3,10,2,1,6,4,19,11,15,11,0,1,0,0,0,1,0,0,2,4,0,7,2,7,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39.3590904757454,10699,0.5074452378726984,0.4925547621273016,0.1829348911113188,0.6909112160014955,0.12618556874474252,0.19162049724273297,0.22516218338162447,0.06476576315543509,0.04858597065146276,0.38710282269370966,0.1173778857837181,0.5409447798859707,0.6127925133190018,-3.994910129421561,40.39712364057478,217.70954811591992,49.14345784367387,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.847754849912755,1.0791138870361388,2.9015680021305097,927.0317029854476
027,01,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,3,3,0,4,0,7,3,6,11,0,0,0,0,0,1,0,0,0,2,0,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42.5008,1943,0.5229,0.4771,0.1714,0.6366,0.192,0.2357,0.2532,0.0547,0.0329,0.29810000000000003,0.1306,0.4963,0.5708,-3.627181551455507,40.98842116129149,74.81759808429568,25.969825946709168,0,2,0,0,0,0,2,1,0,0,0,1,0,0,2,2,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.754557877237955,1.4999756421217076,2.0584110279826957,905.5322417898706
028,01,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,2,3,3,1,2,7,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.4649,2706,0.4948000000000001,0.5052,0.1693,0.6763,0.1545,0.0913,0.1386,0.04759999999999999,0.0325,0.4195,0.1356,0.5387,0.6232,-3.728368250818068,40.84158717661051,48.14666824346859,56.20326595219985,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.962962472294,1.6871898771620448,2.7961840703340357,896.4321489312006
029,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42.15579999999999,841,0.4839,0.5161,0.1653,0.6825,0.1522,0.0809,0.1213,0.0541,0.0342,0.4231,0.1163,0.5627,0.6368,-3.634757791118232,40.825458687628014,60.86094301805025,13.818385951571186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.30879919419615,1.6093006785895343,2.7107710977876485,904.3686822202612
030,01,0,1,0,1,0,0,0,0,0,0,0,0,1,8,0,0,2,2,1,5,1,6,2,8,9,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,42.6686,2776,0.5112,0.4888,0.152,0.6726,0.1754,0.1711,0.192,0.05479999999999999,0.0357,0.328,0.1445,0.503,0.5879,-3.6132111151930486,40.862849323372075,125.29388736523988,22.155909265611488,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,12,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,13.071631348478936,1.7187777026598507,2.586148922592337,904.3544960469852
031,01,0,1,0,1,0,0,0,0,0,0,0,0,1,11,2,1,1,3,1,3,0,5,7,4,5,0,0,0,0,0,2,0,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,44.19554155562442,3227,0.48311973969631233,0.5168802603036876,0.1456242330337775,0.638994638983576,0.215335419894639,0.16735751471955376,0.16024635884722652,0.03552296250387356,0.02289699411217849,0.21105704989154012,0.23902981096994108,0.4161729470096064,0.5472742175395103,-4.432826614417484,40.298428816653455,67.50542558996048,47.8035649993728,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.263956718359738,1.013752371432621,2.719686169867292,920.2238679565232
032,01,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,3,1,0,3,7,9,17,5,2,3,0,0,0,0,1,8,1,7,2,1,3,4,4,2,15,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38.35692798566879,7536,0.49630737791932056,0.5036926220806794,0.20290069002123143,0.6840596072186836,0.11303970276008492,0.11050550690021232,0.13613752653927816,0.05266035031847133,0.03881884288747347,0.32980208333333333,0.14601395966029726,0.5618622080679406,0.657445355626327,-3.3759342641408616,40.56226804707435,214.03959133551237,35.20843948999666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.118175346370911,0.964577676281751,3.2316800636395704,942.1031826153796
033,01,0,1,0,1,0,0,0,0,0,0,0,0,1,5,3,0,3,3,7,4,10,14,13,6,4,1,0,3,0,0,0,7,3,5,4,1,4,0,1,0,11,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,39.208426153846155,6435,0.4926277855477855,0.5073722144522145,0.1916249261849262,0.6812749961149962,0.1271000777000777,0.16705790209790208,0.1829209324009324,0.0417790675990676,0.02929686091686091,0.27234105672105674,0.1336775912975913,0.5712005594405595,0.6592158974358974,-3.373275066858006,40.32299127475907,104.10681385388013,61.81151609376781,1,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.286028664295568,1.002494697933633,2.9847592966323764,940.678688431224
034,01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0022,457,0.4661,0.5339,0.0832,0.6543,0.2626,0.0744,0.1028,0.0501,0.0334,0.2697,0.169,0.4224,0.5084,-3.760161766203661,40.892905694617745,8.429879101032748,54.211928133585296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.549254925001865,1.8619283948840133,2.7554460786298383,892.6226847298943
035,01,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,3,0,0,6,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.9433,2168,0.4958000000000001,0.5042,0.1674,0.661,0.1716,0.1822,0.1997,0.0294,0.0183,0.2416,0.176,0.48749999999999993,0.5917,-3.2459854002826405,40.254421127716306,45.281249651638014,47.878537290358864,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.147013708876118,1.0440406490258274,2.8606200367676853,936.6703495698196
036,01,1,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,1,0,5,2,7,17,6,3,0,0,0,1,0,1,0,0,2,0,4,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37.93468759493671,3950,0.490133164556962,0.509866835443038,0.20457974683544303,0.686063670886076,0.109356582278481,0.07592177215189874,0.1022518987341772,0.05272139240506329,0.03466974683544303,0.2867893670886075,0.12134632911392404,0.5900758227848102,0.6711791139240507,-3.832065216276459,40.17241003990697,740.183936541144,5.336511379128577,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.504565710716474,1.0204654458908595,2.950179881492391,937.7961480519624
037,01,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,2,0,1,4,2,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,46.51346496631376,2078,0.4990552454282964,0.5009447545717036,0.13764273339749758,0.6024794995187681,0.25987776708373433,0.11693551491819056,0.1198436958614052,0.03126111645813282,0.01955948026948989,0.14343580365736286,0.22811010587102984,0.4151941289701635,0.5379194417709336,-4.5080399562786955,40.24404145184807,30.72783288597078,67.62598611204827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.18933538021529,1.0979046825438885,2.8103847829220387,918.1790895017502
038,01,0,0,0,1,2,1,0,0,0,0,0,0,1,7,3,1,5,2,0,4,0,12,13,5,29,0,0,0,0,0,1,1,0,0,2,1,4,1,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,43.17045953520164,7315,0.5033603691045797,0.4966396308954204,0.14487542036910458,0.6820245659603555,0.17306296650717704,0.12905577580314423,0.1539388106630212,0.05794274777853725,0.04562114832535885,0.3876262064251538,0.11948836637047162,0.524991948051948,0.5960752289815447,-4.054058987015863,40.757134845002554,179.43850583864892,40.76605501038694,3,3,3,8,0,0,2,2,0,0,0,1,0,2,1,8,20,1,0,2,2,3,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,9.388420825225143,2.4760603231290115,4.042392358214474,834.1636465845933
039,01,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.45569999999999,158,0.3861,0.6139,0.0759,0.6329,0.2911,0.057,0.0886,0.0342,0.0205,0.226,0.1625,0.4589,0.5479,-3.524082436323768,40.91663027282961,13.665869323112377,11.561650141991535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.849234875556268,1.857910164529646,2.376018638786406,906.230283048842
040,01,0,0,0,1,1,1,0,0,0,0,0,0,1,6,4,0,6,2,2,1,1,19,5,8,13,0,1,0,0,0,0,2,0,2,8,0,6,2,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,44.44315357664233,4795,0.43754673618352447,0.5624532638164754,0.13596045881126173,0.6717314911366006,0.1923080500521377,0.16748813347236707,0.2170914702815433,0.04422022940563087,0.03085215849843586,0.24498517205422315,0.14153418143899898,0.4111750573514077,0.4783649426485923,-3.614703001234297,40.16061315628002,7147.957286530977,0.670821020298387,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.544668450847697,0.9280377886123904,2.539079482397493,939.3176675708166
040,02,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,2,2,0,4,7,5,14,24,10,8,0,0,3,0,0,1,4,0,1,0,0,2,2,2,0,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39.57076538261997,15420,0.5091979182879377,0.49080208171206224,0.18639846303501945,0.6793683398184176,0.1342428793774319,0.15009507782101167,0.2021266926070039,0.04459046692607004,0.02947232166018158,0.24220124513618677,0.16325290531776915,0.5150935019455253,0.6144261284046693,-3.6059208155408737,40.15056153475925,332.9569110062346,46.312298950032194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53146573893226,0.9097308921538282,2.4436457704090797,938.8067562252128
