ccaa,CPRO,CMUN,dist,secc,t1_1,t2_1,t2_2,t3_1,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,NSEC,area,elevation,densidad_hab_km2
13,28,079,13,104,1703,0.5285,0.4715,44.3194,0.1351,0.6823,0.1826,0.111,0.1715,0.0421,0.0312,0.2417,0.1678,0.4813,0.5784,Madrid - 13.104,150775.470649299,612,11294.940700010464
13,28,079,13,108,1852,0.5211,0.4789,42.5594,0.1285,0.7246,0.1469,0.1652,0.2376,0.0632,0.0483,0.3067,0.1551,0.513,0.6072,Madrid - 13.108,37547.2888778297,636,49324.466701869875
13,28,079,13,109,2155,0.5267,0.4733,45.4552,0.103,0.7058,0.1912,0.078,0.1378,0.0543,0.0372,0.2664,0.1489,0.5085,0.5975,Madrid - 13.109,55843.8469424767,636,38589.748342728046
13,28,079,13,110,900,0.5267,0.4733,42.9256,0.1689,0.6411,0.19,0.1678,0.2611,0.0361,0.0147,0.1711,0.2048,0.4412,0.5548,Madrid - 13.110,22237.58083869,636,40472.02825381692
13,28,079,13,111,818,0.5024,0.4976,43.187,0.1357,0.6883,0.176,0.0807,0.1357,0.0212,0.0085,0.1612,0.233,0.4144,0.5403,Madrid - 13.111,16680.2912638674,636,49039.91105790465
13,28,079,13,112,1309,0.5256,0.4744,45.6142,0.1253,0.6486,0.2261,0.094,0.1658,0.0306,0.0175,0.1581,0.1854,0.4183,0.5135,Madrid - 13.112,32677.797366641,636,40057.77945536465
13,28,079,13,114,770,0.539,0.461,43.0831,0.1727,0.626,0.2013,0.2039,0.3286,0.0235,0.0141,0.1413,0.2101,0.4427,0.5604,Madrid - 13.114,14658.9018635693,636,52527.80918832858
13,28,079,13,115,1594,0.5301,0.4699,44.0163,0.1399,0.6656,0.1945,0.1487,0.2114,0.0401,0.0241,0.1896,0.1765,0.4763,0.5784,Madrid - 13.115,88743.1247666851,636,17961.954846539295
13,28,079,13,116,784,0.523,0.477,45.9732,0.1186,0.6569,0.2245,0.0944,0.1722,0.0376,0.0174,0.1708,0.168,0.4515,0.5427,Madrid - 13.116,53662.1386944351,636,14609.928323287317
13,28,079,13,117,837,0.5436,0.4564,45.4504,0.1207,0.6619,0.2174,0.1673,0.2389,0.0313,0.0163,0.1712,0.1716,0.4198,0.5068,Madrid - 13.117,19452.9400535467,636,43026.91509335091
13,28,079,13,118,776,0.5464,0.4536,46.5284,0.1147,0.6392,0.2461,0.0554,0.0992,0.0335,0.0204,0.1121,0.245,0.3857,0.5109,Madrid - 13.118,16917.9624650722,636,45868.407711749154
13,28,079,13,119,1299,0.5466,0.4534,45.2232,0.117,0.6574,0.2256,0.2071,0.3426,0.0392,0.0288,0.1935,0.1659,0.4473,0.5362,Madrid - 13.119,28125.8103645139,636,46185.33593040706
13,28,079,13,120,1277,0.5121,0.4879,45.3751,0.1316,0.65,0.2185,0.1073,0.1793,0.028,0.0189,0.1632,0.1917,0.4373,0.541,Madrid - 13.120,37191.1082357449,636,34336.16422251854
13,28,079,13,121,926,0.4914,0.5086,43.5324,0.1404,0.6533,0.2063,0.2127,0.2657,0.0289,0.0151,0.1834,0.1751,0.4083,0.495,Madrid - 13.121,48398.5374308779,658,19132.809567282893
13,28,079,13,122,870,0.546,0.454,45.6414,0.1149,0.6782,0.2069,0.154,0.2874,0.0299,0.0169,0.174,0.2024,0.4403,0.5519,Madrid - 13.122,33008.2615804327,658,26357.037854902832
13,28,079,13,123,1230,0.5098,0.4902,46.022,0.0935,0.6789,0.2276,0.0829,0.1626,0.0619,0.0413,0.2332,0.1528,0.4673,0.5516,Madrid - 13.123,25997.6093708362,658,47312.04252110196
13,28,079,13,124,1485,0.5178,0.4822,44.0074,0.1347,0.6646,0.2007,0.1993,0.3024,0.0327,0.0226,0.2047,0.1902,0.4506,0.5564,Madrid - 13.124,31305.0718781437,658,47436.4028225339
13,28,079,13,125,1179,0.5462,0.4538,41.9873,0.1578,0.6556,0.1866,0.2019,0.2994,0.0322,0.0191,0.1601,0.2162,0.4199,0.5358,Madrid - 13.125,22545.0257533175,636,52295.349444278596
13,28,079,13,126,811,0.5302,0.4698,41.2552,0.1628,0.6757,0.1615,0.2663,0.4106,0.0324,0.0221,0.1767,0.188,0.458,0.5641,Madrid - 13.126,16910.9086638824,636,47957.21011326247
13,28,079,13,127,2603,0.5113,0.4887,36.3461,0.2221,0.7169,0.0611,0.0749,0.1191,0.0677,0.0593,0.5067,0.0634,0.7081,0.756,Madrid - 13.127,83624.5602818513,650,31127.218980007212
13,28,079,13,128,1329,0.5388,0.4612,46.31,0.0963,0.6847,0.219,0.1046,0.1663,0.0491,0.0375,0.2931,0.1584,0.4646,0.552,Madrid - 13.128,1155343.50175232,671,1150.3072445418131
13,28,079,13,129,831,0.5187,0.4813,44.6992,0.142,0.645,0.213,0.1083,0.1516,0.0295,0.0182,0.1585,0.2109,0.446,0.5652,Madrid - 13.129,13239.3871199968,671,62767.25595136164
13,28,079,13,131,719,0.5299,0.4701,43.3908,0.1391,0.662,0.1989,0.1377,0.2003,0.0323,0.0162,0.1761,0.1716,0.4523,0.546,Madrid - 13.131,13449.8044303143,671,53458.02637690847
13,28,079,13,132,1124,0.4991,0.5009,44.3772,0.1183,0.71,0.1717,0.0988,0.177,0.0283,0.0192,0.1776,0.2047,0.447,0.5621,Madrid - 13.132,26494.2636408268,671,42424.2777696208
13,28,079,13,133,999,0.5155,0.4845,43.9209,0.1361,0.6617,0.2022,0.0721,0.1401,0.0406,0.0267,0.1738,0.2126,0.4334,0.5504,Madrid - 13.133,22752.2462799619,671,43907.75256682363
13,28,079,13,134,1077,0.5051,0.4949,45.1133,0.1374,0.6472,0.2154,0.1058,0.1458,0.0291,0.0226,0.1733,0.1929,0.4413,0.5468,Madrid - 13.134,78959.7417022728,671,13639.86224854886
13,28,079,13,135,813,0.5387,0.4613,46.8339,0.1119,0.6408,0.2472,0.0689,0.1415,0.0374,0.0263,0.1994,0.1697,0.4404,0.5305,Madrid - 13.135,22631.5088592342,658,35923.3670656598
13,28,079,13,136,1106,0.5208,0.4792,45.0552,0.1374,0.6456,0.217,0.0723,0.1429,0.0409,0.0231,0.1908,0.1743,0.4319,0.5231,Madrid - 13.136,24558.9250116294,658,45034.544446724605
13,28,079,13,137,1657,0.5275,0.4725,46.8847,0.0923,0.6826,0.2251,0.0911,0.1648,0.0492,0.0379,0.3085,0.1213,0.496,0.5645,Madrid - 13.137,32673.4648031584,658,50713.935910458546
13,28,079,13,138,940,0.5426,0.4574,42.6468,0.1511,0.667,0.1819,0.1638,0.2255,0.0288,0.0175,0.1566,0.2078,0.4586,0.5789,Madrid - 13.138,18055.1358065089,658,52062.74879755431
13,28,079,13,139,1114,0.5224,0.4776,43.4372,0.1589,0.6302,0.211,0.1966,0.3097,0.0267,0.016,0.1964,0.1689,0.4621,0.556,Madrid - 13.139,23539.407489265,658,47324.89551863335
13,28,079,13,140,1537,0.5329,0.4671,45.9902,0.0917,0.7202,0.188,0.147,0.2479,0.0394,0.0315,0.2443,0.143,0.5021,0.586,Madrid - 13.140,44810.9653092322,658,34299.64048739964
13,28,079,13,142,1529,0.5147,0.4853,42.6135,0.153,0.656,0.191,0.174,0.2662,0.0255,0.0147,0.1892,0.187,0.4432,0.5452,Madrid - 13.142,55044.0559413087,658,27777.749547204763
13,28,079,13,143,750,0.5293,0.4707,50.5067,0.1067,0.5693,0.324,0.156,0.2333,0.0403,0.0299,0.2343,0.1612,0.4194,0.5,Madrid - 13.143,27808.085138687,658,26970.57335158218
13,28,079,13,144,1500,0.5367,0.4633,42.602,0.1527,0.6613,0.186,0.1733,0.304,0.0417,0.026,0.2069,0.2302,0.4288,0.557,Madrid - 13.144,72547.4405535409,658,20676.125698645174
13,28,079,13,145,968,0.5506,0.4494,42.5124,0.1519,0.6736,0.1746,0.2273,0.3202,0.0183,0.0097,0.1571,0.2346,0.4251,0.5554,Madrid - 13.145,44218.0344356413,658,21891.520334512137
13,28,079,13,146,1104,0.5208,0.4792,43.558,0.1322,0.6667,0.2011,0.2246,0.3351,0.0365,0.0251,0.1994,0.1457,0.4896,0.5731,Madrid - 13.146,39715.8033380281,658,27797.49891003498
13,28,079,13,147,1320,0.5303,0.4697,43.7182,0.1174,0.697,0.1856,0.225,0.3697,0.0352,0.024,0.2223,0.1701,0.4438,0.5348,Madrid - 13.147,39144.6542256367,658,33721.079572993214
13,28,079,13,148,1344,0.5417,0.4583,42.2693,0.1406,0.6726,0.1868,0.2597,0.3988,0.0372,0.0234,0.1896,0.2039,0.426,0.5351,Madrid - 13.148,14535.5310589296,658,92463.08198518428
13,28,079,13,150,1449,0.5362,0.4638,43.0635,0.1546,0.6591,0.1863,0.1339,0.2202,0.0212,0.0106,0.1616,0.2423,0.4212,0.5559,Madrid - 13.150,52213.5930223577,636,27751.394150935834
13,28,079,13,153,1564,0.5141,0.4859,39.3446,0.1726,0.6944,0.133,0.2014,0.296,0.0232,0.0139,0.187,0.2089,0.4389,0.5549,Madrid - 13.153,55276.5985390881,636,28294.070933001407
13,28,079,13,154,1237,0.5586,0.4414,45.3387,0.1544,0.5982,0.2474,0.152,0.2134,0.0249,0.0143,0.1893,0.2165,0.4187,0.5344,Madrid - 13.154,52077.5096806552,658,23753.05592731709
13,28,079,13,155,2188,0.5293,0.4707,40.6522,0.1668,0.6705,0.1627,0.2057,0.3099,0.0368,0.0258,0.2123,0.1786,0.4844,0.5897,Madrid - 13.155,88640.440522166,658,24683.992849210335
13,28,079,13,156,852,0.5469,0.4531,49.1315,0.1244,0.5657,0.3099,0.1502,0.2218,0.0362,0.0255,0.1917,0.1653,0.4129,0.4946,Madrid - 13.156,15465.1869857275,658,55091.47744455277
13,28,079,13,157,1233,0.515,0.485,44.4485,0.1338,0.6431,0.223,0.2344,0.3504,0.0346,0.0253,0.2041,0.1431,0.4766,0.5562,Madrid - 13.157,30463.3366670579,658,40474.8834139803
13,28,079,13,158,2066,0.545,0.455,43.2875,0.1389,0.6815,0.1796,0.1471,0.258,0.0332,0.0242,0.2597,0.1897,0.4755,0.5868,Madrid - 13.158,90421.4247140309,658,22848.567212184334
13,28,079,13,160,1726,0.5174,0.4826,46.4322,0.1292,0.6275,0.2433,0.0568,0.1118,0.0359,0.0233,0.2269,0.1971,0.4092,0.5096,Madrid - 13.160,183281.593285436,658,9417.203162960242
13,28,079,13,161,1043,0.5436,0.4564,54.256,0.092,0.4986,0.4094,0.0863,0.1419,0.0359,0.0296,0.2788,0.1243,0.3495,0.3992,Madrid - 13.161,62025.3285057519,658,16815.71101881836
13,28,079,13,162,770,0.513,0.487,44.0896,0.1688,0.6221,0.2091,0.0688,0.0974,0.0313,0.0203,0.1844,0.2005,0.4547,0.5688,Madrid - 13.162,84203.8059732103,658,9144.479766686298
13,28,079,13,163,920,0.5315,0.4685,49.2707,0.0989,0.5989,0.3022,0.0967,0.1924,0.0374,0.0241,0.228,0.1292,0.4391,0.5042,Madrid - 13.163,22866.4949571228,658,40233.53827182958
13,28,079,13,164,858,0.5175,0.4825,48.0361,0.1154,0.5769,0.3077,0.1119,0.2086,0.0316,0.0198,0.2503,0.124,0.4282,0.4888,Madrid - 13.164,43521.3229897412,658,19714.47421766675
13,28,079,13,166,1865,0.5249,0.4751,43.9121,0.1298,0.6735,0.1968,0.2247,0.3855,0.037,0.024,0.2668,0.1687,0.4522,0.5441,Madrid - 13.166,220516.261037061,658,8457.426183580003
13,28,079,13,168,2473,0.5419,0.4581,41.6417,0.133,0.7149,0.152,0.3037,0.461,0.0289,0.0182,0.2519,0.1929,0.4585,0.5681,Madrid - 13.168,58632.9074360124,636,42177.67987539843
13,28,079,13,169,1417,0.5194,0.4806,41.9555,0.1313,0.7149,0.1538,0.2752,0.403,0.0349,0.026,0.2551,0.1863,0.4825,0.593,Madrid - 13.169,33397.1844080762,636,42428.72640656905
13,28,079,13,170,1084,0.5351,0.4649,43.2721,0.1218,0.703,0.1753,0.2841,0.4566,0.0441,0.0315,0.25,0.152,0.4338,0.5116,Madrid - 13.170,19622.1983371127,636,55243.555353823955
13,28,079,13,171,1086,0.5267,0.4733,41.9751,0.1354,0.6915,0.1731,0.2468,0.3582,0.0554,0.0415,0.263,0.1925,0.4601,0.5698,Madrid - 13.171,21694.683063315,636,50058.348251991214
13,28,079,13,172,1259,0.525,0.475,41.699,0.1438,0.6799,0.1763,0.2986,0.4369,0.0325,0.0195,0.2013,0.193,0.4267,0.5288,Madrid - 13.172,24095.3856426841,636,52250.66818477168
13,28,079,13,173,1114,0.5583,0.4417,41.2316,0.1526,0.6876,0.1598,0.2675,0.4722,0.0318,0.0169,0.1621,0.2367,0.4269,0.5593,Madrid - 13.173,14682.2989189663,636,75873.6766053002
13,28,079,13,174,1533,0.5303,0.4697,40.9693,0.1474,0.7058,0.1468,0.2922,0.4155,0.0306,0.0245,0.2517,0.1726,0.466,0.5631,Madrid - 13.174,29614.6111504187,636,51764.98830977647
13,28,079,13,175,1477,0.5227,0.4773,40.3412,0.1584,0.6994,0.1422,0.2864,0.4252,0.0257,0.0169,0.2253,0.1872,0.4714,0.58,Madrid - 13.175,24987.1292432602,636,59110.43183955956
13,28,079,13,176,1095,0.5571,0.4429,41.3744,0.1534,0.6758,0.1708,0.2292,0.3726,0.0421,0.0237,0.2017,0.2068,0.4509,0.5685,Madrid - 13.176,17590.9713035645,636,62247.84186749919
13,28,079,13,177,1139,0.5022,0.4978,41.7559,0.1475,0.6901,0.1624,0.2239,0.3766,0.0402,0.0206,0.2091,0.2039,0.4665,0.586,Madrid - 13.177,17474.7074872481,636,65179.91793746295
13,28,079,13,178,1176,0.5264,0.4736,47.3512,0.1046,0.6463,0.2491,0.0876,0.1539,0.0199,0.0161,0.1548,0.2251,0.3922,0.5062,Madrid - 13.178,174622.991284854,658,6734.508390602741
13,28,079,13,179,639,0.4851,0.5149,47.3678,0.133,0.6056,0.2613,0.0689,0.1315,0.0217,0.0162,0.1787,0.1522,0.4224,0.4982,Madrid - 13.179,29909.3185114519,658,21364.579061048655
13,28,079,13,180,1043,0.5407,0.4593,44.0268,0.1429,0.6395,0.2176,0.1246,0.1908,0.0336,0.0246,0.1801,0.2325,0.4172,0.5436,Madrid - 13.180,24018.2538824472,658,43425.30498281712
13,28,079,13,181,1252,0.5216,0.4784,46.7899,0.1262,0.619,0.2548,0.095,0.1358,0.021,0.0119,0.1481,0.2385,0.394,0.5174,Madrid - 13.181,104949.293037272,658,11929.57059325177
13,28,079,13,182,1101,0.5213,0.4787,50.9473,0.0772,0.5849,0.3379,0.0845,0.158,0.0413,0.0285,0.2913,0.1048,0.437,0.4882,Madrid - 13.182,113158.830984831,658,9729.686940187581
13,28,079,13,183,1237,0.5319,0.4681,47.2361,0.0776,0.6952,0.2272,0.0865,0.1601,0.0701,0.0596,0.3909,0.1035,0.4934,0.5504,Madrid - 13.183,45589.9737583947,636,27133.15885101217
13,28,079,13,184,1614,0.5347,0.4653,44.0273,0.1245,0.6809,0.1945,0.1425,0.2206,0.0311,0.0219,0.2845,0.1514,0.4841,0.5704,Madrid - 13.184,143909.029852262,662,11215.418529726374
13,28,079,13,185,1611,0.5152,0.4848,41.7436,0.1421,0.7008,0.157,0.2706,0.4004,0.034,0.0217,0.2236,0.2155,0.4479,0.5709,Madrid - 13.185,29957.6688670168,662,53775.87979729957
13,28,079,13,186,2091,0.528,0.472,43.341,0.1282,0.6911,0.1808,0.1989,0.2984,0.0384,0.0274,0.2507,0.2201,0.4471,0.5732,Madrid - 13.186,144127.261868231,662,14508.011689778048
13,28,079,13,187,1786,0.519,0.481,39.7279,0.1719,0.6965,0.1316,0.2391,0.3309,0.0284,0.0196,0.2448,0.2275,0.4638,0.6004,Madrid - 13.187,50593.0110003108,636,35301.318594954304
13,28,079,13,189,1200,0.5075,0.4925,40.9442,0.1433,0.7067,0.15,0.3067,0.4475,0.0233,0.0175,0.2072,0.2375,0.4309,0.5652,Madrid - 13.189,24344.8532855654,636,49291.73266825594
13,28,079,13,190,1940,0.5144,0.4856,41.068,0.1247,0.7505,0.1247,0.2789,0.4149,0.04,0.0271,0.308,0.1885,0.5071,0.6249,Madrid - 13.190,44396.3465541233,636,43697.289317150426
13,28,079,13,191,2015,0.5345,0.4655,45.4868,0.1146,0.6541,0.2313,0.1692,0.262,0.037,0.0252,0.2853,0.1184,0.4759,0.5398,Madrid - 13.191,52119.8256588676,636,38660.9121294551
13,28,079,13,192,1376,0.5392,0.4608,42.2406,0.1308,0.7129,0.1563,0.2769,0.423,0.0334,0.0259,0.2625,0.1922,0.4674,0.5786,Madrid - 13.192,27161.8904107751,636,50659.2133018158
13,28,079,13,193,1412,0.5177,0.4823,41.8888,0.1424,0.7068,0.1508,0.2472,0.4023,0.0264,0.0173,0.2964,0.1744,0.5004,0.6061,Madrid - 13.193,30268.8745595429,636,46648.5794581628
13,28,079,13,194,1573,0.5302,0.4698,40.7756,0.1208,0.754,0.1252,0.3223,0.4743,0.0419,0.0282,0.2719,0.1906,0.4975,0.6146,Madrid - 13.194,37256.5849728018,636,42220.7242330001
13,28,079,13,195,1065,0.5146,0.4854,40.939,0.1221,0.7568,0.1211,0.2244,0.3408,0.0545,0.0406,0.3433,0.1382,0.5604,0.6503,Madrid - 13.195,25421.442677311,636,41893.7671444794
13,28,079,13,196,1297,0.5305,0.4695,40.6168,0.1311,0.7278,0.1411,0.3285,0.4665,0.0346,0.0213,0.2848,0.1505,0.4809,0.5661,Madrid - 13.196,31668.2804661767,636,40955.80754330066
13,28,079,13,197,1597,0.5279,0.4721,41.4158,0.1315,0.7239,0.1446,0.3075,0.4477,0.0476,0.0353,0.2761,0.1657,0.4975,0.5963,Madrid - 13.197,52213.3686328467,636,30586.03652313192
13,28,079,13,198,1310,0.5237,0.4763,45.4931,0.1206,0.6618,0.2176,0.0992,0.1855,0.0434,0.0252,0.2352,0.1733,0.4514,0.546,Madrid - 13.198,79199.4057709925,658,16540.528142192194
13,28,079,13,199,1553,0.5274,0.4726,47.9382,0.0657,0.7283,0.2061,0.0683,0.1314,0.0703,0.0572,0.3418,0.1196,0.4921,0.5589,Madrid - 13.199,53944.2821794509,658,28788.964043191725
13,28,079,13,200,1438,0.5174,0.4826,44.4659,0.1161,0.6933,0.1905,0.0967,0.1613,0.0354,0.0205,0.1668,0.2251,0.428,0.5523,Madrid - 13.200,44297.805498526,636,32462.104698343348
13,28,079,13,201,1062,0.5235,0.4765,44.629,0.1337,0.6318,0.2345,0.0913,0.1638,0.0402,0.025,0.1674,0.2033,0.4174,0.5239,Madrid - 13.201,57608.3191978051,658,18434.837446888447
13,28,079,13,202,1515,0.5512,0.4488,52.4079,0.0799,0.5611,0.3591,0.103,0.1782,0.0466,0.0344,0.3063,0.1296,0.3902,0.4484,Madrid - 13.202,52762.2357897799,636,28713.718767267597
13,28,079,13,203,1460,0.5014,0.4986,43.6712,0.0986,0.7616,0.1397,0.0459,0.089,0.095,0.0752,0.4544,0.1054,0.5547,0.6201,Madrid - 13.203,43428.6045238793,612,33618.39543329593
13,28,079,13,204,1484,0.5256,0.4744,43.4124,0.0923,0.7722,0.1354,0.053900000000000003,0.0849,0.1121,0.0831,0.3705,0.1076,0.5479,0.614,Madrid - 13.204,49761.9171101083,612,29822.002169175892
13,28,079,13,205,1221,0.543,0.457,43.3972,0.1278,0.7256,0.1466,0.0434,0.0688,0.0892,0.0657,0.3869,0.1515,0.5155,0.6075,Madrid - 13.205,35962.9173304678,612,33951.63937285947
13,28,079,13,206,2725,0.5402,0.4598,41.4198,0.1673,0.6679,0.1648,0.1725,0.2609,0.0428,0.0278,0.2252,0.2266,0.4557,0.5892,Madrid - 13.206,78966.9470870881,636,34508.108778660935
13,28,079,13,207,2129,0.5209,0.4791,41.5693,0.1273,0.767,0.1057,0.0587,0.0977,0.1114,0.0802,0.415,0.0898,0.578,0.6351,Madrid - 13.207,83698.1125831584,612,25436.65483358097
13,28,079,13,208,1750,0.5269,0.4731,43.5954,0.0989,0.7491,0.152,0.0474,0.0823,0.1034,0.0824,0.4077,0.0894,0.5491,0.603,Madrid - 13.208,135184.298069899,636,12945.290429330347
13,28,079,13,209,1480,0.5189,0.4811,44.0791,0.0892,0.773,0.1378,0.0574,0.1,0.0846,0.0645,0.3309,0.1259,0.5512,0.6306,Madrid - 13.209,43407.7157579341,636,34095.32093910017
13,28,079,13,210,2472,0.5287,0.4713,40.9668,0.1509,0.71,0.1392,0.0858,0.1444,0.0505,0.0333,0.1963,0.2752,0.4178,0.5765,Madrid - 13.210,77900.926787068,636,31732.613486831662
13,28,079,13,211,1069,0.5201,0.4799,40.8326,0.1328,0.7558,0.1113,0.0898,0.1637,0.0604,0.0475,0.302,0.1649,0.5189,0.6214,Madrid - 13.211,41048.3937302732,636,26042.43194080487
13,28,079,13,212,928,0.5205,0.4795,50.2532,0.0959,0.5765,0.3276,0.1153,0.181,0.0489,0.0405,0.2956,0.1244,0.4029,0.4601,Madrid - 13.212,19672.151717072,636,47173.28400810671
13,28,079,13,213,1316,0.5228,0.4772,43.6976,0.1064,0.7416,0.152,0.1049,0.1429,0.0816,0.0578,0.3214,0.1706,0.4838,0.5833,Madrid - 13.213,38201.2152272066,612,34449.16587529804
13,28,079,13,214,1298,0.5347,0.4653,39.4237,0.1687,0.6926,0.1387,0.1156,0.2026,0.0259,0.0148,0.1474,0.3162,0.3828,0.5598,Madrid - 13.214,50092.2194401435,636,25912.2078140501
13,28,079,13,215,1153,0.5325,0.4675,41.4701,0.144,0.7034,0.1526,0.242,0.4059,0.0385,0.0284,0.1895,0.1592,0.4924,0.5856,Madrid - 13.215,38861.5080591634,650,29669.461057575347
13,28,079,13,216,2078,0.5024,0.4976,34.268,0.206,0.7584,0.0356,0.1179,0.1843,0.0618,0.0461,0.4764,0.0823,0.737,0.803,Madrid - 13.216,773920.968706233,636,2685.0286838380944
13,28,079,13,217,1267,0.5225,0.4775,39.5588,0.1484,0.7285,0.1231,0.2447,0.4223,0.0334,0.0204,0.2697,0.2045,0.494,0.6209,Madrid - 13.217,61047.9725462429,636,20754.169993774427
13,28,079,14,002,1359,0.507,0.493,45.4834,0.1236,0.6439,0.2325,0.1464,0.2553,0.042,0.0294,0.2494,0.1903,0.4467,0.5516,Madrid - 14.002,142376.795932301,671,9545.094698199247
13,28,079,14,003,1328,0.5422,0.4578,46.7929,0.1212,0.6273,0.2515,0.1559,0.2477,0.0403,0.0266,0.2922,0.1934,0.4182,0.5184,Madrid - 14.003,202355.31849962,671,6562.713596294706
13,28,079,14,004,1220,0.5582,0.4418,50.0598,0.1041,0.6098,0.2861,0.0746,0.1352,0.0531,0.0403,0.3458,0.1402,0.4209,0.4895,Madrid - 14.004,48024.5982012166,671,25403.648248932022
13,28,079,14,005,725,0.5876,0.4124,49.2993,0.12,0.5517,0.3283,0.0938,0.1669,0.0423,0.0376,0.384,0.1529,0.4169,0.4922,Madrid - 14.005,48307.751674372,671,15007.94333975644
13,28,079,14,006,647,0.5626,0.4374,49.7743,0.1128,0.5997,0.2875,0.0896,0.1406,0.0418,0.0331,0.2944,0.1469,0.4251,0.4983,Madrid - 14.006,22334.505588785,671,28968.628717927913
13,28,079,14,010,1190,0.5118,0.4882,48.4941,0.079,0.6529,0.2681,0.0261,0.063,0.0776,0.0684,0.5319,0.0807,0.4781,0.5201,Madrid - 14.010,25390.7073572359,685,46867.54028776087
13,28,079,14,012,1428,0.5553,0.4447,52.5147,0.1001,0.5224,0.3775,0.1197,0.1527,0.0342,0.0249,0.3323,0.0991,0.4031,0.4475,Madrid - 14.012,47407.6110633007,685,30121.74560100219
13,28,079,14,013,974,0.5554,0.4446,53.5041,0.0893,0.5041,0.4066,0.0606,0.1099,0.062,0.053,0.46,0.0763,0.36870000000000003,0.3991,Madrid - 14.013,60522.0124816858,675,16093.318117845727
13,28,079,14,014,646,0.565,0.435,52.9954,0.0929,0.5402,0.3669,0.0418,0.0805,0.0529,0.0512,0.5051,0.1073,0.3976,0.4454,Madrid - 14.014,13225.4850814336,675,48845.08931221578
13,28,079,14,015,795,0.5522,0.4478,54.1484,0.0767,0.5233,0.4,0.0503,0.1044,0.0559,0.0463,0.4387,0.131,0.3706,0.4264,Madrid - 14.015,80100.5025097622,675,9925.03136797563
13,28,079,14,016,698,0.5702,0.4298,52.6834,0.0888,0.5372,0.3739,0.0544,0.1103,0.0597,0.0487,0.4701,0.0687,0.4261,0.4575,Madrid - 14.016,13499.8134018865,675,51704.41836643886
13,28,079,14,017,801,0.5443,0.4557,51.7179,0.1199,0.5281,0.3521,0.0836,0.1411,0.0454,0.034,0.461,0.0841,0.417,0.4553,Madrid - 14.017,13800.3041704138,675,58042.198933357344
13,28,079,14,018,1090,0.5495,0.4505,53.2183,0.0972,0.5165,0.3862,0.0706,0.1147,0.0407,0.0356,0.439,0.1324,0.373,0.4299,Madrid - 14.018,25354.4970759868,675,42990.40114001461
13,28,079,14,019,590,0.539,0.461,53.8373,0.1119,0.461,0.4271,0.0475,0.078,0.0305,0.0305,0.416,0.0817,0.3645,0.3969,Madrid - 14.019,9013.35000715332,675,65458.45878965696
13,28,079,14,020,857,0.5426,0.4574,53.8821,0.0828,0.5064,0.4107,0.0688,0.1062,0.0407,0.0356,0.402,0.1049,0.369,0.4122,Madrid - 14.020,30748.4217723748,675,27871.349181568417
13,28,079,14,021,925,0.5611,0.4389,53.5373,0.0962,0.5135,0.3903,0.0768,0.147,0.0419,0.0287,0.4234,0.1061,0.4031,0.451,Madrid - 14.021,18705.0029975847,675,49452.01025198667
13,28,079,14,022,855,0.552,0.448,52.6515,0.1298,0.4596,0.4105,0.0632,0.1287,0.0497,0.043,0.4879,0.1013,0.3817,0.4247,Madrid - 14.022,22573.1928338463,675,37876.78625232017
13,28,079,14,024,1381,0.5583,0.4417,54.782,0.0804,0.5004,0.4193,0.0442,0.0833,0.0535,0.0425,0.4764,0.087,0.3803,0.4165,Madrid - 14.024,32005.3484849188,675,43149.03806314558
13,28,079,14,025,1158,0.5579,0.4421,50.0846,0.1036,0.5725,0.3238,0.1425,0.2237,0.0366,0.0279,0.3844,0.1205,0.422,0.4798,Madrid - 14.025,49995.6825706157,675,23162.0000059885
13,28,079,14,026,882,0.5544,0.4456,47.7041,0.1043,0.6587,0.237,0.1553,0.2732,0.0456,0.0342,0.3354,0.1253,0.5038,0.5759,Madrid - 14.026,22172.4482215761,675,39779.09841916884
13,28,079,14,027,1038,0.5617,0.4383,49.5674,0.1069,0.6031,0.29,0.1166,0.2351,0.0367,0.028,0.3657,0.1566,0.4358,0.5167,Madrid - 14.027,39522.4430089444,675,26263.55865109573
13,28,079,14,028,987,0.5512,0.4488,45.2432,0.1044,0.6829,0.2128,0.1651,0.3131,0.0362,0.0294,0.3314,0.1347,0.5158,0.5962,Madrid - 14.028,28513.129615317,675,34615.631932237666
13,28,079,14,029,880,0.5614,0.4386,48.175,0.1,0.6375,0.2625,0.1227,0.2148,0.0442,0.0379,0.3927,0.1301,0.4811,0.553,Madrid - 14.029,33884.5389235753,675,25970.546684574714
13,28,079,14,030,1668,0.5336,0.4664,49.6978,0.1073,0.5552,0.3375,0.0552,0.1127,0.0625,0.0557,0.5185,0.1057,0.409,0.4574,Madrid - 14.030,75781.7895796634,675,22010.56492927716
13,28,079,14,031,881,0.5471,0.4529,53.412,0.0783,0.5437,0.378,0.0647,0.1407,0.0677,0.0591,0.4113,0.1144,0.3719,0.42,Madrid - 14.031,28434.867268675,675,30983.088180986382
13,28,079,14,032,960,0.5635,0.4365,55.6281,0.0729,0.5104,0.4167,0.0594,0.1083,0.0438,0.0348,0.409,0.1014,0.3685,0.4101,Madrid - 14.032,26018.8120278531,675,36896.380932854394
