ccaa,CPRO,CMUN,dist,secc,t1_1,t2_1,t2_2,t3_1,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,NSEC,area,elevation,densidad_hab_km2
13,28,007,02,038,1952,0.522,0.478,36.2674,0.2618,0.6614,0.0768,0.0323,0.0594,0.0763,0.0645,0.6308,0.0668,0.6787,0.7273,Alcorcón - 02.038,75263.2187930843,697,25935.643350126877
13,28,007,03,001,1832,0.5328,0.4672,47.2102,0.1277,0.5786,0.2937,0.1599,0.2151,0.0394,0.025,0.3098,0.137,0.4337,0.5025,Alcorcón - 03.001,42386.9416685739,693,43220.85830878109
13,28,007,03,002,1126,0.5018,0.4982,48.444,0.119,0.5595,0.3215,0.2229,0.286,0.0262,0.0192,0.2399,0.1744,0.377,0.4567,Alcorcón - 03.002,26532.747430928,693,42438.123037626814
13,28,007,03,003,816,0.5306,0.4694,50.625,0.0968,0.5294,0.3738,0.125,0.1544,0.0421,0.0258,0.2185,0.1964,0.3609,0.4491,Alcorcón - 03.003,10613.8361868336,693,76880.77954436881
13,28,007,03,004,1195,0.5205,0.4795,46.7029,0.1255,0.5941,0.2803,0.2042,0.2402,0.0459,0.0306,0.2163,0.1499,0.4287,0.5043,Alcorcón - 03.004,18727.003438702,693,63811.59718966894
13,28,007,03,005,1381,0.517,0.483,49.672,0.1093,0.551,0.3396,0.1528,0.2151,0.0366,0.0268,0.2951,0.1521,0.3943,0.465,Alcorcón - 03.005,32694.3442575648,693,42239.721620367614
13,28,007,03,006,1019,0.5447,0.4553,44.2306,0.1325,0.6428,0.2247,0.2061,0.3238,0.0407,0.0283,0.2353,0.1864,0.4197,0.5158,Alcorcón - 03.006,18899.5254116599,693,53916.69779027023
13,28,007,03,007,930,0.5161,0.4839,45.9065,0.1398,0.6097,0.2505,0.1796,0.2419,0.035,0.0238,0.2325,0.1611,0.4425,0.5275,Alcorcón - 03.007,21928.7545723623,693,42410.069250905646
13,28,007,03,008,923,0.5168,0.4832,44.2665,0.1463,0.6089,0.2449,0.21560000000000001,0.3001,0.0317,0.0203,0.1789,0.2459,0.4048,0.5368,Alcorcón - 03.008,12932.3034122933,693,71371.66292608091
13,28,007,03,009,1198,0.5459,0.4541,50.6628,0.1127,0.5042,0.3831,0.1277,0.1561,0.0348,0.0292,0.3114,0.1258,0.3791,0.4337,Alcorcón - 03.009,33309.8335224864,693,35965.35537144818
13,28,007,03,010,1412,0.522,0.478,44.9341,0.1374,0.6105,0.2521,0.2252,0.2918,0.0427,0.0337,0.2365,0.1664,0.4195,0.5033,Alcorcón - 03.010,24449.6021988546,693,57751.45086271177
13,28,007,03,011,795,0.5484,0.4516,52.7774,0.083,0.4881,0.4289,0.0931,0.1157,0.0412,0.0288,0.2716,0.0993,0.3484,0.3868,Alcorcón - 03.011,14729.7854484328,693,53972.27290127187
13,28,007,03,012,1638,0.5226,0.4774,51.3364,0.0983,0.4945,0.4072,0.0647,0.1013,0.042,0.0278,0.3345,0.1342,0.3758,0.434,Alcorcón - 03.012,53329.331034222,693,30714.804934434287
13,28,007,03,013,1318,0.5114,0.4886,48.0364,0.1168,0.5531,0.33,0.044,0.0873,0.0404,0.0292,0.3282,0.1239,0.4373,0.4991,Alcorcón - 03.013,56100.0182695954,693,23493.753489815143
13,28,007,03,014,1278,0.5227,0.4773,48.6651,0.0947,0.5955,0.3099,0.0657,0.0955,0.0493,0.0346,0.3993,0.1084,0.4477,0.5022,Alcorcón - 03.014,38327.2437024108,693,33344.42752844271
13,28,007,03,015,1184,0.522,0.478,48.5701,0.109,0.5693,0.3218,0.0524,0.0954,0.0502,0.0351,0.4019,0.1086,0.4436,0.4976,Alcorcón - 03.015,33121.4979731908,693,35747.17547371661
13,28,007,03,016,1136,0.515,0.485,47.7711,0.132,0.5607,0.3072,0.0634,0.1092,0.0497,0.0355,0.3458,0.1278,0.4361,0.5,Alcorcón - 03.016,73445.1418887913,693,15467.32664387933
13,28,007,03,017,1222,0.5115,0.4885,49.5982,0.108,0.5344,0.3576,0.1064,0.1522,0.0468,0.0367,0.2761,0.1446,0.3908,0.4569,Alcorcón - 03.017,35206.2607734588,693,34709.735517304274
13,28,007,03,018,1378,0.5385,0.4615,49.7983,0.1147,0.516,0.3694,0.0871,0.1343,0.0328,0.0238,0.3148,0.1434,0.382,0.4459,Alcorcón - 03.018,27521.1993870576,693,50070.49222745831
13,28,007,03,019,1595,0.5342,0.4658,48.6069,0.1066,0.573,0.3204,0.1329,0.173,0.054,0.0414,0.3116,0.1315,0.4218,0.4856,Alcorcón - 03.019,32810.3136658999,692,48612.76293306815
13,28,007,03,020,1104,0.5308,0.4692,51.2636,0.1069,0.5036,0.3895,0.0616,0.1223,0.0497,0.0325,0.3448,0.1281,0.3864,0.4432,Alcorcón - 03.020,16394.3545393024,693,67340.2540705928
13,28,007,03,021,1295,0.5305,0.4695,48.7807,0.129,0.5413,0.3297,0.1228,0.1529,0.0381,0.0319,0.3404,0.1282,0.4282,0.4911,Alcorcón - 03.021,548555.348212834,692,2360.7462842519835
13,28,007,03,022,782,0.5243,0.4757,53.8235,0.087,0.4808,0.4322,0.0409,0.0742,0.0462,0.0392,0.3683,0.119,0.3627,0.4118,Alcorcón - 03.022,215282.44978487,692,3632.437297055312
13,28,007,03,023,818,0.533,0.467,50.6443,0.1051,0.5269,0.368,0.1357,0.1577,0.0383,0.0273,0.306,0.146,0.3675,0.4303,Alcorcón - 03.023,19551.9084587888,693,41837.34808927569
13,28,007,03,024,1094,0.5393,0.4607,49.255,0.1143,0.5384,0.3473,0.1005,0.1389,0.0433,0.031,0.3674,0.1279,0.4221,0.484,Alcorcón - 03.024,23802.5628583615,693,45961.4372834517
13,28,007,03,025,1076,0.526,0.474,50.9823,0.0985,0.5149,0.3866,0.1543,0.1998,0.0351,0.0289,0.2165,0.1597,0.3742,0.4454,Alcorcón - 03.025,13302.6511813893,693,80886.13204451643
13,28,007,03,026,873,0.5338,0.4662,47.3219,0.1111,0.6105,0.2784,0.1432,0.1856,0.0387,0.0258,0.2371,0.1502,0.4446,0.5232,Alcorcón - 03.026,15136.9178900101,693,57673.56382214058
13,28,007,03,027,746,0.5322,0.4678,50.1501,0.1059,0.5214,0.3727,0.071,0.1126,0.0405,0.027,0.2729,0.1051,0.3958,0.4423,Alcorcón - 03.027,28543.4878662455,693,26135.55860782493
13,28,007,03,028,614,0.5407,0.4593,50.9674,0.1107,0.4837,0.4055,0.1319,0.1596,0.0403,0.0311,0.2967,0.1076,0.3645,0.4084,NA,NA,NA,NA
13,28,007,03,029,997,0.5376,0.4624,43.9669,0.1324,0.661,0.2066,0.2126,0.2578,0.0451,0.0347,0.2578,0.1807,0.4717,0.5757,Alcorcón - 03.029,21710.5358657496,693,45922.40404221711
13,28,007,04,001,994,0.5161,0.4839,43.6137,0.1529,0.6066,0.2404,0.2596,0.3803,0.0285,0.0166,0.1948,0.1906,0.4086,0.5048,Alcorcón - 04.001,14008.694373182,693,70955.93447330059
13,28,007,04,002,1111,0.5293,0.4707,43.1269,0.1602,0.6274,0.2124,0.2628,0.3852,0.0397,0.0332,0.2154,0.2427,0.388,0.5123,Alcorcón - 04.002,15148.1305004239,693,73342.38373302323
13,28,007,04,003,1433,0.4899,0.5101,43.0433,0.1417,0.6567,0.2017,0.2952,0.3964,0.0374,0.0244,0.1919,0.1874,0.4407,0.5423,Alcorcón - 04.003,17654.1415041094,693,81170.75529650849
13,28,007,04,004,1513,0.5188,0.4812,42.6603,0.1613,0.6259,0.2128,0.2597,0.3635,0.041,0.026,0.1954,0.2289,0.3956,0.513,Alcorcón - 04.004,22230.9745562584,693,68058.19493748048
13,28,007,04,005,1206,0.5182,0.4818,44.4486,0.1443,0.6227,0.233,0.2488,0.3507,0.0329,0.0213,0.1919,0.2518,0.4031,0.5388,Alcorcón - 04.005,23219.4381590879,693,51939.24123990835
13,28,007,04,006,861,0.5099,0.4901,49.1266,0.1115,0.5679,0.3206,0.1196,0.1417,0.0471,0.0288,0.2575,0.1372,0.4275,0.4954,Alcorcón - 04.006,29090.3473437253,689,29597.44652845179
13,28,007,04,007,1677,0.517,0.483,50.4943,0.0948,0.554,0.3512,0.0716,0.102,0.0435,0.0283,0.2945,0.1315,0.4177,0.4809,Alcorcón - 04.007,32056.7123303256,689,52313.53679440046
13,28,007,04,008,1630,0.5258,0.4742,49.6362,0.0902,0.5871,0.3227,0.0822,0.1282,0.058,0.0432,0.3021,0.1443,0.408,0.4767,Alcorcón - 04.008,33130.2099717866,693,49199.80891724185
13,28,007,04,009,1602,0.5362,0.4638,45.3246,0.1436,0.5949,0.2615,0.2397,0.2984,0.0284,0.0219,0.1917,0.2396,0.3746,0.4927,Alcorcón - 04.009,24414.7423915726,693,65616.09269950657
13,28,007,04,010,833,0.503,0.497,45.455,0.1345,0.6267,0.2389,0.2377,0.2941,0.0444,0.0277,0.1956,0.2,0.4383,0.5479,Alcorcón - 04.010,10772.9063367396,693,77323.60924360438
13,28,007,04,011,1374,0.532,0.468,46.0924,0.1361,0.6077,0.2562,0.2293,0.3057,0.0303,0.0227,0.1912,0.2086,0.4027,0.5088,Alcorcón - 04.011,21931.9211867521,693,62648.41042881179
13,28,007,04,012,1080,0.5352,0.4648,48.5361,0.1278,0.5574,0.3148,0.187,0.2639,0.0372,0.0191,0.2081,0.1848,0.3981,0.4883,Alcorcón - 04.012,24473.297397095,693,44129.72974079886
13,28,007,04,013,1399,0.5361,0.4639,45.2781,0.1322,0.6212,0.2466,0.2209,0.3066,0.0354,0.0255,0.1845,0.2284,0.4201,0.5445,Alcorcón - 04.013,24893.149596707,693,56200.20056381565
13,28,007,04,014,1007,0.5045,0.4955,46.9136,0.1291,0.6087,0.2622,0.1609,0.2274,0.0445,0.0353,0.2064,0.1886,0.4071,0.5017,Alcorcón - 04.014,20804.072673783,693,48403.983959785226
13,28,007,04,015,1520,0.5112,0.4888,48.9632,0.0901,0.6204,0.2895,0.0875,0.1204,0.0535,0.0354,0.3001,0.1408,0.4237,0.4931,Alcorcón - 04.015,24411.9376109702,693,62264.61922944381
13,28,007,04,016,1212,0.5239,0.4761,52.1172,0.099,0.4926,0.4084,0.085,0.1411,0.0357,0.0256,0.2454,0.1572,0.3535,0.4194,Alcorcón - 04.016,32234.8674491322,693,37599.03780937146
13,28,007,04,017,1133,0.5428,0.4572,47.0212,0.1333,0.5905,0.2763,0.1721,0.2418,0.0255,0.0193,0.1792,0.19,0.3951,0.4878,Alcorcón - 04.017,28836.7221476243,693,39290.17986856535
13,28,007,04,018,1533,0.5329,0.4671,48.3549,0.1194,0.574,0.3066,0.0483,0.0848,0.0496,0.0341,0.3141,0.1105,0.4593,0.5163,Alcorcón - 04.018,57783.7467697655,693,26529.9515122844
13,28,007,04,019,990,0.5455,0.4545,52.2232,0.099,0.4798,0.4212,0.0586,0.1091,0.0348,0.0247,0.2567,0.1287,0.3643,0.4182,Alcorcón - 04.019,20207.8736501343,693,48990.805125774255
13,28,007,04,020,1650,0.5067,0.4933,47.2436,0.1424,0.5388,0.3188,0.0364,0.0709,0.0481,0.0261,0.3265,0.0957,0.441,0.4876,Alcorcón - 04.020,34298.4592472053,693,48107.117235432284
13,28,007,04,021,1265,0.5265,0.4735,46.1913,0.1194,0.6395,0.2411,0.17,0.2514,0.0458,0.0323,0.202,0.1488,0.4569,0.5368,Alcorcón - 04.021,20533.9652475522,693,61605.24695301116
13,28,007,04,022,1123,0.5476,0.4524,49.1113,0.122,0.528,0.35,0.0641,0.1122,0.0345,0.0254,0.2799,0.1163,0.4006,0.4533,Alcorcón - 04.022,52660.8740401048,689,21325.130288281216
13,28,007,04,023,2013,0.534,0.466,46.4431,0.1063,0.6706,0.2231,0.0263,0.0541,0.0967,0.0745,0.4708,0.0926,0.5064,0.5581,Alcorcón - 04.023,430086.136701736,689,4680.4577693142755
13,28,007,04,024,1442,0.5076,0.4924,42.3467,0.1214,0.7406,0.138,0.0312,0.052,0.1137,0.0987,0.4672,0.0916,0.5478,0.603,Alcorcón - 04.024,631047.780708365,689,2285.0884577730762
13,28,007,04,025,2496,0.5116,0.4884,39.8678,0.1422,0.7628,0.095,0.0256,0.0521,0.0962,0.0747,0.4428,0.104,0.5913,0.66,Alcorcón - 04.025,111065.100797418,689,22473.306034743404
13,28,007,04,026,2118,0.5113,0.4887,38.7436,0.1884,0.7134,0.0982,0.026,0.0543,0.0832,0.0657,0.4636,0.0929,0.6131,0.676,Alcorcón - 04.026,142147.041678394,693,14900.063870424727
13,28,007,04,027,2796,0.5061,0.4939,36.9557,0.2203,0.7074,0.0722,0.0275,0.0519,0.0683,0.0528,0.4252,0.0894,0.6445,0.7078,Alcorcón - 04.027,919850.324453518,693,3039.6249538326783
13,28,007,04,028,2568,0.5035,0.4965,39.9482,0.1822,0.6924,0.1254,0.0171,0.0452,0.1086,0.0952,0.4943,0.0798,0.5762,0.6262,Alcorcón - 04.028,278736.66045321,693,9212.996940641304
13,28,007,04,029,973,0.4974,0.5026,47.0195,0.1028,0.6362,0.261,0.0257,0.0606,0.0745,0.0584,0.5155,0.0811,0.5063,0.551,Alcorcón - 04.029,85451.4776494624,689,11386.578989206295
13,28,007,04,030,2959,0.5296,0.4704,32.5025,0.2721,0.6931,0.0348,0.0645,0.1406,0.0385,0.0269,0.5084,0.1219,0.7224,0.8227,Alcorcón - 04.030,149415.567061886,672,19803.826724255676
13,28,007,04,031,1825,0.4932,0.5068,32.354,0.2844,0.6767,0.0389,0.0449,0.0789,0.0368,0.0237,0.5858,0.077,0.7802,0.8453,Alcorcón - 04.031,151949.264739841,681,12010.587896721056
13,28,007,04,032,2260,0.4872,0.5128,32.5624,0.2845,0.6814,0.0341,0.035,0.065,0.0439,0.0353,0.5819,0.0722,0.7873,0.8485,Alcorcón - 04.032,349770.18814135,681,6461.385437133607
13,28,007,04,033,3589,0.4948,0.5052,31.114,0.3107,0.6645,0.0248,0.0306,0.0538,0.0412,0.0323,0.6128,0.0684,0.8044,0.8634,Alcorcón - 04.033,1177149.45148868,672,3048.890687126587
13,28,007,04,034,2436,0.4955,0.5045,33.5259,0.2512,0.7131,0.0357,0.0337,0.0735,0.0367,0.0285,0.5916,0.0774,0.7971,0.864,Alcorcón - 04.034,195861.647532551,681,12437.350704890545
13,28,007,04,035,2825,0.5048,0.4952,31.8297,0.2804,0.6927,0.0269,0.0612,0.1087,0.0462,0.0349,0.5529,0.0864,0.7644,0.8367,Alcorcón - 04.035,465000.288337664,681,6075.265050047892
13,28,008,01,001,3078,0.4899,0.5101,42.3207,0.178,0.6313,0.1907,0.1628,0.1878,0.0344,0.0245,0.2245,0.2028,0.449,0.5632,Aldea del Fresno - 01.001,51616455.2021921,470,59.632146142985846
13,28,009,01,001,3088,0.5285,0.4715,42.0738,0.1865,0.6069,0.2066,0.1448,0.2212,0.0999,0.0975,0.6154,0.0482,0.4323,0.4542,Algete - 01.001,11815107.6159422,620,261.360293987788
13,28,009,01,002,2740,0.5088,0.4912,40.6628,0.1591,0.7131,0.1277,0.1026,0.1639,0.0629,0.0373,0.3116,0.1195,0.5629,0.6393,Algete - 01.002,172709.997932645,699,15864.744559076262
13,28,009,01,003,1853,0.4862,0.5138,40.6606,0.1587,0.6962,0.1452,0.1624,0.225,0.053900000000000003,0.0398,0.2437,0.1419,0.5157,0.601,Algete - 01.003,122270.928942642,699,15154.869730884744
13,28,009,01,004,1776,0.5096,0.4904,39.4403,0.1881,0.6796,0.1323,0.1532,0.2016,0.0562,0.0416,0.2982,0.1478,0.516,0.6054,Algete - 01.004,1099485.70463439,699,1615.300674228021
13,28,009,01,005,2264,0.5057,0.4943,41.3613,0.1383,0.7292,0.1325,0.0985,0.148,0.0789,0.0574,0.3373,0.1219,0.5243,0.5971,Algete - 01.005,134350.016091176,676,16851.505238849757
13,28,009,01,006,1580,0.507,0.493,39.4013,0.1728,0.7006,0.1266,0.1399,0.1981,0.065,0.0482,0.29,0.1156,0.5501,0.622,Algete - 01.006,97983.6237671871,699,16125.143562297126
13,28,009,01,007,2208,0.5023,0.4977,39.6273,0.183,0.687,0.13,0.0829,0.1427,0.0715,0.0543,0.4573,0.0949,0.5759,0.6364,Algete - 01.007,5110867.00896102,676,432.0206329236611
13,28,009,01,008,2989,0.5105,0.4895,36.722,0.2148,0.6952,0.09,0.0713,0.1392,0.1052,0.0861,0.5138,0.087,0.5637,0.6174,Algete - 01.008,13954544.1922682,652,214.19545911475302
13,28,009,01,009,2206,0.5141,0.4859,38.685,0.1791,0.7248,0.0961,0.082,0.1296,0.074,0.0541,0.3959,0.0982,0.5881,0.6521,Algete - 01.009,5398261.93058116,736,408.6500485467381
13,28,010,01,001,2326,0.4991,0.5009,39.6242,0.1827,0.6991,0.1182,0.1032,0.1496,0.0615,0.0395,0.4713,0.1221,0.5713,0.6507,Alpedrete - 01.001,5235120.46630848,1046,444.3068722046365
13,28,010,01,002,2357,0.5129,0.4871,40.9415,0.1829,0.6759,0.1413,0.1133,0.1646,0.055,0.0405,0.501,0.1133,0.5649,0.6371,Alpedrete - 01.002,380207.466702228,940,6199.24700701883
13,28,010,01,003,2580,0.5178,0.4822,40.9159,0.1802,0.662,0.1578,0.0779,0.1244,0.0804,0.0619,0.6189,0.1154,0.5149,0.582,Alpedrete - 01.003,1719004.75002702,928,1500.8684530740513
13,28,010,01,004,1727,0.5171,0.4829,41.0544,0.1754,0.6705,0.154,0.1089,0.1523,0.0716,0.0534,0.4993,0.109,0.5225,0.5864,Alpedrete - 01.004,1055669.1382215,940,1635.9292295969733
13,28,010,01,005,2040,0.5088,0.4912,39.3328,0.1902,0.6931,0.1167,0.0382,0.0868,0.0999,0.0763,0.6229,0.0841,0.5605,0.612,Alpedrete - 01.005,1579983.09372231,889,1291.1530560709539
13,28,010,01,006,1623,0.5015,0.4985,39.0869,0.1768,0.7258,0.0974,0.1047,0.1429,0.0741,0.0464,0.4948,0.1217,0.5778,0.6579,Alpedrete - 01.006,819004.30124857,940,1981.6745742674864
13,28,010,01,007,1280,0.5031,0.4969,42.5617,0.15310000000000001,0.6813,0.1656,0.0727,0.1141,0.095,0.0793,0.6292,0.1002,0.5138,0.571,Alpedrete - 01.007,1199483.86043037,928,1067.1256548135098
13,28,010,01,008,1245,0.5141,0.4859,42.2185,0.1839,0.6345,0.1815,0.106,0.151,0.0758,0.064,0.4685,0.0983,0.5148,0.5709,Alpedrete - 01.008,664729.559799926,889,1872.942133602013
13,28,011,01,001,663,0.4992,0.5008,45.5249,0.1357,0.6561,0.2081,0.187,0.2021,0.0157,0.0122,0.2321,0.2484,0.4171,0.555,Ambite - 01.001,25786100.9600928,783,25.711525795469225
13,28,012,01,001,1365,0.4842,0.5158,39.2952,0.1978,0.6696,0.1326,0.0989,0.1136,0.0557,0.0466,0.2922,0.1545,0.5397,0.6384,Anchuelo - 01.001,21717176.1899948,817,62.853475426923225
13,28,013,01,001,1532,0.515,0.485,44.1142,0.1377,0.6482,0.2141,0.2272,0.2742,0.0439,0.0386,0.3906,0.1517,0.4572,0.539,Aranjuez - 01.001,124333.92346546,518,12321.657334537445
13,28,013,01,002,2142,0.5233,0.4767,45.2983,0.141,0.6275,0.2316,0.1284,0.1597,0.0658,0.0522,0.3842,0.1351,0.4418,0.5109,Aranjuez - 01.002,141291.395479066,518,15160.158852825303
13,28,013,01,003,1901,0.5487,0.4513,50.8238,0.131,0.5092,0.3598,0.1357,0.162,0.0375,0.0272,0.342,0.1601,0.362,0.431,Aranjuez - 01.003,160536.314026898,518,11841.557541189635
13,28,013,01,004,1159,0.5039,0.4961,40.0759,0.1967,0.6402,0.1631,0.2796,0.3141,0.0387,0.0301,0.2363,0.2372,0.4146,0.5435,Aranjuez - 01.004,28188.5763617395,518,41115.946585125006
13,28,013,01,005,1634,0.519,0.481,39.0282,0.2044,0.6652,0.1304,0.3201,0.3439,0.0238,0.0177,0.17,0.3523,0.3677,0.5677,Aranjuez - 01.005,33769.4723658272,518,48386.89755939195
13,28,013,01,006,1086,0.5193,0.4807,39.7118,0.1998,0.6354,0.1648,0.3002,0.3149,0.0506,0.0345,0.1979,0.2971,0.3947,0.5616,Aranjuez - 01.006,102033.764294163,518,10643.535573862284
13,28,013,01,007,1164,0.4957,0.5043,42.2199,0.1572,0.6735,0.1692,0.0387,0.073,0.0856,0.0663,0.4638,0.1153,0.524,0.5923,Aranjuez - 01.007,119425.031554867,518,9746.700376338023
13,28,013,01,008,2448,0.4984,0.5016,35.25,0.2345,0.6871,0.0784,0.0282,0.047,0.0742,0.0582,0.5352,0.0782,0.6419,0.6964,Aranjuez - 01.008,685697.908229063,527,3570.085267318954
13,28,013,01,009,1607,0.5339,0.4661,41.2676,0.1786,0.659,0.1624,0.0989,0.1263,0.0568,0.0424,0.4106,0.1057,0.5,0.5591,Aranjuez - 01.009,67743.8515395187,518,23721.70999256734
13,28,013,02,001,1269,0.539,0.461,43.5138,0.1466,0.6478,0.2057,0.1734,0.2388,0.0425,0.036,0.3693,0.201,0.4367,0.5466,Aranjuez - 02.001,67550.0839929692,561,18786.06102298971
13,28,013,02,002,2116,0.5128,0.4872,44.353,0.1427,0.6342,0.2231,0.1356,0.1734,0.0557,0.0413,0.4289,0.1194,0.4675,0.5309,Aranjuez - 02.002,354716.828171691,561,5965.321721290896
13,28,013,02,003,2649,0.5274,0.4726,42.7176,0.151,0.6576,0.1914,0.21560000000000001,0.2582,0.0467,0.0329,0.277,0.2183,0.4251,0.5438,Aranjuez - 02.003,115973.746495014,561,22841.37643267296
13,28,013,02,004,1393,0.5061,0.4939,42.1996,0.1536,0.682,0.1644,0.1113,0.1443,0.0534,0.039,0.2986,0.1687,0.4555,0.5479,Aranjuez - 02.004,124150.582472704,561,11220.245384722773
13,28,013,02,005,2355,0.5231,0.4769,41.028,0.1843,0.6412,0.1745,0.2051,0.2217,0.0531,0.0401,0.2816,0.1957,0.4492,0.5586,Aranjuez - 02.005,103742.50049856,561,22700.436067016526
13,28,013,02,006,2073,0.52,0.48,41.8543,0.1597,0.6594,0.1809,0.1925,0.2335,0.0436,0.0299,0.2434,0.1718,0.4512,0.5448,Aranjuez - 02.006,59844.9122312067,561,34639.53613953191
13,28,013,02,007,2830,0.5049,0.4951,39.3664,0.1724,0.7145,0.1131,0.094,0.1184,0.0974,0.0756,0.4445,0.1089,0.5521,0.6196,Aranjuez - 02.007,613457.132799322,527,4613.199274554315
13,28,013,02,008,2102,0.5119,0.4881,43.0557,0.1603,0.6375,0.2022,0.1413,0.1708,0.0431,0.0334,0.3071,0.1749,0.4516,0.5473,Aranjuez - 02.008,81174.1049591626,518,25894.95752441597
13,28,013,03,001,1141,0.5083,0.4917,43.085,0.1315,0.6801,0.1884,0.1507,0.2182,0.0616,0.0464,0.3885,0.1483,0.4985,0.5853,Aranjuez - 03.001,63723.5158021425,505,17905.477838710787
13,28,013,03,002,2579,0.5165,0.4835,42.0702,0.1617,0.6708,0.1675,0.1345,0.197,0.0527,0.0389,0.3636,0.162,0.481,0.574,Aranjuez - 03.002,245248.785515475,540,10515.852278653863
13,28,013,03,003,2521,0.5157,0.4843,42.2384,0.1527,0.6684,0.1789,0.1484,0.1944,0.0557,0.0412,0.3305,0.1511,0.4682,0.5515,Aranjuez - 03.003,113469.589265253,505,22217.406587299593
13,28,013,03,004,1475,0.5186,0.4814,47.5186,0.1383,0.5627,0.299,0.1139,0.1512,0.0433,0.0362,0.3777,0.1446,0.3958,0.4626,Aranjuez - 03.004,134933.35800336,540,10931.322112084938
13,28,013,03,005,1731,0.5182,0.4818,44.6805,0.1346,0.6297,0.2357,0.1329,0.1722,0.0354,0.024,0.1943,0.2317,0.3785,0.4927,Aranjuez - 03.005,121540.782383765,540,14242.133101746593
13,28,013,03,006,1731,0.4899,0.5101,43.331,0.1704,0.5916,0.238,0.1762,0.212,0.0355,0.0244,0.1894,0.216,0.3893,0.4965,Aranjuez - 03.006,319293.261028701,540,5421.34836927987
13,28,013,03,007,1730,0.5087,0.4913,36.4942,0.2272,0.6838,0.089,0.0549,0.0896,0.053900000000000003,0.0359,0.3119,0.1545,0.5565,0.6582,Aranjuez - 03.007,48798.3156476178,540,35452.04331421329
13,28,013,03,008,1491,0.5151,0.4849,45.1811,0.1194,0.6787,0.2019,0.0436,0.0758,0.0861,0.0602,0.3686,0.1097,0.4387,0.4928,Aranjuez - 03.008,803097.817513306,540,1856.5608914449535
13,28,013,03,009,1237,0.502,0.498,37.6572,0.1956,0.7179,0.0865,0.0493,0.0582,0.1025,0.0824,0.4653,0.0992,0.5749,0.6382,Aranjuez - 03.009,255604.355970718,540,4839.510638628198
13,28,013,03,010,2238,0.5219,0.4781,36.8548,0.2243,0.6863,0.0894,0.0755,0.1037,0.0438,0.0334,0.3502,0.1344,0.5899,0.6815,Aranjuez - 03.010,214237.374122365,522,10446.356566719905
13,28,013,04,001,844,0.4988,0.5012,46.0829,0.1161,0.6481,0.2358,0.1422,0.1943,0.055,0.0416,0.3284,0.2306,0.3847,0.5,Aranjuez - 04.001,109364.260204416,505,7717.329211777733
13,28,013,04,002,1406,0.5114,0.4886,45.0491,0.128,0.633,0.239,0.1344,0.1643,0.0563,0.0424,0.3328,0.1833,0.3997,0.4894,Aranjuez - 04.002,319546.058262086,505,4399.991687103913
13,28,013,04,003,1544,0.4696,0.5304,41.9443,0.1587,0.6697,0.1716,0.1244,0.1548,0.0955,0.0855,0.458,0.1417,0.485,0.5651,Aranjuez - 04.003,180816865.448307,510,8.539026468420943
13,28,013,04,004,3094,0.4958,0.5042,33.7211,0.2734,0.6652,0.0614,0.0863,0.1341,0.0805,0.0667,0.516,0.0892,0.6499,0.7135,Aranjuez - 04.004,1327971.03536375,486,2329.870093252827
13,28,013,04,005,3934,0.5033,0.4967,33.7036,0.2674,0.6675,0.0651,0.1317,0.2077,0.0611,0.0455,0.448,0.1356,0.5951,0.6884,Aranjuez - 04.005,950376.200565809,504,4139.413421398688
13,28,014,01,001,1820,0.4846,0.5154,41.4176,0.1511,0.6989,0.15,0.3176,0.3429,0.0227,0.0149,0.2285,0.1905,0.5172,0.6388,Arganda del Rey - 01.001,166757.014086587,595,10914.083644211716
13,28,014,01,002,2038,0.502,0.498,42.419,0.1565,0.6477,0.1958,0.3602,0.3587,0.0273,0.0192,0.1478,0.2085,0.4351,0.5497,Arganda del Rey - 01.002,82464.6512094604,595,24713.61935216916
13,28,014,01,003,1661,0.5184,0.4816,44.1054,0.1312,0.6635,0.2053,0.3323,0.3594,0.0416,0.0277,0.1864,0.2225,0.4262,0.5482,Arganda del Rey - 01.003,71056.5967251651,595,23375.732536480282
13,28,014,01,004,1737,0.5176,0.4824,43.0754,0.1612,0.631,0.2078,0.3178,0.2925,0.0391,0.0275,0.2265,0.1793,0.4619,0.5628,Arganda del Rey - 01.004,65638.9086060423,627,26462.962850666638
13,28,014,01,005,2253,0.5047,0.4953,39.9419,0.1696,0.6875,0.1429,0.3972,0.3964,0.0369,0.0246,0.1855,0.2133,0.4789,0.6088,Arganda del Rey - 01.005,82104.8885774014,627,27440.509804432237
13,28,014,01,006,798,0.4925,0.5075,45.3383,0.1479,0.5877,0.2644,0.2594,0.2769,0.0279,0.0162,0.1176,0.2325,0.4029,0.525,Arganda del Rey - 01.006,38663.265067638,627,20639.746762307022
13,28,014,01,007,1606,0.49,0.51,42.023,0.1482,0.6837,0.1681,0.2958,0.3151,0.0344,0.019,0.1601,0.2138,0.4598,0.5848,Arganda del Rey - 01.007,127563.34776177,627,12589.82323824919
13,28,014,01,008,1421,0.5067,0.4933,42.7994,0.1541,0.6678,0.178,0.1999,0.1977,0.0358,0.0308,0.1963,0.1945,0.4651,0.5774,Arganda del Rey - 01.008,8001010.70631939,744,177.60256199603128
