rank_score_spi,score_spi,score_bhn,score_fow,score_opp,score_nbmc,score_ws,score_sh,score_ps,score_abk,score_aic,score_hw,score_eq,score_pr,score_pfc,score_incl,score_aae
58,67.6399993896484,80.2099990844727,64.9700012207031,57.7400016784668,89.7799987792969,77.6800003051758,81.370002746582,72.0199966430664,84.9100036621094,51.2999992370605,61.9199981689453,61.7700004577637,85.5500030517578,49.9799995422363,49.560001373291,45.8499984741211
57,68.4499969482422,80.6399993896484,66.3300018310547,58.3899993896484,90.4800033569336,77.9000015258789,82.5899963378906,71.5999984741211,85.3300018310547,55.0800018310547,62.7799987792969,62.1199989318848,84.5599975585938,50.4099998474121,49.4199981689453,49.1599998474121
54,69.2300033569336,81.1999969482422,67.3899993896484,59.0900001525879,90.9800033569336,79.0899963378906,84.4300003051758,70.3099975585938,86.0800018310547,57.7999992370605,63.2400016784668,62.4500007629395,84.8300018310547,50.2599983215332,49,52.25
54,69.9800033569336,81.8300018310547,67.7200012207031,60.3899993896484,91.3600006103516,78.8300018310547,86.0400009155273,71.0800018310547,87.6900024414062,56.939998626709,64,62.2599983215332,85.4100036621094,50.0800018310547,50.4799995422363,55.6100006103516
53,71.5,82.2600021362305,72,60.2299995422363,91.6600036621094,79.0599975585938,87.0699996948242,71.2399978637695,89.9800033569336,68.9599990844727,65.9700012207031,63.1100006103516,85.4100036621094,49.0800018310547,50.6500015258789,55.7900009155273
53,71.9400024414062,82.5400009155273,72.8199996948242,60.4700012207031,91.6699981689453,78.8199996948242,87.3199996948242,72.3499984741211,91.629997253418,69.6699981689453,66.4899978637695,63.4700012207031,85.4100036621094,49.9700012207031,50.5499992370605,55.9500007629395
53,72.5699996948242,82.9300003051758,73.9800033569336,60.7900009155273,91.629997253418,79.5999984741211,87.5899963378906,72.879997253418,92.120002746582,73.4800033569336,66.6500015258789,63.6699981689453,85.7600021362305,51.1699981689453,51.1800003051758,55.0699996948242
52,72.5800018310547,83.1600036621094,73.9899978637695,60.5900001525879,91.6399993896484,79.5599975585938,88.2699966430664,73.1800003051758,91.4800033569336,74.25,66.6900024414062,63.5499992370605,85.5100021362305,51.4900016784668,50.9599990844727,54.3800010681152
52,73.2699966430664,83.3600006103516,75.2600021362305,61.189998626709,91.8300018310547,79.4499969482422,88.8099975585938,73.370002746582,92.9100036621094,77.4300003051758,66.6900024414062,64.0100021362305,85.2300033569336,51.5400009155273,52.9599990844727,55.0099983215332
54,73.2300033569336,83.75,75.0199966430664,60.9199981689453,91.9599990844727,79.6699981689453,89.4100036621094,73.9499969482422,92.2600021362305,75.2600021362305,68.2699966430664,64.2799987792969,85.3300018310547,52.2000007629395,51.0299987792969,55.1199989318848
53,73.8600006103516,84.0699996948242,76.2399978637695,61.2599983215332,92.0599975585938,80.0100021362305,89.5699996948242,74.6399993896484,93.2399978637695,79.2300033569336,68.0400009155273,64.4700012207031,82.9599990844727,53.0400009155273,52.7999992370605,56.2599983215332
53,74.120002746582,84.5599975585938,76.4300003051758,61.3600006103516,92.1500015258789,81.0299987792969,89.8399963378906,75.2200012207031,92.629997253418,79.9499969482422,68.5,64.6399993896484,82.8000030517578,52.5900001525879,53.2900009155273,56.7400016784668
87,61.4099998474121,78.5800018310547,54.3400001525879,51.2999992370605,86.3300018310547,84.7900009155273,84.9899978637695,58.2299995422363,68.1999969482422,42.5900001525879,61.6599998474121,44.9000015258789,58.7400016784668,65.4000015258789,41.6300010681152,39.439998626709
87,61.7799987792969,78.9100036621094,54.7400016784668,51.7000007629395,86.8499984741211,85.3899993896484,85.0500030517578,58.3400001525879,69.1100006103516,42.4599990844727,61.9900016784668,45.3800010681152,58.6399993896484,65.5800018310547,42.6199989318848,39.9500007629395
88,62.4300003051758,79.2099990844727,56.310001373291,51.7700004577637,87.4400024414062,85.9700012207031,85.0699996948242,58.3400001525879,70.5800018310547,46.0999984741211,62.7700004577637,45.7999992370605,58.8600006103516,65.2900009155273,42.0800018310547,40.8499984741211
88,63.2799987792969,79.9899978637695,57.189998626709,52.6599998474121,87.9199981689453,86.6900024414062,85.0199966430664,60.3400001525879,71.7399978637695,47.8499984741211,62.4199981689453,46.7400016784668,59.5699996948242,66.6100006103516,42.8300018310547,41.6100006103516
91,64.0500030517578,80.7699966430664,58.0699996948242,53.2900009155273,88.3899993896484,87.3199996948242,85.0500030517578,62.3199996948242,72.9400024414062,50.0400009155273,62.25,47.060001373291,60.25,67.129997253418,43.4300003051758,42.3600006103516
89,64.0100021362305,80.0199966430664,58.8199996948242,53.1800003051758,88.6399993896484,84.6900024414062,84.4499969482422,62.2900009155273,74.0400009155273,52.0400009155273,62.1300010681152,47.0699996948242,60.25,66.9000015258789,42.5999984741211,42.9900016784668
91,64.1500015258789,78.8000030517578,59.7200012207031,53.939998626709,88.9000015258789,81.8899993896484,83.8600006103516,60.5400009155273,75.1100006103516,54.689998626709,62.5099983215332,46.5800018310547,59.8400001525879,67.9300003051758,43.4599990844727,44.5200004577637
90,64.75,79.7300033569336,60.1199989318848,54.3899993896484,89.1399993896484,83.8600006103516,84.5500030517578,61.3600006103516,75.8899993896484,55.2200012207031,63.0999984741211,46.2599983215332,60.2700004577637,68.3899993896484,42.7400016784668,46.1699981689453
90,64.9100036621094,79.6600036621094,61.189998626709,53.8899993896484,89.3300018310547,83.620002746582,84.4700012207031,61.2099990844727,76.8499984741211,59.1399993896484,62.2400016784668,46.5400009155273,58.3600006103516,67.7399978637695,40.7299995422363,48.7200012207031
90,65.870002746582,80.379997253418,61.1800003051758,56.0499992370605,89.5199966430664,85.4499969482422,85.0500030517578,61.5099983215332,77.3600006103516,58.6699981689453,61.9700012207031,46.689998626709,60.1500015258789,68.4800033569336,45.8800010681152,49.7000007629395
94,65.4899978637695,79.7600021362305,61.5299987792969,55.1699981689453,89.75,83.5199966430664,85.3600006103516,60.4199981689453,77.8099975585938,60.2799987792969,61.25,46.7799987792969,55.6399993896484,68.6800003051758,45.8800010681152,50.4700012207031
95,65.5899963378906,80.370002746582,62.4000015258789,54.0099983215332,89.9300003051758,84.7200012207031,86.3499984741211,60.5,78.0699996948242,62.3199996948242,62.3699989318848,46.8499984741211,53.4300003051758,65.2799987792969,47.0699996948242,50.2400016784668
156,38.3300018310547,39.2200012207031,38.7999992370605,36.9599990844727,48.2900009155273,31.5599994659424,45.0800018310547,31.9400005340576,49.1399993896484,18.8999996185303,32.439998626709,54.7299995422363,53.1800003051758,49.6800003051758,26,18.9699993133545
156,39.1199989318848,41.0499992370605,39.5299987792969,36.7700004577637,52.5499992370605,32.5400009155273,46.3899993896484,32.7400016784668,49.9500007629395,20.3999996185303,32.9900016784668,54.7900009155273,53.1800003051758,48.8499984741211,25.4799995422363,19.5699996948242
155,40.0999984741211,42.6500015258789,40.25,37.4000015258789,56.439998626709,32.3600006103516,46.25,35.5299987792969,50.3800010681152,22.5799999237061,33.2400016784668,54.8199996948242,54.2999992370605,49.1300010681152,25.5499992370605,20.6200008392334
155,40.8800010681152,43.9500007629395,41.1399993896484,37.5400009155273,59.7799987792969,31.1000003814697,47.189998626709,37.7299995422363,51.689998626709,24.4200000762939,33.7000007629395,54.75,54.2999992370605,49.310001373291,25.9099998474121,20.6399993896484
155,41.9799995422363,45.2000007629395,43.1199989318848,37.6300010681152,61.3499984741211,31.2099990844727,47.3899993896484,40.8400001525879,52.3499984741211,31.5799999237061,34.0800018310547,54.4599990844727,53.9500007629395,48.560001373291,25.2299995422363,22.7700004577637
155,42.439998626709,45.9500007629395,44,37.3699989318848,62.9099998474121,32.6500015258789,46.1500015258789,42.1199989318848,52.9900016784668,34.310001373291,34.5999984741211,54.0699996948242,53.9500007629395,47.6800003051758,24.8400001525879,23
154,43.5999984741211,48.2900009155273,45.0099983215332,37.5,64.370002746582,34.5400009155273,50.8300018310547,43.4099998474121,50.9799995422363,39.2400016784668,35.3199996948242,54.4799995422363,53.9500007629395,48.2700004577637,24.0699996948242,23.7199993133545
154,44.3800010681152,49.560001373291,45.189998626709,38.3899993896484,65.2900009155273,36.3899993896484,51.6100006103516,44.9500007629395,52.1100006103516,37.9700012207031,36.2299995422363,54.439998626709,55.4700012207031,49.0099983215332,24.7700004577637,24.2999992370605
154,45.3699989318848,51.0200004577637,46.2000007629395,38.9000015258789,65.8600006103516,38.4099998474121,52.8300018310547,47.0099983215332,52.6500015258789,40.810001373291,36.7700004577637,54.5699996948242,55.25,49.1100006103516,27.7099990844727,23.5200004577637
155,45.9700012207031,51.9300003051758,46.439998626709,39.5499992370605,66.6900024414062,39.0900001525879,54.3499984741211,47.5800018310547,52.7900009155273,41.4000015258789,37.25,54.310001373291,55.5400009155273,50.8499984741211,27.7199993133545,24.0900001525879
153,46.6800003051758,53.2400016784668,47.2000007629395,39.5999984741211,67.4899978637695,42.25,55.0900001525879,48.1300010681152,53.1300010681152,43.7099990844727,37.810001373291,54.1500015258789,56.4799995422363,51.1599998474121,26.3500003814697,24.4300003051758
153,46.8699989318848,54.1800003051758,47.0200004577637,39.4099998474121,67.8300018310547,44.25,56.0999984741211,48.5400009155273,53.4700012207031,42.4199981689453,38.2299995422363,53.9500007629395,56.189998626709,50.7799987792969,25.7099990844727,24.9599990844727
41,75.0199966430664,81.6399993896484,68.3899993896484,75.0400009155273,90.629997253418,86.6100006103516,87.7900009155273,61.5499992370605,85.1999969482422,58.4199981689453,63.1699981689453,66.7799987792969,90.0800018310547,69.379997253418,74.1399993896484,66.5500030517578
42,75.629997253418,82.0899963378906,69.2600021362305,75.5199966430664,90.7900009155273,86.9000015258789,88.629997253418,62.0400009155273,84.8199996948242,61.5400009155273,63.7900009155273,66.9199981689453,90.0800018310547,69.4100036621094,74.0699996948242,68.5299987792969
42,76.1500015258789,82.120002746582,70.3600006103516,75.9700012207031,90.9300003051758,86.8899993896484,88.6999969482422,61.9500007629395,84.3499984741211,65.6399993896484,64.4000015258789,67.0500030517578,89.7300033569336,69.7699966430664,75.0400009155273,69.3499984741211
42,76.1399993896484,82,70.7799987792969,75.6500015258789,91.0999984741211,87.1699981689453,89.1800003051758,60.5400009155273,84.7900009155273,67.0800018310547,64.4000015258789,66.8600006103516,89.5899963378906,69.5999984741211,74.1100006103516,69.3000030517578
42,76.8099975585938,82.0599975585938,72.7600021362305,75.6100006103516,91.2300033569336,87.4899978637695,89.120002746582,60.3899993896484,84.0599975585938,75.2099990844727,64.4700012207031,67.3000030517578,89.5899963378906,69.3300018310547,73.6399993896484,69.879997253418
42,76.9700012207031,81.8899993896484,73.2900009155273,75.7300033569336,91.370002746582,87.3099975585938,88.8300018310547,60.0499992370605,85.5599975585938,76.2600021362305,63.7700004577637,67.5500030517578,89.5899963378906,68.6399993896484,74,70.6999969482422
42,77.1399993896484,82.0699996948242,73.3600006103516,75.9800033569336,91.5699996948242,87.1399993896484,88.3399963378906,61.2099990844727,84.7099990844727,77.4300003051758,63.3199996948242,68.0100021362305,89.2799987792969,69.0199966430664,74.1900024414062,71.4199981689453
42,77.2600021362305,82.0500030517578,73.6999969482422,76.0299987792969,91.6500015258789,87.1900024414062,88.5699996948242,60.7900009155273,85.6100006103516,77.8499984741211,63.189998626709,68.1500015258789,89.2799987792969,70,72.4100036621094,72.4199981689453
42,77.620002746582,82.1100006103516,74.129997253418,76.6100006103516,91.7099990844727,86.7799987792969,88.6999969482422,61.25,85.75,79.3300018310547,63.0499992370605,68.4000015258789,89.3300018310547,70.1399993896484,74.0899963378906,72.8600006103516
42,77.8600006103516,81.9800033569336,74.5999984741211,76.9899978637695,91.6699981689453,86.9899978637695,88.5,60.7400016784668,85.7200012207031,80.5800018310547,63.4700012207031,68.629997253418,89.0899963378906,71.2200012207031,74.3300018310547,73.3199996948242
41,78.5400009155273,82,76.2099990844727,77.4100036621094,91.6600036621094,86.6800003051758,87.8000030517578,61.8400001525879,84.620002746582,87.7399978637695,63.6199989318848,68.8499984741211,91.129997253418,68.7900009155273,74.5,75.1999969482422
41,78.6399993896484,82.2799987792969,76.9300003051758,76.6999969482422,91.6399993896484,87.6800003051758,87.3600006103516,62.439998626709,84.75,90.1100006103516,63.9000015258789,68.9800033569336,89.9100036621094,66,75.5400009155273,75.3399963378906
65,66.4300003051758,82.8899993896484,59.0999984741211,57.310001373291,91.5500030517578,82.3600006103516,85.4400024414062,72.2099990844727,95.3300018310547,36.4099998474121,55.4599990844727,49.2200012207031,75.1600036621094,54.5800018310547,42.9099998474121,56.5999984741211
64,67.5100021362305,82.9199981689453,61.9500007629395,57.6699981689453,91.9800033569336,82.3000030517578,85.2200012207031,72.1900024414062,95.2600021362305,47.3300018310547,55.9000015258789,49.310001373291,76.0299987792969,54.1699981689453,42.7000007629395,57.7900009155273
66,67.9100036621094,83.1800003051758,62.4599990844727,58.0900001525879,92.2900009155273,83.2099990844727,85.0100021362305,72.1999969482422,95.1900024414062,48.2999992370605,56.7099990844727,49.6399993896484,76.7200012207031,53.6699981689453,43.3199996948242,58.6399993896484
66,68.1500015258789,83.5800018310547,62.9599990844727,57.9199981689453,92.4599990844727,83.9899978637695,85.1500015258789,72.6999969482422,94.4499969482422,49.8499984741211,57.8499984741211,49.7099990844727,75.879997253418,56.3400001525879,42.310001373291,57.1399993896484
60,69.6699981689453,83.8499984741211,67.3399963378906,57.8300018310547,92.8499984741211,84.6399993896484,85.4599990844727,72.4499969482422,94.629997253418,65.5999984741211,58.4099998474121,50.7000007629395,77.2300033569336,54.6300010681152,42.2099990844727,57.2400016784668
57,70.3300018310547,84.2799987792969,68.3300018310547,58.3699989318848,93.0899963378906,84.870002746582,86.4499969482422,72.6900024414062,93.7600021362305,68.9300003051758,59,51.6500015258789,76.8399963378906,56.3199996948242,42.6199989318848,57.7000007629395
57,70.7799987792969,84.629997253418,69.120002746582,58.5800018310547,93.1399993896484,85.9700012207031,87.4400024414062,71.9899978637695,94.1800003051758,70.379997253418,59.3699989318848,52.5499992370605,77.2699966430664,56.7400016784668,42.3600006103516,57.9500007629395
58,71.129997253418,85.0400009155273,69.0999984741211,59.2400016784668,93.4899978637695,86.1999969482422,88.2699966430664,72.1999969482422,93.8300018310547,71.3300018310547,59.1599998474121,52.0900001525879,79.0199966430664,57.1599998474121,41.7000007629395,59.0900001525879
54,72.9300003051758,85.8300018310547,70.3499984741211,62.6100006103516,93.620002746582,86.8099975585938,89.2099990844727,73.6699981689453,93.5800018310547,74.4000015258789,60.0900001525879,53.3300018310547,82.8000030517578,57.4700012207031,49.4599990844727,60.7000007629395
51,74.1600036621094,86.0400009155273,71.2399978637695,65.2099990844727,93.6600036621094,86.2300033569336,89.6600036621094,74.620002746582,93.3000030517578,77.8000030517578,60.2599983215332,53.6199989318848,85.4400024414062,60.939998626709,52.310001373291,62.1399993896484
50,74.2099990844727,86.5699996948242,71.4400024414062,64.620002746582,93.75,87.4599990844727,90.2900009155273,74.7699966430664,90.9499969482422,82.2600021362305,58.6199989318848,53.9599990844727,80.5800018310547,63.939998626709,52.8400001525879,61.1199989318848
48,74.7799987792969,86.9700012207031,72.1800003051758,65.1900024414062,93.7900009155273,88.6699981689453,90.879997253418,74.5199966430664,90.3300018310547,84.9199981689453,59.1800003051758,54.2799987792969,83,63.6800003051758,53.25,60.810001373291
7,87.2900009155273,89.0999984741211,85.9300003051758,86.8499984741211,92.870002746582,97.0800018310547,90.6399993896484,75.8199996948242,96.3300018310547,89.620002746582,84.5800018310547,73.1999969482422,96.0599975585938,86.4499969482422,81.6800003051758,83.2099990844727
8,87.4300003051758,89.0899963378906,86.3600006103516,86.8399963378906,92.9000015258789,96.9400024414062,90.6800003051758,75.8399963378906,96.4899978637695,90.120002746582,85.0800018310547,73.7699966430664,96.0599975585938,86.5500030517578,80.8600006103516,83.8899993896484
9,87.2600021362305,89.2699966430664,85.7200012207031,86.7900009155273,92.9499969482422,96.9599990844727,90.8199996948242,76.3399963378906,95.8600006103516,87.0500030517578,85.620002746582,74.3600006103516,96.0599975585938,86.8300018310547,79.9700012207031,84.3000030517578
9,86.9599990844727,89.379997253418,85.2200012207031,86.2900009155273,93.0400009155273,96.870002746582,91.1699981689453,76.4499969482422,94.8399963378906,87,84.4400024414062,74.5899963378906,95.7799987792969,86.2900009155273,78.5100021362305,84.5899963378906
9,87.6999969482422,89.6100006103516,87.2600021362305,86.2200012207031,93.0699996948242,97.2099990844727,91.0999984741211,77.0699996948242,95.75,93.0400009155273,85.120002746582,75.1399993896484,95.7799987792969,85.5400009155273,78.5199966430664,85.0400009155273
9,87.6999969482422,89.5500030517578,87.25,86.2900009155273,93.1100006103516,97.120002746582,90.8199996948242,77.1399993896484,95.1600036621094,93.1900024414062,85.0699996948242,75.5800018310547,96.129997253418,86.0599975585938,77.6800003051758,85.2900009155273
9,87.879997253418,89.3499984741211,87.7099990844727,86.5899963378906,93.1399993896484,97.25,89.8399963378906,77.1900024414062,95.2300033569336,94.4800033569336,85.2699966430664,75.8600006103516,96.129997253418,86.3099975585938,78.2600021362305,85.6600036621094
10,87.8600006103516,89.2399978637695,87.8499984741211,86.5,93.1600036621094,97.370002746582,89.6999969482422,76.7399978637695,94.9899978637695,95.0400009155273,85.1900024414062,76.1900024414062,95.1800003051758,86.0599975585938,78.8099975585938,85.9400024414062
9,88.120002746582,89.3600006103516,87.8300018310547,87.1699981689453,93.1800003051758,97.2699966430664,89.6999969482422,77.2799987792969,94.9499969482422,94.2900009155273,85.4199981689453,76.6600036621094,95.8099975585938,86.0100021362305,80.6500015258789,86.2200012207031
9,88.1999969482422,89.5199966430664,87.75,87.3399963378906,93.1999969482422,97.2699966430664,90.4000015258789,77.2300033569336,94.9300003051758,93.7200012207031,85.4400024414062,76.8899993896484,95.8099975585938,85.9400024414062,81.0500030517578,86.5699996948242
11,88.1999969482422,89.2600021362305,87.9499969482422,87.379997253418,93.2200012207031,97.0699996948242,89.5599975585938,77.2200012207031,94.9199981689453,94.7200012207031,85.2200012207031,76.9300003051758,95.8099975585938,85.870002746582,80.9000015258789,86.9199981689453
12,87.8300018310547,89.0999984741211,87.7200012207031,86.6699981689453,93.2300033569336,97.2399978637695,89.0699996948242,76.8600006103516,94.0400009155273,94.6600036621094,85.2099990844727,76.9700012207031,92.5599975585938,84.6999969482422,82.1399993896484,87.2900009155273
15,85.370002746582,91.3300018310547,82.25,82.5299987792969,95.0999984741211,97.3899993896484,94.7399978637695,78.0800018310547,93.6699981689453,78.370002746582,84.0999984741211,72.8399963378906,96.0500030517578,85.8600006103516,75.5299987792969,72.6999969482422
14,85.8099975585938,91.4700012207031,82.7399978637695,83.2200012207031,95.120002746582,97.6399993896484,94.9499969482422,78.1900024414062,94.7099990844727,78.8600006103516,84.370002746582,73.0199966430664,96.0500030517578,86.1399993896484,76.0500030517578,74.620002746582
14,85.7200012207031,91.2399978637695,82.5,83.4199981689453,95.1800003051758,97.4499969482422,94.25,78.0800018310547,95.4499969482422,76.3399963378906,84.9100036621094,73.3099975585938,95.6999969482422,86.2099990844727,76.1800003051758,75.6100006103516
14,85.7600021362305,90.9599990844727,82.8000030517578,83.5100021362305,95.1999969482422,97.4899978637695,93.2699966430664,77.870002746582,95.9199981689453,76.7099990844727,85.0800018310547,73.4800033569336,95.6999969482422,86.4100036621094,75.6800003051758,76.2600021362305
14,86.4700012207031,90.7600021362305,84.7699966430664,83.870002746582,95.1600036621094,97.1999969482422,92.4300003051758,78.2399978637695,96.1800003051758,83.8300018310547,85.0400009155273,74.0299987792969,95.6999969482422,86.9199981689453,76.2099990844727,76.6699981689453
16,86.5899963378906,90.7099990844727,84.9000015258789,84.1399993896484,95.1999969482422,96.9100036621094,91.9400024414062,78.8099975585938,96.3300018310547,83.9300003051758,85,74.3399963378906,94.5800018310547,87.6500015258789,77.3600006103516,76.9899978637695
11,87.4100036621094,90.7900009155273,86.9700012207031,84.4800033569336,95.2099990844727,96.6100006103516,92.0100021362305,79.3499984741211,96.2099990844727,91.5800018310547,85.2600021362305,74.8099975585938,94.5800018310547,87.5500030517578,78.3899993896484,77.4100036621094
12,87.4599990844727,90.8499984741211,87.0500030517578,84.4800033569336,95.2399978637695,96.5299987792969,92.0800018310547,79.5699996948242,96.5100021362305,91.5100021362305,85.1500015258789,75.0299987792969,93.9899978637695,87.5899963378906,78.3000030517578,78.0299987792969
14,87.4300003051758,90.9199981689453,86.9700012207031,84.4000015258789,95.2399978637695,96.129997253418,92.0100021362305,80.3000030517578,96.5800018310547,90.5899963378906,85.0599975585938,75.6399993896484,93.1800003051758,87.7399978637695,78.1399993896484,78.5500030517578
10,88.0100021362305,90.9000015258789,87.5800018310547,85.5699996948242,95.2300033569336,96.2300033569336,91.4499969482422,80.6800003051758,98.379997253418,90.5800018310547,85.3499984741211,76,92.879997253418,87.9800033569336,82.2300033569336,79.1800003051758
10,88.370002746582,90.629997253418,88.6699981689453,85.7900009155273,95.2099990844727,95.5100021362305,91.4499969482422,80.3499984741211,98.5500030517578,94.6399993896484,85.3099975585938,76.1900024414062,92.879997253418,86.629997253418,84.129997253418,79.5299987792969
11,88.0500030517578,90.4899978637695,88.5299987792969,85.1399993896484,95.1900024414062,95.5800018310547,91.379997253418,79.8099975585938,97.6600036621094,94.5699996948242,85.5199966430664,76.3499984741211,92.879997253418,85.9899978637695,81.9899978637695,79.7200012207031
