GEOCODIGO,campana,ano,semana,n_vacunas,tuits_gripe,interes_gripe
086,2022,2022,44,318,218,77
087,NA,2022,35,0,76,22
087,2022,2022,36,0,86,21
087,2022,2022,37,0,64,22
087,2022,2022,38,0,98,32
087,2022,2022,39,0,126,42
087,2022,2022,40,0,112,60
087,2022,2022,41,408,176,77
087,2022,2022,42,461,180,100
087,2022,2022,43,461,270,69
087,2022,2022,44,473,218,77
088,NA,2022,35,0,76,22
088,2022,2022,36,0,86,21
088,2022,2022,37,0,64,22
088,2022,2022,38,0,98,32
088,2022,2022,39,0,126,42
088,2022,2022,40,0,112,60
088,2022,2022,41,348,176,77
088,2022,2022,42,341,180,100
088,2022,2022,43,398,270,69
088,2022,2022,44,406,218,77
089,NA,2022,35,0,76,22
089,2022,2022,36,0,86,21
089,2022,2022,37,0,64,22
089,2022,2022,38,0,98,32
089,2022,2022,39,0,126,42
089,2022,2022,40,0,112,60
089,2022,2022,41,171,176,77
089,2022,2022,42,161,180,100
089,2022,2022,43,179,270,69
089,2022,2022,44,179,218,77
090,NA,2022,35,0,76,22
090,2022,2022,36,0,86,21
090,2022,2022,37,0,64,22
090,2022,2022,38,0,98,32
090,2022,2022,39,0,126,42
090,2022,2022,40,0,112,60
090,2022,2022,41,208,176,77
090,2022,2022,42,212,180,100
090,2022,2022,43,219,270,69
090,2022,2022,44,225,218,77
091,NA,2022,35,0,76,22
091,2022,2022,36,0,86,21
091,2022,2022,37,0,64,22
091,2022,2022,38,0,98,32
091,2022,2022,39,0,126,42
091,2022,2022,40,0,112,60
091,2022,2022,41,218,176,77
091,2022,2022,42,222,180,100
091,2022,2022,43,230,270,69
091,2022,2022,44,233,218,77
092,NA,2022,35,0,76,22
092,2022,2022,36,0,86,21
092,2022,2022,37,0,64,22
092,2022,2022,38,0,98,32
092,2022,2022,39,0,126,42
092,2022,2022,40,0,112,60
092,2022,2022,41,241,176,77
092,2022,2022,42,219,180,100
092,2022,2022,43,251,270,69
092,2022,2022,44,224,218,77
093,NA,2022,35,0,76,22
093,2022,2022,36,0,86,21
093,2022,2022,37,0,64,22
093,2022,2022,38,0,98,32
093,2022,2022,39,0,126,42
093,2022,2022,40,0,112,60
093,2022,2022,41,391,176,77
093,2022,2022,42,356,180,100
093,2022,2022,43,416,270,69
093,2022,2022,44,383,218,77
094,NA,2022,35,0,76,22
094,2022,2022,36,0,86,21
094,2022,2022,37,0,64,22
094,2022,2022,38,0,98,32
094,2022,2022,39,0,126,42
094,2022,2022,40,0,112,60
094,2022,2022,41,217,176,77
094,2022,2022,42,225,180,100
094,2022,2022,43,229,270,69
094,2022,2022,44,256,218,77
095,NA,2022,35,0,76,22
095,2022,2022,36,0,86,21
095,2022,2022,37,0,64,22
095,2022,2022,38,0,98,32
095,2022,2022,39,0,126,42
095,2022,2022,40,0,112,60
095,2022,2022,41,220,176,77
095,2022,2022,42,222,180,100
095,2022,2022,43,258,270,69
095,2022,2022,44,260,218,77
096,NA,2022,35,0,76,22
096,2022,2022,36,0,86,21
096,2022,2022,37,0,64,22
096,2022,2022,38,0,98,32
096,2022,2022,39,0,126,42
096,2022,2022,40,0,112,60
096,2022,2022,41,212,176,77
096,2022,2022,42,198,180,100
096,2022,2022,43,232,270,69
096,2022,2022,44,234,218,77
097,NA,2022,35,0,76,22
097,2022,2022,36,0,86,21
097,2022,2022,37,0,64,22
097,2022,2022,38,0,98,32
097,2022,2022,39,0,126,42
097,2022,2022,40,0,112,60
097,2022,2022,41,497,176,77
097,2022,2022,42,495,180,100
097,2022,2022,43,535,270,69
097,2022,2022,44,527,218,77
098,NA,2022,35,0,76,22
098,2022,2022,36,0,86,21
098,2022,2022,37,0,64,22
098,2022,2022,38,0,98,32
098,2022,2022,39,0,126,42
098,2022,2022,40,0,112,60
098,2022,2022,41,238,176,77
098,2022,2022,42,205,180,100
098,2022,2022,43,214,270,69
098,2022,2022,44,230,218,77
099,NA,2022,35,0,76,22
099,2022,2022,36,0,86,21
099,2022,2022,37,0,64,22
099,2022,2022,38,0,98,32
099,2022,2022,39,0,126,42
099,2022,2022,40,0,112,60
099,2022,2022,41,259,176,77
099,2022,2022,42,235,180,100
099,2022,2022,43,262,270,69
099,2022,2022,44,280,218,77
100,NA,2022,35,0,76,22
100,2022,2022,36,0,86,21
100,2022,2022,37,0,64,22
100,2022,2022,38,0,98,32
100,2022,2022,39,0,126,42
100,2022,2022,40,0,112,60
100,2022,2022,41,239,176,77
100,2022,2022,42,259,180,100
100,2022,2022,43,254,270,69
100,2022,2022,44,282,218,77
101,NA,2022,35,0,76,22
101,2022,2022,36,0,86,21
101,2022,2022,37,0,64,22
101,2022,2022,38,0,98,32
101,2022,2022,39,0,126,42
101,2022,2022,40,0,112,60
101,2022,2022,41,215,176,77
101,2022,2022,42,221,180,100
101,2022,2022,43,244,270,69
101,2022,2022,44,250,218,77
102,NA,2022,35,0,76,22
102,2022,2022,36,0,86,21
102,2022,2022,37,0,64,22
102,2022,2022,38,0,98,32
102,2022,2022,39,0,126,42
102,2022,2022,40,0,112,60
102,2022,2022,41,305,176,77
102,2022,2022,42,287,180,100
102,2022,2022,43,308,270,69
102,2022,2022,44,344,218,77
103,NA,2022,35,0,76,22
103,2022,2022,36,0,86,21
103,2022,2022,37,0,64,22
103,2022,2022,38,0,98,32
103,2022,2022,39,0,126,42
103,2022,2022,40,0,112,60
103,2022,2022,41,312,176,77
103,2022,2022,42,333,180,100
103,2022,2022,43,342,270,69
103,2022,2022,44,339,218,77
104,NA,2022,35,0,76,22
104,2022,2022,36,0,86,21
104,2022,2022,37,0,64,22
104,2022,2022,38,0,98,32
104,2022,2022,39,0,126,42
104,2022,2022,40,0,112,60
104,2022,2022,41,135,176,77
104,2022,2022,42,138,180,100
104,2022,2022,43,129,270,69
104,2022,2022,44,144,218,77
105,NA,2022,35,0,76,22
105,2022,2022,36,0,86,21
105,2022,2022,37,0,64,22
105,2022,2022,38,0,98,32
105,2022,2022,39,0,126,42
105,2022,2022,40,0,112,60
105,2022,2022,41,602,176,77
105,2022,2022,42,629,180,100
105,2022,2022,43,686,270,69
105,2022,2022,44,660,218,77
106,NA,2022,35,0,76,22
106,2022,2022,36,0,86,21
106,2022,2022,37,0,64,22
106,2022,2022,38,0,98,32
106,2022,2022,39,0,126,42
106,2022,2022,40,0,112,60
106,2022,2022,41,294,176,77
106,2022,2022,42,284,180,100
106,2022,2022,43,290,270,69
106,2022,2022,44,290,218,77
107,NA,2022,35,0,76,22
107,2022,2022,36,0,86,21
107,2022,2022,37,0,64,22
107,2022,2022,38,0,98,32
107,2022,2022,39,0,126,42
107,2022,2022,40,0,112,60
107,2022,2022,41,488,176,77
107,2022,2022,42,478,180,100
107,2022,2022,43,498,270,69
107,2022,2022,44,496,218,77
108,NA,2022,35,0,76,22
108,2022,2022,36,0,86,21
108,2022,2022,37,0,64,22
108,2022,2022,38,0,98,32
108,2022,2022,39,0,126,42
108,2022,2022,40,0,112,60
108,2022,2022,41,187,176,77
108,2022,2022,42,174,180,100
108,2022,2022,43,202,270,69
108,2022,2022,44,194,218,77
109,NA,2022,35,0,76,22
109,2022,2022,36,0,86,21
109,2022,2022,37,0,64,22
109,2022,2022,38,0,98,32
109,2022,2022,39,0,126,42
109,2022,2022,40,0,112,60
109,2022,2022,41,210,176,77
109,2022,2022,42,212,180,100
109,2022,2022,43,213,270,69
109,2022,2022,44,226,218,77
110,NA,2022,35,0,76,22
110,2022,2022,36,0,86,21
110,2022,2022,37,0,64,22
110,2022,2022,38,0,98,32
110,2022,2022,39,0,126,42
110,2022,2022,40,0,112,60
110,2022,2022,41,247,176,77
110,2022,2022,42,237,180,100
110,2022,2022,43,224,270,69
110,2022,2022,44,243,218,77
111,NA,2022,35,0,76,22
111,2022,2022,36,0,86,21
111,2022,2022,37,0,64,22
111,2022,2022,38,0,98,32
111,2022,2022,39,0,126,42
111,2022,2022,40,0,112,60
111,2022,2022,41,176,176,77
111,2022,2022,42,176,180,100
111,2022,2022,43,176,270,69
111,2022,2022,44,188,218,77
112,NA,2022,35,0,76,22
112,2022,2022,36,0,86,21
112,2022,2022,37,0,64,22
112,2022,2022,38,0,98,32
112,2022,2022,39,0,126,42
112,2022,2022,40,0,112,60
112,2022,2022,41,271,176,77
112,2022,2022,42,277,180,100
112,2022,2022,43,271,270,69
112,2022,2022,44,309,218,77
113,NA,2022,35,0,76,22
113,2022,2022,36,0,86,21
113,2022,2022,37,0,64,22
113,2022,2022,38,0,98,32
113,2022,2022,39,0,126,42
113,2022,2022,40,0,112,60
113,2022,2022,41,342,176,77
113,2022,2022,42,362,180,100
113,2022,2022,43,359,270,69
113,2022,2022,44,377,218,77
114,NA,2022,35,0,76,22
114,2022,2022,36,0,86,21
114,2022,2022,37,0,64,22
114,2022,2022,38,0,98,32
114,2022,2022,39,0,126,42
114,2022,2022,40,0,112,60
114,2022,2022,41,226,176,77
114,2022,2022,42,228,180,100
114,2022,2022,43,238,270,69
114,2022,2022,44,239,218,77
115,NA,2022,35,0,76,22
115,2022,2022,36,0,86,21
115,2022,2022,37,0,64,22
115,2022,2022,38,0,98,32
115,2022,2022,39,0,126,42
115,2022,2022,40,0,112,60
115,2022,2022,41,168,176,77
115,2022,2022,42,177,180,100
115,2022,2022,43,174,270,69
115,2022,2022,44,174,218,77
116,NA,2022,35,0,76,22
116,2022,2022,36,0,86,21
116,2022,2022,37,0,64,22
116,2022,2022,38,0,98,32
116,2022,2022,39,0,126,42
116,2022,2022,40,0,112,60
116,2022,2022,41,318,176,77
116,2022,2022,42,314,180,100
116,2022,2022,43,320,270,69
116,2022,2022,44,360,218,77
117,NA,2022,35,0,76,22
117,2022,2022,36,0,86,21
117,2022,2022,37,0,64,22
117,2022,2022,38,0,98,32
117,2022,2022,39,0,126,42
117,2022,2022,40,0,112,60
117,2022,2022,41,285,176,77
117,2022,2022,42,291,180,100
117,2022,2022,43,252,270,69
117,2022,2022,44,265,218,77
118,NA,2022,35,0,76,22
118,2022,2022,36,0,86,21
118,2022,2022,37,0,64,22
118,2022,2022,38,0,98,32
118,2022,2022,39,0,126,42
118,2022,2022,40,0,112,60
118,2022,2022,41,57,176,77
118,2022,2022,42,58,180,100
118,2022,2022,43,56,270,69
118,2022,2022,44,62,218,77
119,NA,2022,35,0,76,22
119,2022,2022,36,0,86,21
119,2022,2022,37,0,64,22
119,2022,2022,38,0,98,32
119,2022,2022,39,0,126,42
119,2022,2022,40,0,112,60
119,2022,2022,41,334,176,77
119,2022,2022,42,337,180,100
119,2022,2022,43,320,270,69
119,2022,2022,44,341,218,77
120,NA,2022,35,0,76,22
120,2022,2022,36,0,86,21
120,2022,2022,37,0,64,22
120,2022,2022,38,0,98,32
120,2022,2022,39,0,126,42
120,2022,2022,40,0,112,60
120,2022,2022,41,157,176,77
120,2022,2022,42,174,180,100
120,2022,2022,43,154,270,69
120,2022,2022,44,173,218,77
121,NA,2022,35,0,76,22
121,2022,2022,36,0,86,21
121,2022,2022,37,0,64,22
121,2022,2022,38,0,98,32
121,2022,2022,39,0,126,42
121,2022,2022,40,0,112,60
121,2022,2022,41,81,176,77
121,2022,2022,42,92,180,100
121,2022,2022,43,87,270,69
121,2022,2022,44,89,218,77
122,NA,2022,35,0,76,22
122,2022,2022,36,0,86,21
122,2022,2022,37,0,64,22
122,2022,2022,38,0,98,32
122,2022,2022,39,0,126,42
122,2022,2022,40,0,112,60
122,2022,2022,41,149,176,77
122,2022,2022,42,158,180,100
122,2022,2022,43,148,270,69
122,2022,2022,44,157,218,77
124,NA,2022,35,0,76,22
124,2022,2022,36,0,86,21
124,2022,2022,37,0,64,22
124,2022,2022,38,0,98,32
124,2022,2022,39,0,126,42
124,2022,2022,40,0,112,60
124,2022,2022,41,142,176,77
124,2022,2022,42,132,180,100
124,2022,2022,43,131,270,69
124,2022,2022,44,151,218,77
125,NA,2022,35,0,76,22
125,2022,2022,36,0,86,21
125,2022,2022,37,0,64,22
125,2022,2022,38,0,98,32
125,2022,2022,39,0,126,42
125,2022,2022,40,0,112,60
125,2022,2022,41,212,176,77
125,2022,2022,42,226,180,100
125,2022,2022,43,234,270,69
125,2022,2022,44,237,218,77
126,NA,2022,35,0,76,22
126,2022,2022,36,0,86,21
126,2022,2022,37,0,64,22
126,2022,2022,38,0,98,32
126,2022,2022,39,0,126,42
126,2022,2022,40,0,112,60
126,2022,2022,41,387,176,77
126,2022,2022,42,361,180,100
126,2022,2022,43,364,270,69
126,2022,2022,44,368,218,77
127,NA,2022,35,0,76,22
127,2022,2022,36,0,86,21
127,2022,2022,37,0,64,22
127,2022,2022,38,0,98,32
127,2022,2022,39,0,126,42
127,2022,2022,40,0,112,60
127,2022,2022,41,220,176,77
127,2022,2022,42,212,180,100
127,2022,2022,43,243,270,69
127,2022,2022,44,244,218,77
128,NA,2022,35,0,76,22
128,2022,2022,36,0,86,21
128,2022,2022,37,0,64,22
128,2022,2022,38,0,98,32
128,2022,2022,39,0,126,42
128,2022,2022,40,0,112,60
128,2022,2022,41,402,176,77
128,2022,2022,42,414,180,100
128,2022,2022,43,427,270,69
128,2022,2022,44,370,218,77
129,NA,2022,35,0,76,22
129,2022,2022,36,0,86,21
129,2022,2022,37,0,64,22
129,2022,2022,38,0,98,32
129,2022,2022,39,0,126,42
129,2022,2022,40,0,112,60
129,2022,2022,41,233,176,77
129,2022,2022,42,258,180,100
129,2022,2022,43,239,270,69
129,2022,2022,44,263,218,77
130,NA,2022,35,0,76,22
130,2022,2022,36,0,86,21
130,2022,2022,37,0,64,22
130,2022,2022,38,0,98,32
130,2022,2022,39,0,126,42
130,2022,2022,40,0,112,60
130,2022,2022,41,125,176,77
130,2022,2022,42,141,180,100
130,2022,2022,43,135,270,69
130,2022,2022,44,146,218,77
131,NA,2022,35,0,76,22
131,2022,2022,36,0,86,21
131,2022,2022,37,0,64,22
131,2022,2022,38,0,98,32
131,2022,2022,39,0,126,42
131,2022,2022,40,0,112,60
131,2022,2022,41,312,176,77
131,2022,2022,42,329,180,100
131,2022,2022,43,318,270,69
131,2022,2022,44,315,218,77
132,NA,2022,35,0,76,22
132,2022,2022,36,0,86,21
132,2022,2022,37,0,64,22
132,2022,2022,38,0,98,32
132,2022,2022,39,0,126,42
132,2022,2022,40,0,112,60
132,2022,2022,41,494,176,77
132,2022,2022,42,566,180,100
132,2022,2022,43,593,270,69
132,2022,2022,44,575,218,77
133,NA,2022,35,0,76,22
133,2022,2022,36,0,86,21
133,2022,2022,37,0,64,22
133,2022,2022,38,0,98,32
133,2022,2022,39,0,126,42
133,2022,2022,40,0,112,60
133,2022,2022,41,292,176,77
133,2022,2022,42,272,180,100
133,2022,2022,43,317,270,69
133,2022,2022,44,295,218,77
134,NA,2022,35,0,76,22
134,2022,2022,36,0,86,21
134,2022,2022,37,0,64,22
134,2022,2022,38,0,98,32
134,2022,2022,39,0,126,42
134,2022,2022,40,0,112,60
134,2022,2022,41,195,176,77
134,2022,2022,42,188,180,100
134,2022,2022,43,195,270,69
134,2022,2022,44,201,218,77
135,NA,2022,35,0,76,22
135,2022,2022,36,0,86,21
135,2022,2022,37,0,64,22
135,2022,2022,38,0,98,32
135,2022,2022,39,0,126,42
135,2022,2022,40,0,112,60
135,2022,2022,41,377,176,77
135,2022,2022,42,373,180,100
135,2022,2022,43,413,270,69
135,2022,2022,44,383,218,77
136,NA,2022,35,0,76,22
136,2022,2022,36,0,86,21
136,2022,2022,37,0,64,22
136,2022,2022,38,0,98,32
136,2022,2022,39,0,126,42
136,2022,2022,40,0,112,60
136,2022,2022,41,256,176,77
136,2022,2022,42,265,180,100
136,2022,2022,43,270,270,69
136,2022,2022,44,262,218,77
137,NA,2022,35,0,76,22
137,2022,2022,36,0,86,21
137,2022,2022,37,0,64,22
137,2022,2022,38,0,98,32
137,2022,2022,39,0,126,42
137,2022,2022,40,0,112,60
137,2022,2022,41,78,176,77
137,2022,2022,42,74,180,100
137,2022,2022,43,83,270,69
137,2022,2022,44,73,218,77
138,NA,2022,35,0,76,22
138,2022,2022,36,0,86,21
138,2022,2022,37,0,64,22
138,2022,2022,38,0,98,32
138,2022,2022,39,0,126,42
138,2022,2022,40,0,112,60
138,2022,2022,41,166,176,77
138,2022,2022,42,165,180,100
138,2022,2022,43,175,270,69
138,2022,2022,44,188,218,77
139,NA,2022,35,0,76,22
139,2022,2022,36,0,86,21
139,2022,2022,37,0,64,22
139,2022,2022,38,0,98,32
139,2022,2022,39,0,126,42
139,2022,2022,40,0,112,60
139,2022,2022,41,447,176,77
139,2022,2022,42,467,180,100
139,2022,2022,43,418,270,69
139,2022,2022,44,450,218,77
140,NA,2022,35,0,76,22
140,2022,2022,36,0,86,21
140,2022,2022,37,0,64,22
140,2022,2022,38,0,98,32
140,2022,2022,39,0,126,42
140,2022,2022,40,0,112,60
140,2022,2022,41,584,176,77
140,2022,2022,42,614,180,100
140,2022,2022,43,565,270,69
140,2022,2022,44,573,218,77
141,NA,2022,35,0,76,22
141,2022,2022,36,0,86,21
141,2022,2022,37,0,64,22
141,2022,2022,38,0,98,32
141,2022,2022,39,0,126,42
141,2022,2022,40,0,112,60
141,2022,2022,41,276,176,77
141,2022,2022,42,268,180,100
141,2022,2022,43,288,270,69
141,2022,2022,44,274,218,77
142,NA,2022,35,0,76,22
142,2022,2022,36,0,86,21
142,2022,2022,37,0,64,22
142,2022,2022,38,0,98,32
142,2022,2022,39,0,126,42
142,2022,2022,40,0,112,60
142,2022,2022,41,190,176,77
142,2022,2022,42,193,180,100
142,2022,2022,43,203,270,69
142,2022,2022,44,213,218,77
143,NA,2022,35,0,76,22
143,2022,2022,36,0,86,21
143,2022,2022,37,0,64,22
143,2022,2022,38,0,98,32
143,2022,2022,39,0,126,42
143,2022,2022,40,0,112,60
143,2022,2022,41,450,176,77
143,2022,2022,42,425,180,100
143,2022,2022,43,468,270,69
143,2022,2022,44,404,218,77
144,NA,2022,35,0,76,22
144,2022,2022,36,0,86,21
144,2022,2022,37,0,64,22
144,2022,2022,38,0,98,32
144,2022,2022,39,0,126,42
144,2022,2022,40,0,112,60
144,2022,2022,41,165,176,77
144,2022,2022,42,170,180,100
144,2022,2022,43,154,270,69
144,2022,2022,44,156,218,77
145,NA,2022,35,0,76,22
145,2022,2022,36,0,86,21
145,2022,2022,37,0,64,22
145,2022,2022,38,0,98,32
145,2022,2022,39,0,126,42
145,2022,2022,40,0,112,60
145,2022,2022,41,190,176,77
145,2022,2022,42,203,180,100
145,2022,2022,43,188,270,69
145,2022,2022,44,224,218,77
146,NA,2022,35,0,76,22
146,2022,2022,36,0,86,21
146,2022,2022,37,0,64,22
146,2022,2022,38,0,98,32
146,2022,2022,39,0,126,42
146,2022,2022,40,0,112,60
146,2022,2022,41,376,176,77
146,2022,2022,42,358,180,100
146,2022,2022,43,406,270,69
146,2022,2022,44,363,218,77
147,NA,2022,35,0,76,22
147,2022,2022,36,0,86,21
147,2022,2022,37,0,64,22
147,2022,2022,38,0,98,32
147,2022,2022,39,0,126,42
147,2022,2022,40,0,112,60
147,2022,2022,41,276,176,77
147,2022,2022,42,292,180,100
147,2022,2022,43,315,270,69
147,2022,2022,44,310,218,77
148,NA,2022,35,0,76,22
148,2022,2022,36,0,86,21
148,2022,2022,37,0,64,22
148,2022,2022,38,0,98,32
148,2022,2022,39,0,126,42
148,2022,2022,40,0,112,60
148,2022,2022,41,296,176,77
148,2022,2022,42,311,180,100
148,2022,2022,43,304,270,69
148,2022,2022,44,278,218,77
149,NA,2022,35,0,76,22
149,2022,2022,36,0,86,21
149,2022,2022,37,0,64,22
149,2022,2022,38,0,98,32
149,2022,2022,39,0,126,42
149,2022,2022,40,0,112,60
149,2022,2022,41,111,176,77
149,2022,2022,42,107,180,100
149,2022,2022,43,111,270,69
149,2022,2022,44,115,218,77
150,NA,2022,35,0,76,22
150,2022,2022,36,0,86,21
150,2022,2022,37,0,64,22
150,2022,2022,38,0,98,32
150,2022,2022,39,0,126,42
150,2022,2022,40,0,112,60
150,2022,2022,41,222,176,77
150,2022,2022,42,224,180,100
150,2022,2022,43,237,270,69
150,2022,2022,44,272,218,77
151,NA,2022,35,0,76,22
151,2022,2022,36,0,86,21
151,2022,2022,37,0,64,22
151,2022,2022,38,0,98,32
151,2022,2022,39,0,126,42
151,2022,2022,40,0,112,60
151,2022,2022,41,196,176,77
151,2022,2022,42,228,180,100
151,2022,2022,43,230,270,69
151,2022,2022,44,223,218,77
152,NA,2022,35,0,76,22
152,2022,2022,36,0,86,21
152,2022,2022,37,0,64,22
152,2022,2022,38,0,98,32
152,2022,2022,39,0,126,42
152,2022,2022,40,0,112,60
152,2022,2022,41,345,176,77
152,2022,2022,42,364,180,100
152,2022,2022,43,362,270,69
152,2022,2022,44,361,218,77
153,NA,2022,35,0,76,22
153,2022,2022,36,0,86,21
153,2022,2022,37,0,64,22
153,2022,2022,38,0,98,32
153,2022,2022,39,0,126,42
153,2022,2022,40,0,112,60
153,2022,2022,41,401,176,77
153,2022,2022,42,454,180,100
153,2022,2022,43,423,270,69
153,2022,2022,44,497,218,77
154,NA,2022,35,0,76,22
154,2022,2022,36,0,86,21
154,2022,2022,37,0,64,22
154,2022,2022,38,0,98,32
154,2022,2022,39,0,126,42
154,2022,2022,40,0,112,60
154,2022,2022,41,596,176,77
154,2022,2022,42,568,180,100
154,2022,2022,43,596,270,69
154,2022,2022,44,542,218,77
155,NA,2022,35,0,76,22
155,2022,2022,36,0,86,21
155,2022,2022,37,0,64,22
155,2022,2022,38,0,98,32
155,2022,2022,39,0,126,42
155,2022,2022,40,0,112,60
155,2022,2022,41,588,176,77
155,2022,2022,42,585,180,100
155,2022,2022,43,631,270,69
155,2022,2022,44,597,218,77
156,NA,2022,35,0,76,22
156,2022,2022,36,0,86,21
156,2022,2022,37,0,64,22
156,2022,2022,38,0,98,32
156,2022,2022,39,0,126,42
156,2022,2022,40,0,112,60
156,2022,2022,41,140,176,77
156,2022,2022,42,151,180,100
156,2022,2022,43,152,270,69
156,2022,2022,44,170,218,77
157,NA,2022,35,0,76,22
157,2022,2022,36,0,86,21
157,2022,2022,37,0,64,22
157,2022,2022,38,0,98,32
157,2022,2022,39,0,126,42
157,2022,2022,40,0,112,60
157,2022,2022,41,206,176,77
157,2022,2022,42,199,180,100
157,2022,2022,43,201,270,69
157,2022,2022,44,210,218,77
158,NA,2022,35,0,76,22
158,2022,2022,36,0,86,21
158,2022,2022,37,0,64,22
158,2022,2022,38,0,98,32
158,2022,2022,39,0,126,42
158,2022,2022,40,0,112,60
158,2022,2022,41,317,176,77
158,2022,2022,42,326,180,100
158,2022,2022,43,344,270,69
158,2022,2022,44,304,218,77
159,NA,2022,35,0,76,22
159,2022,2022,36,0,86,21
159,2022,2022,37,0,64,22
159,2022,2022,38,0,98,32
159,2022,2022,39,0,126,42
159,2022,2022,40,0,112,60
159,2022,2022,41,581,176,77
159,2022,2022,42,582,180,100
159,2022,2022,43,601,270,69
159,2022,2022,44,556,218,77
160,NA,2022,35,0,76,22
160,2022,2022,36,0,86,21
160,2022,2022,37,0,64,22
160,2022,2022,38,0,98,32
160,2022,2022,39,0,126,42
160,2022,2022,40,0,112,60
160,2022,2022,41,170,176,77
160,2022,2022,42,196,180,100
160,2022,2022,43,192,270,69
160,2022,2022,44,193,218,77
161,NA,2022,35,0,76,22
161,2022,2022,36,0,86,21
161,2022,2022,37,0,64,22
161,2022,2022,38,0,98,32
161,2022,2022,39,0,126,42
161,2022,2022,40,0,112,60
161,2022,2022,41,187,176,77
161,2022,2022,42,192,180,100
161,2022,2022,43,188,270,69
161,2022,2022,44,171,218,77
162,NA,2022,35,0,76,22
162,2022,2022,36,0,86,21
162,2022,2022,37,0,64,22
162,2022,2022,38,0,98,32
162,2022,2022,39,0,126,42
162,2022,2022,40,0,112,60
162,2022,2022,41,187,176,77
162,2022,2022,42,205,180,100
162,2022,2022,43,190,270,69
162,2022,2022,44,194,218,77
163,NA,2022,35,0,76,22
163,2022,2022,36,0,86,21
163,2022,2022,37,0,64,22
163,2022,2022,38,0,98,32
163,2022,2022,39,0,126,42
163,2022,2022,40,0,112,60
163,2022,2022,41,135,176,77
163,2022,2022,42,162,180,100
163,2022,2022,43,151,270,69
163,2022,2022,44,148,218,77
164,NA,2022,35,0,76,22
164,2022,2022,36,0,86,21
164,2022,2022,37,0,64,22
164,2022,2022,38,0,98,32
164,2022,2022,39,0,126,42
164,2022,2022,40,0,112,60
164,2022,2022,41,138,176,77
164,2022,2022,42,161,180,100
164,2022,2022,43,167,270,69
164,2022,2022,44,158,218,77
166,NA,2022,35,0,76,22
166,2022,2022,36,0,86,21
166,2022,2022,37,0,64,22
166,2022,2022,38,0,98,32
166,2022,2022,39,0,126,42
166,2022,2022,40,0,112,60
166,2022,2022,41,327,176,77
166,2022,2022,42,327,180,100
166,2022,2022,43,321,270,69
166,2022,2022,44,316,218,77
167,NA,2022,35,0,76,22
167,2022,2022,36,0,86,21
167,2022,2022,37,0,64,22
167,2022,2022,38,0,98,32
167,2022,2022,39,0,126,42
167,2022,2022,40,0,112,60
167,2022,2022,41,264,176,77
167,2022,2022,42,294,180,100
167,2022,2022,43,299,270,69
167,2022,2022,44,270,218,77
168,NA,2022,35,0,76,22
168,2022,2022,36,0,86,21
168,2022,2022,37,0,64,22
168,2022,2022,38,0,98,32
168,2022,2022,39,0,126,42
168,2022,2022,40,0,112,60
168,2022,2022,41,502,176,77
168,2022,2022,42,537,180,100
168,2022,2022,43,484,270,69
168,2022,2022,44,512,218,77
169,NA,2022,35,0,76,22
169,2022,2022,36,0,86,21
169,2022,2022,37,0,64,22
169,2022,2022,38,0,98,32
169,2022,2022,39,0,126,42
169,2022,2022,40,0,112,60
169,2022,2022,41,227,176,77
169,2022,2022,42,229,180,100
169,2022,2022,43,231,270,69
169,2022,2022,44,250,218,77
170,NA,2022,35,0,76,22
170,2022,2022,36,0,86,21
170,2022,2022,37,0,64,22
170,2022,2022,38,0,98,32
170,2022,2022,39,0,126,42
170,2022,2022,40,0,112,60
170,2022,2022,41,207,176,77
170,2022,2022,42,196,180,100
170,2022,2022,43,190,270,69
170,2022,2022,44,214,218,77
172,NA,2022,35,0,76,22
172,2022,2022,36,0,86,21
172,2022,2022,37,0,64,22
172,2022,2022,38,0,98,32
172,2022,2022,39,0,126,42
172,2022,2022,40,0,112,60
172,2022,2022,41,220,176,77
172,2022,2022,42,263,180,100
172,2022,2022,43,244,270,69
172,2022,2022,44,275,218,77
173,NA,2022,35,0,76,22
173,2022,2022,36,0,86,21
173,2022,2022,37,0,64,22
173,2022,2022,38,0,98,32
173,2022,2022,39,0,126,42
173,2022,2022,40,0,112,60
173,2022,2022,41,285,176,77
173,2022,2022,42,283,180,100
173,2022,2022,43,328,270,69
173,2022,2022,44,332,218,77
174,NA,2022,35,0,76,22
174,2022,2022,36,0,86,21
174,2022,2022,37,0,64,22
174,2022,2022,38,0,98,32
174,2022,2022,39,0,126,42
174,2022,2022,40,0,112,60
174,2022,2022,41,170,176,77
174,2022,2022,42,189,180,100
174,2022,2022,43,183,270,69
174,2022,2022,44,200,218,77
175,NA,2022,35,0,76,22
175,2022,2022,36,0,86,21
175,2022,2022,37,0,64,22
175,2022,2022,38,0,98,32
175,2022,2022,39,0,126,42
175,2022,2022,40,0,112,60
175,2022,2022,41,250,176,77
175,2022,2022,42,221,180,100
175,2022,2022,43,232,270,69
175,2022,2022,44,230,218,77
176,NA,2022,35,0,76,22
176,2022,2022,36,0,86,21
176,2022,2022,37,0,64,22
176,2022,2022,38,0,98,32
176,2022,2022,39,0,126,42
176,2022,2022,40,0,112,60
176,2022,2022,41,106,176,77
176,2022,2022,42,105,180,100
176,2022,2022,43,110,270,69
176,2022,2022,44,122,218,77
177,NA,2022,35,0,76,22
