mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,gasto,Target
2020-04,000,TOTAL,28047,COLLADO VILLALBA,495,047,122.355,122.355
2020-04,010,TOTAL EUROPA,28047,COLLADO VILLALBA,388,047,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28047,COLLADO VILLALBA,364,047,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28047,COLLADO VILLALBA,38,047,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28047,COLLADO VILLALBA,66,047,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28047,COLLADO VILLALBA,39,047,122.355,122.355
2020-04,110,FRANCIA,28047,COLLADO VILLALBA,128,047,122.355,122.355
2020-04,121,PAÍSES BAJOS,28047,COLLADO VILLALBA,83,047,122.355,122.355
2020-04,126,ALEMANIA,28047,COLLADO VILLALBA,33,047,122.355,122.355
2020-04,228,MARRUECOS,28047,COLLADO VILLALBA,34,047,122.355,122.355
2020-04,000,TOTAL,28049,COSLADA,1248,049,122.355,122.355
2020-04,010,TOTAL EUROPA,28049,COSLADA,1185,049,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28049,COSLADA,1124,049,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28049,COSLADA,45,049,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28049,COSLADA,32,049,122.355,122.355
2020-04,103,BÉLGICA,28049,COSLADA,89,049,122.355,122.355
2020-04,110,FRANCIA,28049,COSLADA,167,049,122.355,122.355
2020-04,115,ITALIA,28049,COSLADA,85,049,122.355,122.355
2020-04,121,PAÍSES BAJOS,28049,COSLADA,228,049,122.355,122.355
2020-04,123,PORTUGAL,28049,COSLADA,35,049,122.355,122.355
2020-04,125,REINO UNIDO,28049,COSLADA,44,049,122.355,122.355
2020-04,126,ALEMANIA,28049,COSLADA,180,049,122.355,122.355
2020-04,128,RUMANIA,28049,COSLADA,110,049,122.355,122.355
2020-04,131,SUECIA,28049,COSLADA,147,049,122.355,122.355
2020-04,302,EE.UU.,28049,COSLADA,31,049,122.355,122.355
2020-04,000,TOTAL,28050,CUBAS DE LA SAGRA,52,050,122.355,122.355
2020-04,010,TOTAL EUROPA,28050,CUBAS DE LA SAGRA,40,050,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28050,CUBAS DE LA SAGRA,31,050,122.355,122.355
2020-04,000,TOTAL,28053,DAGANZO DE ARRIBA,168,053,122.355,122.355
2020-04,010,TOTAL EUROPA,28053,DAGANZO DE ARRIBA,154,053,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28053,DAGANZO DE ARRIBA,144,053,122.355,122.355
2020-04,110,FRANCIA,28053,DAGANZO DE ARRIBA,33,053,122.355,122.355
2020-04,121,PAÍSES BAJOS,28053,DAGANZO DE ARRIBA,40,053,122.355,122.355
2020-04,000,TOTAL,28054,"ESCORIAL, EL",129,054,122.355,122.355
2020-04,010,TOTAL EUROPA,28054,"ESCORIAL, EL",124,054,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28054,"ESCORIAL, EL",122,054,122.355,122.355
2020-04,110,FRANCIA,28054,"ESCORIAL, EL",35,054,122.355,122.355
2020-04,121,PAÍSES BAJOS,28054,"ESCORIAL, EL",47,054,122.355,122.355
2020-04,000,TOTAL,28057,FRESNO DE TOROTE,36,057,122.355,122.355
2020-04,010,TOTAL EUROPA,28057,FRESNO DE TOROTE,33,057,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28057,FRESNO DE TOROTE,33,057,122.355,122.355
2020-04,000,TOTAL,28058,FUENLABRADA,1708,058,122.355,122.355
2020-04,010,TOTAL EUROPA,28058,FUENLABRADA,1367,058,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28058,FUENLABRADA,1308,058,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28058,FUENLABRADA,204,058,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28058,FUENLABRADA,100,058,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28058,FUENLABRADA,69,058,122.355,122.355
2020-04,040,TOTAL ASIA,28058,FUENLABRADA,37,058,122.355,122.355
2020-04,110,FRANCIA,28058,FUENLABRADA,327,058,122.355,122.355
2020-04,115,ITALIA,28058,FUENLABRADA,64,058,122.355,122.355
2020-04,117,LUXEMBURGO,28058,FUENLABRADA,46,058,122.355,122.355
2020-04,121,PAÍSES BAJOS,28058,FUENLABRADA,327,058,122.355,122.355
2020-04,122,POLONIA,28058,FUENLABRADA,46,058,122.355,122.355
2020-04,123,PORTUGAL,28058,FUENLABRADA,30,058,122.355,122.355
2020-04,125,REINO UNIDO,28058,FUENLABRADA,50,058,122.355,122.355
2020-04,126,ALEMANIA,28058,FUENLABRADA,169,058,122.355,122.355
2020-04,128,RUMANIA,28058,FUENLABRADA,53,058,122.355,122.355
2020-04,131,SUECIA,28058,FUENLABRADA,122,058,122.355,122.355
2020-04,228,MARRUECOS,28058,FUENLABRADA,52,058,122.355,122.355
2020-04,234,NIGERIA,28058,FUENLABRADA,133,058,122.355,122.355
2020-04,343,COLOMBIA,28058,FUENLABRADA,33,058,122.355,122.355
2020-04,407,CHINA,28058,FUENLABRADA,35,058,122.355,122.355
2020-04,000,TOTAL,28059,FUENTE EL SAZ DE JARAMA,32,059,122.355,122.355
2020-04,000,TOTAL,28061,GALAPAGAR,356,061,122.355,122.355
2020-04,010,TOTAL EUROPA,28061,GALAPAGAR,294,061,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28061,GALAPAGAR,272,061,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28061,GALAPAGAR,43,061,122.355,122.355
2020-04,110,FRANCIA,28061,GALAPAGAR,95,061,122.355,122.355
2020-04,121,PAÍSES BAJOS,28061,GALAPAGAR,80,061,122.355,122.355
2020-04,000,TOTAL,28065,GETAFE,2657,065,122.355,122.355
2020-04,010,TOTAL EUROPA,28065,GETAFE,2214,065,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28065,GETAFE,2101,065,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28065,GETAFE,50,065,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28065,GETAFE,186,065,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28065,GETAFE,93,065,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28065,GETAFE,86,065,122.355,122.355
2020-04,040,TOTAL ASIA,28065,GETAFE,207,065,122.355,122.355
2020-04,103,BÉLGICA,28065,GETAFE,52,065,122.355,122.355
2020-04,107,DINAMARCA,28065,GETAFE,86,065,122.355,122.355
2020-04,110,FRANCIA,28065,GETAFE,404,065,122.355,122.355
2020-04,115,ITALIA,28065,GETAFE,113,065,122.355,122.355
2020-04,117,LUXEMBURGO,28065,GETAFE,49,065,122.355,122.355
2020-04,121,PAÍSES BAJOS,28065,GETAFE,500,065,122.355,122.355
2020-04,122,POLONIA,28065,GETAFE,80,065,122.355,122.355
2020-04,123,PORTUGAL,28065,GETAFE,54,065,122.355,122.355
2020-04,125,REINO UNIDO,28065,GETAFE,72,065,122.355,122.355
2020-04,126,ALEMANIA,28065,GETAFE,269,065,122.355,122.355
2020-04,128,RUMANIA,28065,GETAFE,58,065,122.355,122.355
2020-04,131,SUECIA,28065,GETAFE,323,065,122.355,122.355
2020-04,142,LITUANIA,28065,GETAFE,32,065,122.355,122.355
2020-04,228,MARRUECOS,28065,GETAFE,31,065,122.355,122.355
2020-04,302,EE.UU.,28065,GETAFE,70,065,122.355,122.355
2020-04,343,COLOMBIA,28065,GETAFE,56,065,122.355,122.355
2020-04,407,CHINA,28065,GETAFE,190,065,122.355,122.355
2020-04,000,TOTAL,28066,GRIÑÓN,79,066,122.355,122.355
2020-04,010,TOTAL EUROPA,28066,GRIÑÓN,62,066,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28066,GRIÑÓN,53,066,122.355,122.355
2020-04,000,TOTAL,28067,GUADALIX DE LA SIERRA,88,067,122.355,122.355
2020-04,010,TOTAL EUROPA,28067,GUADALIX DE LA SIERRA,73,067,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28067,GUADALIX DE LA SIERRA,70,067,122.355,122.355
2020-04,000,TOTAL,28068,GUADARRAMA,198,068,122.355,122.355
2020-04,010,TOTAL EUROPA,28068,GUADARRAMA,176,068,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28068,GUADARRAMA,163,068,122.355,122.355
2020-04,110,FRANCIA,28068,GUADARRAMA,38,068,122.355,122.355
2020-04,121,PAÍSES BAJOS,28068,GUADARRAMA,42,068,122.355,122.355
2020-04,126,ALEMANIA,28068,GUADARRAMA,30,068,122.355,122.355
2020-04,000,TOTAL,28072,HOYO DE MANZANARES,58,072,122.355,122.355
2020-04,010,TOTAL EUROPA,28072,HOYO DE MANZANARES,49,072,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28072,HOYO DE MANZANARES,47,072,122.355,122.355
2020-04,000,TOTAL,28073,HUMANES DE MADRID,195,073,122.355,122.355
2020-04,010,TOTAL EUROPA,28073,HUMANES DE MADRID,162,073,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28073,HUMANES DE MADRID,146,073,122.355,122.355
2020-04,110,FRANCIA,28073,HUMANES DE MADRID,38,073,122.355,122.355
2020-04,121,PAÍSES BAJOS,28073,HUMANES DE MADRID,44,073,122.355,122.355
2020-04,000,TOTAL,28074,LEGANÉS,1910,074,122.355,122.355
2020-04,010,TOTAL EUROPA,28074,LEGANÉS,1603,074,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28074,LEGANÉS,1537,074,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28074,LEGANÉS,85,074,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28074,LEGANÉS,166,074,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28074,LEGANÉS,64,074,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28074,LEGANÉS,98,074,122.355,122.355
2020-04,040,TOTAL ASIA,28074,LEGANÉS,56,074,122.355,122.355
2020-04,110,FRANCIA,28074,LEGANÉS,381,074,122.355,122.355
2020-04,113,IRLANDA,28074,LEGANÉS,34,074,122.355,122.355
2020-04,115,ITALIA,28074,LEGANÉS,67,074,122.355,122.355
2020-04,117,LUXEMBURGO,28074,LEGANÉS,71,074,122.355,122.355
2020-04,121,PAÍSES BAJOS,28074,LEGANÉS,391,074,122.355,122.355
2020-04,122,POLONIA,28074,LEGANÉS,69,074,122.355,122.355
2020-04,123,PORTUGAL,28074,LEGANÉS,32,074,122.355,122.355
2020-04,125,REINO UNIDO,28074,LEGANÉS,52,074,122.355,122.355
2020-04,126,ALEMANIA,28074,LEGANÉS,200,074,122.355,122.355
2020-04,128,RUMANIA,28074,LEGANÉS,78,074,122.355,122.355
2020-04,131,SUECIA,28074,LEGANÉS,153,074,122.355,122.355
2020-04,228,MARRUECOS,28074,LEGANÉS,40,074,122.355,122.355
2020-04,234,NIGERIA,28074,LEGANÉS,30,074,122.355,122.355
2020-04,343,COLOMBIA,28074,LEGANÉS,55,074,122.355,122.355
2020-04,407,CHINA,28074,LEGANÉS,51,074,122.355,122.355
2020-04,000,TOTAL,28075,LOECHES,196,075,122.355,122.355
2020-04,010,TOTAL EUROPA,28075,LOECHES,175,075,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28075,LOECHES,170,075,122.355,122.355
2020-04,110,FRANCIA,28075,LOECHES,42,075,122.355,122.355
2020-04,121,PAÍSES BAJOS,28075,LOECHES,65,075,122.355,122.355
2020-04,000,TOTAL,28079,MADRID,41879,079,122.355,122.355
2020-04,010,TOTAL EUROPA,28079,MADRID,29735,079,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28079,MADRID,25748,079,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28079,MADRID,1252,079,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28079,MADRID,7017,079,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28079,MADRID,2912,079,122.355,122.355
2020-04,032,TOTAL CENTROAMÉRICA Y CARIBE,28079,MADRID,566,079,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28079,MADRID,3539,079,122.355,122.355
2020-04,040,TOTAL ASIA,28079,MADRID,3801,079,122.355,122.355
2020-04,050,TOTAL OCEANÍA,28079,MADRID,74,079,122.355,122.355
2020-04,102,AUSTRIA,28079,MADRID,300,079,122.355,122.355
2020-04,103,BÉLGICA,28079,MADRID,652,079,122.355,122.355
2020-04,104,BULGARIA,28079,MADRID,153,079,122.355,122.355
2020-04,107,DINAMARCA,28079,MADRID,694,079,122.355,122.355
2020-04,109,FINLANDIA,28079,MADRID,58,079,122.355,122.355
2020-04,110,FRANCIA,28079,MADRID,5230,079,122.355,122.355
2020-04,111,GRECIA,28079,MADRID,71,079,122.355,122.355
2020-04,112,HUNGRIA,28079,MADRID,65,079,122.355,122.355
2020-04,113,IRLANDA,28079,MADRID,279,079,122.355,122.355
2020-04,115,ITALIA,28079,MADRID,1665,079,122.355,122.355
2020-04,116,LIECHTENSTEIN,28079,MADRID,105,079,122.355,122.355
2020-04,117,LUXEMBURGO,28079,MADRID,616,079,122.355,122.355
2020-04,118,MALTA,28079,MADRID,30,079,122.355,122.355
2020-04,120,NORUEGA,28079,MADRID,106,079,122.355,122.355
2020-04,121,PAÍSES BAJOS,28079,MADRID,7463,079,122.355,122.355
2020-04,122,POLONIA,28079,MADRID,541,079,122.355,122.355
2020-04,123,PORTUGAL,28079,MADRID,658,079,122.355,122.355
2020-04,125,REINO UNIDO,28079,MADRID,2453,079,122.355,122.355
2020-04,126,ALEMANIA,28079,MADRID,4561,079,122.355,122.355
2020-04,128,RUMANIA,28079,MADRID,591,079,122.355,122.355
2020-04,131,SUECIA,28079,MADRID,1714,079,122.355,122.355
2020-04,132,SUIZA,28079,MADRID,627,079,122.355,122.355
2020-04,135,UCRANIA,28079,MADRID,169,079,122.355,122.355
2020-04,136,LETONIA,28079,MADRID,69,079,122.355,122.355
2020-04,137,MOLDAVIA / MOLDAVA,28079,MADRID,44,079,122.355,122.355
2020-04,141,ESTONIA,28079,MADRID,52,079,122.355,122.355
2020-04,142,LITUANIA,28079,MADRID,112,079,122.355,122.355
2020-04,143,REPÚBLICA CHECA,28079,MADRID,102,079,122.355,122.355
2020-04,154,RUSIA,28079,MADRID,385,079,122.355,122.355
2020-04,203,ARGELIA,28079,MADRID,62,079,122.355,122.355
2020-04,208,CAMERUN,28079,MADRID,37,079,122.355,122.355
2020-04,211,COSTA DE MARFIL,28079,MADRID,34,079,122.355,122.355
2020-04,213,EGIPTO,28079,MADRID,117,079,122.355,122.355
2020-04,220,GUINEA ECUATORIAL,28079,MADRID,95,079,122.355,122.355
2020-04,221,KENIA,28079,MADRID,70,079,122.355,122.355
2020-04,228,MARRUECOS,28079,MADRID,466,079,122.355,122.355
2020-04,234,NIGERIA,28079,MADRID,103,079,122.355,122.355
2020-04,239,SENEGAL,28079,MADRID,43,079,122.355,122.355
2020-04,248,TÚNEZ,28079,MADRID,47,079,122.355,122.355
2020-04,301,CANADA,28079,MADRID,35,079,122.355,122.355
2020-04,302,EE.UU.,28079,MADRID,2008,079,122.355,122.355
2020-04,303,MEXICO,28079,MADRID,869,079,122.355,122.355
2020-04,317,EL SALVADOR,28079,MADRID,54,079,122.355,122.355
2020-04,319,GUATEMALA,28079,MADRID,80,079,122.355,122.355
2020-04,321,HONDURAS,28079,MADRID,157,079,122.355,122.355
2020-04,323,NICARAGUA,28079,MADRID,124,079,122.355,122.355
2020-04,324,PANAMA,28079,MADRID,49,079,122.355,122.355
2020-04,326,REPUBLICA DOMINICANA,28079,MADRID,80,079,122.355,122.355
2020-04,340,ARGENTINA,28079,MADRID,508,079,122.355,122.355
2020-04,341,BOLIVIA,28079,MADRID,44,079,122.355,122.355
2020-04,342,BRASIL,28079,MADRID,268,079,122.355,122.355
2020-04,343,COLOMBIA,28079,MADRID,833,079,122.355,122.355
2020-04,344,CHILE,28079,MADRID,186,079,122.355,122.355
2020-04,345,ECUADOR,28079,MADRID,263,079,122.355,122.355
2020-04,347,PARAGUAY,28079,MADRID,242,079,122.355,122.355
2020-04,348,PERU,28079,MADRID,537,079,122.355,122.355
2020-04,350,URUGUAY,28079,MADRID,67,079,122.355,122.355
2020-04,351,VENEZUELA,28079,MADRID,591,079,122.355,122.355
2020-04,401,AFGANISTAN,28079,MADRID,43,079,122.355,122.355
2020-04,402,ARABIA SAUDITA,28079,MADRID,116,079,122.355,122.355
2020-04,407,CHINA,28079,MADRID,2130,079,122.355,122.355
2020-04,408,EMIRATOS ARABES UNIDOS,28079,MADRID,141,079,122.355,122.355
2020-04,409,FILIPINAS,28079,MADRID,296,079,122.355,122.355
2020-04,410,INDIA,28079,MADRID,291,079,122.355,122.355
2020-04,411,INDONESIA,28079,MADRID,118,079,122.355,122.355
2020-04,413,IRAN,28079,MADRID,74,079,122.355,122.355
2020-04,414,ISRAEL,28079,MADRID,71,079,122.355,122.355
2020-04,415,JAPÓN,28079,MADRID,51,079,122.355,122.355
2020-04,420,LIBANO,28079,MADRID,48,079,122.355,122.355
2020-04,430,REPUBLICA DE COREA - COREA DEL SUR,28079,MADRID,68,079,122.355,122.355
2020-04,435,TAILANDIA,28079,MADRID,30,079,122.355,122.355
2020-04,436,TURQUIA,28079,MADRID,97,079,122.355,122.355
2020-04,437,VIETNAN,28079,MADRID,35,079,122.355,122.355
2020-04,501,AUSTRALIA,28079,MADRID,71,079,122.355,122.355
2020-04,000,TOTAL,28080,MAJADAHONDA,1092,080,122.355,122.355
2020-04,010,TOTAL EUROPA,28080,MAJADAHONDA,924,080,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28080,MAJADAHONDA,861,080,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28080,MAJADAHONDA,135,080,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28080,MAJADAHONDA,90,080,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28080,MAJADAHONDA,41,080,122.355,122.355
2020-04,040,TOTAL ASIA,28080,MAJADAHONDA,31,080,122.355,122.355
2020-04,107,DINAMARCA,28080,MAJADAHONDA,52,080,122.355,122.355
2020-04,110,FRANCIA,28080,MAJADAHONDA,213,080,122.355,122.355
2020-04,121,PAÍSES BAJOS,28080,MAJADAHONDA,313,080,122.355,122.355
2020-04,125,REINO UNIDO,28080,MAJADAHONDA,60,080,122.355,122.355
2020-04,126,ALEMANIA,28080,MAJADAHONDA,142,080,122.355,122.355
2020-04,131,SUECIA,28080,MAJADAHONDA,62,080,122.355,122.355
2020-04,302,EE.UU.,28080,MAJADAHONDA,56,080,122.355,122.355
2020-04,303,MEXICO,28080,MAJADAHONDA,34,080,122.355,122.355
2020-04,000,TOTAL,28082,MANZANARES EL REAL,85,082,122.355,122.355
2020-04,010,TOTAL EUROPA,28082,MANZANARES EL REAL,71,082,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28082,MANZANARES EL REAL,57,082,122.355,122.355
2020-04,000,TOTAL,28083,MECO,458,083,122.355,122.355
2020-04,010,TOTAL EUROPA,28083,MECO,441,083,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28083,MECO,431,083,122.355,122.355
2020-04,110,FRANCIA,28083,MECO,38,083,122.355,122.355
2020-04,115,ITALIA,28083,MECO,38,083,122.355,122.355
2020-04,121,PAÍSES BAJOS,28083,MECO,42,083,122.355,122.355
2020-04,126,ALEMANIA,28083,MECO,94,083,122.355,122.355
2020-04,131,SUECIA,28083,MECO,106,083,122.355,122.355
2020-04,000,TOTAL,28084,MEJORADA DEL CAMPO,368,084,122.355,122.355
2020-04,010,TOTAL EUROPA,28084,MEJORADA DEL CAMPO,351,084,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28084,MEJORADA DEL CAMPO,324,084,122.355,122.355
2020-04,110,FRANCIA,28084,MEJORADA DEL CAMPO,75,084,122.355,122.355
2020-04,115,ITALIA,28084,MEJORADA DEL CAMPO,45,084,122.355,122.355
2020-04,121,PAÍSES BAJOS,28084,MEJORADA DEL CAMPO,55,084,122.355,122.355
2020-04,126,ALEMANIA,28084,MEJORADA DEL CAMPO,74,084,122.355,122.355
2020-04,131,SUECIA,28084,MEJORADA DEL CAMPO,42,084,122.355,122.355
2020-04,000,TOTAL,28085,MIRAFLORES DE LA SIERRA,44,085,122.355,122.355
2020-04,000,TOTAL,28086,"MOLAR, EL",152,086,122.355,122.355
2020-04,010,TOTAL EUROPA,28086,"MOLAR, EL",146,086,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28086,"MOLAR, EL",142,086,122.355,122.355
2020-04,126,ALEMANIA,28086,"MOLAR, EL",41,086,122.355,122.355
2020-04,000,TOTAL,28089,MORALEJA DE ENMEDIO,66,089,122.355,122.355
2020-04,010,TOTAL EUROPA,28089,MORALEJA DE ENMEDIO,52,089,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28089,MORALEJA DE ENMEDIO,52,089,122.355,122.355
2020-04,000,TOTAL,28090,MORALZARZAL,66,090,122.355,122.355
2020-04,010,TOTAL EUROPA,28090,MORALZARZAL,55,090,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28090,MORALZARZAL,53,090,122.355,122.355
2020-04,110,FRANCIA,28090,MORALZARZAL,31,090,122.355,122.355
2020-04,000,TOTAL,28091,MORATA DE TAJUÑA,89,091,122.355,122.355
2020-04,010,TOTAL EUROPA,28091,MORATA DE TAJUÑA,81,091,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28091,MORATA DE TAJUÑA,77,091,122.355,122.355
2020-04,121,PAÍSES BAJOS,28091,MORATA DE TAJUÑA,47,091,122.355,122.355
2020-04,000,TOTAL,28092,MÓSTOLES,1707,092,122.355,122.355
2020-04,010,TOTAL EUROPA,28092,MÓSTOLES,1420,092,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28092,MÓSTOLES,1314,092,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28092,MÓSTOLES,135,092,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28092,MÓSTOLES,122,092,122.355,122.355
2020-04,031,TOTAL AMÉRICA DEL NORTE,28092,MÓSTOLES,57,092,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28092,MÓSTOLES,62,092,122.355,122.355
2020-04,103,BÉLGICA,28092,MÓSTOLES,42,092,122.355,122.355
2020-04,110,FRANCIA,28092,MÓSTOLES,382,092,122.355,122.355
2020-04,115,ITALIA,28092,MÓSTOLES,37,092,122.355,122.355
2020-04,117,LUXEMBURGO,28092,MÓSTOLES,64,092,122.355,122.355
2020-04,121,PAÍSES BAJOS,28092,MÓSTOLES,415,092,122.355,122.355
2020-04,122,POLONIA,28092,MÓSTOLES,34,092,122.355,122.355
2020-04,123,PORTUGAL,28092,MÓSTOLES,32,092,122.355,122.355
2020-04,125,REINO UNIDO,28092,MÓSTOLES,84,092,122.355,122.355
2020-04,126,ALEMANIA,28092,MÓSTOLES,141,092,122.355,122.355
2020-04,128,RUMANIA,28092,MÓSTOLES,30,092,122.355,122.355
2020-04,131,SUECIA,28092,MÓSTOLES,89,092,122.355,122.355
2020-04,228,MARRUECOS,28092,MÓSTOLES,60,092,122.355,122.355
2020-04,234,NIGERIA,28092,MÓSTOLES,52,092,122.355,122.355
2020-04,302,EE.UU.,28092,MÓSTOLES,54,092,122.355,122.355
2020-04,000,TOTAL,28094,NAVALAFUENTE,33,094,122.355,122.355
2020-04,000,TOTAL,28095,NAVALAGAMELLA,52,095,122.355,122.355
2020-04,010,TOTAL EUROPA,28095,NAVALAGAMELLA,48,095,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28095,NAVALAGAMELLA,47,095,122.355,122.355
2020-04,103,BÉLGICA,28095,NAVALAGAMELLA,31,095,122.355,122.355
2020-04,000,TOTAL,28096,NAVALCARNERO,252,096,122.355,122.355
2020-04,010,TOTAL EUROPA,28096,NAVALCARNERO,218,096,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28096,NAVALCARNERO,207,096,122.355,122.355
2020-04,110,FRANCIA,28096,NAVALCARNERO,74,096,122.355,122.355
2020-04,121,PAÍSES BAJOS,28096,NAVALCARNERO,73,096,122.355,122.355
2020-04,126,ALEMANIA,28096,NAVALCARNERO,37,096,122.355,122.355
2020-04,000,TOTAL,28099,NAVAS DEL REY,33,099,122.355,122.355
2020-04,000,TOTAL,28100,NUEVO BAZTÁN,41,100,122.355,122.355
2020-04,000,TOTAL,28102,ORUSCO DE TAJUÑA,31,102,122.355,122.355
2020-04,010,TOTAL EUROPA,28102,ORUSCO DE TAJUÑA,31,102,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28102,ORUSCO DE TAJUÑA,30,102,122.355,122.355
2020-04,000,TOTAL,28104,PARACUELLOS DE JARAMA,228,104,122.355,122.355
2020-04,010,TOTAL EUROPA,28104,PARACUELLOS DE JARAMA,203,104,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28104,PARACUELLOS DE JARAMA,189,104,122.355,122.355
2020-04,110,FRANCIA,28104,PARACUELLOS DE JARAMA,65,104,122.355,122.355
2020-04,121,PAÍSES BAJOS,28104,PARACUELLOS DE JARAMA,37,104,122.355,122.355
2020-04,126,ALEMANIA,28104,PARACUELLOS DE JARAMA,33,104,122.355,122.355
2020-04,000,TOTAL,28106,PARLA,1439,106,122.355,122.355
2020-04,010,TOTAL EUROPA,28106,PARLA,921,106,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28106,PARLA,855,106,122.355,122.355
2020-04,020,TOTAL ÁFRICA,28106,PARLA,174,106,122.355,122.355
2020-04,030,TOTAL AMÉRICA,28106,PARLA,79,106,122.355,122.355
2020-04,033,TOTAL SUDAMÉRICA,28106,PARLA,57,106,122.355,122.355
2020-04,040,TOTAL ASIA,28106,PARLA,265,106,122.355,122.355
2020-04,110,FRANCIA,28106,PARLA,214,106,122.355,122.355
2020-04,115,ITALIA,28106,PARLA,47,106,122.355,122.355
2020-04,121,PAÍSES BAJOS,28106,PARLA,259,106,122.355,122.355
2020-04,123,PORTUGAL,28106,PARLA,43,106,122.355,122.355
2020-04,125,REINO UNIDO,28106,PARLA,47,106,122.355,122.355
2020-04,126,ALEMANIA,28106,PARLA,127,106,122.355,122.355
2020-04,128,RUMANIA,28106,PARLA,36,106,122.355,122.355
2020-04,131,SUECIA,28106,PARLA,59,106,122.355,122.355
2020-04,228,MARRUECOS,28106,PARLA,88,106,122.355,122.355
2020-04,234,NIGERIA,28106,PARLA,64,106,122.355,122.355
2020-04,343,COLOMBIA,28106,PARLA,30,106,122.355,122.355
2020-04,407,CHINA,28106,PARLA,259,106,122.355,122.355
2020-04,000,TOTAL,28109,PELAYOS DE LA PRESA,37,109,122.355,122.355
2020-04,010,TOTAL EUROPA,28109,PELAYOS DE LA PRESA,31,109,122.355,122.355
2020-04,000,TOTAL,28110,PERALES DE TAJUÑA,92,110,122.355,122.355
2020-04,010,TOTAL EUROPA,28110,PERALES DE TAJUÑA,83,110,122.355,122.355
2020-04,011,TOTAL UNIÓN EUROPEA,28110,PERALES DE TAJUÑA,75,110,122.355,122.355
2020-04,000,TOTAL,28111,PEZUELA DE LAS TORRES,32,111,122.355,122.355
2020-04,000,TOTAL,28113,PINTO,1186,113,122.355,122.355
2020-04,010,TOTAL EUROPA,28113,PINTO,1111,113,122.355,122.355
